0,1,2,3,4,5,6,7,8,9,10,11,label,12,13,14
-11783.4344953,724.992833154,-2652.08225005,-9396.17280045,8467.25428139,-8245.66423716,-8188.39598694,-7005.24496163,3194.20318097,-4965.67813407,10259.8956658,-3094.78807517,sheltered_college_freshman,-3321.86441948,-2659.5517887,3758.82156927
225.434533583,12736.7465991,-6241.7315706,-957.964593598,-4564.64483884,1932.14071245,-2847.26060564,-881.661726737,-1378.74695938,1203.63863634,-2905.55987467,5699.07730112,good_guy_greg,4027.59149829,-1529.79747492,4224.23941718
-14638.5964585,-1363.00573139,-5265.13451376,-3669.09833187,11120.7411337,4234.6663663,4288.66034975,6436.77565891,-1546.08725993,9015.05268309,915.431968743,-4350.87538168,college_liberal,4422.67879142,780.139919932,2358.28480221
-14815.5144782,-2289.27087524,-4911.41634739,-4863.40293105,10848.2720808,4792.81101752,5814.86831839,7561.78089366,-2311.82554344,8392.87160716,1439.11476333,-3042.99797803,college_liberal,5374.88528751,297.402166404,2203.88188699
24905.1190279,-3680.73286365,-3942.40701242,4731.74209145,11795.3315471,9156.75627328,-3730.25808073,5334.26979984,-4135.43881758,-5038.21651041,3201.83984788,10556.6523355,unpopular_opinion_puffin,-8366.33708977,1144.58453884,7562.9435486
-14686.0735454,-765.740012313,-5227.49888924,-3939.08615817,11219.3340071,4568.53668413,4484.30785209,7099.41181169,-2099.39344111,9825.59193921,599.97860781,-5081.60410804,college_liberal,4397.06562534,713.367927437,2731.99993514
-19418.7234411,-11746.6340201,-8381.57977436,17502.6583438,1263.74962374,-2818.74805445,8391.50542828,-10136.9076183,1885.95779298,592.281767813,-1972.10326566,2718.08510747,advice_god,-2155.46485138,-2759.67743153,2043.74238346
-2318.44620997,12234.0341965,24.8909743794,-1935.0035957,-3880.55938534,1386.78727318,-2434.90807722,-1168.34669511,-1906.33329209,-5597.60362867,-7413.3011577,-4704.22580341,confession_bear,425.1306278,-7557.28872293,2866.3596062
-17707.830464,-8903.08140916,-7831.68479903,15593.3333719,2480.52853094,-3081.9943292,7717.11619749,-9280.0197823,2402.4068839,1677.90320132,-2058.63447649,1631.91729393,advice_god,-67.3247633595,-831.975056701,340.468030048
16908.971162,-13122.9303618,5449.425309,-5323.80400562,-8341.72424098,-3360.82725553,-7736.11339315,-7001.41103916,6543.51928315,14946.1282244,-7819.92791726,298.2495817,lazy_college_senior,2478.96956232,-4428.68027283,-230.236388274
-5754.1588963,6785.1165607,29193.2489063,12868.923654,532.035198524,-1492.4243807,-1833.45493488,6315.02612948,3118.52657666,-465.391277125,853.198906398,-268.98774624,socially_awkward_penguin,560.13194617,769.046626837,1987.71429618
-2817.13354041,7155.56978994,3067.61959041,-5641.66195715,-4422.77468606,-31.7362495122,1178.21505421,-1311.80968505,-2308.02330754,-3882.90322463,-4409.37633352,-2427.8303442,confession_bear,1529.2825786,-8039.9025421,1114.97061733
33722.3156495,-6383.61580342,-159.676437788,3577.9427555,4748.4856742,-1943.1462817,-1599.04885617,-7743.84465652,-1022.01719661,4009.64293399,269.673573963,-5525.65898852,bad_joke_eel,3254.07530493,3018.54651487,-5214.09490289
-2998.04209827,14460.9779819,3129.60999013,-8800.14868683,10832.2185853,-9229.86407358,3573.31618921,412.735547046,5159.10138989,1111.36859447,-4061.48812741,8178.94443645,bad_luck_brian,1105.51157069,1117.37177355,-4594.90555809
-3536.47148598,7525.00402679,-6442.64222524,814.135320961,-5735.45019321,12937.969236,-492.677046652,1117.37334064,12308.690967,-5579.10994851,3805.0580929,-2044.88811291,business_cat,1581.51763345,1046.22816503,-3126.66403758
-15185.2398937,-3919.05185208,-3266.59138845,-5028.56440308,9668.21819959,3220.68237136,5153.29829545,7230.80069281,-1866.44552879,8861.94577648,2006.45407557,-2721.46173331,college_liberal,4502.27575229,714.781922222,953.675928273
2432.71558733,-13639.5121732,1712.08089745,-1903.72144735,-6329.98127724,436.611640574,-9542.40283125,967.469596481,1694.78143363,6995.22426054,3372.52484997,3540.6693168,evil_toddler,-3551.32141554,-5458.45930099,-5104.17387684
-1131.79361064,16310.056464,3790.40087543,-7734.97943929,10722.8984238,-9194.32785348,5650.18235118,-415.123014558,4747.22569314,437.701234813,-4813.92568779,8633.13480485,bad_luck_brian,1352.370432,1452.08751449,-5328.72419221
5629.10105036,20145.6644114,2972.21073384,723.952989069,-5745.47022282,-571.8141541,3890.1930472,-7365.0708338,-8070.40729297,2905.12508715,4291.33420294,-4935.41951296,high_expectations_asian_father,-4219.75801126,7752.93990258,-2317.1130682
-19047.2713192,-13626.3428951,825.955775691,-2200.65202239,-2351.27653834,5339.90822019,-2804.85064144,5117.97043272,-3092.37020124,-2810.22617833,-644.185143741,830.201238549,minor_mistake_marvin,-2791.96849772,-1999.51888218,-3442.91931563
4558.75038883,-11061.8279759,3431.5567645,-5308.17690517,-6764.97633371,-1574.96531194,-6365.98033372,228.444765153,424.366209884,6214.49444865,2595.02885783,1188.14055919,evil_toddler,-3988.57385123,-5519.01919888,-4733.46595328
-3193.09323582,10030.2415199,755.220250465,-2262.3970606,-3292.41993957,6985.98612668,4437.98339202,1851.58325588,-6781.74228293,1546.16299958,3990.70182494,468.401862149,philosoraptor,-2652.03909704,-5300.6039671,828.060629615
-17810.6941487,-11982.0848904,2791.3483706,-4255.01595095,-1173.58002523,1467.06177466,-2816.62046399,950.111756489,-5346.93877766,-5868.08710442,-8350.96443596,580.056154167,first_day_on_the_internet_kid,-680.05532582,6827.80153413,-2849.82599687
21497.9457855,-18927.7917404,9438.12912743,-12047.5361103,-6398.53706313,-646.515161711,15178.762773,-1036.80759603,3407.03808302,-5160.47318509,3401.71131786,-938.118997807,sudden_clarity_clarence,1266.33968221,-154.139570334,5018.10298454
-3365.26209975,12064.5718675,-488.910915463,-2929.53354093,-2543.54679142,18.5908350911,-1095.91542343,-2543.19230273,82.841022556,-6315.00564505,-7838.0369891,-6991.28653451,confession_bear,251.734764306,-7335.28129894,4723.36671049
29434.9913763,-1965.59380475,-5658.01082826,6195.64968436,8640.48582195,6925.94985976,-6369.84429049,2760.18158491,220.083685716,-939.687086836,774.943794858,8068.07715272,unpopular_opinion_puffin,-8959.93493338,3406.78111096,9648.72533174
34628.7342216,-6599.98439175,-1664.1498211,7237.89549123,6595.53848583,581.70984683,-4849.52673891,-4478.02701608,-3654.82532785,-4951.43276256,43.8294456759,-3699.1017527,bad_joke_eel,4644.48436819,1783.50651518,-5308.72748306
31756.006059,-5883.68592281,-2539.02746732,3937.52799798,9874.40332273,1674.58525224,-305.828296385,-3633.15680334,-5695.56485231,-6970.49222475,-2289.42236417,-5738.35421802,bad_joke_eel,7408.67971974,-2957.02182923,-4695.45671489
-3592.11566846,15219.886771,3452.17287226,-9043.79218226,10475.518368,-7310.31316389,2843.56493436,328.210044497,6593.26899637,1582.575914,-5430.3427754,8602.81470706,bad_luck_brian,-1097.41271498,2015.83249365,-3542.56600409
-19285.49713,-11870.5701533,-7691.4286365,17020.5113963,1467.59700462,-2576.59614871,7900.42985618,-8427.62055715,208.510355553,717.28641637,-337.030806993,2906.283898,advice_god,-1868.96547577,-3451.18960325,474.394160149
26380.8965205,-15127.9504701,2825.41408171,-1292.20114911,-6180.00303557,-406.86106113,-2978.01279738,-5052.14734841,6816.12059138,5097.03030698,-7596.24189331,-6923.64158594,sudden_clarity_clarence,-8032.91561303,13371.3565618,7532.19696605
-3316.69320526,13353.0052678,4269.81238042,-10414.2419246,10712.6958914,-9304.33525689,4815.01219636,-159.605628468,6394.31529033,1750.52644303,-5208.66406137,7693.45684234,bad_luck_brian,791.348258412,449.169234236,-4278.99423806
-3625.77659102,15107.8452564,2310.35455146,-7013.8912342,11711.5129041,-6854.49705109,2108.53204117,1511.69110633,4209.05300171,-929.901404043,-5012.48495515,8803.61095918,bad_luck_brian,-1324.87671109,3019.90128884,-3666.20632757
-18180.3969207,-12710.0925232,3073.07975728,-4517.71624648,-1901.50910554,2442.29080991,-2861.78330851,1318.27498652,-5863.68521944,-7728.50424896,-6673.58065753,500.132581046,first_day_on_the_internet_kid,-1996.80981172,4995.16358731,-2000.24345122
14212.5818905,-12241.7295634,3906.8400756,-2747.46260998,-7207.53089504,505.077576986,-6384.8457268,-4235.72694578,6465.65706973,9911.87902411,-4705.70410515,469.583507382,lazy_college_senior,2202.3894749,-7271.5641974,3482.24999507
7583.99237373,-3744.237142,-6199.32867388,323.715326914,-1948.56226336,877.620749887,-2615.14080067,1625.90726706,-3943.54672704,1280.07483588,2335.85146455,-3412.84747721,philosoraptor,-3317.55735208,-228.646568296,-1668.01734254
-2554.75726233,11630.4064503,475.725918859,-2856.08768294,-4090.76940758,1929.33505723,-1159.7627943,-430.163544411,-2278.71474351,-5184.62033238,-8113.39011402,-3236.59479316,confession_bear,1135.90462181,-7896.09908295,2269.31895643
-18009.3688185,-12679.9506516,2855.66027407,-4417.0478681,-1451.57147129,1021.32430947,-2914.30386149,1558.89918858,-5896.69703297,-6302.64560442,-7191.77529847,705.584649597,first_day_on_the_internet_kid,-903.594710917,6452.83800784,-3453.89321569
19070.548513,-15649.7268822,8560.91733797,-7207.79582145,-3589.62468033,1082.17513994,9690.94335227,-672.312772298,-2424.62980706,2077.88641474,1873.09158707,3913.20250324,sudden_clarity_clarence,-276.285278345,1004.61395834,-6760.81355354
24613.8333105,-8402.4760516,-10441.5440147,4332.07812929,371.802156381,13606.1060091,-6173.82218278,5367.38511249,18916.5851796,3562.28671483,-1795.90425015,-5196.65074546,business_cat,-2587.40241538,6146.08687887,-2136.43422341
-17744.9645801,-10511.3773252,-747.077525888,1901.64547394,-2174.75706935,2766.23538264,-3312.73679517,1478.81867911,-1499.48157112,-4087.67541121,-1857.40176492,-3441.17440416,minor_mistake_marvin,-309.05916399,-311.649526006,-2298.30616746
5212.41930989,18924.6339565,4506.26223903,-267.923975236,-6795.30991754,1675.09457623,5111.23906358,-6209.29973652,-12289.3024947,4016.61402686,5779.67574685,-727.768753895,high_expectations_asian_father,-2873.38239116,1565.18740403,-3477.57796772
-3626.31363075,7284.95813224,-6911.27457043,345.863508983,-7822.76835145,-9540.49798072,2125.47615424,3498.27921673,1088.57736175,1817.42638526,-2654.27078625,-683.856064979,paranoid_parrot,-1848.7436073,-1855.27683024,-175.460682199
32853.0789079,-5335.15530874,-2689.91176681,4022.75743983,9581.6491178,971.655893507,-908.086726184,-5200.34581153,-3658.38434935,-5688.17038201,-2136.83180978,-6981.06571924,bad_joke_eel,7099.27574635,-3401.33289084,-4040.0877433
31959.6598085,-7329.17625973,-891.228115326,3479.5387236,8800.85293386,1306.89196173,-779.27247519,-4063.15825179,-4470.91163212,-4330.07054765,152.576083564,-6174.4382361,bad_joke_eel,4925.01936005,510.217007758,-5361.96141267
6527.07490365,21371.7088899,2630.20571221,234.251338668,-6523.77246102,2923.69869746,3893.18078742,-5127.82537434,-11343.8372461,2920.45661165,2255.76627662,-41.6628030706,high_expectations_asian_father,-4232.56318583,7049.16890206,-2928.4707703
-14767.5703744,-1662.75234381,-5288.03681935,-4382.03224808,10895.3836978,4539.58427147,5070.44245619,6807.20142423,-2225.37788328,8739.91762544,1453.45098236,-5183.961706,college_liberal,5092.46432941,78.2408707356,2642.36628302
-11262.9278269,1582.59416198,-3390.20241186,-9304.88442977,9373.72511296,-9312.78747194,-7523.4073022,-7960.62336986,4189.886541,-4143.06576032,10357.3462418,-5484.76576059,sheltered_college_freshman,-3337.02592975,-943.043033429,3318.6482158
-7313.09602826,510.260986474,72.4675408035,-3071.0862829,-2990.05712996,-3924.96711068,-7275.05375983,-4395.32799162,-3859.49232274,-7746.60067698,3667.14702507,-15.7281559894,sheltered_college_freshman,-496.367686664,-3977.98253994,-965.322810871
24819.6279761,-5790.07158275,-4757.43913443,6180.64383677,14367.562548,8857.20346401,-5694.78229217,7011.87974846,-7126.44125495,-7243.70822398,3540.5675731,7874.1664313,unpopular_opinion_puffin,-10211.3127141,700.792184098,5673.55686013
32121.6811901,-3827.24707336,-1120.36831322,2315.16348149,7730.51975075,123.412276233,3469.02949984,-5054.33500299,-1695.16745142,-3740.81982984,-1025.30393866,-2249.74531616,bad_joke_eel,8003.57344673,-201.097495131,-6593.26454379
-2481.66021046,11631.5012392,-219.310840909,-934.681542137,-4014.11845641,6219.03549796,2419.85870746,625.182379407,-6506.7334809,2665.13980979,3062.10324141,-1455.01332494,philosoraptor,-3107.24541635,-5113.51582162,1191.60308182
-19032.3302149,-13851.1892694,1956.63883631,-2892.01135515,1800.06104698,927.654530938,-2317.89612465,702.784982872,-2844.69385544,-4284.09536213,-4069.42362614,-3543.38213126,first_day_on_the_internet_kid,499.123124899,6570.1529479,-79.432121914
-2765.46503777,13207.5350814,-6209.67230212,-2644.08855502,-3566.61570087,1812.46888895,-4815.17145035,-2636.36482293,4511.82190177,2995.47823079,-4536.24004964,2617.66073668,good_guy_greg,804.233798826,940.091452614,6670.16272973
-2880.89705761,14342.8819221,3475.0480333,-8193.46354262,12104.8443562,-9043.8412259,4224.03246202,-197.063335764,6227.25207813,966.063395484,-4713.37816858,8363.94313201,bad_luck_brian,-1833.97294505,6204.96450559,-3856.20657758
-19165.7760339,-11742.5349012,-8588.74076537,17448.0077197,1820.46711143,-2548.37460571,9313.20008167,-9167.76316353,1789.15834961,858.262313283,-1200.7634876,2788.88085268,advice_god,-2189.55415921,-1288.60747036,678.874733976
-11116.2428573,1809.09572406,-2660.22884667,-8776.5328826,8902.89549211,-9335.05677767,-8107.1797559,-8178.50841894,4562.89693332,-4052.25361697,8740.98966354,-5172.16571038,sheltered_college_freshman,-3832.8256751,-314.815596095,2882.54425671
