0,1,2,3,4,5,6,7,8,9,10,11,label,12
-3793.93706282,11731.3479245,263.293232469,-2815.98441078,-2682.69502432,190.824415062,-2732.73078256,-1266.21781654,-2257.86844278,-4401.8416905,-9463.60882102,-4187.5944587,confession_bear,-420.868984976
-14949.048761,-1186.84292478,-5243.57243255,-3978.5698059,10796.4944491,4762.92460113,4818.32332912,6951.85081855,-1901.36513046,9365.33121948,1116.12548522,-4539.5047206,college_liberal,4632.08706124
-11302.166482,1560.69673129,-3460.82155018,-9626.81295235,9627.49101728,-9674.91820268,-8008.2192238,-8486.32930451,4327.52297089,-4106.56081311,10548.2923703,-5688.34492592,sheltered_college_freshman,-3316.81942436
-11397.7079277,1544.60340117,-3206.08997192,-9074.1194573,9419.70212788,-9322.49218611,-8563.68233367,-8299.97121836,4471.03083435,-3682.88970779,9654.81882253,-6135.18724071,sheltered_college_freshman,-3687.1501019
-4203.3078943,6240.15717964,28865.5359616,12774.1868215,1814.00576497,205.243031441,-1530.84860271,5556.27719234,2081.66099516,-68.9001690972,1128.67095191,-1077.14224858,socially_awkward_penguin,516.807775898
15214.894666,1153.69684046,-12858.0781368,6853.03418813,-8282.8331148,-17534.2522987,1374.49667366,14650.7010991,4939.73343189,707.783892637,1397.56308351,-4763.86415288,paranoid_parrot,-3069.6888855
32887.8332511,-5448.99750847,-1922.82502106,3566.28078926,7376.39352317,1230.59099435,-2003.40347907,-5248.96847294,-3259.91377349,-1414.00146898,-4231.9852825,-4908.1851155,bad_joke_eel,6930.3489786
-20387.743851,-15869.2906822,2933.78086229,-2902.81877552,-204.097606348,3202.89658125,-3354.5467619,2311.62660837,-4501.58472925,-6101.35418716,-1005.42891241,-2050.53601912,first_day_on_the_internet_kid,-833.399281963
31210.8453879,-4485.43693693,-2958.35416542,3736.80060446,9124.34626843,1036.10997249,-2018.29353524,-5330.30957281,-2049.60623151,-4311.42101155,-2692.45173432,-6590.1605198,bad_joke_eel,6323.7827824
1365.85595859,14082.2240432,7660.77292002,-6816.83645044,4727.29660503,-8818.11526397,3504.13512281,-2618.66689422,-329.828480779,2552.65422664,623.470928,6003.4990294,bad_luck_brian,-2474.177962
10583.028176,24980.208902,-856.518078225,808.784150788,-7647.66393686,969.213070032,1603.18347578,-8655.33209195,-8042.6767571,8052.61810452,1539.53715925,-1654.19025435,high_expectations_asian_father,-4306.72505158
-2383.75942144,15444.2789993,2564.98626079,-8009.18311548,12974.8493749,-9031.88036276,3690.53643789,288.686812592,5274.64765588,-927.262729627,-4282.0195801,8721.64259,bad_luck_brian,970.183425158
-14677.4846911,-1700.74668696,-5046.16325082,-4424.59336615,11145.3967063,4452.37924727,4398.99802267,6732.39511693,-1878.53723478,9716.71801913,424.924840629,-4301.41691844,college_liberal,4786.00511455
2500.06176163,18630.4677265,2742.88507733,-1655.4060263,-4810.50916229,-270.685982549,3970.4553503,-6401.40411107,-7612.8410598,3235.42139672,-1238.34662195,-450.97142818,high_expectations_asian_father,-5142.8302225
-18472.8006799,-14821.0716161,978.629473588,1099.60929429,-141.623533902,3262.43066889,2111.37921601,3462.39763289,-1407.05767069,-1037.63880363,1931.96353733,4194.56119864,overly_attached_girlfriend,1167.09632783
-19263.2892257,-11493.7374302,-7407.58511238,16016.80308,1014.75251254,-2798.1062428,8202.76866227,-8623.41730363,2387.249603,2843.87364303,-808.652352049,2930.28643667,advice_god,-2504.02183516
-2778.61480094,11556.8087685,-26.0327939746,-1447.45482859,-3439.10231548,6366.86911681,2753.33210364,1019.96337527,-7635.32186901,3082.31996054,1898.6077952,76.9861491989,philosoraptor,-2288.93212971
-2145.16190442,10730.0736759,1402.7353982,-3245.30021061,-4610.63070855,288.553947877,-2861.86498122,-2258.73581296,-1576.76280424,-2911.22166914,-8174.67220866,-4892.00202074,confession_bear,-76.970225497
-18118.6759701,-11245.360493,-290.33468347,-1430.44410505,461.061748463,2983.4264463,-1568.56900006,4610.59499989,-2866.69518755,-564.563844585,1526.32464464,-160.428109632,minor_mistake_marvin,-1365.18685523
-899.512785024,10636.2969649,-192.946832608,-568.897810752,-3578.08405924,4712.16031286,1452.49520687,490.728554293,-4362.98740052,4147.11525425,2521.53009388,-2191.86279975,philosoraptor,-2704.67122151
7958.26736122,21343.1712277,2839.53468199,915.65004417,-7351.96808934,172.322870419,3228.99035802,-7731.70320079,-9855.79636772,5538.90185339,3023.19664941,-2466.79545755,high_expectations_asian_father,-2760.91134712
32787.2539387,-2320.5083715,-4697.29238528,6808.03845298,10020.3780067,5719.14679293,-3697.13662946,2069.08253266,-6176.69792597,-3668.52117001,3684.51117836,9728.82654365,unpopular_opinion_puffin,-3575.86142908
21062.707173,-9833.35855958,2340.26544613,87.8762463777,-2533.54887515,-1075.43601653,-3374.48852844,-4268.31410656,7237.36197946,12342.1002557,1753.45082122,79.1882929367,unpopular_opinion_puffin,-2708.92130832
-11783.4382104,725.277654858,-2651.80428157,-9395.33824241,8467.58239855,-8235.64958692,-8176.62962242,-7017.00875011,3287.72352875,-4951.72647923,10297.3337009,-3145.55666247,sheltered_college_freshman,-3128.1054883
225.476655939,12736.6462911,-6239.97082527,-960.098779226,-4557.1970124,1917.99271354,-2871.64336038,-886.732824501,-1430.56272814,1225.21311655,-2819.7437385,5271.61824816,good_guy_greg,4323.04461639
-14638.6021126,-1363.27356375,-5263.6829555,-3664.79402342,11123.9225368,4221.87100203,4229.84444736,6412.69231494,-1647.3189225,9067.58673201,905.339994089,-4534.30348395,college_liberal,4419.34211626
-14815.5180977,-2289.46177182,-4909.21723148,-4857.00671819,10851.1103636,4785.88482266,5754.82120872,7522.70982313,-2386.40699215,8425.1319523,1398.77572829,-3213.26044783,college_liberal,5400.84976783
24905.08339,-3680.74266889,-3934.7173475,4739.28034913,11789.9101972,9154.31543339,-3770.74511854,5222.74843647,-4030.78860411,-4896.37146517,3292.17415563,10344.10362,unpopular_opinion_puffin,-8064.4580661
-14686.0681917,-765.843897623,-5225.10935822,-3933.91783532,11222.8425652,4563.10632104,4425.45233252,7065.79692068,-2177.03986763,9847.91872143,559.021624848,-5276.25397916,college_liberal,4493.7182351
-19418.7239203,-11746.6221353,-8381.98717411,17501.4493149,1264.59423648,-2819.99025618,8404.50331357,-10119.0418486,1872.57941333,596.494342271,-1960.4007172,2674.82159363,advice_god,-2217.14463476
-2318.46816387,12234.4698759,23.901253634,-1927.62443956,-3885.36226611,1428.65885288,-2453.55103221,-1218.66054517,-1713.86712048,-5662.64521997,-7498.27524447,-4292.07864722,confession_bear,220.647699239
-17707.8330065,-8903.32911538,-7833.18026143,15590.978242,2477.82165525,-3100.57909545,7721.2557725,-9242.55753603,2321.47500668,1689.13882311,-2059.44656384,1590.29663621,advice_god,-248.923228916
16908.9557413,-13123.3398814,5455.49739011,-5314.34064173,-8343.13196312,-3402.03659653,-7807.09843855,-7049.52430572,6486.24428712,15079.30647,-7890.70717873,161.551881833,lazy_college_senior,2487.89565632
-5754.16379384,6785.25926299,29193.4412339,12870.0816748,531.866894899,-1480.64572546,-1832.74587813,6315.61560778,3157.18371071,-464.194335187,788.168530349,-232.921007134,socially_awkward_penguin,621.998479264
-2817.14812918,7155.48096077,3067.87362969,-5638.35965125,-4416.07413921,-35.4559779653,1178.77513226,-1354.98355048,-2265.15396811,-3883.33087588,-4545.62251409,-2272.80011131,confession_bear,1550.06028807
33722.3296448,-6383.34911629,-169.6528947,3564.00110652,4750.99257699,-1900.98814661,-1472.27608342,-7658.94347039,-1064.28598884,3831.70475766,283.357403278,-5019.17746341,bad_joke_eel,3336.62858825
-2998.05182777,14461.1148671,3129.1472813,-8799.21211422,10826.6871557,-9216.38374512,3597.39379741,442.603244454,5185.27740103,1095.39481144,-4099.91010596,8391.91861138,bad_luck_brian,829.659241336
-3536.491157,7525.10119503,-6443.28791326,815.29806133,-5738.17264877,12939.6022195,-504.885565584,1141.05232704,12361.8509547,-5512.15661232,3778.16718277,-1973.0389041,business_cat,1449.70918446
-15185.2513881,-3919.24331698,-3264.58302953,-5020.69712737,9668.86317546,3216.13120389,5084.87216357,7189.61106563,-1924.12376724,8890.6828542,1935.71364581,-2840.05855587,college_liberal,4489.4982075
2432.72281385,-13639.736581,1712.28970909,-1909.40782551,-6323.43202979,396.087387224,-9512.5725941,994.556077834,1570.17540729,6984.5094378,3391.44129352,3430.57505841,evil_toddler,-3685.81761922
-1131.79967106,16310.0004828,3792.06671701,-7733.64383373,10722.1645037,-9183.97286826,5661.8641171,-410.530525908,4771.53963872,509.740628645,-4731.56402952,8741.29774204,bad_luck_brian,1291.13067219
5629.07826668,20145.6053111,2977.32740899,735.628831286,-5748.40481032,-595.472751454,3787.38155083,-7454.89256847,-8011.08066709,2908.87051112,4181.37843976,-5064.64489522,high_expectations_asian_father,-4218.67006045
-19047.2889041,-13625.9584667,827.200781146,-2195.27022871,-2353.00198455,5373.66900838,-2848.18417173,5086.59478136,-2959.61512042,-2801.12128265,-527.54526018,985.725102216,minor_mistake_marvin,-2805.51642796
4558.7489713,-11061.9673848,3432.99480781,-5310.15776994,-6758.90039825,-1612.22107187,-6332.98141885,223.18118275,331.197369616,6181.2200265,2471.70738351,1120.11160058,evil_toddler,-4118.64794097
-3193.06831248,10030.1711357,753.207206669,-2275.47470614,-3289.32582232,6980.12489386,4525.19920422,1911.48354968,-6940.65773235,1466.92917656,4055.99865122,332.290533755,philosoraptor,-2494.22473622
-17810.6908952,-11982.0717149,2789.88775572,-4259.48920781,-1177.2123087,1460.71229484,-2803.53763945,953.253271751,-5333.01380557,-5905.41154722,-8344.13300982,620.742287282,first_day_on_the_internet_kid,-607.69495321
21497.9614297,-18927.5564702,9435.4690048,-12052.4721535,-6397.24958644,-628.347275326,15226.0585555,-1002.72456163,3421.25367529,-5218.96747857,3274.93933167,-983.706224651,sudden_clarity_clarence,1289.50293383
-3365.26680236,12064.8477155,-492.772154122,-2935.02657249,-2546.89161265,30.804251976,-1045.78683948,-2524.43371209,136.981055183,-6373.26562953,-7922.65637824,-6664.33994478,confession_bear,86.3136980709
29434.974397,-1965.68231651,-5651.88032242,6193.7478913,8639.73075993,6901.32035436,-6357.64264408,2710.47726884,205.171927791,-784.050512488,923.145564242,7741.40951045,unpopular_opinion_puffin,-8635.40785525
34628.7206792,-6600.09599147,-1658.04707011,7241.15392078,6606.7977883,589.065126929,-4828.61904467,-4560.40011845,-3558.64522749,-4770.79261059,208.150579061,-3741.82517209,bad_joke_eel,5108.94552092
31755.999483,-5883.62217913,-2539.75189837,3939.3338153,9870.21738777,1674.26651264,-349.829719514,-3631.66020742,-5643.6374173,-7031.38646849,-2369.50880067,-5694.34824568,bad_joke_eel,7114.4449953
-3592.10639245,15220.1172304,3455.0831806,-9047.36241123,10476.3367225,-7298.80765239,2910.9430797,331.308715978,6613.48512327,1659.23611109,-5316.14854791,8677.28379206,bad_luck_brian,-953.945179536
-19285.496351,-11870.3984295,-7692.50822368,17020.8961549,1466.32530318,-2564.34571686,7908.56261318,-8420.08748495,230.593541685,671.562819924,-339.01528933,2953.06965518,advice_god,-1938.1185175
26380.891842,-15127.8540899,2827.91707206,-1278.81638777,-6174.0740967,-376.405912432,-3040.04404857,-5064.35480048,6856.5934023,5191.04593511,-7512.99526032,-7028.05933312,sudden_clarity_clarence,-8375.82437405
-3316.6827024,13352.816083,4270.17593029,-10415.8060046,10712.4233376,-9319.2684136,4852.66434238,-126.950886785,6345.71326509,1761.29066955,-5311.28419563,7759.02457273,bad_luck_brian,630.019730343
-3625.79860341,15108.5876677,2312.46871314,-7008.04173902,11708.7278132,-6789.83115613,2138.95408526,1487.61137936,4399.47683966,-911.436928903,-4914.63261215,9122.49963885,bad_luck_brian,-1446.12646286
-18180.3875989,-12709.8616982,3071.27855365,-4526.34097592,-1906.00380441,2445.87448992,-2822.81840872,1335.21410244,-5845.95553482,-7759.32121015,-6594.40974689,542.401984602,first_day_on_the_internet_kid,-1835.86323273
14212.6006923,-12241.4647679,3904.69300465,-2753.3190605,-7199.60123877,502.361376106,-6321.3298171,-4217.41756645,6437.50536353,9897.08776311,-4786.58149153,574.962249917,lazy_college_senior,2260.24909248
7583.98898887,-3743.91296548,-6200.28468797,327.273735007,-1950.80789046,900.301908245,-2632.31823659,1615.25858823,-3854.97078453,1185.50629329,2286.56847275,-3235.25829682,philosoraptor,-3525.88012246
-2554.79654721,11630.7570097,475.175399446,-2848.23698376,-4092.99023992,1966.28454472,-1185.13262551,-491.809025654,-2094.89298403,-5213.86249729,-8169.25110289,-2820.66061208,confession_bear,967.318811866
-18009.3665984,-12679.7458528,2853.65862537,-4421.98388703,-1457.21395024,1031.48081501,-2890.73280277,1571.20950369,-5858.79736667,-6368.57443505,-7173.12926214,803.070973207,first_day_on_the_internet_kid,-848.674413867
19070.5526057,-15648.9233613,8557.96471241,-7215.59390147,-3602.1865634,1175.40766207,9728.00332347,-647.548894399,-2351.71717139,2127.38819325,2324.82767273,4359.49284966,sudden_clarity_clarence,26.1978906539
24613.8171141,-8401.54455539,-10447.1067596,4326.12668671,367.445248618,13664.8883606,-6085.5564469,5435.15466516,19040.1825243,3495.87243864,-1800.14898958,-4723.41479086,business_cat,-2690.48915298
-17744.9603968,-10511.4172293,-743.941721672,1908.01106014,-2168.25025577,2805.61290547,-3316.88473005,1446.26942109,-1361.7969674,-4092.70815903,-1910.37179206,-3268.40409721,minor_mistake_marvin,-414.745798889
5212.40225827,18925.0524748,4505.27070569,-264.75609794,-6797.20393768,1700.31048054,5075.49644018,-6269.40735661,-12200.7860625,3919.3879084,5812.03163029,-448.759915764,high_expectations_asian_father,-2849.56985298
-3626.2957132,7284.78571326,-6916.4319222,330.518099906,-7818.65202728,-9549.35097205,2251.772166,3606.19976369,897.277662976,1762.59977967,-2681.23684645,-618.95838586,paranoid_parrot,-1755.65042507
32853.1076491,-5335.39657927,-2690.02078472,4014.73754359,9585.61396948,935.165234186,-889.201555685,-5162.56487936,-3745.07699865,-5691.40012295,-2202.52872849,-7135.88133343,bad_joke_eel,7066.75051324
31959.6475528,-7328.65088933,-897.090066388,3477.74292434,8791.97089333,1359.01091656,-741.459034081,-4028.2138107,-4350.77097858,-4490.08020321,28.6481023365,-5716.28800921,bad_joke_eel,4682.40719233
6527.00692094,21372.4832446,2635.83315525,256.116006167,-6529.15863068,2985.51780649,3766.25094109,-5302.26577152,-11012.5945999,2918.85979926,2277.77927411,325.965423679,high_expectations_asian_father,-4206.64011698
-14767.5661756,-1662.87820685,-5287.86925536,-4380.61976429,10895.8332963,4531.81489972,5032.62242173,6804.87365478,-2340.79723768,8741.9860341,1387.4143438,-5334.01745522,college_liberal,5059.28178149
-11262.9254354,1582.75441761,-3392.22065021,-9307.6924725,9371.33875329,-9312.15702142,-7509.66877359,-7938.99051579,4228.25657242,-4148.16011277,10385.7382513,-5521.68235781,sheltered_college_freshman,-3189.46532768
-7313.07026614,509.173607854,79.2420344367,-3064.39560065,-2972.89829796,-3988.92878737,-7332.4424664,-4425.2807482,-3959.49062904,-7609.14026818,3737.39837689,-758.81946278,sheltered_college_freshman,-478.903375406
24819.6286079,-5790.18641881,-4758.56572331,6181.22886191,14364.1586004,8880.39574137,-5709.34134677,7009.41533482,-7078.56180679,-7251.56768131,3769.5705302,7924.18080702,unpopular_opinion_puffin,-10245.7366362
32121.6677677,-3827.32320767,-1114.38743762,2325.52658728,7733.70785922,118.605819829,3430.64419216,-5137.51729086,-1559.26232319,-3694.38321003,-1227.70629886,-2253.15288507,bad_joke_eel,8090.7469012
-2481.62232317,11631.5153089,-222.735970982,-947.093419177,-4014.75660919,6216.36104266,2500.54816511,707.911871479,-6663.76636127,2521.07509469,3101.9820959,-1527.80348517,philosoraptor,-3120.81417722
-19032.321441,-13851.855052,1957.65359199,-2888.80379488,1806.60739042,865.060394327,-2360.5841177,657.973744955,-2903.54687012,-4293.55454239,-4266.94036744,-3796.86240856,first_day_on_the_internet_kid,330.49648494
-2765.43396681,13207.1210095,-6209.44952813,-2655.49485849,-3558.13599848,1773.97954568,-4756.40552149,-2600.75624291,4360.60888599,3101.48189948,-4394.0434462,2293.85938271,good_guy_greg,1111.00641681
-2880.91237844,14343.2055141,3475.93936928,-8188.81874373,12106.9067265,-9003.31420225,4281.31654732,-208.760734667,6342.23214485,968.473040957,-4751.68021587,8657.26673703,bad_luck_brian,-1921.00596285
-19165.7833647,-11742.5332656,-8588.49142099,17451.8049415,1819.46465213,-2537.83473986,9305.51761067,-9181.14438551,1825.15800495,882.623180861,-1166.94395636,2812.50235213,advice_god,-2238.55143017
-11116.2412213,1809.1920807,-2662.29383868,-8778.56749855,8900.65937806,-9338.54353939,-8096.98801076,-8154.63410124,4599.9789073,-4063.67370956,8741.25595774,-5201.15808109,sheltered_college_freshman,-3766.49002633
-7423.45746135,-96.3721471814,-276.214635725,-4136.94758134,-2879.61230525,-2647.55539963,-8116.9817869,-4188.06154738,-4921.98001423,-8790.64785825,4989.65523931,-520.020311919,sheltered_college_freshman,-506.656456947
-18731.516091,-12353.2525836,-596.939239584,2163.63497086,-2494.25357815,4458.00118807,-4085.80876674,2875.68730115,-2336.56388746,-5831.43989165,-1304.81747316,-2817.23890521,minor_mistake_marvin,-1233.88538502
141.842084078,15761.3927557,3970.38103386,-2643.55425057,-2395.35662359,865.488570712,3308.41637815,-3820.34256984,-9526.0598862,5692.93575562,-95.4695585836,887.317446052,high_expectations_asian_father,-7381.0740911
-15070.8653619,-1707.0588286,-5091.11762891,-4169.60784779,10593.8264227,4845.06920607,4108.31266886,6767.08542416,-2740.51607886,8925.02951123,581.753818277,-5098.99291883,college_liberal,4740.65156115
24311.2661902,-5730.92550072,-4274.69784279,4918.98486116,12190.9364386,9928.19869713,-6049.78443905,7377.25090099,-4463.86247498,-5727.92133797,2248.85710012,10462.15368,unpopular_opinion_puffin,-9980.70325381
-19276.9303838,-14813.5734585,2574.82948648,-4545.94776235,-149.047225662,1562.41172657,-1295.42194668,862.396327477,-2500.29189355,-4336.35299916,-4741.26532339,-3304.93905035,first_day_on_the_internet_kid,1942.23604446
-15109.3006771,-1946.04371315,-5066.17727739,-4054.43621146,10716.5773389,4592.09023957,4712.95999355,6650.99079212,-2461.54678222,8409.68597797,1094.66490057,-4463.33933537,college_liberal,4757.46686536
-1751.42513829,12593.9638622,-161.618766921,-1593.2184523,-3983.50406228,4893.47417042,3826.15955317,-311.677971135,-6568.91225975,2336.06960995,2684.76873703,-704.437662693,philosoraptor,-1693.98327219
-3386.6456111,14718.6439159,3125.88343466,-7833.9942794,10845.5191477,-7834.28698801,710.685456922,-1004.8280738,5331.9274622,-152.366081447,-3997.73837644,6248.31665795,bad_luck_brian,-1175.36925303
9087.4528501,5815.6374039,-8491.06999042,-3202.97894152,-3662.60268683,5095.75423267,927.433051451,7323.17265533,2583.7126371,3484.01965541,-1617.82367874,-2266.03542387,business_cat,1122.83199118
15619.3690846,1639.43801427,-14213.4037135,7318.79518644,-3770.42019674,-16254.5867059,3589.33800254,16191.4492149,-1056.33261772,-2315.1892594,1178.21881132,-4165.95205648,paranoid_parrot,-1450.74989519
-19674.6582667,-12424.0920968,-7002.23413479,16957.6205616,577.524886344,-1516.93078169,8413.5747905,-8327.71070033,1280.69745874,381.544209783,-720.154936813,4259.24131475,advice_god,-2478.8879025
-14994.1344648,-1294.70643308,-5321.58881126,-3654.40175433,10766.4040382,4700.26455946,4808.92346814,6548.60109555,-1618.88882298,9721.45916067,1301.68283337,-5285.99864075,college_liberal,4180.30027048
-7968.22697831,7211.23720878,-1086.5165212,-2901.52674487,2783.73902092,2311.09233134,3494.65812641,904.953158179,-1801.30211993,1581.9169112,1069.80203799,384.039600516,philosoraptor,-2912.01971633
1004.79439833,-13144.2109296,1454.13217874,-3160.55937394,-5576.06648077,-712.703472388,-5814.71826122,1078.57973825,1389.24598847,4263.80559811,3452.48119264,4293.37585675,evil_toddler,-877.525602743
-511.533605818,11711.489156,-347.019523236,-1179.94716284,-3212.25828929,4467.93412945,2926.88851915,490.951214709,-5744.05916402,4366.29400617,1841.70404077,-537.162420858,philosoraptor,-1646.0965411
