0,1,2,3,4,5,6,7,8,9,10,11,label,12,13,14,15
-14259.6880718,-4964.88830191,-134.48977498,-7629.47328939,5210.08633295,-4597.43149847,-1458.13737532,-316.691554538,48.1075072346,1289.50130335,5160.2334864,1542.43989131,sheltered_college_freshman,-249.423123367,-3015.79212102,-1836.89922202,-1177.89153047
-3057.8029377,12062.4635549,4810.03864744,-8592.09431614,9229.5510466,-7894.2392871,2977.92327323,719.591494599,3731.19222101,-2367.55671612,-4423.30047585,10471.6391507,bad_luck_brian,152.757901581,-831.841473245,-6360.79507499,451.677090046
15824.4585289,642.369897053,-14623.0786966,6723.06868881,-6994.07019661,-16245.5685935,2580.89272269,16298.4620237,404.405019789,-2011.07808008,338.706317282,-4920.21876782,paranoid_parrot,-2090.13548356,-640.253679487,-391.772235426,-1944.75189274
-4216.94600262,7286.89631024,28539.5703691,13303.8840582,1642.8538019,-1113.92778792,-1188.2504495,4862.55851958,2461.5479569,-435.833727419,1023.69072071,-2320.86471192,socially_awkward_penguin,1449.4499217,-1437.56656589,2396.59077299,-2838.44070461
-13719.640814,-6037.51045117,-50.6168658461,19.8103596992,-2125.53785424,-3202.55714513,-2725.82481028,-387.778211414,507.491033426,3313.38640889,876.62553664,-699.169292357,overly_attached_girlfriend,863.796070977,2090.63556597,3263.28439775,1138.35502786
-8442.82729113,-11507.9103707,5142.20418876,-7711.39069968,-6410.80138982,-1098.13849241,-2613.00690933,5997.69636316,-4908.66377301,-3312.14873102,3699.75348786,7726.33174986,minor_mistake_marvin,-2378.60271855,-2331.76235011,-4578.11488777,-2461.28600574
-494.445103786,-6671.41702134,-3060.53530414,3232.39941562,-4025.26818414,124.76086055,-5086.12020512,2032.22769428,765.285990334,24.8773864483,893.471613996,-253.677312091,evil_toddler,-590.393090386,1963.57058533,-1118.6844002,-744.607457757
-4479.53150961,8593.81661911,-7048.78449801,1550.93068174,-5534.45575314,15123.9829118,-2355.27059038,1847.44648138,11628.4682084,-2724.84572937,2692.41109881,-227.044320042,business_cat,-1834.91562776,192.909797853,-6647.73016596,-486.613513135
-11335.5173048,1739.60934414,-3348.38035665,-9383.09893349,9290.00062846,-9602.8848959,-7282.04498171,-8299.99477189,4788.51377243,-4020.41378261,10076.0975836,-5019.18441849,sheltered_college_freshman,-3731.68294326,-233.783763096,3747.86919793,-2266.94434579
2031.34220669,20805.8427028,-127.441333083,-716.864826171,43.8178637562,-889.634191745,2065.24238088,-6151.37156247,-5547.30871412,3318.94247607,-2652.82670921,-3316.54690231,high_expectations_asian_father,-4239.86703129,5946.61473429,-4329.86390127,4280.20310799
-3793.92051958,11731.2226673,266.154931807,-2817.77713769,-2671.11721109,173.96221021,-2696.60990087,-1239.09525365,-2361.64733562,-4417.3710141,-9312.2403699,-4489.46715696,confession_bear,-480.955926835,-9379.51383352,-137.536980111,6447.39874291
-14949.0383845,-1186.87298087,-5245.59793657,-3978.56490606,10802.446441,4754.32605181,4824.25778961,6967.9884797,-1938.48784076,9322.64089314,1137.10713492,-4673.88093084,college_liberal,4306.44736659,851.403971721,2967.88832903,883.065241644
-11302.1596862,1560.51377915,-3459.12162986,-9625.30466883,9628.49920074,-9670.34997337,-8004.29017887,-8489.13175458,4306.16597972,-4082.96689699,10675.4319305,-5395.69567557,sheltered_college_freshman,-3585.90145217,-948.220276549,3771.28507079,-2105.46764793
-11397.7033485,1544.46375397,-3204.06102594,-9073.13485367,9419.57865235,-9317.16951632,-8562.07238854,-8308.86986737,4451.339197,-3642.96954111,9803.89146673,-5853.40342357,sheltered_college_freshman,-3960.31234597,-576.643230442,3892.25325386,-1951.17625017
-4203.30611232,6239.88261078,28864.9092942,12769.1047131,1808.76665012,190.368326854,-1501.75232871,5573.37002815,2039.19073175,-34.1268751489,1152.34856767,-1185.51332202,socially_awkward_penguin,491.592240005,-808.378541362,1196.32020672,-3562.47270161
15214.9186088,1153.66314398,-12859.7222313,6857.7284585,-8269.25301999,-17518.9086026,1395.10182055,14632.452219,4879.13437641,641.986425843,1551.50597992,-4472.99466381,paranoid_parrot,-3127.32589945,2826.05953396,-758.957507994,-74.1144428469
32887.8194917,-5448.90706816,-1922.66970328,3563.82718127,7367.03738047,1239.25861661,-2003.55361265,-5247.10552293,-3261.16714982,-1383.29375436,-4039.16916177,-5247.01625385,bad_joke_eel,6887.10674204,-308.154614459,-6034.40969129,-1408.55740015
-20387.7738351,-15869.1187596,2934.45429328,-2900.00710315,-209.412388543,3219.41366558,-3387.10845949,2336.79205219,-4429.0113773,-6076.65731542,-992.380515211,-1753.6817217,first_day_on_the_internet_kid,-872.205184949,2492.06903359,1996.50306573,-3991.33457209
31210.8196976,-4485.26451072,-2959.06616976,3735.59591897,9109.71514612,1058.84675148,-2042.4496227,-5324.56200369,-1983.90517132,-4266.95646594,-2542.19328677,-6856.24708427,bad_joke_eel,5978.16882891,-777.844673968,-3764.27115234,-1335.97500854
1365.82014274,14082.3775045,7661.79777245,-6818.11168454,4714.83153107,-8824.26701172,3458.17046734,-2695.42964562,-210.135324729,2662.85296775,472.220112682,6066.684023,bad_luck_brian,-2100.97120778,-2040.91039446,-6319.09542055,2866.27693287
10583.0553267,24980.0156876,-859.123239917,796.858665439,-7646.70390223,943.865673302,1681.06804504,-8552.52343875,-8277.25156264,7962.0510475,1533.16877173,-1496.68710054,high_expectations_asian_father,-4282.02116789,9580.36807483,-2952.86497369,-394.16095022
-2383.74755744,15444.2524535,2565.33625028,-8015.12875817,12972.1997437,-9045.04522325,3724.60743859,290.12430441,5206.57730071,-907.780662461,-4343.93943212,8641.25519821,bad_luck_brian,1673.1493594,988.08019212,-5880.98281808,1439.11938066
-14677.4746421,-1700.6962189,-5046.92449672,-4432.31241528,11144.3018106,4442.09743894,4433.89397796,6750.18864297,-1966.87278795,9739.91020367,559.918018501,-4548.90338761,college_liberal,4678.64254515,1117.18229533,2280.64234578,435.470406848
2500.10105259,18629.9663079,2743.0138812,-1670.86225407,-4807.72053898,-305.212650344,4091.98764882,-6319.52408915,-7935.3031547,3169.56052911,-1196.14638813,-447.859191186,high_expectations_asian_father,-4987.75871477,5044.13730677,-4993.07126062,3943.51263197
-18472.8081992,-14821.1743094,983.688944869,1098.49170488,-135.929075772,3242.68224411,2139.48655996,3432.70040086,-1440.42809127,-1014.44531616,1833.70352579,4040.63980532,overly_attached_girlfriend,1493.97487874,-2817.69362781,-6151.93397877,-2055.45978716
-19263.2824191,-11493.7908029,-7407.58884091,16019.4617924,1021.87207268,-2800.2052698,8194.45370922,-8646.49174523,2354.28612156,2823.18588161,-884.16857647,2947.06192859,advice_god,-2452.07832705,-1366.42765364,152.836869723,-112.997335925
-2778.63113368,11557.0596961,-23.6226300217,-1435.26590346,-3433.63473891,6389.31144931,2708.90076641,938.601818563,-7531.32247269,3048.72578319,1974.75419364,423.552502738,philosoraptor,-2141.00206637,-5805.0984299,-366.543408275,-1179.77767412
-2145.1631042,10730.052786,1406.70512391,-3253.19581472,-4617.65938029,284.942547235,-2836.56104109,-2243.10311106,-1619.04706864,-2807.27987282,-7923.25759553,-5277.03549349,confession_bear,-50.9375465775,-7166.18303603,-114.899924524,3644.84898146
-18118.6646878,-11245.7878155,-292.132054037,-1438.20631947,456.57692033,2962.6359614,-1495.73485585,4652.24470944,-2955.42151264,-612.205002408,1391.44492192,-262.047457747,minor_mistake_marvin,-1472.09635297,-1950.49851981,-5441.46001986,1619.89670241
-899.523738173,10636.3910998,-191.174431005,-563.399728379,-3576.74542837,4720.35925228,1434.85554698,455.239657641,-4305.92071935,4152.74110959,2555.09989662,-1966.60290934,philosoraptor,-2735.59988576,-1263.10550568,-52.5574098517,-1059.46643074
7958.30189601,21342.6646182,2840.84785937,907.394424236,-7351.27690318,155.401631748,3314.39497095,-7645.48385154,-10108.5224503,5505.36464816,3229.37538662,-2345.28963473,high_expectations_asian_father,-2648.40289805,5321.6542276,-3242.10150638,-1578.47602422
32787.2827227,-2320.46308692,-4693.93279703,6806.63967686,10034.7160213,5693.08511241,-3651.75778673,2062.66851394,-6227.3530808,-3688.74282739,3582.39955765,9848.91193085,unpopular_opinion_puffin,-2924.62319474,-13.6562368025,729.360650978,3040.64004476
21062.6882754,-9832.42632161,2344.69162309,108.278652715,-2507.23648718,-1039.97772045,-3484.89142399,-4391.88081139,7377.87866113,12304.0961716,1647.4607209,295.705830376,unpopular_opinion_puffin,-3006.26343055,3645.07574732,-509.682077234,1276.4285553
-11783.435973,725.078906773,-2652.33459782,-9395.32496154,8468.29469207,-8238.7996038,-8174.70300941,-6997.97506558,3263.61584894,-4966.01244504,10306.048936,-2822.27581864,sheltered_college_freshman,-3334.97954462,-2699.96891796,3914.0159514,-1452.92988319
225.472538483,12736.4654396,-6240.50962511,-952.241671471,-4548.46760528,1909.4038728,-2891.82999864,-903.102119502,-1381.935699,1188.03191291,-3047.8757865,5022.33600893,good_guy_greg,4339.88318559,-986.070137914,6338.60894019,-5684.0529383
-14638.597375,-1363.18999455,-5264.44477802,-3670.48063377,11122.0773612,4216.99926967,4252.06969504,6427.08091968,-1708.91408523,9075.09360802,1035.26943129,-4702.98925651,college_liberal,4227.07298175,830.252978458,2656.59189845,392.580595997
-14815.5056746,-2289.45922194,-4910.30989288,-4863.0140953,10850.9571372,4774.27200846,5782.73955481,7544.15311904,-2451.88238399,8427.74670667,1495.84101553,-3430.22414943,college_liberal,5290.50357375,324.738993464,2507.00086114,706.700665612
24905.0675743,-3680.8692124,-3943.33255363,4725.53320203,11766.1037271,9148.8108245,-3766.89999755,5376.53886159,-3918.0962078,-4913.80141714,2785.87432274,10651.6494797,unpopular_opinion_puffin,-8106.66823721,1243.6575419,6782.0948416,5155.22710684
-14686.0520462,-765.934389843,-5226.0966653,-3935.82333827,11228.5140093,4549.52075835,4450.57635154,7072.05299736,-2248.8086562,9833.90425285,653.787366947,-5483.95562356,college_liberal,4269.59004682,874.872518823,2913.42540951,1300.41304748
-19418.723131,-11746.6415286,-8381.70857512,17501.6588741,1264.46752477,-2819.51913544,8388.01619236,-10131.6788497,1862.07126299,603.497736073,-1976.15021999,2743.27294337,advice_god,-2080.62082249,-2752.2640139,2075.49688195,-18.9860876195
-2318.44206348,12234.3221838,25.381123387,-1932.60524935,-3873.92590404,1404.50933935,-2403.01173909,-1162.25333277,-1829.76947807,-5696.32687683,-7387.36278555,-4575.82500725,confession_bear,150.748310451,-7520.30937441,1506.16372227,5131.1385628
-17707.8452183,-8903.1379888,-7831.51545253,15589.4698348,2472.57521123,-3083.60653836,7707.84375771,-9277.80088499,2312.16422458,1730.99661155,-1950.71294311,1587.12135345,advice_god,-65.3713148283,-1114.55141904,669.600310584,-768.735691191
16908.9756533,-13123.6024913,5451.40741834,-5326.37867804,-8359.79950711,-3391.72676076,-7766.69911269,-7005.3527101,6331.20287081,15116.6894315,-7807.58914869,-199.074753191,lazy_college_senior,2597.42161836,-5502.05178774,1094.42044623,-2801.10078142
-5754.16496849,6785.11953346,29193.1231848,12867.8096231,529.468955886,-1486.34853672,-1822.2381158,6317.51166944,3154.28897289,-436.419737442,778.671058065,-292.148958862,socially_awkward_penguin,589.786682531,730.764351169,1658.91694837,573.984527241
-2817.15461352,7155.65147445,3067.76733278,-5644.5604204,-4422.20677721,-28.6269684016,1159.46065179,-1294.25215224,-2213.42779021,-3861.39911422,-4493.08621284,-2586.08420282,confession_bear,1255.52302598,-7641.89081356,946.621354576,1023.89071434
33722.320664,-6382.75233017,-162.812426264,3579.97240658,4773.73458034,-1898.00130001,-1531.44741952,-7765.95495323,-954.857115007,3796.16669314,298.969899733,-5081.24022622,bad_joke_eel,3045.22679738,3664.11670713,-6319.36311412,-451.019465637
-2998.04527238,14460.9775327,3129.90276827,-8800.43911242,10823.7713549,-9217.12777592,3609.44057666,425.576688216,5141.22804629,1125.96391106,-4135.00848348,8278.39070716,bad_luck_brian,1415.60434528,612.045749191,-4875.46614826,843.709361928
-3536.47850025,7524.87872643,-6442.63241545,812.455801942,-5744.31194809,12935.9474334,-475.82754038,1139.36518113,12305.0770374,-5428.01744436,3952.22116979,-2017.48514039,business_cat,1530.36216864,620.352888555,-3154.5395186,-420.947172253
-15185.2377894,-3919.24901136,-3265.3171752,-5028.77563663,9667.44895855,3201.76469027,5121.59388027,7210.64134017,-2011.99196756,8906.29367888,2054.38538545,-3086.90269644,college_liberal,4411.2957529,741.394650767,1420.32402578,254.096795601
2432.71119795,-13639.4007949,1711.64031069,-1902.88248835,-6320.29253043,417.200663382,-9576.27518855,954.687661382,1640.90555665,7047.09980927,3324.1665584,3603.04786777,evil_toddler,-3601.28288785,-4928.88542861,-5091.03108356,480.362642995
-1131.79300059,16310.0631813,3790.38438686,-7735.24657579,10724.0554524,-9183.16169171,5664.91976305,-414.003104023,4759.42289369,473.175757542,-4932.71669296,8642.23034732,bad_luck_brian,1652.48028657,1256.90231782,-5328.59060946,456.026892016
5629.10396009,20145.1631373,2975.22663779,724.766865047,-5760.40131993,-603.821345823,3851.0484122,-7372.76768579,-8198.7259536,2893.23977588,4390.00990564,-4862.59267905,high_expectations_asian_father,-4222.89817954,7266.51983764,-2181.92376714,972.441004006
-19047.280353,-13626.2702927,824.680839077,-2202.63571949,-2355.71748985,5349.542613,-2787.89310157,5134.25561715,-3037.98783867,-2860.48403531,-656.599852611,982.788525193,minor_mistake_marvin,-2775.39521243,-2183.40528134,-3991.89025329,2478.63628105
4558.74023415,-11061.7362999,3431.58896758,-5306.37754187,-6760.77263857,-1592.90228979,-6396.86991847,230.16663318,392.297210566,6241.82179103,2494.0946337,1329.45023842,evil_toddler,-4124.47024041,-5128.35829825,-4719.19905409,-681.159130125
-3193.08896576,10030.5543337,753.549897811,-2259.99174951,-3279.52207937,7004.10515512,4450.87073753,1835.64433979,-6758.07224523,1387.58392122,3999.01505819,746.343855747,philosoraptor,-2616.15647687,-5154.12937418,632.108241253,-1046.3688149
-17810.6884051,-11981.9929091,2791.14994177,-4255.52302895,-1172.42876189,1472.18541404,-2804.80242906,952.002285976,-5301.40022858,-5966.58865181,-8274.57768088,527.81900271,first_day_on_the_internet_kid,-589.212313354,6977.62586035,-1629.17909967,-4950.62473086
21497.949415,-18927.4718924,9436.81325036,-12047.3315288,-6389.91065324,-637.988587382,15179.2792498,-1034.44574042,3527.77883574,-5156.92840352,3275.68599063,-1011.7905704,sudden_clarity_clarence,1114.79408655,604.50141394,4509.86976775,1385.07306244
-3365.26540405,12064.9699138,-489.94056052,-2930.71556584,-2538.73633373,32.7505070338,-1077.81754763,-2528.02014667,189.972767638,-6358.46437703,-7789.35344025,-6901.24983197,confession_bear,-327.487834349,-6788.86546471,2602.95053132,7149.87492992
29434.9477931,-1965.62481836,-5658.86780508,6191.71082663,8623.00627253,6920.1267543,-6400.92217827,2773.47925119,352.054638068,-809.102467991,499.738572887,8102.19580793,unpopular_opinion_puffin,-8767.26804738,3782.80535666,8440.33199445,7079.59485829
34628.7120462,-6599.75845208,-1665.06640226,7241.85683634,6608.64416031,584.713908655,-4853.9751888,-4507.6868293,-3510.1533823,-4964.35421056,6.6798785387,-3871.73938295,bad_joke_eel,4540.38169535,2314.62230779,-5220.30579315,-104.523371024
31755.9976412,-5883.82284198,-2538.71320424,3934.7857208,9862.36834349,1665.635323,-316.015055851,-3617.3210072,-5691.07542241,-7003.69684439,-2130.98398897,-6029.25759484,bad_joke_eel,7096.13196698,-3331.8571295,-4518.29306513,-2125.67194596
-3592.10576029,15220.0731822,3452.02352497,-9038.11700403,10486.3425284,-7289.83785736,2875.89080615,316.484739656,6650.20072419,1572.96406854,-5634.70909654,8756.92984185,bad_luck_brian,-703.782018998,2037.92513085,-4199.16300393,2455.03954806
-19285.4918918,-11870.5131848,-7691.58482888,17021.7202075,1470.68707217,-2573.26009533,7910.26707772,-8427.58185278,188.477987643,663.62110156,-357.916173791,3028.68208161,advice_god,-1723.1365621,-3536.51707148,479.208476329,-116.56964875
26380.898108,-15128.2501839,2827.17712839,-1288.96693594,-6193.03353715,-405.904891978,-2956.56709534,-5046.65570636,6663.02941593,5141.72207234,-7329.0215401,-6539.27982947,sudden_clarity_clarence,-7937.51974304,12906.426567,5257.06285254,9565.20041467
-3316.6916105,13352.8937054,4270.36010476,-10414.0146701,10707.8677129,-9302.38940936,4818.35003038,-149.878253017,6398.07280817,1819.30440362,-5382.14845696,7655.19929329,bad_luck_brian,1034.96445501,266.90231191,-4354.18413872,737.492420634
-3625.78732603,15108.2024269,2308.80231045,-7010.41516361,11710.9970653,-6823.55699897,2172.40330531,1505.81899305,4321.42257897,-985.895789478,-5222.56599288,9097.40457024,bad_luck_brian,-943.461698181,2905.32257604,-4889.58332197,3144.71720986
-18180.3869433,-12709.8773346,3072.60642473,-4516.55798701,-1896.17433573,2455.36635043,-2838.21710177,1321.1623626,-5779.91525095,-7867.49917988,-6595.09263378,601.49164518,first_day_on_the_internet_kid,-1906.39658381,5270.67417115,-1142.06460901,-4356.97725498
14212.5603802,-12241.2171568,3905.07187902,-2750.0062569,-7202.65436062,511.377407161,-6398.04065778,-4279.51747143,6493.00228908,9975.73685143,-4920.17947622,145.701500148,lazy_college_senior,1993.60752346,-6238.82414044,3691.02013294,-1430.02462413
7583.996154,-3744.22391204,-6198.91529074,325.47316908,-1949.94698782,885.645737377,-2592.3412579,1631.62314731,-4000.76460008,1174.11018539,2443.14810585,-2951.78019628,philosoraptor,-3426.43185484,-347.985717459,-1950.3079556,-1922.26425172
-2554.77232542,11630.7165979,475.448286003,-2856.45473925,-4086.41809662,1947.94505003,-1136.31264865,-416.561934925,-2204.06045787,-5245.95800957,-8061.38454853,-3212.40933948,confession_bear,861.173327044,-7894.48248166,1259.69628752,3813.86721534
-18009.3571484,-12679.8123715,2855.6627769,-4415.69767804,-1449.4741387,1034.9263995,-2882.32635078,1564.11270234,-5835.64832943,-6441.83552392,-7132.57860999,774.612414656,first_day_on_the_internet_kid,-756.82867822,6455.75326576,-2376.8763081,-5106.5196857
19070.597155,-15649.3932982,8559.85907338,-7198.34605324,-3559.13995265,1141.89240004,9770.6236607,-693.224447355,-2421.11613388,1853.8334461,1899.49154404,4527.90420006,sudden_clarity_clarence,32.9113004967,972.351197195,-6411.46178733,-2726.78694623
24613.8168732,-8401.87134918,-10444.7886781,4332.09700202,369.110884097,13662.3771173,-6072.80421946,5396.16364355,18897.7861776,3583.38016413,-1619.35426552,-4563.60381912,business_cat,-2719.93747854,6022.25389719,-3356.50349185,-2004.16322502
-17744.9537837,-10511.3819038,-749.432666079,1903.74133935,-2167.40532479,2763.41430319,-3315.74834489,1458.61928381,-1316.56217164,-4110.42706181,-1992.32704625,-3456.24703937,minor_mistake_marvin,-510.988768019,-14.452474938,-3771.48115425,5591.31910757
5212.41948225,18924.8835209,4505.96529408,-267.299435035,-6787.88236539,1683.8638259,5115.71536778,-6202.76618459,-12358.3200205,3812.58864635,5860.42190417,-137.955354505,high_expectations_asian_father,-2817.49955311,1472.27154971,-3843.23186664,-712.286900818
-3626.35621905,7285.40458013,-6915.47122737,339.162874577,-7833.86130897,-9525.1323669,2127.48724349,3528.37654287,1290.32503985,1900.29860635,-2954.70012413,-703.114228074,paranoid_parrot,-2208.21850149,-1154.39617064,-1648.59076117,4253.36094924
32853.0816163,-5335.28286506,-2689.34510965,4022.26757958,9581.81827527,955.552829971,-945.831661689,-5204.05113173,-3626.04317986,-5683.81459821,-2054.48842939,-7379.68557863,bad_joke_eel,6695.61718428,-3188.30606553,-3904.53898951,-1421.582571
31959.6450669,-7328.77466815,-893.758842662,3477.90015584,8794.38821379,1328.53536481,-725.611843226,-4038.00729483,-4334.48214157,-4457.82827495,97.7572908598,-5951.3972182,bad_joke_eel,4525.45884595,489.346417747,-6357.39500256,-489.563076084
6527.05956376,21371.6731409,2630.84146424,234.423118547,-6534.46946042,2933.61424378,3912.69788793,-5108.01780652,-11372.7287074,2789.03575446,2243.78722588,416.327038752,high_expectations_asian_father,-4063.51578501,6445.87115327,-3230.528663,-213.116576665
-14767.5593511,-1662.88617602,-5287.26586484,-4381.4726512,10898.2745088,4522.07403468,5042.19128451,6792.94463211,-2372.57259958,8755.16287327,1539.71686862,-5507.19914966,college_liberal,4858.49485672,232.774740383,2546.535485,1415.97708468
-11262.9204036,1582.58527636,-3390.38684448,-9305.73538293,9372.53554527,-9308.11398608,-7510.00698457,-7945.41192997,4217.7877257,-4123.42827079,10500.4888384,-5230.47805039,sheltered_college_freshman,-3464.20105891,-970.658599193,3643.98658403,-1899.04057421
-7313.06268913,509.806785996,75.9789405148,-3064.49968513,-2962.82127234,-3983.5147009,-7356.9049159,-4465.29504391,-3934.64778982,-7729.1054552,3827.22009644,-496.316923207,sheltered_college_freshman,-416.395036883,-3718.39717024,1197.75155195,-3500.0215574
24819.6389466,-5790.2509703,-4758.31443567,6177.4424103,14359.9800108,8865.81118275,-5669.04782472,7073.23643357,-7032.36637944,-7313.01131641,3510.64484149,8503.94161455,unpopular_opinion_puffin,-9918.3107258,554.081818,4228.60532398,6981.82738983
