0,1,2,3,4,5,6,7,8,9,label
-2145.10733475,10729.0877293,1401.64492146,-3248.73283841,-4622.88274401,310.352794579,-2872.21329908,-2486.7244996,-1357.36914544,-2869.95386418,confession_bear
-18118.6710828,-11245.0939903,-291.702599027,-1434.21123065,471.827864657,2940.80134072,-1473.0604209,4691.84601142,-3123.42948949,-836.176682403,minor_mistake_marvin
-899.50182761,10636.117058,-193.472330637,-563.832767108,-3576.67065339,4732.4910047,1419.51464601,371.771430705,-4421.80721068,4005.21938499,philosoraptor
7958.27027863,21342.8011157,2847.18065669,903.464551734,-7345.41854522,140.011762352,3284.44816966,-7562.6165882,-10195.5567521,5216.54126987,high_expectations_asian_father
32787.2938286,-2320.6910346,-4702.48068485,6806.83085871,10006.728243,5692.8512955,-3643.58575088,1982.46489927,-6061.62239203,-3902.46465907,unpopular_opinion_puffin
21062.6351903,-9832.75543756,2330.1971164,105.922526795,-2546.49618634,-1027.79562427,-3378.37735687,-4504.05355941,6868.65267416,12356.5235771,unpopular_opinion_puffin
-11783.4570485,725.511651685,-2651.23344216,-9393.77521815,8470.67167238,-8259.56750986,-8147.31359443,-6926.53189297,3337.31572576,-4911.19713071,sheltered_college_freshman
225.468112424,12736.7401133,-6236.71036764,-957.066106305,-4542.81436991,1912.47674653,-2907.52829984,-795.466178885,-1436.19686004,1302.86188165,good_guy_greg
-14638.5750308,-1363.60162525,-5264.93562829,-3670.72346845,11127.9456802,4244.4644897,4237.93938034,6384.06876339,-1980.9655986,9024.10408399,college_liberal
-14815.48911,-2289.83906743,-4911.82987362,-4863.86119291,10851.9425673,4804.54635534,5770.41743327,7482.67111469,-2704.71049755,8334.7449909,college_liberal
24905.0474962,-3680.25530946,-3940.86250228,4736.87562955,11786.3589739,9136.52091071,-3719.77436611,5311.19909312,-3991.06261051,-5285.00731804,unpopular_opinion_puffin
-14686.0463897,-766.345376995,-5229.62479337,-3941.05866054,11224.3811787,4585.49773373,4446.57742082,6995.09985162,-2561.95761965,9759.9226189,college_liberal
-19418.7184793,-11746.4298221,-8379.21622793,17502.7026408,1270.70825669,-2824.77292529,8388.24207033,-10076.0513662,1832.65845872,666.705679691,advice_god
-2318.45743925,12233.8940482,9.765771623,-1935.13089186,-3887.38248305,1442.83592471,-2354.77288326,-1409.38551653,-1685.48471675,-6034.90845122,confession_bear
-17707.8175386,-8903.46713625,-7826.89559371,15590.5268527,2484.65565521,-3084.02918348,7667.79854172,-9234.81995976,2365.62205048,1900.90183234,advice_god
16908.9339998,-13122.0451417,5463.53780716,-5319.17250169,-8331.31225448,-3433.6410892,-7750.48988939,-6774.97103049,5690.26299402,15186.6013338,lazy_college_senior
-5754.14493675,6785.21584411,29192.6006319,12868.816233,531.32948484,-1495.18914776,-1823.04213943,6311.73140029,3176.90715017,-257.185546958,socially_awkward_penguin
-2817.16977099,7155.27541636,3060.91127097,-5635.82613931,-4442.10146293,-12.8750194989,1222.75151583,-1511.73218518,-2130.80414795,-4204.33962984,confession_bear
33722.3119471,-6383.32473713,-180.875496406,3579.51179686,4725.92785018,-1893.01493444,-1451.71909227,-7975.04683864,-1069.74581365,3646.43323725,bad_joke_eel
-2998.04047545,14460.9341682,3131.16329321,-8803.93383404,10834.6031869,-9209.46010122,3586.25395997,458.73303672,5177.47071932,1372.9784923,bad_luck_brian
-3536.49524858,7525.07149361,-6438.23211657,808.831048038,-5740.16135578,12928.3071837,-500.192391242,1228.99003831,12532.0298757,-4937.92433154,business_cat
-15185.2127589,-3919.86870088,-3268.29022558,-5031.24786206,9669.11862293,3237.96820149,5104.41184218,7112.22497565,-2243.41058646,8838.35443514,college_liberal
2432.70042531,-13640.3293773,1707.48540419,-1907.50875351,-6345.80596539,431.801352946,-9531.87032983,821.679596826,1464.3817947,7139.81011394,evil_toddler
-1131.81209034,16310.1152512,3788.17192286,-7736.19738003,10725.3534327,-9167.6258576,5677.05164245,-407.45670175,4735.93866619,538.717018533,bad_luck_brian
5629.10313399,20145.0146345,2982.96313122,719.891926941,-5748.15003186,-609.794737576,3782.06250176,-7353.83528956,-8137.78406976,2725.40908357,high_expectations_asian_father
-19047.2762352,-13625.7824854,825.046729005,-2199.52047254,-2341.56674388,5336.27911297,-2771.04218667,5178.43281946,-3098.42582722,-3061.56954325,minor_mistake_marvin
4558.71561134,-11062.1135877,3428.00015649,-5307.69706712,-6775.26691331,-1584.24191955,-6329.36823118,108.268592355,151.932473418,6159.60052879,evil_toddler
-3193.10678562,10030.8468332,748.291315713,-2261.50955066,-3287.26172457,7010.88549835,4505.51625235,1832.92619485,-6972.59336882,982.868535381,philosoraptor
-17810.7187261,-11982.1943941,2797.23450445,-4258.22945785,-1187.34039163,1460.26790977,-2843.5693574,1052.22224163,-4961.01476455,-5973.50669835,first_day_on_the_internet_kid
21497.9614213,-18927.4594511,9437.68294894,-12044.5557039,-6398.9308889,-648.064798274,15206.9727421,-1010.6664909,3644.75793255,-4983.31087092,sudden_clarity_clarence
-3365.29682785,12064.5941351,-500.755772004,-2929.51850886,-2566.33032196,48.3884667914,-1017.89459732,-2722.09013811,344.998648689,-6574.32385579,confession_bear
29434.9461912,-1965.70102655,-5657.5043263,6195.42226038,8632.08950336,6928.05909624,-6375.82931799,2706.55972963,258.073723461,-888.152727092,unpopular_opinion_puffin
34628.6484195,-6600.27208496,-1676.29166602,7237.77980734,6582.25863715,624.344048794,-4778.04929826,-4727.82881955,-3447.04280589,-5375.36805257,bad_joke_eel
31756.0248482,-5883.72794177,-2533.78080071,3933.05630503,9885.21274834,1658.60264865,-368.977524088,-3556.00376619,-5374.67934031,-7106.14340914,bad_joke_eel
-3592.17369457,15220.4292229,3448.83048914,-9044.67527069,10480.7955689,-7280.1329752,2938.27944205,346.588979213,6471.81543749,1684.53520179,bad_luck_brian
-19285.4961375,-11870.3131795,-7692.38078002,17019.7774551,1475.60434425,-2573.90778152,7920.92706957,-8405.87085025,133.450892277,642.637138465,advice_god
26381.1000789,-15129.1166233,2816.29896411,-1295.28141652,-6126.62025744,-331.660165476,-3079.29820626,-5331.75810389,6773.95165077,5693.74591273,sudden_clarity_clarence
-3316.70082486,13353.0616447,4273.52172248,-10412.5667422,10713.2200848,-9302.25620541,4824.90528126,-113.647280333,6340.76081291,2044.66179179,bad_luck_brian
-3625.79073328,15108.4202034,2304.02660846,-7016.82717781,11721.2193382,-6810.0651347,2193.48094919,1489.68507203,4273.46335248,-845.42311439,bad_luck_brian
-18180.4447768,-12709.6644205,3077.77908443,-4521.44341348,-1912.36417046,2438.1427628,-2845.54133396,1473.1091159,-5492.98293787,-7963.24781479,first_day_on_the_internet_kid
14212.5417532,-12241.0057836,3913.26420586,-2739.4934871,-7227.31586488,453.429286734,-6319.09862102,-4181.23641452,6033.94326356,10302.555784,lazy_college_senior
7583.9968691,-3744.30570975,-6199.40724428,321.442116682,-1947.03407968,892.837006185,-2630.66488698,1623.74921319,-3996.19010311,1099.4491246,philosoraptor
-2554.79397324,11630.1694838,461.52702863,-2857.3725683,-4100.22869801,1986.02854487,-1082.75270634,-654.285242083,-2079.71029266,-5633.89235325,confession_bear
-18009.3860265,-12679.8729872,2859.50960717,-4420.91959472,-1462.83432614,1023.54704365,-2917.97915379,1660.84529009,-5499.04487396,-6477.39561533,first_day_on_the_internet_kid
19070.4820808,-15649.9046607,8541.48119572,-7219.72850635,-3605.47517302,1193.24999247,9841.54957303,-826.373470082,-2514.08762663,1559.82955341,sudden_clarity_clarence
24613.8144484,-8402.28798327,-10444.6894792,4328.14500707,356.103272455,13665.5323818,-6111.83481735,5453.66383565,18813.1511268,4381.42165473,business_cat
-17744.9063541,-10511.0033386,-757.553321919,1909.21841518,-2169.91182713,2786.62000635,-3270.71157894,1349.06539577,-1359.50623496,-4414.89694944,minor_mistake_marvin
5212.35199774,18925.391812,4507.79451217,-268.404722335,-6797.07281003,1660.10134888,5155.96305806,-6110.74088098,-12573.0231786,3259.2118724,high_expectations_asian_father
-3626.31066328,7285.10821241,-6915.48363427,353.726568581,-7859.44437678,-9564.93156101,2180.13205458,3357.93727735,1142.9258298,1964.69902361,paranoid_parrot
32853.064662,-5335.07977642,-2682.43509093,4021.75053827,9583.17056652,940.526251713,-959.679642801,-5123.81966543,-3420.87353996,-5755.42133926,bad_joke_eel
31959.6533443,-7328.31896769,-897.931434521,3482.30609163,8789.94007157,1296.82425786,-699.093307086,-4090.18310259,-4246.71786064,-4622.89293583,bad_joke_eel
6527.01905973,21372.2691293,2631.89533057,233.272635073,-6518.4215068,2915.69121196,3922.74855856,-5099.80816541,-11498.2788997,2278.76433795,high_expectations_asian_father
-14767.5441073,-1663.16010391,-5288.8736204,-4384.65360999,10899.293035,4549.81812296,5033.47418154,6756.24123645,-2656.55498338,8691.80838513,college_liberal
-11262.9337222,1582.87678023,-3388.45938171,-9304.28079775,9373.1278104,-9331.5628896,-7498.07820637,-7865.0347997,4331.13386102,-3974.47742763,sheltered_college_freshman
-7313.04190767,510.141505972,72.5825082814,-3076.87988422,-2925.60240143,-3918.17712257,-7389.4310337,-4336.98694858,-3826.18407648,-8045.33676923,sheltered_college_freshman
24819.6803812,-5789.77915776,-4765.02248914,6182.60974529,14380.1512829,8879.12413104,-5696.72187863,6973.02230971,-6842.87864447,-7670.45474221,unpopular_opinion_puffin
32121.6422197,-3827.43639309,-1117.73772717,2318.82308056,7713.43326883,104.795183203,3457.04222982,-5154.4259066,-1427.35781768,-3814.67487936,bad_joke_eel
-2481.63105538,11631.9230647,-224.653728854,-934.701096369,-4008.64876954,6236.07950291,2459.02667611,596.365847028,-6689.25953795,2229.02457293,philosoraptor
-19032.3120473,-13851.9032957,1973.33365071,-2883.16050695,1797.63996013,858.287342805,-2474.31368026,760.721666078,-2447.98955559,-3989.49226675,first_day_on_the_internet_kid
-2765.46233586,13207.2109063,-6211.11602923,-2642.27892256,-3566.87514615,1801.66217233,-4831.64095591,-2672.5853685,4449.58917945,3351.981693,good_guy_greg
-2880.90035918,14343.5256981,3470.42003875,-8187.16846098,12103.3135402,-9029.08043904,4302.27265805,-247.626451875,6279.67873948,1194.38782371,bad_luck_brian
-19165.7730695,-11742.4370247,-8588.82866493,17449.5113865,1823.72086394,-2550.95896512,9321.10711318,-9173.63755629,1736.42651605,907.748935919,advice_god
-11116.2375468,1809.23915313,-2657.35873546,-8775.87924663,8903.11124981,-9358.13557978,-8102.04441637,-8086.6560621,4735.91362728,-3806.38957228,sheltered_college_freshman
-7423.43481645,-95.2348022698,-281.857189769,-4147.02526721,-2831.09932189,-2585.07985868,-8160.76405674,-4069.79640366,-4775.78941513,-9298.14661475,sheltered_college_freshman
-18731.4509399,-12352.8981986,-609.182308245,2165.29995853,-2492.65090165,4445.84869121,-4050.10709719,2788.05059267,-2224.51654559,-6181.52459779,minor_mistake_marvin
141.832321883,15760.7754465,3972.47680743,-2652.2270767,-2424.35951974,795.117986693,3358.18300935,-3830.22181793,-9829.49444204,5463.30602625,high_expectations_asian_father
-15070.8496944,-1707.34798626,-5093.60354266,-4172.67426104,10598.425333,4867.47676118,4116.60399997,6722.53113932,-3082.09456944,8808.18533013,college_liberal
24311.2568884,-5730.63336168,-4275.85036246,4917.79538406,12187.0018157,9935.85228681,-6058.72731505,7464.43313708,-4248.62490346,-5994.50346622,unpopular_opinion_puffin
-19276.9454014,-14813.406398,2594.52860404,-4537.90699687,-156.040775765,1558.30147221,-1415.97158723,1034.01967401,-2065.06407468,-4021.42235949,first_day_on_the_internet_kid
-15109.2976698,-1946.23834143,-5068.91991813,-4056.47866039,10718.1981801,4615.38479288,4719.84769119,6616.23257904,-2783.22549076,8267.73066047,college_liberal
-1751.43265548,12594.445179,-161.847538995,-1582.37810684,-3976.36922138,4923.14233311,3775.67058926,-381.035739601,-6576.58792083,2043.27189035,philosoraptor
-3386.65221288,14718.893485,3129.72341022,-7825.41990144,10857.2114769,-7819.10915562,656.73244894,-985.617041741,5428.27621234,137.615009712,bad_luck_brian
9087.46778086,5815.63027678,-8485.15835847,-3201.51018139,-3669.70114773,5038.7754247,970.605140604,7401.66729729,2290.25699552,3697.27458381,business_cat
15619.3535258,1639.65342714,-14215.5211654,7315.62906711,-3768.14253204,-16291.9433083,3678.48084243,16249.976052,-1140.32663528,-2433.97883132,paranoid_parrot
-19674.6701974,-12424.0296349,-7004.17308634,16957.7312004,579.514737201,-1512.20594362,8406.15291517,-8350.15734491,1235.21617506,319.93534839,advice_god
-14994.1373722,-1294.94648793,-5326.85159871,-3657.55535481,10764.9144616,4719.72974583,4835.44868029,6485.18327286,-2010.58473799,9582.14799528,college_liberal
-7968.26402164,7211.80180723,-1085.19038436,-2882.43412429,2770.04187166,2311.98686758,3450.16560117,793.229672789,-1766.42891329,1507.57778499,philosoraptor
1004.73183624,-13144.1732716,1452.22293136,-3152.82122708,-5600.9623165,-688.187094714,-5820.33953612,1015.63842744,1316.84280576,4285.4597877,evil_toddler
-511.520062382,11711.5715572,-344.882989024,-1172.86921835,-3207.16594057,4480.01866592,2888.13061612,416.301753115,-5819.45770419,4217.76629398,philosoraptor
1102.5536743,-12877.4285144,1137.52881053,-2656.44012947,-5766.97352052,-630.977387656,-7952.00063582,892.654014894,2512.13713746,5959.95006049,evil_toddler
-19416.9492353,-11686.7394678,-8718.86921989,18097.506061,2806.22097313,-3834.4851246,8945.81111838,-9493.38947268,831.561881276,1562.84482297,advice_god
-1650.07110042,12079.6302507,-5062.85219557,-2706.13448778,-5896.54631274,953.690022572,-4191.54412928,-2924.97415087,1790.27825217,2444.16497892,good_guy_greg
-2436.8357734,11068.4487647,243.585586269,-1201.21084903,-3878.95354405,6233.7477189,4182.91607666,962.759231736,-6526.46697593,1099.02962357,philosoraptor
-19180.9315441,-11032.6930592,-8344.92073973,16841.2981438,2421.21598102,-3512.70954639,8114.46044277,-10817.3140518,1635.67000528,1554.16179419,advice_god
-14818.1461835,-1298.21536122,-4702.73518665,-3327.52948188,10507.0471642,4300.39297961,3758.14437871,6738.30657283,-1914.38406132,9075.77821236,college_liberal
19002.239191,-18427.2648173,9630.45419823,-12939.935243,-6461.04452817,-1536.37494098,17498.5640961,-2850.25833982,5867.95782642,-4640.93836747,sudden_clarity_clarence
17232.2653398,3517.78834764,-6996.1604763,1491.87298475,-3026.80205972,-727.389760959,-6719.85898749,3900.97344779,-37.7190335205,621.613278202,good_guy_greg
18440.4215777,-18796.2867192,10132.7467717,-12269.9263071,-5235.9955959,-459.591617682,16192.9695281,-2059.17472762,4608.36839916,-5089.80855576,sudden_clarity_clarence
2258.47492406,-13388.6276556,1296.22925859,-1865.90585271,-5080.91640238,-1667.06179331,-8421.20730071,1136.72924788,1419.08070109,6655.67915302,evil_toddler
-4565.69616208,9591.242365,1628.64819475,-4030.27513771,-2933.15662181,1152.84935364,236.648193385,-701.882656548,-3292.9806751,-5796.46308444,confession_bear
20384.3855261,-18332.1258455,9970.2375223,-13197.486652,-5641.25931131,-514.809624908,16966.9982741,-2254.68056379,3612.91994506,-4878.7528445,sudden_clarity_clarence
-2692.08459622,10849.5304825,-8165.64385204,-60.1010388784,-5231.6196762,17073.2007077,1531.02933929,1005.61664067,16536.4440925,-4066.25149738,business_cat
-50.7022737075,12267.7903618,7065.29295726,-1296.46928802,2329.73462541,4693.99771298,3813.02510229,133.909005634,1771.28356895,-495.583025144,religion_pigeon
-18367.5788729,-11211.0941209,-1033.96438291,1772.27337465,-2579.83134211,3599.86094116,-3619.30210056,1814.77497082,-1438.33225722,-4930.9223349,minor_mistake_marvin
-17527.6340014,-12094.8842618,2476.70250061,-4287.54879962,-195.729092889,878.821887453,-1541.91275482,1590.25118736,-5499.13573363,-6470.79335986,first_day_on_the_internet_kid
950.332567807,4428.55330989,30425.2970874,13618.0120595,2908.42293303,28.3606679089,-2922.40432464,1225.99087414,4887.49103049,4169.38252146,socially_awkward_penguin
30476.3441151,-3878.46032365,-5275.60725882,6210.72660016,9675.94760897,6015.02816713,-5947.32317807,4173.57148324,-2752.47539575,-875.044562173,unpopular_opinion_puffin
-4982.00704954,4175.724651,-4839.91359486,-2002.0932887,-2646.85897119,-8403.34850304,4442.35404678,3032.55666672,-675.479102581,720.082960095,paranoid_parrot
-18428.8854011,-13053.2150344,2951.18271722,-4255.7418125,-1600.44697603,1853.96882935,-4052.33501552,1005.02304078,-4763.63078539,-5625.40625573,first_day_on_the_internet_kid
522.095392144,11732.610887,-5989.1482489,-2830.27383516,-4061.6147038,2116.02134382,-1144.93236688,309.439770926,-1152.36858553,-1515.524073,good_guy_greg
11146.6312468,-13911.8774586,4565.4961578,-3840.79962767,-6605.74777768,-73.6020914011,-7651.38826127,-2851.73885801,-88.717394563,15397.0565178,lazy_college_senior
-20048.5755217,-14642.7653283,2398.39320424,-2644.8644084,250.725870647,3450.63043367,-4240.73088324,1362.26975874,-1422.3385387,-3116.06664771,first_day_on_the_internet_kid
-3106.82828004,10326.5025455,-8008.3053201,707.772491306,-4584.39331678,16679.775793,1734.20779037,1388.49483311,14340.853905,-4671.83728745,business_cat
-3589.23610207,13601.7717968,4468.64294041,-8938.27335217,9994.44806069,-7172.25445548,4457.072061,681.0019659,3988.31119983,1913.55289407,bad_luck_brian
33760.997344,-5255.93889891,-1151.67940789,1739.97099896,7421.24393664,-841.940744207,1569.33389314,-5432.29872827,-798.666674153,-839.452121043,bad_joke_eel
29085.8716215,-6606.17837161,-4283.69960272,3576.06063583,10968.2757734,9138.83999986,-4489.22247856,5699.77740316,-4892.85310674,-4371.16310691,unpopular_opinion_puffin
-18963.1168409,-14101.9719311,3508.74552284,-5720.82305721,-2736.88926464,2425.84260681,-3274.76329435,1575.015772,-5476.52718754,-7241.20548268,first_day_on_the_internet_kid
-3632.50384336,6461.24977772,28845.5374102,13009.263284,3168.65755195,-258.601420427,-19.6452938255,5388.46478577,825.063003907,-198.231502111,socially_awkward_penguin
-10186.1191109,2183.03889611,-2753.66616542,-8819.07710118,8094.31065241,-8706.88074564,-7292.68033403,-6808.39600209,2442.91423272,-4430.67966092,sheltered_college_freshman
1285.09468718,13224.3990671,-10173.0497837,5147.44665597,-8489.94131165,-11880.1690227,3894.86609707,3921.93185219,-59.4969181561,-2327.09138965,paranoid_parrot
-18267.244411,-12534.9583372,2354.55241031,-4516.80712535,-1286.0127029,2638.39451595,-3651.76321108,1426.63477112,-4948.41488017,-6446.5142987,first_day_on_the_internet_kid
29662.370009,-3154.9453359,-3928.86130525,4685.36379701,10017.3439781,6250.38692544,-3989.36202864,3466.30854765,-4590.85105366,27.4961508963,unpopular_opinion_puffin
4313.73382715,-213.624753713,4519.86367275,-1069.93912324,-10243.8437606,-828.687253416,-1646.52752023,-4101.37345605,601.47266315,6123.2061583,lazy_college_senior
-17458.1655383,-10249.5205677,-527.332044606,2027.42176839,-2659.28453762,1764.35594866,-3194.84322249,499.398697774,-1209.49580962,-4238.77609829,minor_mistake_marvin
