0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,label
-3057.79911583,12062.5237461,4809.68966254,-8591.25910534,9239.64306712,-7901.02401494,2963.68953781,703.050414541,3741.73498093,-2393.69907597,-4366.16256085,10414.0615193,-112.441254547,-272.759434552,-6475.0854597,510.028291142,982.85834007,1298.31695649,833.753857171,1335.16114185,-4436.50200852,-45.0652758854,1903.26132307,1313.34548472,2693.69878575,-1465.69403779,bad_luck_brian
15824.4487923,642.483603631,-14624.4313216,6719.69406717,-7000.50885113,-16247.151766,2563.11521541,16292.5886617,453.723324957,-1972.27723261,197.209215137,-5134.26428815,-2075.45581066,-407.634354664,-245.686339574,-1941.3741454,1076.31944906,-360.872816023,1142.17679805,229.370841847,-403.484116764,367.335803029,-4510.05456021,3596.84740835,1525.65697539,2461.85431288,paranoid_parrot
-4216.94120959,7287.01584293,28539.7361201,13304.9767717,1648.4938111,-1113.73625164,-1192.47344493,4839.37134138,2456.15074711,-468.853148718,1009.3270864,-2312.1582331,1526.07514045,-1336.60490081,2428.65412731,-2598.27362578,21.4012581347,338.880447288,1143.6672377,-1677.92422338,1430.81684132,688.565106038,-425.314623539,1359.14842336,156.232880908,-163.41859923,socially_awkward_penguin
-13719.6323469,-6037.5912635,-52.0241124061,18.3281591931,-2128.77550446,-3207.78122669,-2740.78841417,-389.453566455,574.215457735,3323.8904061,787.25189455,-788.58671033,742.765772669,2218.1338092,3420.38300451,1060.03318328,7900.52010223,6790.91741473,-1414.85930172,-3056.73635873,368.933615536,-4892.30604805,-604.931477331,-8486.25021664,-3077.88629763,4735.50467212,overly_attached_girlfriend
-8442.82794901,-11507.9435515,5142.87824046,-7711.65280733,-6412.67907656,-1088.72243977,-2601.50591838,5979.22585671,-4962.19105976,-3305.27812968,3797.49743883,7623.57111804,-2501.88661451,-2455.31279672,-4608.41368957,-2235.89074121,-3019.41789248,-155.436822102,3712.33946629,2037.08270324,481.516250979,-448.864343457,91.1151651874,-2428.5027706,929.670260243,3658.7750151,minor_mistake_marvin
-494.445361244,-6671.40588696,-3060.06368726,3232.17292686,-4021.58270773,127.947764814,-5081.72230023,2020.15595545,756.608107507,15.3235258935,880.467479045,-216.485155993,-572.986622728,1816.97908489,-1100.60764364,-730.957319462,-4057.00149536,741.018629982,3581.55440681,3198.65489508,-1196.51552903,-1601.05601359,4960.96178128,611.947973917,38.1387367781,3457.09694187,evil_toddler
-4479.53334241,8593.94054465,-7049.48933196,1550.63177581,-5530.79785299,15116.2296764,-2379.18073959,1838.85101919,11650.4548834,-2783.44972069,2667.71985007,-382.787456318,-1888.22063084,717.91316488,-6741.67175912,-475.07077164,337.453836297,-2935.24152556,-2235.37643758,-592.399110503,4979.95032352,1191.16544517,-751.69712369,633.97637004,564.889330408,-999.2142201,business_cat
-11335.5201132,1739.70691436,-3348.58416908,-9383.63764675,9291.77421364,-9602.82847728,-7290.92497004,-8302.64277118,4774.70751969,-4042.28926592,9999.60968685,-5212.49566166,-3690.10773564,-160.685450017,3743.86217695,-2239.32141311,825.732695242,1273.41743799,-1726.25210282,1327.46817619,1012.90358695,1969.80505411,-813.286858123,1616.96960076,-2308.02357228,892.150958225,sheltered_college_freshman
2031.34227483,20805.9491602,-128.788924266,-716.387463612,49.1292887975,-902.962554106,2022.91149075,-6146.91503953,-5444.44121034,3344.0533196,-2817.07761278,-3494.95087245,-4292.30854665,6477.53852012,-4377.51934525,3994.22790162,-2774.39971464,1269.94555123,1434.98627613,532.45096457,42.9562893011,3588.54255214,-989.234326293,6330.43077954,-1935.63325094,3778.5669408,high_expectations_asian_father
-3793.92852797,11731.0942454,265.054274532,-2819.05603207,-2682.68815227,174.895655322,-2698.37781436,-1235.68654286,-2335.16680459,-4354.66980554,-9355.92688264,-4470.59130791,-173.813016985,-9476.20531651,-251.795483245,6308.15188423,-780.88785143,635.659245004,-1407.51225899,3308.76618669,4992.28932748,-3282.9489704,-693.788409263,1353.74277222,-371.844024313,1926.76319158,confession_bear
-14949.0436224,-1186.89895402,-5245.50765205,-3979.97597763,10796.5278061,4759.23938748,4830.93568707,6974.82246752,-1905.54232911,9339.69526411,1153.94538802,-4587.2978553,4426.97091256,598.269943789,3024.63180739,869.316821151,-3292.00444422,-2445.19437893,32.0529422189,489.609001519,1963.77536175,-529.454458149,-1187.8634819,-1797.61076302,-1141.86971246,-401.169626236,college_liberal
-11302.162225,1560.59333226,-3459.39053425,-9625.7851695,9629.97256094,-9670.68236775,-8011.78841752,-8491.64300171,4292.90449351,-4099.50713415,10596.2174293,-5590.00480146,-3535.23897562,-872.344864541,3773.22617218,-2084.64108077,1481.20067593,1457.59970041,-1507.75478183,1424.45611719,1434.1432193,2159.44454316,-660.42909135,1992.79124732,-1683.20253017,571.117474795,sheltered_college_freshman
-11397.7049212,1544.52816498,-3204.27309822,-9073.10063613,9421.6701373,-9318.46806969,-8569.72808624,-8312.09459928,4440.31367199,-3666.63635874,9717.28627402,-6032.01444888,-3883.5531322,-555.492531798,3894.55829891,-1928.4064224,1639.55213517,1020.81443102,-1114.80643251,556.437900871,846.719405596,2497.27403245,-695.873398386,2361.88500461,-1013.05547441,1154.18054759,sheltered_college_freshman
-4203.30128283,6239.98475762,28865.3770544,12770.3738453,1815.46844918,190.520740157,-1504.72521914,5564.14424677,2028.33896775,-63.6629153004,1148.45480071,-1132.26280715,550.09265577,-769.03679624,1173.67491891,-3476.74065417,-1356.59913774,1556.33349237,-362.599313017,779.952483585,530.760152745,2614.46630115,616.375203854,-178.771049347,511.672858779,2199.35753634,socially_awkward_penguin
15214.9056371,1153.6702808,-12861.1768135,6852.05847002,-8277.66986473,-17526.2173644,1377.65875237,14654.2869138,4942.75186192,682.561802634,1431.56588278,-4633.49845841,-3242.70853805,3168.38656995,-693.730778656,-400.389295692,-1569.40442608,212.9205587,-4314.3558528,4006.96161933,2828.69587275,-3565.00697351,-608.745011551,1755.63318819,-2473.7763138,-4670.12437912,paranoid_parrot
32887.8368145,-5448.94209969,-1922.53599861,3567.74164866,7373.31494626,1231.49693819,-2008.81605063,-5258.27054305,-3251.44997118,-1401.07393936,-4063.04642694,-5059.80969252,6998.84119389,85.4156702628,-5988.70329912,-1370.10359403,964.365745497,2366.07512696,-3648.02716206,-601.43684491,-2064.16310374,2996.4585156,-742.237014769,1783.14154755,1126.97784267,-2427.58629871,bad_joke_eel
-20387.7648879,-15869.219205,2934.51442155,-2897.46250938,-209.057173735,3217.43672099,-3377.40000861,2324.06794415,-4438.24355533,-6048.90182421,-1018.21824838,-1931.21782602,-854.862098976,2510.05612471,2082.93923474,-3825.59986022,4224.02118228,-76.389165039,-529.987060356,-2088.26835492,-447.431840631,1695.35639772,1355.41652981,674.89945329,-40.2006568308,823.042837435,first_day_on_the_internet_kid
31210.8381363,-4485.31761845,-2958.56159521,3741.05664281,9126.29238829,1049.43660392,-2041.802928,-5354.16111873,-2013.4996984,-4324.05635632,-2567.78644048,-6603.12525416,6231.55430434,-714.640542049,-3739.14956036,-1100.92915903,-680.531798896,-2129.83678329,1836.98590497,-2978.03109169,-7913.97206439,2278.10030958,-643.313239664,1136.19251599,-436.297401585,-278.757400967,bad_joke_eel
1365.82762619,14082.5675901,7663.38016567,-6815.68166514,4720.59803591,-8826.313341,3466.14469739,-2692.56048148,-228.541612345,2635.45948042,561.700523656,6137.45835664,-2213.19213196,-2133.93404631,-6171.99332917,2738.98113396,-586.042901795,-3640.9553598,-1292.82963991,-6322.76735025,2115.52617658,-1368.89968792,9080.37908511,-4406.10945574,5157.58378605,2277.00694581,bad_luck_brian
10583.0598267,24979.9618706,-859.47040228,797.456600995,-7644.73593507,941.076369885,1677.73799485,-8563.01507505,-8222.16799325,8002.38737345,1468.31636465,-1703.96036955,-4374.16035004,9574.96063538,-2856.38670828,-337.457943113,-3043.21841211,3530.37097295,375.121801553,3194.40562142,4076.52100894,2832.96177348,-705.711777015,1042.10884358,-2009.48583644,-875.569010714,high_expectations_asian_father
-2383.74738678,15444.3112983,2564.41968451,-8016.32486696,12975.3849928,-9048.69140396,3711.70244436,285.860161487,5225.61343308,-921.928596713,-4318.8104824,8583.49261907,1364.16251179,1558.64233758,-5945.39974933,1493.57562141,584.700799443,636.788421157,1520.10592537,2100.43033869,-1579.88592152,-547.056454303,-263.026960113,2727.92432856,3240.45458285,-1510.81768959,bad_luck_brian
-14677.4701667,-1700.72797516,-5046.71401056,-4430.85037315,11147.7289633,4439.50926241,4430.41822045,6746.55951313,-1920.00554321,9729.87225529,555.069224347,-4439.3255173,4783.16130746,1115.02034309,2186.04768194,487.153237671,-3824.30608064,-1491.15551493,-1245.6051071,778.115188052,1248.58222663,1044.50427674,1701.5017465,336.973946255,-62.8655466286,-767.069912565,college_liberal
2500.10192515,18629.988378,2741.76493266,-1670.36346247,-4805.15829587,-318.079522292,4059.70508048,-6304.43143041,-7849.2638523,3211.6209217,-1311.99679772,-691.606986633,-5111.34018893,5559.63708683,-5113.27896689,3630.19747999,-2659.26340263,4115.91123886,-293.901510926,3133.05127921,1302.7133393,3748.50301594,-649.903888536,2213.32265673,-4069.72512426,2968.29115734,high_expectations_asian_father
-18472.8063766,-14821.3293681,982.633889285,1097.81460675,-143.962230368,3244.24725047,2137.4725566,3457.55959146,-1423.32983705,-985.353453578,1832.00612455,4057.36609906,1347.84203887,-2606.50406143,-6269.15191004,-2139.95359262,581.54441347,4677.77825784,-1504.58797698,-627.564256653,4588.71596252,280.059041952,1367.76504936,548.509550273,422.611050139,2619.82894431,overly_attached_girlfriend
-19263.2889717,-11493.8135117,-7407.89469513,16017.8670326,1016.119886,-2797.57474751,8191.21896167,-8632.25429474,2378.47807224,2827.39463097,-870.059433638,2956.41173427,-2473.27957052,-1526.63770363,169.237472992,-231.235776713,-3257.72931669,-728.41666319,-1184.27388964,1108.10353247,15.6476376201,-2647.87785263,-503.894039959,-31.4056176924,-1229.70122109,830.795927582,advice_god
-2778.64078174,11557.012974,-24.2948867298,-1438.60388273,-3441.34363562,6387.75260343,2707.56016219,957.540259709,-7487.67655975,3134.35282767,1932.33369661,353.412069844,-2190.63973116,-5566.39155336,-362.922245826,-1459.68602368,8229.11893653,344.34539,-5789.8902297,1950.07366388,-791.877100998,-959.837635004,-91.6461044182,1499.122027,3033.14032259,-1107.97340691,philosoraptor
-2145.15331332,10730.0913616,1406.85751806,-3249.46976039,-4609.37997827,279.344364205,-2844.05708689,-2273.65673113,-1611.71814558,-2819.43848862,-7958.00374805,-5182.35335604,239.838824369,-7072.36867014,-339.065445858,3823.09266604,-564.32695806,1249.75557101,-2841.35007321,-292.459202817,3108.7217479,126.402867418,3873.56089766,1896.61983507,541.257737992,74.8763165118,confession_bear
-18118.6618255,-11245.7146477,-291.578614097,-1434.64732306,464.78020545,2956.62662122,-1501.08432088,4650.08345022,-2969.64522292,-625.957516816,1413.57491089,-184.899895409,-1354.91647778,-1726.29342056,-5675.92331534,1545.93740068,-132.020185361,6363.61079275,7099.34115232,858.620930405,-2321.9091355,1766.9635312,-1154.06985995,-810.362888229,2992.09572678,1262.26993307,minor_mistake_marvin
-899.52823831,10636.4174264,-191.082871753,-564.649446933,-3576.9346987,4723.35739799,1427.71035199,443.731484606,-4286.93588009,4174.37374354,2540.80365962,-2013.00362583,-2700.11987777,-1175.69846636,-240.173873328,-1014.79518845,1089.39045299,748.915946173,-4571.61715316,1768.9563988,-2649.32062476,-1309.3152263,1321.50886654,1407.83071106,1219.26039269,-215.820326955,philosoraptor
7958.30279354,21342.8089146,2839.50388952,906.971604535,-7347.19381091,149.968977887,3296.65421411,-7662.77023468,-10026.2458616,5580.1702255,3113.78841071,-2641.24496613,-2725.46662448,5741.60864844,-3118.7975384,-1481.70437011,-620.575992029,1322.88009589,5535.8375238,-423.058905425,5891.14136969,-598.862141322,-1219.19275408,5093.67598986,-1145.92977975,-1340.52380342,high_expectations_asian_father
32787.2679683,-2320.51011357,-4694.87683738,6800.9026408,10019.4832848,5696.73177688,-3659.60974892,2089.34174466,-6237.48476328,-3613.10059337,3598.18999366,9615.12093432,-3322.50664386,180.680021796,651.08498034,2782.19702969,2421.7372455,3221.23048743,-4047.02771854,635.96757199,6953.55730682,662.556332776,-400.745871311,941.801681666,-25.7484025931,1271.62897636,unpopular_opinion_puffin
21062.6674927,-9832.90294148,2344.36719756,102.194974365,-2538.20391566,-1026.22329712,-3475.89341855,-4352.32711384,7441.11544739,12329.9782961,1680.82593292,287.034253385,-2970.47636786,2681.81673022,-713.966599361,832.491886727,173.484932477,1897.25249951,-5388.90990618,-5093.3910055,-233.722135244,-7915.76691077,-2615.09086846,-2528.28544918,-740.799674212,-1889.11891631,unpopular_opinion_puffin
-11783.436627,725.095327404,-2652.14711877,-9395.68072935,8468.14448057,-8237.45589371,-8172.4303537,-6998.13555538,3235.97558018,-4969.09492931,10274.3740897,-3003.32254866,-3319.63563814,-2638.63505162,3901.52211421,-1461.26997673,2039.2231482,1150.03775183,-114.895623953,3339.41665384,1290.5602793,2458.93012824,-765.115049559,108.135703266,-1601.98398988,1238.00327327,sheltered_college_freshman
225.456817355,12736.5195997,-6239.77628781,-955.32081036,-4556.38574083,1919.17868262,-2881.67057779,-898.957259256,-1406.6578322,1214.58616411,-2926.8989154,5244.56484679,4335.74975678,-1420.21701954,6439.32774509,-5702.81194953,-3776.38390389,2821.22886227,679.014633562,-4043.09114275,3196.59248402,370.173483696,-1783.10899352,-1482.31880209,2082.71606249,1999.591162,good_guy_greg
-14638.5899636,-1363.24139719,-5264.37591658,-3668.16141564,11124.7206875,4214.65266045,4251.64451246,6425.23036361,-1662.90836129,9063.15525719,1018.03687805,-4624.7108609,4363.62068093,778.343425642,2660.82626064,461.49374449,-2762.86288496,-2297.71434667,-314.988502857,736.820329478,415.248419809,898.352648044,578.087189654,199.925171581,-118.394011334,-933.837159415,college_liberal
-14815.5042409,-2289.44765472,-4910.27508017,-4862.76701622,10852.184531,4774.21720878,5783.04075733,7542.35071637,-2416.70052309,8433.30378192,1499.82619812,-3336.75922281,5348.91045268,334.685514517,2496.02020783,768.02176602,-3539.25902897,-1640.95432577,-115.900183809,947.687654543,713.957019978,91.7753191297,1079.60690535,-270.071857157,-342.231782025,-734.355228535,college_liberal
24905.1067648,-3680.80275978,-3940.63433544,4736.56966964,11792.9223511,9154.40478965,-3738.11842571,5313.82973327,-4067.67128713,-5051.09334941,2988.44965464,10546.6779148,-8210.5764878,1232.25914238,6701.1177362,6155.78717896,-1429.86704747,-4960.77236891,3142.5590581,5440.56031428,-2983.75670048,5827.89957369,-2157.84263635,-6763.63427583,-5749.91514173,-891.194640957,unpopular_opinion_puffin
-14686.0587794,-765.918605394,-5226.11957021,-3937.65697543,11223.907685,4551.22571422,4449.36692639,7078.85257156,-2206.5434886,9852.70638682,651.583804111,-5379.02883637,4380.32731472,728.317903948,2927.43128904,1265.13477963,-4002.74505114,-2508.79156842,-412.599894317,-116.248292586,3075.35337075,-102.898867659,-264.922443687,-701.891670967,288.882857081,-5.90210003099,college_liberal
-19418.7228531,-11746.604611,-8381.7839723,17501.5521405,1263.06401392,-2819.86144514,8390.58581777,-10130.6445407,1876.38233482,612.409878351,-1964.25887678,2685.01684962,-2112.8409137,-2741.93641554,2183.79622838,2.16404903172,332.556302884,-1228.19962498,1354.66622993,35.8927288027,-500.861238682,-65.6877664845,104.761102586,1401.85106377,88.283488591,304.307106746,advice_god
-2318.45249116,12234.2602485,24.255042934,-1935.22404578,-3884.68334996,1407.80885613,-2400.5675486,-1162.83453823,-1828.70568947,-5632.2396046,-7434.47095681,-4573.21309842,349.348670925,-7597.22856946,1413.5136431,5153.14643975,-2319.88109645,2470.47140762,-1208.23412959,4131.20219676,3728.95871461,-2861.87362658,-1322.26226338,-405.316470019,-839.603849846,1197.13830827,confession_bear
-17707.8330681,-8903.20549701,-7831.79173823,15593.0697465,2479.10147709,-3093.8605793,7700.31821429,-9276.29517155,2353.40347306,1704.85240669,-1988.3203646,1569.25780556,-86.7781530453,-836.264165169,629.392727167,-754.16630826,2133.15041166,-1531.99726895,-1251.73169231,458.091458997,-1259.11836075,-142.899982195,1469.00875609,2044.60436715,146.963641186,-1272.75675159,advice_god
16908.9952198,-13123.2661818,5451.94755694,-5322.78121617,-8335.09231309,-3401.45678335,-7786.91756052,-7026.27176843,6388.93804687,15023.6631938,-7777.7925515,-51.3170795359,2521.5414958,-4418.12508156,817.360836292,-2325.35436508,6613.86732603,-5840.813156,5344.86912966,6629.78145106,-518.614180891,6372.38454413,1067.68783117,484.434970198,-3883.90718123,-6096.91359526,lazy_college_senior
