0,1,2,3,4,5,6,7,8,9,10,11,label,12,13
-11397.6850538,1544.5530097,-3204.46460132,-9075.43787848,9416.61932911,-9315.0311462,-8558.12012537,-8325.73281905,4437.22324926,-3655.56862979,9668.40398912,-5880.47867376,sheltered_college_freshman,-4102.6127437,-501.091747134
-4203.30467815,6239.77025125,28865.2986192,12768.2184252,1817.51195355,185.73353174,-1502.91726911,5553.77251441,2028.15177682,-48.3681662936,1168.94112129,-1142.06984003,socially_awkward_penguin,418.578873739,-722.397974298
15214.9139733,1153.83569871,-12861.4090318,6853.79010947,-8283.24214219,-17514.0209961,1385.81081905,14657.4640197,4941.17173478,674.149152784,1363.25815748,-4581.98189565,paranoid_parrot,-3329.01360265,3206.9149286
32887.8465521,-5448.88970002,-1922.03732631,3566.2894423,7374.85260381,1235.6450672,-1998.50350359,-5272.03389828,-3272.15439695,-1394.08900749,-4020.87683989,-5095.35288391,bad_joke_eel,6870.44674673,-40.5721741433
-20387.8106017,-15869.3844238,2933.37661463,-2891.12041415,-193.068458381,3202.41703958,-3397.30360868,2314.31224994,-4433.33239542,-6059.55035114,-971.920039098,-2195.51822343,first_day_on_the_internet_kid,-1084.85803665,2720.12596647
31210.8426754,-4485.17228685,-2957.81762803,3741.3269453,9126.86906048,1048.37530691,-2030.9449083,-5339.98782885,-2013.51876314,-4321.75009677,-2601.6302333,-6729.52915295,bad_joke_eel,6109.90518166,-762.372975832
1365.78612084,14082.1473931,7662.23856134,-6814.58420021,4731.07980377,-8837.44817025,3443.60594301,-2708.23244727,-239.867100443,2640.75576782,627.575842673,6104.58909735,bad_luck_brian,-2258.75018321,-2050.54962965
10583.0792965,24980.0155724,-859.982338556,795.388751622,-7648.04374576,945.49693381,1689.57433037,-8580.15990967,-8234.99540739,8001.48407074,1427.12557894,-1372.52248451,high_expectations_asian_father,-4352.36236226,9583.20901725
-2383.72909665,15444.4950322,2565.32831628,-8018.61618834,12971.8347277,-9051.23661109,3707.47544261,310.121647263,5223.90446452,-934.181022243,-4314.03873068,8739.77175341,bad_luck_brian,1820.02291399,1406.13668891
-14677.4649998,-1700.80503401,-5046.6621025,-4432.49401922,11147.118669,4440.28991844,4438.34479423,6736.66029761,-1923.27925114,9745.15619973,564.655770314,-4508.49265941,college_liberal,4617.86844158,1097.254464
2500.11690959,18629.9479574,2741.97694331,-1673.33436271,-4811.30383469,-306.822916957,4079.99858535,-6330.64752428,-7862.19185281,3229.8020889,-1325.0922544,-223.03002389,high_expectations_asian_father,-5147.32328668,5398.2454478
-18472.7922205,-14821.5144125,981.853685957,1093.10470165,-139.306344634,3230.31059815,2143.24503175,3436.30045435,-1443.76905438,-995.351374164,1881.48068563,4180.38015566,overly_attached_girlfriend,1462.57181546,-2583.78239008
-19263.2862085,-11493.7466786,-7407.52689972,16016.9922039,1015.84703906,-2797.01133166,8190.10384225,-8621.08615725,2364.59044414,2824.61652811,-881.225930841,3026.27090401,advice_god,-2367.17353471,-1530.79408946
-2778.64577495,11557.0077434,-24.331154429,-1438.99091359,-3441.89269973,6388.23718717,2701.50850747,960.711315482,-7501.41163975,3116.62946927,1916.01145625,324.848650054,philosoraptor,-2201.24783789,-5506.18815326
-2145.13562858,10729.9379475,1407.64517971,-3254.33815169,-4610.27788766,280.908656997,-2830.54959153,-2283.11099326,-1616.85015474,-2798.90153549,-7962.6980334,-4968.24006213,confession_bear,103.189213522,-7130.65207425
-18118.6482548,-11245.8146458,-289.499326148,-1439.71455695,456.843181794,2976.60173175,-1498.7462579,4645.51571988,-2980.15333121,-608.7732754,1412.5376976,52.2435037883,minor_mistake_marvin,-1313.90742702,-1952.58049116
-899.510805339,10636.4126201,-190.905448583,-570.886015844,-3578.23689468,4723.44517002,1414.60031196,459.904066476,-4327.79233044,4163.27001074,2502.86421535,-1870.1526455,philosoraptor,-2690.51864499,-1206.05627227
7958.31856568,21342.9024478,2840.86231443,907.87438809,-7351.28797145,153.849211165,3330.75513929,-7663.17471168,-10000.3776814,5583.29120429,3086.28555418,-2382.74317933,high_expectations_asian_father,-2782.03759594,5698.37395652
32787.2724486,-2320.43025748,-4696.29143106,6800.58438147,10018.4418759,5692.59429377,-3665.84916364,2086.7446738,-6227.04884965,-3616.358752,3616.44772878,9784.99576939,unpopular_opinion_puffin,-3029.14695503,174.914425002
21062.6886422,-9832.4958682,2344.78627762,102.675315528,-2542.05240943,-1013.64563499,-3492.40925273,-4303.30052187,7409.63149737,12322.4807929,1609.47477628,202.834600924,unpopular_opinion_puffin,-2746.08115192,2604.52193114
-11783.4343689,724.982394252,-2653.15701285,-9395.80088067,8467.90328483,-8239.53512556,-8170.2837777,-7021.05634616,3236.91025156,-4956.58532861,10260.5956456,-2985.85362915,sheltered_college_freshman,-3523.62687076,-2570.19052033
225.426925927,12736.3877473,-6239.90528454,-950.000377475,-4552.81418953,1920.41179442,-2882.07559261,-893.955094087,-1374.90890687,1230.45044019,-2874.80626968,4802.02548866,good_guy_greg,4335.29956727,-1312.90181293
-14638.5810532,-1363.22464554,-5264.07671751,-3669.01896368,11124.004233,4215.25649129,4263.53644097,6415.77865222,-1664.09929738,9073.11467684,1022.39257952,-4670.96649254,college_liberal,4215.45168785,749.618002808
-14815.5045475,-2289.49255469,-4910.5124301,-4862.81566292,10852.268428,4771.15628804,5784.06970526,7538.82250455,-2413.56465833,8435.53136324,1505.49019902,-3493.65821523,college_liberal,5229.92950283,335.090001619
24905.1275199,-3680.8020664,-3941.03789019,4737.215911,11790.3001531,9167.64102961,-3716.80571204,5287.37721197,-4066.45543734,-5056.56944245,3037.21482689,10915.3225998,unpopular_opinion_puffin,-7895.35876264,1233.9780006
-14686.0678138,-766.01686658,-5226.46825284,-3936.53620445,11223.449566,4550.93700696,4458.91168761,7070.20450499,-2193.73667426,9865.78587705,661.719386237,-5552.70157541,college_liberal,4132.4526664,770.01792226
-19418.7349078,-11746.6145244,-8382.0010991,17503.4558472,1264.74211864,-2824.29987288,8384.09134638,-10129.5872741,1883.51821717,608.071664315,-1961.69416139,2676.81456758,advice_god,-2065.75780974,-2731.55566429
-2318.44487517,12234.292331,24.7692555586,-1936.13742,-3886.18008213,1407.69739758,-2403.58107045,-1154.48980646,-1821.26485151,-5644.44369498,-7466.86169827,-4534.46204605,confession_bear,319.686400191,-7619.33789524
-17707.8161589,-8903.13678159,-7830.71656411,15591.1227383,2477.62306287,-3090.38288178,7713.37854021,-9276.82774331,2347.72719104,1716.31443729,-1970.97210162,1707.432145,advice_god,-2.9788858539,-899.691857349
16909.0290745,-13123.2435723,5450.90174453,-5323.99956276,-8345.13113923,-3386.70586113,-7758.28635766,-7055.71290158,6391.92613434,15054.8869697,-7756.85897535,142.097837224,lazy_college_senior,2537.01642356,-4407.33506356
-5754.16907026,6785.08147604,29193.0198585,12869.0829334,530.980263923,-1484.54614781,-1827.42583466,6306.91274091,3146.05979245,-459.439847799,811.552659206,-334.311245022,socially_awkward_penguin,490.296888733,789.564732044
-2817.13635963,7155.46612697,3068.01378432,-5638.81716176,-4414.45711662,-28.2716979255,1174.99138528,-1335.19253579,-2249.23394246,-3866.44561108,-4458.34912478,-2543.58118188,confession_bear,1502.73141582,-7929.6850054
33722.303849,-6382.69472695,-164.600999703,3571.72157202,4739.92577739,-1885.47622623,-1549.33068206,-7690.73373115,-974.460657761,3827.10062327,164.428728493,-5169.38393292,bad_joke_eel,3170.37843153,2961.88966696
-2998.03796948,14461.118811,3130.03384513,-8802.71772104,10826.3275557,-9222.00024213,3596.88955788,433.003655807,5175.97069464,1114.87285822,-4071.32459208,8364.91406489,bad_luck_brian,1497.07296401,950.510961113
-3536.47867865,7525.02072715,-6443.19127291,813.598068135,-5736.71268546,12924.2871406,-471.149969789,1125.70310626,12334.8867188,-5472.14559278,3878.83690199,-2087.76436925,business_cat,1356.381887,1048.72876312
-15185.2193269,-3919.24810368,-3264.94792102,-5030.03576424,9669.47673786,3199.90465135,5123.96763621,7211.34738281,-1982.19386515,8898.38781874,2053.81324243,-3026.77135115,college_liberal,4393.95402655,694.600717209
2432.67810815,-13639.581598,1711.3475051,-1900.05008879,-6320.4899193,406.900378852,-9566.28831203,977.931043469,1646.29975716,7016.47527802,3388.56889704,3581.36635749,evil_toddler,-3525.25456189,-5405.4318182
-1131.78364144,16310.255285,3790.85447211,-7735.07291886,10719.9231948,-9177.94753981,5656.60260341,-397.180653005,4769.48339517,447.975386847,-4843.29220958,8748.7816907,bad_luck_brian,1859.20524253,1287.40941955
5629.11218082,20145.3671041,2975.38360518,727.179594197,-5746.33450576,-613.990340129,3857.17329392,-7388.23130873,-8137.43428225,2913.33505247,4256.34931734,-4873.26102889,high_expectations_asian_father,-4541.99587147,7823.51908791
-19047.2681919,-13626.3598749,826.148966383,-2202.77891678,-2355.031999,5354.87968599,-2783.50216158,5128.15032881,-3063.32867846,-2846.60268033,-640.04636048,1218.09226783,minor_mistake_marvin,-2640.4301782,-2249.06447986
4558.71743184,-11061.7943024,3431.86932713,-5302.55600741,-6757.76277469,-1597.38691141,-6392.56619875,237.354029385,389.925451815,6216.19245333,2543.51592459,1188.75730193,evil_toddler,-4026.29653928,-5440.09599748
-3193.09643802,10030.5975436,752.902682682,-2264.31809243,-3293.91813051,7012.49716274,4442.58957528,1873.4478905,-6787.06952573,1425.57029061,3949.46426522,662.624447344,philosoraptor,-2516.37394848,-5311.01826998
-17810.6754578,-11982.0757347,2790.42056714,-4259.06196812,-1178.34132058,1475.50432021,-2804.62017103,938.407168959,-5312.73135549,-5914.1707368,-8325.80165034,687.035163356,first_day_on_the_internet_kid,-583.434986468,6849.58154112
21497.9293864,-18927.6594989,9437.23591488,-12047.8051511,-6398.86872335,-626.591391446,15187.9121183,-1037.30069435,3477.40433645,-5152.9487244,3370.84477274,-1149.48165979,sudden_clarity_clarence,1137.58132573,-104.099868435
-3365.27302971,12064.9674552,-490.273597537,-2932.00750957,-2550.29575156,35.4906966923,-1074.03833251,-2515.2178738,163.43172735,-6349.81971366,-7884.476088,-6824.28600008,confession_bear,-68.5058353818,-7359.45814133
29434.9881275,-1965.73256997,-5657.30704917,6199.83226476,8639.98206222,6929.77508452,-6353.6868071,2719.77912816,244.89870152,-919.189657317,696.156695554,8371.37649042,unpopular_opinion_puffin,-8627.61464149,3488.7360519
34628.7068225,-6600.09572966,-1665.62846735,7241.83287972,6611.92277722,587.161095659,-4853.61898889,-4505.33545137,-3614.59624838,-4951.0250008,47.0701850117,-3820.3674305,bad_joke_eel,4604.79649694,1796.49540589
31756.0008689,-5883.66206292,-2537.8058709,3937.23531807,9871.41695418,1654.64690189,-312.491490956,-3608.24012677,-5677.13914801,-6991.87122688,-2216.04503919,-6035.32801172,bad_joke_eel,7076.0202088,-3007.26092281
-3592.1349201,15220.0298823,3451.49390267,-9038.06632427,10477.907695,-7283.44864921,2876.22077405,338.285043612,6658.24206327,1579.74811933,-5502.32009222,8689.01712767,bad_luck_brian,-586.332068036,1950.5650356
-19285.5088895,-11870.5157005,-7691.86726408,17022.0723464,1467.73158678,-2574.56902148,7906.9369564,-8416.46649506,223.800224046,701.217381336,-347.576255946,2906.81642656,advice_god,-1743.63372414,-3419.47759627
26380.8812988,-15128.1782149,2828.31681266,-1288.68709012,-6173.86534901,-433.691735185,-2967.15311005,-5051.73734823,6817.34882826,5175.67256689,-7565.85357,-6666.39900051,sudden_clarity_clarence,-8230.99386496,13321.2292668
-3316.68859914,13352.9711846,4271.26055813,-10411.4414403,10712.8682186,-9300.89958265,4819.32558902,-151.519485,6414.94930289,1791.16865597,-5257.61217149,7672.82719689,bad_luck_brian,1186.19281077,399.980872793
-3625.81568175,15108.0772979,2308.28035891,-7014.39412296,11710.592301,-6829.10753485,2162.17564091,1519.59116983,4308.51078855,-982.385829789,-5096.07514341,9181.65167717,bad_luck_brian,-932.606946983,2946.49246025
-18180.3894754,-12709.8960877,3071.5878753,-4520.37892916,-1907.27891142,2458.26994635,-2834.62125338,1332.1985777,-5789.7291062,-7798.10556679,-6675.49475848,652.160467952,first_day_on_the_internet_kid,-1893.49237765,5037.98047437
14212.5158888,-12242.2364915,3904.20129383,-2742.42364747,-7189.39702276,497.647379782,-6370.10774019,-4301.09398571,6505.31639312,9996.27686593,-4682.21039696,168.57948032,lazy_college_senior,1901.49247499,-6952.85258147
7583.95358566,-3744.37646757,-6199.9354657,320.865152834,-1942.74155645,870.635442352,-2636.48073034,1642.42414806,-3951.03703497,1246.63131125,2284.95327768,-3160.86513405,philosoraptor,-3610.80984516,-85.2819757538
-2554.75028294,11630.6395036,475.111667864,-2857.71144318,-4094.16387789,1951.75708373,-1123.42192131,-431.063392553,-2209.74618664,-5217.58792467,-8107.5287921,-3018.05542039,confession_bear,1117.23739155,-8028.32533424
-18009.3568631,-12679.8094834,2854.13612378,-4421.24657227,-1458.6261461,1037.14494502,-2891.83144773,1561.50507712,-5844.61611197,-6377.19549774,-7191.13468424,855.232766149,first_day_on_the_internet_kid,-808.661020008,6462.18271552
19070.5760675,-15649.1074745,8556.69584827,-7211.79179526,-3602.19722092,1154.91151098,9780.95218587,-647.647468771,-2388.62379803,1956.7607229,1865.74813778,4588.32611123,sudden_clarity_clarence,41.0796929876,881.160416732
24613.7726663,-8402.48005845,-10447.47635,4317.70441662,371.07184654,13645.6666272,-6149.2323607,5372.87904909,18886.2051787,3562.89404625,-1773.57965481,-4534.63993169,business_cat,-2902.47653162,6139.74459526
-17744.9082677,-10510.9291601,-748.199528171,1893.28369817,-2179.94554218,2791.8528451,-3302.30693976,1470.25054135,-1492.33987808,-4175.49516371,-1995.34598706,-2921.18531986,minor_mistake_marvin,-247.093188434,-567.359021507
5212.41289641,18924.8950788,4505.30458657,-263.163626662,-6796.95543022,1684.86408109,5141.87310361,-6193.45057644,-12258.4995047,3928.97035505,5761.40194456,-426.318188373,high_expectations_asian_father,-2953.11441926,1568.95019025
-3626.3374474,7284.99060101,-6914.69299113,346.969105045,-7823.14608208,-9510.71625374,2171.35101848,3449.38375023,1144.32432959,1791.45906551,-2673.69025336,-317.375537445,paranoid_parrot,-2086.82376161,-1906.97005992
32853.0593329,-5335.30488485,-2688.63392057,4027.45135714,9588.12502002,947.139038426,-934.089544687,-5186.9085358,-3634.47985147,-5670.45290664,-2087.36631856,-7507.21063682,bad_joke_eel,6668.10372775,-3287.12235692
31959.644401,-7328.59657939,-893.094270998,3473.18668281,8788.33958327,1335.14424641,-745.324819045,-4017.02069776,-4399.99751703,-4462.87649446,61.1949153033,-5904.40818207,bad_joke_eel,4575.71529087,371.418889422
6527.077815,21371.8253562,2630.19115692,235.249813614,-6527.3550863,2932.69912065,3915.42550938,-5150.55608275,-11319.9227628,2838.59208273,2177.79823971,456.15098815,high_expectations_asian_father,-4207.85463367,6955.18842077
-14767.5614497,-1662.82346153,-5287.17718043,-4382.08767582,10895.0343818,4519.94320324,5049.65550805,6805.22763136,-2324.11136754,8766.15927639,1511.9550122,-5571.63295006,college_liberal,4803.83765267,104.133511673
-11262.9039539,1582.66295037,-3391.05360386,-9308.62849042,9368.50604232,-9305.99608443,-7506.75087364,-7963.24601187,4196.95064188,-4130.35227965,10377.535034,-5288.90655387,sheltered_college_freshman,-3604.16809039,-885.971030883
-7313.10841358,509.753996035,78.0932096351,-3059.99325765,-2974.68066611,-3982.06114971,-7351.81992223,-4366.38201015,-3885.71624524,-7647.46744533,3797.47625222,-782.04960477,sheltered_college_freshman,-547.948053079,-3992.32467753
24819.6548545,-5789.6968749,-4757.9039323,6180.35661692,14360.0026558,8879.13740445,-5671.30340738,7053.54788867,-7039.74093326,-7311.09645663,3460.15333195,8489.91066865,unpopular_opinion_puffin,-9678.3469066,608.070494688
32121.6718762,-3827.58533626,-1118.91999472,2318.18401025,7737.13790726,116.149154232,3436.93138322,-5117.05183884,-1660.97647999,-3717.17823225,-1071.08803213,-2673.93450746,bad_joke_eel,7808.75293697,-160.701027639
-2481.67422398,11631.7492621,-221.296739005,-936.688330567,-4016.00469245,6232.20169203,2422.28685307,655.83473256,-6517.22384386,2554.03272855,3030.19161942,-1309.63696551,philosoraptor,-3172.61120621,-5046.80446696
-19032.3532324,-13851.7680728,1958.33553154,-2883.74865318,1816.84886079,883.115779265,-2392.35708135,649.106705967,-2868.61265574,-4202.75224932,-4054.51251483,-4004.78718923,first_day_on_the_internet_kid,134.126812188,6878.4081176
-2765.47848681,13207.3883446,-6210.7154566,-2639.7745977,-3556.87247286,1814.56099387,-4838.44500043,-2651.5534613,4478.16436794,3056.22638158,-4487.65645612,2251.22206318,good_guy_greg,953.164580243,1004.27585694
-2880.93050589,14343.1682367,3473.27677509,-8194.6796598,12105.2994711,-9018.21547004,4243.17706446,-192.052887305,6307.137572,919.788317966,-4897.81261241,8706.61775373,bad_luck_brian,-1413.18375897,6196.97455632
-19165.7761266,-11742.5742945,-8588.91496112,17446.768863,1821.52983428,-2548.51570646,9305.07291253,-9171.39233278,1775.55900193,880.396877474,-1213.05987977,2867.26176835,advice_god,-2044.55225077,-1256.66698817
-11116.2204219,1809.11902114,-2660.8800824,-8780.56981117,8898.35498473,-9333.50743566,-8096.06097802,-8182.37772464,4562.44229358,-4033.16126855,8760.11041418,-4939.7260274,sheltered_college_freshman,-4100.18820377,-263.450653046
-7423.48725458,-95.8333228449,-277.01812976,-4133.5532143,-2882.32372425,-2640.85703478,-8132.03079517,-4132.84494274,-4843.99959566,-8843.31121772,5028.02536786,-473.037003646,sheltered_college_freshman,-573.517511744,-5043.58178345
-18731.4534399,-12352.6034566,-600.734042044,2147.82109191,-2504.01349987,4441.59494122,-4063.2734152,2910.34130473,-2457.68453677,-5937.7235344,-1459.58505759,-2342.21981737,minor_mistake_marvin,-952.994992753,-693.191750724
141.818839293,15760.6273015,3969.55174176,-2649.74054772,-2389.87149624,828.547907516,3372.96033222,-3813.80189846,-9674.14895972,5726.29189405,-219.157130359,1211.76593593,high_expectations_asian_father,-7622.51069708,3869.71678902
-15070.8644381,-1707.07854656,-5091.44184321,-4168.42276737,10593.3176227,4838.48023154,4130.55668086,6763.87932726,-2720.42379233,8941.271209,691.988668247,-5324.62524085,college_liberal,4451.94357402,-546.095699115
24311.2879582,-5730.76398563,-4280.7695206,4917.34595512,12197.5987364,9932.08223245,-6022.57003234,7443.02097749,-4455.39237338,-5867.84335925,1926.94983817,11096.7952872,unpopular_opinion_puffin,-9591.25360739,1037.46741773
-19276.9695985,-14813.5156151,2575.97332744,-4534.60427748,-137.036579571,1588.13274272,-1331.94440528,840.591117082,-2420.55512567,-4224.63117723,-4473.6493931,-3654.0280029,first_day_on_the_internet_kid,1724.68478443,4126.4590487
-15109.3007491,-1946.05962668,-5067.40595137,-4052.54932572,10716.475861,4589.85569866,4725.92075116,6650.70271214,-2436.62994624,8404.28609442,1179.93000622,-4675.08704087,college_liberal,4441.92967172,-105.550596554
