0,1,2,label
32852.9156997,-5333.83344752,-2682.48357683,bad_joke_eel
31959.2533962,-7331.49998411,-880.368770489,bad_joke_eel
6526.96312174,21369.380856,2620.86199429,high_expectations_asian_father
-14767.5344629,-1661.4973858,-5262.41754571,college_liberal
-11262.8823447,1583.8848786,-3384.60964369,sheltered_college_freshman
-7313.02596225,510.540568465,86.5323653726,sheltered_college_freshman
24819.9273992,-5792.73805325,-4706.0070886,unpopular_opinion_puffin
32121.2691973,-3828.65302682,-1146.57298776,bad_joke_eel
-2481.75683726,11632.0853815,-216.849204862,philosoraptor
-19032.0666081,-13853.2576796,1991.19921192,first_day_on_the_internet_kid
-2765.06296761,13208.1148196,-6180.07548484,good_guy_greg
-2881.03478782,14339.2806663,3463.92675254,bad_luck_brian
-19165.6947744,-11742.1386329,-8592.58360038,advice_god
-11116.1942616,1810.0507511,-2654.19656568,sheltered_college_freshman
-7423.3548982,-94.3834244078,-268.244898458,sheltered_college_freshman
-18731.7390264,-12354.2144542,-626.994745081,minor_mistake_marvin
141.601900783,15759.1410233,3973.74768127,high_expectations_asian_father
-15070.8241439,-1705.34462983,-5073.59185571,college_liberal
24311.8240629,-5730.41484352,-4252.6211583,unpopular_opinion_puffin
-19276.6024351,-14812.6947392,2597.34624796,first_day_on_the_internet_kid
-15109.2597799,-1944.49374334,-5051.27892382,college_liberal
-1751.53079726,12595.096162,-167.56575828,philosoraptor
-3386.73271482,14718.4129714,3111.20891756,bad_luck_brian
9087.51447872,5817.97264829,-8523.33705958,business_cat
15619.2218934,1638.58120119,-14211.4844049,paranoid_parrot
-19674.5746993,-12423.4069962,-7009.87680054,advice_god
-14994.1119175,-1293.85680566,-5301.26667374,college_liberal
-7968.387458,7212.4351754,-1091.85614976,philosoraptor
1004.52308878,-13143.6424083,1432.96933558,evil_toddler
-511.68731468,11711.2150376,-350.204380809,philosoraptor
1102.29276898,-12877.6490213,1129.29832232,evil_toddler
-19416.9956912,-11687.0611472,-8716.0258579,advice_god
-1649.64851442,12079.2672399,-5012.61109573,good_guy_greg
-2436.92809402,11067.8861935,249.318353089,philosoraptor
-19180.7786878,-11032.1330356,-8338.41797653,advice_god
-14818.1649792,-1297.2351802,-4683.17969033,college_liberal
19002.4500844,-18426.4155495,9640.41649107,sudden_clarity_clarence
17232.4513796,3517.01760002,-7017.84136381,good_guy_greg
18440.6998626,-18794.7146286,10147.1470846,sudden_clarity_clarence
2258.0035969,-13389.7412213,1282.78226897,evil_toddler
-4565.7895002,9595.34682112,1617.05799582,confession_bear
20384.7075934,-18330.032922,9988.29576491,sudden_clarity_clarence
-2692.27103534,10847.9810044,-8182.02822682,business_cat
-50.487908928,12267.550348,7079.64710171,religion_pigeon
-18367.796351,-11211.4871553,-1050.06111527,minor_mistake_marvin
-17527.436434,-12098.0254196,2505.4172584,first_day_on_the_internet_kid
950.554707592,4430.73656951,30430.6493439,socially_awkward_penguin
30476.6729694,-3877.13626133,-5261.92070993,unpopular_opinion_puffin
-4982.41580482,4177.50538333,-4861.06689732,paranoid_parrot
-18428.6934212,-13055.6852212,2973.31533276,first_day_on_the_internet_kid
522.499519546,11731.949058,-5975.26698497,good_guy_greg
11146.6151457,-13907.6524305,4500.35133091,lazy_college_senior
-20048.2354469,-14644.4930598,2426.87798702,first_day_on_the_internet_kid
-3106.98229592,10324.7082861,-8018.93716294,business_cat
-3589.42751074,13598.8273148,4438.08533173,bad_luck_brian
33760.6654321,-5255.90136166,-1184.34355689,bad_joke_eel
29086.4759368,-6604.98321813,-4242.52286113,unpopular_opinion_puffin
-18962.7829579,-14103.9350582,3533.06100798,first_day_on_the_internet_kid
-3632.52150933,6461.47570744,28838.0011243,socially_awkward_penguin
-10186.1137216,2184.66666709,-2750.54460172,sheltered_college_freshman
1285.07156509,13225.2648199,-10152.5389347,paranoid_parrot
-18266.9437104,-12536.8306138,2379.57607239,first_day_on_the_internet_kid
29662.6434973,-3155.4314335,-3905.39732644,unpopular_opinion_puffin
4313.87902837,-209.149514821,4501.82637021,lazy_college_senior
-17458.4794506,-10250.5494331,-545.487772014,minor_mistake_marvin
15962.0116755,1563.0415133,-14741.5384658,paranoid_parrot
-3863.08922927,12081.415697,-543.481439265,confession_bear
-8466.5145306,-399.722023658,21451.1846626,socially_awkward_penguin
-3694.14425864,13532.7816193,2815.46617283,bad_luck_brian
-3393.70998831,12290.5686328,-358.17506483,confession_bear
1234.15140389,-13264.487758,1243.70196089,evil_toddler
-14772.4924927,-1647.84905219,-5137.65589121,college_liberal
19783.0364342,-11612.216173,2314.17143379,unpopular_opinion_puffin
24892.4848776,-13653.8456533,2088.24234084,sudden_clarity_clarence
25740.3391205,-2439.3119934,-3998.0475273,unpopular_opinion_puffin
-5733.12743328,9028.73747246,227.153289613,confession_bear
16484.2126548,-20933.2393444,9290.0345301,sudden_clarity_clarence
-17347.9566573,-9393.85447304,-1181.31592966,minor_mistake_marvin
-18699.128745,-10557.7772923,-8128.04369497,advice_god
346.673978877,13166.3871415,-6048.79657414,good_guy_greg
27345.7645403,-2060.85709942,-5478.62997201,unpopular_opinion_puffin
-6434.46445154,5121.71807637,25432.7848857,socially_awkward_penguin
34781.9427476,-5002.86500634,-4788.70810491,unpopular_opinion_puffin
15242.4388996,1882.91592313,-13853.76518,paranoid_parrot
493.163438739,-13995.6528185,1477.16607487,evil_toddler
20103.7463116,-10567.8680001,1846.14949076,unpopular_opinion_puffin
-4882.73696854,3824.65339512,-1384.12171705,sheltered_college_freshman
-2800.321019,11242.2014467,-8475.19904708,business_cat
-4642.22448848,8620.1877793,27372.3418642,socially_awkward_penguin
-18477.8771842,-9133.56490164,-8478.36923002,advice_god
-14216.5936994,-1461.28901167,-4770.31427816,college_liberal
31052.5417679,-3939.83074861,-1773.2492134,bad_joke_eel
16746.2321656,-18331.9739546,9866.9897746,sudden_clarity_clarence
-6195.57347934,-8193.55464543,-1583.21353587,overly_attached_girlfriend
-11922.6249482,-6462.69382128,-1829.76579216,overly_attached_girlfriend
25487.6224859,-5400.35208872,-3231.86151828,unpopular_opinion_puffin
-4116.32382584,11251.3718751,-2790.74204946,confession_bear
20446.478669,-18654.6426041,10225.2322218,sudden_clarity_clarence
-4908.72872564,8057.66670236,28212.1089684,socially_awkward_penguin
7892.74972359,20537.8991823,3005.08867082,high_expectations_asian_father
531.13222416,11979.6150406,-5524.70530447,good_guy_greg
-18194.0275557,-11251.8182401,120.287285535,minor_mistake_marvin
7442.46662497,18485.0136097,3263.61324178,high_expectations_asian_father
22704.8046759,-19378.733658,10459.9703716,sudden_clarity_clarence
43.8597259998,-14493.4655963,1665.99348706,evil_toddler
-1813.36826697,16527.7983094,3318.03551078,bad_luck_brian
30619.4891187,-3594.90716761,-2147.05470369,bad_joke_eel
-979.467877486,12120.4552875,-367.205713309,philosoraptor
-3250.05803934,10834.6408105,-7886.66209001,business_cat
-10003.1667417,-8232.89408359,8625.34731957,lazy_college_senior
-3376.2607593,12123.9884252,281.153296069,confession_bear
-441.290724001,13523.0389168,-5275.11362344,good_guy_greg
-3346.15948988,14047.9997831,2839.27968186,bad_luck_brian
-4815.38390094,4204.78628095,-1418.94338185,sheltered_college_freshman
-4995.61654137,9555.90697003,-10507.6668383,business_cat
32324.9780261,-6832.43922959,-628.117015882,bad_joke_eel
-2665.70994083,10145.8434427,543.142707407,philosoraptor
-19467.0299987,-10887.9406,-7929.74857631,advice_god
-8664.62421395,-202.398182087,-2559.12312182,evil_toddler
21198.5207922,-17770.5541684,9777.42899994,sudden_clarity_clarence
-3070.54751078,10139.2651071,-7837.72378323,business_cat
-3366.53582764,10342.3173748,-6954.79670246,business_cat
-14702.2757724,-1456.01999407,-4920.90281385,college_liberal
-8611.26853269,-1634.1091217,-2228.13310641,evil_toddler
-636.338569164,-15443.1182978,1856.33361393,evil_toddler
27888.0344628,-5769.92932696,-3443.48557931,unpopular_opinion_puffin
19330.9910427,-11468.9456483,1982.31285366,unpopular_opinion_puffin
-8888.3100138,-555.184912729,-2503.92412455,evil_toddler
35514.8882968,-2639.37845582,-2032.609772,bad_joke_eel
-18960.5026694,-13069.735417,1819.15070776,first_day_on_the_internet_kid
22362.1896554,-13450.0078203,3256.64871636,sudden_clarity_clarence
3242.23117116,1159.2496347,242.464817883,overly_attached_girlfriend
-3972.12823355,9990.55022356,-1557.95266389,confession_bear
32476.4455835,-5302.05170138,-3235.50759382,bad_joke_eel
-17897.5117719,-11042.3231718,-178.261604073,minor_mistake_marvin
16218.8119405,2520.2654243,-13593.3165097,paranoid_parrot
-14636.7627346,-1733.4088297,-5082.20391885,college_liberal
-18225.0148634,-9305.95670937,-8866.11619208,advice_god
-2986.16935341,15594.893941,3836.20237602,bad_luck_brian
757.135780958,11308.8137977,-5883.64152381,good_guy_greg
-6002.01876527,10551.3574286,3299.11699757,bad_luck_brian
-10153.6519936,-4729.98121478,-1033.45666188,religion_pigeon
-3205.94565524,10123.2461431,-8045.09876855,business_cat
22956.2625577,7196.40158998,-4849.77569679,unpopular_opinion_puffin
17146.8141249,-22768.0965585,10272.0409632,sudden_clarity_clarence
-10100.3316401,4110.05387271,23683.2596319,socially_awkward_penguin
-19590.649115,-11841.4985981,-8513.92827333,advice_god
18747.6133614,-19303.5131141,8329.06099328,sudden_clarity_clarence
-8926.19795162,-3688.38075173,-1205.13291971,religion_pigeon
-6409.90787952,-4197.69432843,-5060.64131302,paranoid_parrot
-17734.6859456,-10324.7229973,-501.545772177,minor_mistake_marvin
24385.8650404,-2256.60224203,-3919.93799276,unpopular_opinion_puffin
-4613.50598854,5931.71788039,-5244.9795063,paranoid_parrot
-9458.15595459,-7549.4747263,1564.0732087,minor_mistake_marvin
-11483.2967178,198.367193287,-2676.61234451,sheltered_college_freshman
-3860.52582155,10682.1721403,-260.92534269,confession_bear
-18300.6325151,-12588.6503597,2852.51701564,first_day_on_the_internet_kid
33153.1742295,-3961.53647531,-1753.0418599,bad_joke_eel
35221.4770708,-2371.51973426,-3476.82647858,bad_joke_eel
-17654.8515098,-9887.85695853,-1479.51097272,minor_mistake_marvin
15183.8117274,-455.153798168,-13298.0600163,paranoid_parrot
-2763.77624306,11010.4142855,238.081195484,philosoraptor
7658.56691032,20507.3573903,2529.30005414,high_expectations_asian_father
-15133.8321661,-6655.94420654,-1386.3901135,overly_attached_girlfriend
14463.9546233,-1150.92192584,-12922.8681691,paranoid_parrot
-1332.74331517,12870.0785164,-816.732870198,philosoraptor
-19293.5123035,-11710.9140988,-8073.7020381,advice_god
36394.4502277,-3858.4794621,-2801.27643573,bad_joke_eel
15207.3432762,1217.1143212,-13359.7675857,paranoid_parrot
-303.859416109,14997.8785035,1292.42013272,confession_bear
-18310.5096159,-12960.5684259,3176.88786227,first_day_on_the_internet_kid
-2419.41389091,13154.4571768,-5709.15826105,good_guy_greg
5968.96406599,19834.1883511,4268.50647071,high_expectations_asian_father
17193.9864671,5174.56445073,-7548.73989497,good_guy_greg
4651.22777316,18153.6999449,-1681.12716654,high_expectations_asian_father
-1918.39966396,11322.1691435,-33.3773125499,philosoraptor
-10568.0537224,-8634.40121379,16.8151774515,overly_attached_girlfriend
2003.02600473,7848.49203029,-7436.70972704,paranoid_parrot
-1076.18332897,11706.9221947,5013.82191753,high_expectations_asian_father
31135.3563524,-3394.66462447,-1827.49335815,bad_joke_eel
-2121.85959011,10637.7660686,140.553550876,philosoraptor
-9693.60479239,-4054.92855766,-698.494473593,religion_pigeon
-1914.84808569,12500.7637345,-95.2255692479,confession_bear
-14882.2105685,-6772.32381772,-4224.11327468,overly_attached_girlfriend
-11267.3926012,1372.30629303,-3361.23953749,sheltered_college_freshman
-17931.3030448,-12062.8855884,2746.38355298,first_day_on_the_internet_kid
-19465.1487133,-11251.7574623,-7547.94135804,advice_god
-14852.7030574,-1610.04003552,-5149.23999466,college_liberal
23903.070318,-1593.08248731,1838.48629851,bad_joke_eel
-2104.61040283,12007.438739,-296.888481718,philosoraptor
620.564232404,11858.7862192,-5887.445805,good_guy_greg
-6992.20587188,811.517801818,-239.937426014,sheltered_college_freshman
-9.043136911,11452.2396083,-10001.3290364,paranoid_parrot
17766.2290743,4218.21925097,-6937.82025627,good_guy_greg
20339.7387944,-17754.4384604,10005.0303444,sudden_clarity_clarence
-2450.70448912,12412.3941968,15.366175504,confession_bear
-19635.9114895,-12518.2358445,-8264.77582494,advice_god
-4880.32335234,9898.43415815,-896.873999029,philosoraptor
-18539.616207,-11962.5887386,-75.490947612,minor_mistake_marvin
-5152.67003353,6488.7116368,27106.077895,socially_awkward_penguin
-2703.31444924,10736.2426743,163.064115093,philosoraptor
-14363.3944736,-5079.39049418,-74.261355613,sheltered_college_freshman
-19202.0943197,-13894.7556465,1643.05948422,first_day_on_the_internet_kid
-14858.5046738,-1883.17467426,-4857.60723735,college_liberal
-18584.2539057,-13327.9184461,3098.99644001,first_day_on_the_internet_kid
-18446.3190222,-13650.1193922,3172.97894897,first_day_on_the_internet_kid
1017.14592037,14601.6791419,-7303.88535369,good_guy_greg
-11325.3264663,1499.9855409,-3399.36835069,sheltered_college_freshman
-2110.44209897,12313.3653594,32215.8125968,socially_awkward_penguin
-2591.29196665,15451.6454079,2403.77739367,bad_luck_brian
10010.772551,-1211.81494797,-1322.82730204,lazy_college_senior
-10949.8529145,1297.96535773,-3172.27371235,sheltered_college_freshman
-10142.2121895,-4659.3921702,-1440.74680327,religion_pigeon
-20183.9003083,-12947.4531158,-8338.30059671,advice_god
15543.0980734,-17457.4983429,9279.70053548,sudden_clarity_clarence
6902.22830025,21987.9641356,2929.95835548,high_expectations_asian_father
933.551611196,-13979.0354174,1431.06996131,evil_toddler
-2808.98436532,11736.3179142,-280.955815868,philosoraptor
288.457295996,11806.3213927,-5261.36784212,good_guy_greg
-132.989036606,11566.4602485,-10225.2514659,paranoid_parrot
18429.810143,-19848.5651173,10001.036112,sudden_clarity_clarence
940.594593183,14469.7604041,-6387.53453387,good_guy_greg
-4039.90831646,10744.9922013,218.110341819,confession_bear
-17951.4842883,-10248.4064732,-1120.1750907,minor_mistake_marvin
-11325.5349983,2032.39520308,-3592.16129586,sheltered_college_freshman
-14772.173189,-2343.14417166,-4824.74193778,college_liberal
-10618.019103,-5156.52206191,-748.161066165,religion_pigeon
15613.680905,-13939.9649579,4186.02025688,lazy_college_senior
-1237.46236047,11952.3636974,-8458.1025438,business_cat
-14722.8621905,-1592.17883553,-5122.86678094,college_liberal
-6025.72739207,9213.79243424,-9878.99291263,business_cat
-2652.35640022,10849.9705635,-125.668454668,philosoraptor
-9461.56840102,-2987.10573369,-2610.23546775,religion_pigeon
13908.0096473,-1682.00702801,-12476.2695567,paranoid_parrot
21891.8261806,-19302.7128239,9472.71230142,sudden_clarity_clarence
32267.7611489,-3728.71242046,-3216.67650508,bad_joke_eel
-14796.7344607,-2256.72609936,-5098.71257829,college_liberal
-17834.4231714,-10516.7061824,-635.425288317,minor_mistake_marvin
20470.847268,-896.536226019,2574.46809772,bad_joke_eel
-14611.7958189,-7452.98708235,327.769413061,overly_attached_girlfriend
-7734.75690386,4336.92018855,26193.1587202,socially_awkward_penguin
-2209.14456206,-16241.9363037,9976.08749396,overly_attached_girlfriend
26004.8387408,6092.96245618,-4275.89956897,unpopular_opinion_puffin
6363.21565336,20024.4342023,4373.50596813,high_expectations_asian_father
-2620.49738536,15212.1432259,2713.64205664,bad_luck_brian
-15229.3698293,-2430.0530618,-4337.99917645,college_liberal
1356.64453094,10763.2203775,-9229.36538791,paranoid_parrot
-19445.7893866,-11915.7829853,-8080.27163885,advice_god
-4184.17761499,7551.62985644,29714.0103921,socially_awkward_penguin
-14994.3565671,-1911.38923542,-4886.14011805,college_liberal
-4952.48819723,8148.27309122,28873.3092679,socially_awkward_penguin
-9446.53246824,-2931.78661318,-998.026328593,religion_pigeon
28288.1848985,-8245.11528211,2155.84410246,unpopular_opinion_puffin
13858.2339669,1163.98000946,-13333.6901926,paranoid_parrot
-10398.5149505,-6775.4988485,219.041877394,overly_attached_girlfriend
-10564.8473388,5646.22051252,-7879.2651389,business_cat
296.242822163,12600.0906353,6861.67012091,religion_pigeon
5529.86504094,16526.7504847,4275.02691482,high_expectations_asian_father
-19934.9943814,-12693.930342,-7793.53736786,advice_god
10763.3882333,-523.497823356,-1028.93882117,lazy_college_senior
1193.24961048,14011.820255,-6493.99622077,good_guy_greg
-17945.5778863,-11110.0772198,-969.870012713,minor_mistake_marvin
3537.00941114,-11132.8098763,643.563875546,evil_toddler
1531.87226025,8411.29058801,-8837.50623804,paranoid_parrot
-11350.3015858,1159.50805264,-2373.6816275,sheltered_college_freshman
31367.6998499,-4760.38327412,-3559.59409057,unpopular_opinion_puffin
34001.529276,-4913.03901797,-2913.34636973,bad_joke_eel
-3974.52781058,11218.7100465,709.169242642,confession_bear
-48.8630578211,12795.2591395,-6482.28894348,good_guy_greg
33742.5810883,-4100.50077271,-2710.10479661,bad_joke_eel
-18694.8399014,-13832.4764528,3168.10831164,first_day_on_the_internet_kid
21758.6409124,-17143.2410582,9021.87749576,sudden_clarity_clarence
16718.3175015,3865.44768647,-7163.05516382,good_guy_greg
-3358.02805612,12936.7373017,-567.759383122,confession_bear
-4942.02016895,7777.35119952,29252.1636942,socially_awkward_penguin
5677.23301831,19655.804359,3478.99846709,high_expectations_asian_father
-17751.3868614,-9703.72042652,-1135.07924636,minor_mistake_marvin
-12275.7668887,-5852.29138204,-4904.49339706,overly_attached_girlfriend
-14683.482263,-1749.71551404,-5091.34221353,college_liberal
-10173.3626024,-4177.03693529,-1956.62572252,religion_pigeon
-20334.5018671,-15071.174819,2380.01455115,first_day_on_the_internet_kid
710.84101744,13868.0359694,-6759.83900886,good_guy_greg
-1818.20103151,13282.038526,-838.600137686,philosoraptor
16578.5564135,-12615.605361,4384.65264524,lazy_college_senior
-9611.61894039,-8487.9213655,2520.17267047,minor_mistake_marvin
-19603.0468187,-11721.7071206,-8971.85064053,advice_god
35102.2949871,-8283.1139223,7610.18330037,sudden_clarity_clarence
-17526.1651469,-9689.11510079,-1264.82216321,minor_mistake_marvin
-2721.91551205,10167.9037209,-7771.878741,business_cat
-2538.75045574,10338.1547486,137.853015345,philosoraptor
-792.596659983,10287.7050519,-6824.12126328,business_cat
-2450.58574365,11264.8865519,278.594115645,philosoraptor
-18168.6353858,-12426.2877311,2753.56789282,first_day_on_the_internet_kid
29917.041752,-5784.58639973,-4239.11070592,unpopular_opinion_puffin
-2078.54392642,12742.3107518,-576.822915464,philosoraptor
11.2647401568,13532.3030981,-6136.08496058,good_guy_greg
-11366.0546293,1242.06396885,-2590.68791588,sheltered_college_freshman
3293.55745934,-9960.06522929,-2054.42369091,evil_toddler
701.929656592,12213.833189,-10417.1674747,paranoid_parrot
-14700.4296577,-1158.28998634,-5221.73035621,college_liberal
-7573.234278,3637.94185362,19909.9689077,socially_awkward_penguin
23677.467592,4971.70883407,-5304.97885751,unpopular_opinion_puffin
-2154.98311772,12362.0734723,-326.60822754,philosoraptor
-14678.3173611,-1661.8400729,-5232.4953942,college_liberal
22362.8589049,-19589.1157663,9808.93689004,sudden_clarity_clarence
-14967.2827871,-1857.59763111,-5007.43219396,college_liberal
-18870.9355176,-10991.8171604,-8142.82244087,advice_god
-4547.20788335,8385.31019183,27750.0434201,socially_awkward_penguin
-11251.5583627,2154.84762028,-3443.93301783,sheltered_college_freshman
32536.9028135,-3393.60318688,-2817.77771977,bad_joke_eel
-1499.86173252,14201.2199178,4887.89205457,bad_luck_brian
-18635.2356078,-11287.4787188,-7132.94885206,advice_god
-18044.4517037,-11355.6615031,499.936722193,minor_mistake_marvin
1011.39936037,-14099.0066438,1810.12354295,evil_toddler
27585.9597976,-13993.2686666,2449.29465715,sudden_clarity_clarence
15586.2463177,408.975689382,-14404.5891238,paranoid_parrot
12917.9922639,-16136.1410481,4392.03533418,lazy_college_senior
-3997.61925286,12831.7115332,3674.84254338,bad_luck_brian
-4547.3388721,8995.80198441,241.133255683,philosoraptor
-6767.69546893,7074.89401213,938.218125303,confession_bear
-20983.0632928,-18789.0194478,3239.59041908,overly_attached_girlfriend
14180.9975968,-119.40205343,-12450.7656754,paranoid_parrot
-3027.39204598,10361.2159049,461.468470664,philosoraptor
22614.6634775,-18825.6096492,10182.0510649,sudden_clarity_clarence
-973.695534636,12199.4805468,4443.34576162,high_expectations_asian_father
10626.4188965,-4566.6402322,25746.9017634,socially_awkward_penguin
35694.5149664,-2769.04307933,-3155.34160715,bad_joke_eel
-3884.93033934,14424.4667567,2707.79553242,bad_luck_brian
-12274.3757987,-232.138004093,-2298.36244197,sheltered_college_freshman
-18803.3993378,-13274.7031462,2982.14635906,first_day_on_the_internet_kid
-7113.62215287,5261.62216822,25789.8892628,socially_awkward_penguin
-19216.5883484,-11252.321817,-7983.25666158,advice_god
31846.6045438,-9097.16741168,-1649.76022015,bad_joke_eel
-11685.5967827,838.496874785,-2568.97451955,sheltered_college_freshman
-11348.0169567,1409.70439529,-3079.27053607,sheltered_college_freshman
15680.2367645,665.490709364,-13354.0283606,paranoid_parrot
561.41529403,13669.4731023,-6444.67898204,good_guy_greg
261.46306448,11732.0031675,-6066.66855249,good_guy_greg
-3922.14594287,10767.30404,594.772657919,confession_bear
-4787.33775745,4155.37806241,-942.065558796,sheltered_college_freshman
-4174.3849064,8165.11530351,29546.8669924,socially_awkward_penguin
-15228.5680022,-3370.3476239,-3869.35131175,college_liberal
