0,1,2,3,4,5,6,7,8,9,10,11,label,12,13,14,15,16,17,18,19,20,21,22,23
6412.49452454,20460.3081693,3226.67774989,-71.6419320024,-7991.04097983,213.437040378,3128.40926433,-7474.45942596,-8883.71984586,6992.31043793,2493.33566983,-3382.4229387,high_expectations_asian_father,-3493.87585073,6034.03922578,-2423.01317012,-1028.53783215,-1638.43718276,1487.34209143,4462.55052102,-1472.27742303,5554.46890551,390.321119861,-3260.87418066,4139.02995847
-1957.35868887,11864.1638456,20.5286432928,-2053.19910738,-3684.35846336,5233.91483911,4565.89489179,602.679962094,-6075.24158393,2924.20890035,1970.4609185,-88.3541778429,philosoraptor,-1187.79686606,-4242.81405535,-345.160524983,-2483.89797084,6377.53256441,1052.52162767,-5965.74728425,2265.480901,-2696.2291168,612.032256846,892.165831625,2660.94586673
-8378.67122878,4108.3683863,1971.07334302,-4903.75321196,-1622.26681793,-684.094196244,-1960.7349063,77.7984126032,797.026915325,-1162.38712746,-7098.89438387,-3053.85604328,confession_bear,-4714.34399221,-3761.72281714,-2186.12432467,6353.71091201,-1671.01036455,320.310920284,-4626.74681635,-1266.99263736,-3038.11950793,-364.302608896,6737.77084905,1779.84735731
-2197.90426256,11403.3868184,-8165.1452326,198.178784462,-5469.0196471,17315.7191479,1349.82322779,1093.79852204,15928.0773428,-4834.10816637,4194.65221012,-704.49089513,business_cat,-19.7501335703,2184.4614134,-4808.71755034,-493.850605347,239.114300981,-3283.9143082,264.314840226,-527.65369539,466.600689133,76.8300370417,-1131.82181361,-302.468965152
93.1510037252,-14165.7467305,1853.15571823,-2570.6737498,-5164.71630833,-1050.48104267,-6657.0081233,1857.37782452,699.335301467,3657.28872661,3530.4257684,4963.25434202,evil_toddler,-1795.52173396,-6126.80402645,-3988.30129882,-1019.55713049,-3241.42341414,-278.037202966,-765.664586436,-2438.75819332,97.8338251228,2265.14768406,605.711623007,1564.87528517
11028.5380018,-17155.801435,4822.24805942,-2299.86963909,-5868.79774022,-884.919205182,-8155.42923135,-1491.26819694,5264.25788491,6903.75617182,-3789.99661475,3865.88294971,lazy_college_senior,-586.153721519,-6562.0575119,459.987082245,229.868756838,1675.90232583,2449.38367711,1628.17907403,5023.16623661,4856.90837485,-4678.04788101,7405.07519912,-261.214452702
-2479.23864988,1964.54333674,-1832.86587577,-1739.09716667,-4041.76886953,-653.242190054,-2247.24868847,-876.513076633,-898.474688766,-1428.47152818,-6154.29603254,-403.695598718,overly_attached_girlfriend,3369.32290405,7918.01305217,5388.37300092,-2003.711889,6751.7185757,5656.88584979,3214.04581544,5156.84760133,-1421.25665866,5573.54198712,3.9597972018,-7260.62035087
-3011.83069436,11149.6891401,-8217.33801531,1646.76000926,-5359.75669457,16293.4664685,-647.24107359,1442.1473439,13363.5631125,-3767.51886337,1759.44869438,-766.378828661,business_cat,274.467780666,1687.74612558,-5335.06529457,-1051.6827344,1657.4858171,-353.211009174,-1406.02856752,-472.30821673,4104.81842488,-1524.53738996,-1701.43908775,1377.82859703
-20148.1765416,-15057.1458011,2989.7992258,-3272.48105554,-45.9019366861,2738.9222071,-3369.80574147,1589.60982006,-2367.9605449,-2173.69947147,-3124.19505996,-1328.65165408,first_day_on_the_internet_kid,-1045.20889107,5525.08776223,1066.0934151,-4583.25206862,3415.84662031,2999.73348234,-3539.2137002,-31.7226044869,1670.63429305,-2583.78999852,3394.90044022,-145.570640197
11680.7743177,-16776.4373613,4031.61970243,-4200.19532908,-4755.06467646,-73.2704622484,-9601.76184044,-2044.16064238,1408.75404698,15534.7854958,-5296.20693561,-622.769431878,lazy_college_senior,-1334.24513397,-7095.6893747,-1579.03393129,-1073.15856759,5885.50497082,-8253.45378257,5735.56931908,5673.49375647,-3310.58750587,-7023.70423703,-7390.16301592,-717.863270821
18486.9556389,-13770.1732753,6779.8485382,-8973.48533196,-6664.75671657,-845.728504538,6738.8904754,-3345.85612506,4299.36294208,3423.38545329,-4088.50093035,1779.32819397,sudden_clarity_clarence,155.769496525,1023.13016549,2435.11418767,-545.440769611,5695.69358687,1955.19554183,-1205.58259294,-207.874399005,8701.94744958,-74.0270444212,3146.36923517,4119.70651746
-2221.67994113,11572.7547677,31906.2876355,14796.3380502,1395.0442171,-1341.22879131,-2501.32016964,6219.27130218,4490.6716597,-1434.24795802,2415.30514586,-1173.94941116,socially_awkward_penguin,2356.58417054,-232.09553508,4553.50642204,-624.031807135,-1208.9246544,-1083.47713575,154.444672628,-312.449292349,-1830.60214122,-618.085587987,-2921.3805873,-1812.50898071
-14259.6842553,-4964.81788055,-134.067586738,-7627.83532337,5219.02081094,-4597.15329138,-1459.0577241,-338.713776283,25.9690900849,1245.07576785,5237.27337507,1581.23162459,sheltered_college_freshman,-203.937376099,-2829.80111915,-1902.46825579,-1091.72850174,1937.87622129,2672.89173493,-2967.90180871,1306.13208943,4189.70221247,560.626961795,1993.79315786,-4457.35228293
-3057.79749107,12062.5310535,4809.94700543,-8590.46928576,9236.39377394,-7902.61726142,2965.19994776,706.510314175,3749.54635994,-2378.64488848,-4410.90162594,10405.0541387,bad_luck_brian,-73.8929840286,-248.261192131,-6445.67627861,452.623157928,1144.6858966,1335.44280224,978.339329317,1468.59667311,-4679.8930049,693.268868119,2446.74861016,1416.38830459
15824.4501766,642.485248458,-14624.5222258,6720.31275853,-7002.79768637,-16248.7865659,2563.23059332,16294.180435,458.215268943,-1967.60793209,172.464345718,-5125.18081817,paranoid_parrot,-2069.10831295,-388.293267376,-266.216104886,-1977.63049936,1235.15792886,-225.294422451,1259.60544314,251.174742153,-831.551903134,-716.533725233,-5104.80921521,2026.74056222
-4216.9402293,7287.00996657,28539.5675738,13304.9620974,1648.57332104,-1113.48324131,-1191.9326065,4841.29748679,2455.86294301,-469.791835437,1016.02913945,-2306.8665535,socially_awkward_penguin,1523.50456767,-1341.15726219,2421.50336459,-2625.88502375,24.3548328942,320.159825447,1192.55986802,-1668.75412974,1398.038898,-870.039616782,-585.860791294,1565.38793364
-13719.6333471,-6037.53197954,-52.1468249729,19.1987797379,-2133.72255674,-3212.18769613,-2731.99608755,-378.804657732,590.554969217,3335.41199371,735.590890443,-803.208594886,overly_attached_girlfriend,767.189045806,2282.03278974,3425.85434861,1084.08252882,7946.18839867,7358.10318775,-978.433718073,-2974.76840704,-266.977804742,5321.60589661,-38.8991711103,-9785.919697
-8442.82438555,-11507.9175669,5142.80206484,-7712.06617221,-6412.1756458,-1087.66512762,-2598.9577694,5983.46322426,-4964.80580552,-3301.70283427,3786.89026821,7630.02697313,minor_mistake_marvin,-2500.04706801,-2450.74499188,-4606.19154795,-2208.50101551,-2987.17260204,-282.06717997,3765.49614274,1906.97470327,265.828972294,528.532878728,65.5751560366,-3510.83321746
-494.441527131,-6671.40219619,-3059.91784142,3232.12864537,-4022.08918857,126.973955254,-5082.79714422,2023.47069479,757.971662048,14.4846623628,865.520512214,-226.648834744,evil_toddler,-561.15057111,1829.4052433,-1111.18330258,-716.170567921,-4000.53394823,387.159761648,3606.50266472,3234.4134219,-1453.18241386,2070.27040132,4730.22657184,660.7136092
-4479.5323602,8593.94487178,-7049.16361902,1550.07326722,-5531.79130961,15113.6424346,-2373.96514863,1838.32495662,11649.8092862,-2772.12968631,2656.89382543,-391.465914093,business_cat,-1892.8148145,722.511655647,-6690.63511661,-503.659764391,438.063762368,-2738.79464248,-2219.81282094,-513.409950771,4552.25224495,-1576.44054494,-80.103724103,368.521064925
-11335.5194358,1739.70073384,-3348.43469249,-9383.77309248,9292.31339992,-9601.12294831,-7289.93340125,-8304.14650694,4771.22989843,-4042.49775469,9997.09397679,-5206.49882734,sheltered_college_freshman,-3693.34678308,-175.727599571,3745.92512034,-2245.34688809,732.385661513,1349.62250007,-1780.05766484,1335.85432613,857.58807719,-2066.29066113,-1603.40132031,1459.70482379
2031.34427926,20805.9138105,-128.365937367,-716.254666538,44.1470348538,-906.373576332,2032.54188573,-6148.21499955,-5448.31118391,3356.56454289,-2854.47719812,-3496.36448511,high_expectations_asian_father,-4275.33555049,6441.53628786,-4284.7110231,3986.58627878,-2773.68039753,1627.32868219,1333.13746232,527.492471965,-1317.39807047,-3294.29413275,-2215.77679598,4679.61592132
-3793.93152362,11731.1248207,265.141900449,-2819.51529236,-2683.03135622,171.785172187,-2692.67872179,-1238.76730884,-2336.32037814,-4342.79426681,-9375.67617929,-4457.69956866,confession_bear,-215.661695076,-9477.62240583,-194.431278861,6297.4497158,-846.403196184,857.75331222,-1171.85198338,3283.38982821,4943.40045062,3174.84310575,-1199.66319829,918.52400348
-14949.043316,-1186.91065665,-5245.28086643,-3980.21668387,10797.0861651,4760.90683304,4830.83037464,6972.53436316,-1909.52379101,9333.05146413,1146.11871128,-4568.81250267,college_liberal,4422.56120356,590.986027321,3010.99055698,887.81505027,-3280.99330971,-2575.88661517,-124.860951988,392.3003981,2180.04651626,391.607189252,-1161.85029066,-2076.64394465
-11302.1612169,1560.59422868,-3459.24484128,-9625.76314847,9630.33159291,-9669.05348584,-8011.57139399,-8492.2845971,4290.77992772,-4098.46186026,10587.3149238,-5588.81893637,sheltered_college_freshman,-3538.18442741,-878.914022749,3769.11423607,-2088.98681419,1439.60770189,1499.77429629,-1510.86890041,1428.59425574,1341.586387,-2278.48232685,-1269.98794909,1802.68054078
-11397.704082,1544.52976474,-3204.14775704,-9072.99355563,9421.0696277,-9317.35544556,-8568.84837964,-8311.8283575,4440.14496856,-3662.54601188,9702.49607309,-6031.12087975,sheltered_college_freshman,-3882.74798777,-559.900686342,3897.92677589,-1948.41893175,1622.48272682,1081.76456971,-1121.0812436,584.05329958,656.223259133,-2606.91362496,-1129.84958688,1972.63064654
-4203.30045931,6239.96344256,28865.5584295,12770.5724939,1814.34733472,190.490129515,-1503.16754105,5563.9628121,2030.72963322,-61.63161733,1142.32559828,-1137.82147331,socially_awkward_penguin,552.487856135,-779.946365028,1206.56546749,-3500.1517806,-1345.07365627,1502.40093267,-300.961670336,900.316063101,258.598280321,-2383.26381206,953.549192216,-138.930135834
15214.9080549,1153.68196262,-12861.1955157,6851.85288654,-8277.35124784,-17526.9535525,1375.99755685,14655.3279891,4947.05044154,678.648034121,1432.01225446,-4647.50626835,paranoid_parrot,-3239.37068953,3180.21613768,-701.725372992,-370.625013852,-1493.54237747,61.4881716896,-4241.21212327,4129.09765194,3102.30054941,2810.26566064,-946.939753171,2472.72531994
32887.8330239,-5448.87305103,-1923.41402952,3566.57059656,7375.99497971,1228.30724212,-2003.1107255,-5253.16171404,-3258.48777632,-1396.393344,-4050.99988179,-5062.5296852,bad_joke_eel,6960.14406262,101.361389016,-5992.91519338,-1282.94041443,882.863344448,2654.86604547,-3336.23578847,-741.291812228,-2181.58166002,-2999.9477469,-13.2436946941,1352.1466786
-20387.7637586,-15869.2472947,2934.44443741,-2897.84219771,-208.725583963,3213.98618043,-3376.71269229,2318.64084236,-4442.32135644,-6049.25598961,-1030.537403,-1918.52950837,first_day_on_the_internet_kid,-890.200858928,2493.18817145,2082.19396002,-3838.91768196,4248.54939722,289.821490416,-481.443230048,-1923.27861182,-691.586276195,-1288.54192603,1442.28283919,-210.506718516
31210.8372414,-4485.27997756,-2958.97407139,3742.12825047,9122.75025447,1044.49062498,-2034.72497596,-5347.04279446,-2005.6193589,-4306.76579213,-2594.6958806,-6611.1890009,bad_joke_eel,6252.64038485,-682.679065999,-3717.33121463,-1112.6366111,-395.869234498,-2069.41077577,1991.43507898,-3127.19218441,-8333.25404791,-1920.55196784,42.7203550942,577.379701487
1365.83741951,14082.4402881,7663.40835583,-6814.31707995,4722.00195064,-8817.43430185,3455.86101844,-2698.52547438,-234.062654828,2633.38524509,588.556929444,6218.23068774,bad_luck_brian,-2179.119139,-2095.70110157,-6185.28173969,2646.26091951,-317.077230523,-3458.22468899,-1736.90161441,-5799.18818537,2331.49437884,2872.51358715,7311.64258775,-3798.24842126
10583.0601461,24979.9678586,-859.41135746,797.37897708,-7645.29829593,940.486932898,1679.14515344,-8560.31758364,-8218.62589054,8004.70907262,1457.26593884,-1713.4138025,high_expectations_asian_father,-4356.29389221,9590.873462,-2838.26890841,-366.583558692,-3006.24571186,3314.78145029,531.766440247,3255.81539502,3915.71648682,-3241.01849229,-80.7373575566,1136.08660364
-2383.74790813,15444.3381455,2564.11618218,-8015.74578664,12974.3821356,-9050.57314499,3709.47331237,292.950625749,5236.01932823,-920.974857717,-4310.25822739,8549.21192689,bad_luck_brian,1371.39444803,1586.36057575,-5958.33315784,1513.10448984,690.183987708,593.618552157,1693.60965526,2155.99529997,-1640.73749758,433.12021089,-36.120516833,3095.46538734
-14677.4684775,-1700.72918255,-5046.6754975,-4430.46810724,11146.1389533,4439.42776737,4432.22649009,6748.48965386,-1916.74924289,9740.60830866,540.865105557,-4451.74804916,college_liberal,4789.60112193,1105.90969262,2231.53952456,442.084828704,-3708.09915588,-1545.45057056,-1293.34334616,901.26172305,1096.21030954,-952.795147261,1764.45919073,818.762076776
2500.1032926,18629.913438,2742.28064496,-1670.43866011,-4806.94613914,-317.346666424,4065.22158863,-6310.67412397,-7860.22042722,3215.2403351,-1317.75941067,-671.826877884,high_expectations_asian_father,-5101.56261435,5495.39822884,-5030.17360784,3638.1810997,-2906.97016942,4435.12790921,-416.291876404,3167.11297232,307.883813913,-3205.24245578,-2260.025967,1550.51519735
-18472.8138476,-14821.3209909,981.7207918,1098.35333326,-139.923474794,3238.96635402,2137.63153526,3451.38226207,-1427.35779944,-994.648614969,1911.16739531,4027.75703814,overly_attached_girlfriend,1320.03005545,-2609.14361131,-6306.50075523,-2084.47441907,427.865706051,5108.7134244,-1342.4246928,-573.018375607,4451.29869442,-204.150586195,567.975095443,1224.53325997
-19263.2908419,-11493.7829334,-7407.93603017,16018.0067831,1014.71630019,-2801.07363629,8195.89381627,-8633.01291126,2381.85757242,2832.9396127,-876.166890418,2960.36980072,advice_god,-2474.71180033,-1516.91091257,169.758524931,-218.99089982,-3245.67693409,-702.134356568,-1146.23569635,1072.77728325,42.5195041131,2526.00557079,-774.224776716,-228.402812622
-2778.64334029,11557.0408973,-24.4774020203,-1438.40502363,-3441.16336628,6386.0191563,2709.29172147,960.301257559,-7484.3367209,3132.47948666,1941.29790313,335.701169255,philosoraptor,-2205.01860361,-5558.11879311,-405.172827211,-1456.84621071,8247.92219465,637.156113424,-5615.58173997,1915.40808805,-560.299229462,894.254816454,339.502672408,1681.62939082
-2145.15148628,10730.0723093,1406.84300915,-3249.11395869,-4611.24158077,280.429362086,-2840.713938,-2271.84865524,-1611.04037812,-2803.35502433,-7976.06544132,-5181.65638568,confession_bear,250.747451339,-7071.10693459,-238.986157091,3750.60142113,-498.602613285,1394.55965847,-2749.29299266,-122.656337475,2841.76783016,234.04018428,3324.57223357,2701.46445695
-18118.6615168,-11245.7080651,-291.189816569,-1436.14108627,465.464509786,2956.71415469,-1498.75623155,4645.93670977,-2971.65939306,-623.390938156,1416.39531041,-168.476566698,minor_mistake_marvin,-1375.16277248,-1738.72263387,-5638.95576352,1553.94698284,-550.91510061,6019.01163379,7357.95291923,939.973378458,-2248.64110248,-1996.53970948,495.352048996,-978.472203349
-899.528258109,10636.4729081,-191.176770364,-564.783554118,-3577.26560766,4722.0434906,1431.84781836,451.96022554,-4279.38868682,4184.62261717,2534.35424226,-2070.8481876,philosoraptor,-2702.88522099,-1192.40817378,-175.030086869,-995.674106927,1149.38251838,784.543834794,-4396.29163644,1822.45172665,-2637.81868691,1204.78934954,2011.1870127,2246.36330956
7958.30183793,21342.8264571,2839.69221728,906.690806531,-7348.18843373,146.641283038,3297.74896712,-7665.12313545,-10022.7634673,5578.08956671,3100.50374593,-2634.85178197,high_expectations_asian_father,-2741.34051778,5769.89272537,-3126.80220867,-1494.8474287,-584.978704554,1202.98029876,5671.45832685,-402.03691449,5822.20226916,114.105501617,-1593.68310837,4885.93238305
32787.271775,-2320.53431641,-4694.14541374,6800.2587817,10018.3349837,5703.44705134,-3662.33225272,2092.31274317,-6232.55518912,-3611.15685076,3582.46770776,9615.37186626,unpopular_opinion_puffin,-3272.0282825,176.969250161,654.597208799,2748.31186469,2298.33637462,3182.7611315,-4074.00951148,970.075666899,6728.4926376,-1181.21853946,-760.261464421,610.182531929
21062.670032,-9832.8842844,2344.21615247,101.833563935,-2536.46379237,-1023.35227242,-3470.15429252,-4344.44092239,7439.59764656,12341.9393095,1682.63036901,235.0347088,unpopular_opinion_puffin,-2965.94918532,2617.03294964,-586.56579436,889.185040059,-53.4748966427,1881.46168126,-5393.03790592,-5319.98593646,395.4989791,6952.3357216,-2917.62674523,-1071.67698937
-11783.4349114,725.074983654,-2652.04948847,-9395.69012821,8469.96078942,-8234.69979185,-8173.17238168,-6999.15029343,3230.45840508,-4971.56692632,10266.4408393,-3008.57171425,sheltered_college_freshman,-3330.65351972,-2672.34903463,3905.07284399,-1462.37495625,1924.38513605,1173.92875122,-121.897826018,3270.73596502,1152.04334041,-2373.5521287,-1272.26145317,-92.9381072167
225.460048349,12736.454865,-6239.38706498,-954.995653577,-4557.28673594,1922.11246736,-2881.85183587,-902.135738845,-1409.91849059,1213.34204747,-2929.03996393,5271.26102659,good_guy_greg,4343.31151562,-1437.0250315,6452.17681112,-5794.35980659,-3839.1150381,2769.87311512,663.220451688,-3957.62466108,3134.36517871,-536.364559492,-1489.69186307,-2000.69025106
-14638.5901345,-1363.23526146,-5264.47465689,-3668.09901467,11124.1554044,4213.88605581,4254.56984715,6426.4752181,-1663.36345441,9067.9534052,1003.0915602,-4619.8134834,college_liberal,4351.93605624,776.944955427,2670.03103824,441.023538909,-2682.56129887,-2342.3074791,-345.282256192,696.550685246,400.373601922,-787.065204189,732.244266,188.793655375
-14815.502537,-2289.46048069,-4910.09759745,-4862.53254065,10851.6160894,4775.26406041,5781.61092576,7542.73802515,-2415.27393233,8432.34853808,1490.48502766,-3339.41943394,college_liberal,5359.84914933,334.451255152,2498.76881067,752.876797889,-3454.09912662,-1772.25406295,-232.688945917,997.540577104,764.026246875,44.6517654304,873.884939032,92.5175132911
24905.1019462,-3680.73971146,-3941.88708424,4736.75765704,11795.4524621,9151.1146958,-3742.41628364,5317.5671216,-4059.6325559,-5054.68567563,3053.70766644,10499.5385445,unpopular_opinion_puffin,-8248.77143719,1214.87777599,6663.9847215,6119.76386261,-1411.09223502,-4924.40767352,3243.01289011,5352.88144995,-3160.49468723,-6326.78217262,-876.479270064,-5773.02441269
-14686.0577806,-765.946326918,-5225.80227588,-3937.68519568,11223.2637532,4553.35261228,4450.20365883,7078.7315302,-2208.56363965,9849.67825594,647.565901637,-5370.32556142,college_liberal,4393.38073159,720.322621791,2920.85776839,1239.53481952,-3954.39885325,-2583.3216104,-564.253053988,-147.328095753,3062.67315428,-28.24823012,-290.011737048,-692.607328461
-19418.7227232,-11746.6075878,-8381.58763345,17501.4527616,1263.56458891,-2818.14804606,8388.55848047,-10132.6054006,1875.18698804,610.360468944,-1975.71178763,2710.36675866,advice_god,-2113.05468455,-2727.76811447,2156.6722267,-5.1791107284,351.193121095,-1304.71969068,1260.17214833,3.2945028714,-394.342796907,214.181079829,-484.012160828,995.778024368
-2318.45321196,12234.2595187,24.4599297511,-1935.32711208,-3884.91076325,1407.30032832,-2403.5360819,-1165.31685778,-1825.74237945,-5632.46343247,-7438.39219684,-4580.17827396,confession_bear,345.378480288,-7582.02533452,1428.49939822,5136.2753965,-2350.308639,2442.79713355,-1042.98034465,4184.99442259,3756.02858839,2650.8626056,-1557.60989124,-399.432200756
-17707.8353156,-8903.18096453,-7832.36642028,15593.4869922,2477.628721,-3097.30645944,7703.53547288,-9270.83326365,2358.36782162,1717.29718083,-1985.2107303,1548.12510433,advice_god,-106.490505052,-847.213422101,641.198958617,-789.431894195,2217.71206858,-1307.32235324,-1024.69038612,453.182073252,-1465.00255414,290.772683464,1323.24588956,2674.55346787
16908.9997525,-13123.3148845,5452.18133282,-5322.81152628,-8334.29459448,-3396.63526474,-7793.8438383,-7025.69673249,6389.13908276,15017.4692173,-7772.75296702,-52.3377547487,lazy_college_senior,2553.18931678,-4421.75532763,806.655159216,-2355.50099759,6687.7775566,-6124.52806323,4929.15542027,6921.08608709,-734.015356125,-6515.8685975,1220.11281221,1912.98638742
-5754.16071372,6785.1713915,29193.329016,12868.1431943,531.956997477,-1485.3494518,-1825.43950815,6316.50354035,3140.95259737,-470.227470481,802.587972253,-254.517140207,socially_awkward_penguin,569.890228247,778.157830964,1715.7028446,580.288092209,-239.326254408,1258.92698872,-2586.70944512,224.987798518,-1448.07142866,-2621.16891852,-1509.55103857,-1235.0918663
-2817.13760126,7155.55677133,3068.62814089,-5639.43109443,-4414.10307532,-20.6469083198,1178.46137603,-1331.06853898,-2261.58893736,-3871.96754958,-4449.59453353,-2424.7265522,confession_bear,1535.07612344,-7977.83748035,929.778753585,1284.61930634,-224.427120287,1224.21617393,-232.078182098,1726.260075,1849.68046098,2609.3073077,2517.03552741,-2363.3350174
33722.2926097,-6383.02861095,-164.155730893,3572.9277588,4744.23736334,-1883.30826079,-1524.95822888,-7714.0476822,-932.741912692,3863.66690204,289.447509049,-5003.55792782,bad_joke_eel,3122.12027614,2872.1390193,-6201.78981887,-815.454658605,-845.960248498,7004.21868078,-8855.72781552,-6631.5539037,3067.3662538,3942.05328342,-2210.80220835,-3028.64991235
-2998.04578155,14461.1074717,3128.99207029,-8801.43830843,10826.368802,-9223.29183662,3598.30145949,425.121532076,5178.86773171,1109.70158198,-4107.90558925,8261.44738089,bad_luck_brian,1179.84211964,1096.41617856,-4907.01844812,862.831076377,722.623062085,-693.296664812,658.144104697,922.609823403,-765.287780705,1437.31297465,-109.76964613,2985.57182316
-3536.4715916,7524.98458971,-6442.72092399,811.760483986,-5740.61216779,12931.175801,-492.931686835,1132.04495577,12302.9555847,-5503.4378462,3863.58828701,-2073.80147504,business_cat,1513.33016478,1053.95020547,-3093.9117407,-369.443755166,841.209367999,-3598.34709885,2461.76287863,-1121.18250448,2536.60473367,-544.469566443,-774.342090229,1063.79000685
-15185.2329879,-3919.2232476,-3265.56005597,-5027.41399686,9670.09331828,3199.91315825,5118.52492588,7211.62644273,-1969.87010676,8900.06585175,2046.16418616,-3008.38397677,college_liberal,4462.12652207,752.637361491,1390.97119989,323.702022408,-5364.31159149,-632.867447665,-1713.31103173,1083.74075405,501.89844114,365.731968992,932.956476083,314.155850954
