0,1,2,3,4,5,6,7,label
-4203.27150566,6239.73153476,28865.0446815,12760.3144021,1808.13258276,175.758843746,-1486.99733081,5522.10627629,socially_awkward_penguin
15214.9628765,1153.879943,-12865.4576464,6861.25723688,-8314.2418371,-17562.3276974,1487.16032576,14697.1751678,paranoid_parrot
32887.7166653,-5448.34823948,-1917.49399569,3580.98419777,7449.51180971,1325.54771812,-2052.30217989,-5314.84571724,bad_joke_eel
-20387.821393,-15868.9709662,2937.64218944,-2893.22247411,-179.794174601,3253.67846894,-3367.78291999,2268.61000082,first_day_on_the_internet_kid
31210.6822704,-4484.94597566,-2955.7464491,3755.09223119,9179.86219367,1116.99135709,-2147.30856192,-5262.74212737,bad_joke_eel
1365.7805809,14082.2838312,7662.65947228,-6790.90307444,4739.01896527,-8714.67082995,3486.90737267,-2666.94044615,bad_luck_brian
10582.9709077,24979.1909948,-858.139065523,810.895289705,-7636.26597685,1021.47353282,1560.6312814,-8436.47010138,high_expectations_asian_father
-2383.80028005,15443.9864178,2567.99154169,-8012.41465865,13026.9638462,-9013.69255459,3567.25282988,318.627729527,bad_luck_brian
-14677.4499739,-1701.08019131,-5049.01670304,-4430.92267353,11123.7847052,4449.04456299,4429.33765319,6799.85658564,college_liberal
2499.98194992,18629.5398625,2742.4026653,-1660.67941088,-4785.55651827,-224.804605754,3974.48303173,-6265.40338681,high_expectations_asian_father
-18472.8394905,-14821.4266171,988.468756259,1101.08229144,-98.5993706968,3308.31680134,2130.19493584,3352.32271489,overly_attached_girlfriend
-19263.2335728,-11493.8517528,-7410.61365422,16013.4397378,972.946985984,-2835.39803938,8214.03955725,-8607.1358834,advice_god
-2778.58882364,11558.1797851,-20.7613160322,-1442.66574092,-3395.82026276,6371.59659897,2809.76480805,670.51601736,philosoraptor
-2145.10437058,10730.1178939,1408.61240005,-3250.29674502,-4605.13492516,282.126452649,-2752.8920575,-2447.94982635,confession_bear
-18118.6878288,-11246.4314733,-286.912651447,-1447.63286584,523.598442143,2968.17184415,-1659.22003932,4615.47247209,minor_mistake_marvin
-899.489135952,10637.1308093,-190.423750733,-564.979778348,-3563.47479389,4706.38881739,1485.68950999,314.463613753,philosoraptor
7958.19274787,21341.6842951,2844.44025591,924.661511428,-7329.07304582,227.54404308,3124.56458323,-7494.45999083,high_expectations_asian_father
32787.3296548,-2320.55157484,-4694.15555018,6796.25578746,10024.1045193,5728.07136875,-3573.16784458,1895.80745401,unpopular_opinion_puffin
21062.7036085,-9831.87727407,2343.42554765,116.110107517,-2542.2564606,-1027.32500176,-3377.45433523,-4290.96223099,unpopular_opinion_puffin
-11783.3651528,725.154760229,-2654.14797195,-9412.43151362,8444.86171285,-8292.09960276,-8104.08347408,-7099.18866912,sheltered_college_freshman
225.561680832,12735.9314396,-6240.48001999,-975.131782807,-4590.68718187,1849.19270279,-2864.02313907,-952.62002575,good_guy_greg
-14638.5826885,-1363.42207837,-5266.0482613,-3669.95625319,11105.5005161,4218.04786567,4243.97804719,6498.2007396,college_liberal
-14815.464112,-2289.81049758,-4913.17113415,-4866.65062783,10822.4926853,4763.81255416,5777.60493738,7592.23151832,college_liberal
24905.1147173,-3680.73033663,-3948.50516329,4724.7019242,11721.3541134,9099.00800551,-3702.88444737,5443.09408582,unpopular_opinion_puffin
-14686.0041901,-766.337824194,-5229.56239957,-3939.75853094,11178.4793082,4540.53425364,4485.87744087,7146.35983853,college_liberal
-19418.7010145,-11746.7588873,-8381.62997979,17493.4322762,1259.21231552,-2844.98147383,8352.12488386,-10158.1192506,advice_god
-2318.25941719,12234.1394259,22.0599584664,-1959.99053373,-3938.67638229,1301.43366098,-2271.90252488,-1353.24034367,confession_bear
-17707.8659173,-8902.95155183,-7830.4165882,15597.6742978,2498.46202337,-3075.66166472,7675.82228694,-9286.34731448,advice_god
16908.9177915,-13123.8443227,5449.03800335,-5324.98496828,-8334.63914185,-3428.32346471,-7997.19056738,-6856.02143468,lazy_college_senior
-5754.16269886,6785.5661271,29192.7118402,12863.9519731,536.482110309,-1492.27901064,-1763.21072308,6262.97733986,socially_awkward_penguin
-2817.03912613,7155.58858336,3065.32361538,-5649.52644676,-4457.47831745,-80.479935184,1266.73269589,-1429.57731135,confession_bear
33722.3054372,-6382.03143311,-159.949968899,3590.51329928,4795.84913799,-1804.96945428,-1391.66092128,-7869.98743799,bad_joke_eel
-2998.10608476,14460.936693,3131.52946851,-8792.71457789,10856.9957122,-9184.44168731,3497.66590383,485.87161952,bad_luck_brian
-3536.5119961,7524.52484594,-6443.98737359,819.108306418,-5761.00060747,12951.5160087,-510.972632709,1287.160209,business_cat
-15185.1957664,-3919.47437648,-3268.45163721,-5029.35940146,9638.31187096,3197.20795837,5132.14657955,7267.92723669,college_liberal
2432.69906972,-13639.5176642,1712.03755345,-1896.43666643,-6336.52021431,436.071917042,-9550.45025604,998.765927213,evil_toddler
-1131.81771428,16309.7245773,3789.23627848,-7729.43417143,10726.2356421,-9166.16990613,5566.17334096,-304.102470201,bad_luck_brian
5629.00411237,20144.484652,2973.50903599,752.136382623,-5757.29087624,-534.542104036,3716.60269426,-7136.9878652,high_expectations_asian_father
-19047.2944085,-13626.9970905,829.088760966,-2215.65935737,-2310.79843404,5343.94777875,-2930.57589511,5114.72545259,minor_mistake_marvin
4558.756552,-11061.6705825,3432.01980681,-5302.11416123,-6776.18438658,-1601.69786828,-6378.10141862,237.518277361,evil_toddler
-3193.03042024,10031.7820171,753.774031935,-2273.70913131,-3280.01546856,6949.12155375,4565.33211042,1642.99259137,philosoraptor
-17810.7733783,-11981.8586351,2788.7262957,-4236.19307282,-1200.29774936,1517.7623782,-2783.66173643,1109.52496833,first_day_on_the_internet_kid
21497.9559487,-18927.7172746,9439.75351117,-12053.5640209,-6414.44269219,-656.704837552,15214.018121,-1041.04561034,sudden_clarity_clarence
-3365.18196224,12065.1246269,-491.781030802,-2942.74879692,-2591.73475479,-32.2565522083,-970.788235831,-2596.89760824,confession_bear
29434.9860561,-1965.32288927,-5664.30914215,6197.94380424,8560.29002422,6875.31674249,-6313.00375859,2933.94236814,unpopular_opinion_puffin
34628.773304,-6599.77152224,-1674.8063627,7241.64463976,6529.33924311,580.956240593,-4728.83422156,-4381.80594151,bad_joke_eel
31755.9429922,-5883.70970186,-2533.94077826,3936.58463989,9932.23808617,1699.60217584,-404.404693714,-3690.46847523,bad_joke_eel
-3592.13746421,15219.8107801,3451.44714631,-9037.83800498,10471.3389183,-7285.77505714,2813.49850155,442.801251021,bad_luck_brian
-19285.4447616,-11870.6464697,-7691.31385126,17009.9466655,1462.73784741,-2602.62310182,7903.9987288,-8496.38283125,advice_god
26380.9948913,-15127.3205781,2826.74622478,-1287.86651312,-6143.75816979,-403.704165481,-2781.52418221,-5248.4618691,sudden_clarity_clarence
-3316.76372883,13352.7063719,4272.84762508,-10397.119785,10740.3062555,-9257.94341398,4708.35825902,-54.9027374655,bad_luck_brian
-3625.7948923,15107.9360965,2308.95774809,-7020.39097645,11711.4440346,-6812.4903471,2129.94030124,1548.46020655,bad_luck_brian
-18180.4524076,-12709.8073012,3070.35376545,-4507.35449548,-1934.88576693,2472.77354202,-2820.2781101,1488.93861188,first_day_on_the_internet_kid
14212.508387,-12242.1428075,3910.89673413,-2752.50892017,-7190.48119997,538.697572975,-6463.68451791,-4216.49627683,lazy_college_senior
7584.04559822,-3744.05675461,-6200.60263992,312.151954597,-1973.26636504,854.30327782,-2587.99898303,1566.09565029,philosoraptor
-2554.60558543,11630.480384,472.14561189,-2880.16016234,-4147.65177583,1853.90817064,-1017.52363132,-581.528504835,confession_bear
-18009.4303234,-12679.5936613,2853.87126393,-4402.55927693,-1471.33791476,1075.8887116,-2855.93993179,1674.30369807,first_day_on_the_internet_kid
19070.6525124,-15649.499486,8556.71765294,-7213.64243525,-3649.67086646,1145.13442327,9926.9237289,-728.781173267,sudden_clarity_clarence
24613.8779814,-8402.04551171,-10446.9463603,4315.748815,299.241342821,13622.0016151,-6110.4642201,5484.65922317,business_cat
-17744.9509199,-10511.7670853,-745.426375874,1897.33523922,-2149.75704144,2784.51427278,-3420.59528395,1418.00494836,minor_mistake_marvin
5212.34762608,18923.883286,4508.26739911,-259.260893491,-6787.96940243,1734.51931705,4990.30913034,-6061.09151984,high_expectations_asian_father
-3626.53213019,7286.09266674,-6907.52770848,377.798105576,-7724.26272813,-9358.89824304,2228.09095335,3469.41230958,paranoid_parrot
32852.9933515,-5335.13770034,-2686.4795825,4035.81818387,9622.85653052,1004.18864111,-994.391038538,-5154.05235868,bad_joke_eel
31959.5703692,-7328.15179841,-887.544065697,3479.29089568,8867.75803226,1405.06619406,-729.772501258,-4173.0495277,bad_joke_eel
6527.01029262,21370.8621314,2629.86981506,230.569396547,-6535.40633963,2956.40002862,3771.11440721,-5036.3218423,high_expectations_asian_father
-14767.5450169,-1663.04330351,-5288.65214316,-4382.01017043,10873.0211863,4522.26931649,5041.45007791,6884.41954444,college_liberal
-11262.8938662,1582.85198976,-3390.9794885,-9313.09918981,9364.14176081,-9335.01191758,-7451.22788792,-8024.10173725,sheltered_college_freshman
-7312.8476376,509.151511486,66.7377572242,-3076.68772656,-3076.11903106,-4109.96821884,-7222.60486381,-4263.85003243,sheltered_college_freshman
24819.6852992,-5789.75379479,-4759.83961651,6166.38061147,14368.6465763,8851.12073042,-5594.722532,6916.03988629,unpopular_opinion_puffin
32121.6334222,-3827.41020919,-1122.62345587,2325.85212051,7721.63108895,154.21280511,3431.64216555,-5063.60069838,bad_joke_eel
-2481.58905017,11632.9072514,-218.424641144,-943.409269596,-3982.38062039,6199.430128,2557.00162245,352.381107085,philosoraptor
-19032.4681677,-13851.4535773,1963.02262837,-2863.2333865,1861.50149808,997.490045495,-2412.24249439,648.901688424,first_day_on_the_internet_kid
-2765.48816146,13207.9171633,-6211.49790795,-2645.21043176,-3581.49255594,1786.24183972,-4801.23178554,-2587.39083588,good_guy_greg
-2880.98536963,14343.3877069,3474.59157502,-8185.41324335,12138.2681197,-8959.49998459,4218.63504129,-165.832273518,bad_luck_brian
-19165.7431986,-11742.6172547,-8590.23994077,17438.5777221,1811.6655476,-2569.90135396,9307.80670288,-9223.28977342,advice_god
-11116.2321888,1809.33631875,-2660.25199671,-8781.52803707,8902.1652592,-9346.86469247,-8054.98979308,-8238.45091857,sheltered_college_freshman
-7423.22788183,-96.2993215905,-287.85713154,-4154.15700938,-2979.26062534,-2783.4796686,-7993.68502002,-4063.96529138,sheltered_college_freshman
-18731.5180839,-12353.4386396,-597.11599907,2151.12310602,-2454.9930698,4444.48828883,-4195.8739392,2821.79022622,minor_mistake_marvin
141.672374514,15760.6173946,3970.3914638,-2632.3633955,-2381.92103572,968.61116052,3305.26672783,-3654.15946902,high_expectations_asian_father
-15070.8283379,-1707.2923582,-5091.80171176,-4173.25345905,10574.347224,4834.29298925,4127.6338479,6815.74478597,college_liberal
24311.2820314,-5730.76207274,-4286.61970765,4907.89720398,12155.5886122,9903.06895609,-6015.33618612,7495.18961205,unpopular_opinion_puffin
-19277.0867852,-14813.3001729,2581.65567491,-4519.40072237,-90.2735317509,1688.80436197,-1397.88521308,851.617364685,first_day_on_the_internet_kid
-15109.2711798,-1946.25143378,-5068.56701035,-4056.8410537,10691.3002317,4583.99410487,4721.15259745,6723.47858294,college_liberal
-1751.40129492,12595.4975598,-157.469928216,-1587.55581965,-3944.84374529,4889.45527183,3856.27321243,-635.546874686,philosoraptor
-3386.75576163,14718.7746863,3133.39551525,-7815.07953757,10906.3504231,-7772.565669,542.946840781,-1017.20011171,bad_luck_brian
9087.43833659,5815.04434384,-8486.00433409,-3228.03991019,-3613.5171314,5075.23605946,856.246065713,7189.93975171,business_cat
15619.3632948,1639.34534558,-14208.6151355,7314.0168503,-3742.65365088,-16260.8587344,3685.73447722,16167.9215321,paranoid_parrot
-19674.6059695,-12424.2013381,-7006.779552,16948.319953,545.322548645,-1563.09158543,8400.26985811,-8338.92276677,advice_god
-14994.0892211,-1294.96409957,-5326.2407315,-3657.87437629,10722.9824887,4680.53295664,4848.09178745,6643.12761231,college_liberal
-7968.32679109,7212.71495483,-1078.68345378,-2884.74355467,2844.87412549,2372.6582163,3448.42359196,652.525069181,philosoraptor
1004.76042782,-13143.9903858,1454.00777407,-3147.82375236,-5588.61184444,-678.461324792,-5901.78388158,1109.40443458,evil_toddler
-511.533436291,11712.5778147,-340.228655728,-1175.27784469,-3161.53384464,4482.63021557,2949.27639244,200.355457973,philosoraptor
1102.57020139,-12876.9735852,1138.8674729,-2644.64061864,-5764.60821849,-623.908931808,-8005.54420053,1071.3981173,evil_toddler
-19416.9192067,-11686.868604,-8715.81737868,18089.6118939,2797.89012352,-3855.09950435,8937.32671355,-9564.87518692,advice_god
-1650.12254394,12079.9596941,-5060.8296129,-2719.11467071,-5891.94194958,962.107480077,-4143.02136051,-2997.10384012,good_guy_greg
-2436.76889142,11069.5469212,248.260209763,-1211.25395006,-3875.99966711,6170.88947005,4265.69110071,828.661202714,philosoraptor
-19180.9210701,-11032.6474824,-8346.52271825,16834.462907,2417.73955085,-3521.63092378,8110.20986657,-10902.3276715,advice_god
-14818.1381432,-1297.7824654,-4701.90598677,-3324.24424068,10470.7314268,4260.7489455,3800.71676032,6920.85029776,college_liberal
19002.3158258,-18427.1870081,9623.58484606,-12944.2609824,-6535.69378389,-1643.23460198,17585.264822,-2742.75265796,sudden_clarity_clarence
17232.2746293,3516.96975751,-7004.62340786,1462.86802355,-3062.21362386,-846.621545079,-6835.71083192,3608.96405018,good_guy_greg
18440.4553275,-18796.2250404,10128.0933144,-12273.3194848,-5292.85499114,-542.729406699,16249.8791807,-1963.18016351,sudden_clarity_clarence
2258.43270566,-13387.7173462,1300.51706661,-1849.09760257,-5048.0560395,-1641.42144615,-8456.03102124,1251.26813598,evil_toddler
-4565.50387696,9591.47547569,1642.83109637,-4053.79747554,-2970.60002782,1039.14806908,304.861955981,-642.48284444,confession_bear
20384.4054158,-18332.4572721,9969.8272694,-13210.0637978,-5673.28500916,-569.892451418,16969.1830028,-2317.31071742,sudden_clarity_clarence
-2692.11123072,10849.1973175,-8168.17808377,-47.0247517767,-5245.67799234,17120.84171,1478.30073673,1120.8968786,business_cat
-50.4963499177,12266.1375632,7058.3698145,-1317.67866598,2244.83024423,4615.05123623,3767.11572811,111.325953381,religion_pigeon
-18367.629663,-11211.6727606,-1023.90962387,1760.57858963,-2560.95811287,3587.36254228,-3746.63217675,1862.0468351,minor_mistake_marvin
-17527.6978224,-12094.5224075,2469.49457343,-4266.12522284,-194.579152123,941.292190769,-1492.29238032,1626.87066063,first_day_on_the_internet_kid
950.310105284,4428.87977505,30426.3834658,13611.9267032,2942.47156954,76.5496978469,-2898.77481388,1189.98181708,socially_awkward_penguin
30476.3667067,-3877.91983274,-5276.19770221,6222.1013582,9661.68887883,5982.64679009,-5897.00454977,4170.49096951,unpopular_opinion_puffin
-4982.26755707,4177.37541421,-4841.92657288,-1964.65371231,-2522.01453205,-8215.84028383,4564.24318161,3206.38497284,paranoid_parrot
-18428.9645034,-13052.5909428,2942.83910153,-4229.8559616,-1599.25971936,1915.09129072,-3977.48606409,1044.10394326,first_day_on_the_internet_kid
522.18128722,11731.8414498,-5995.97761143,-2862.95252139,-4102.59173874,2030.53203863,-1139.1723717,65.5017728257,good_guy_greg
11146.651031,-13914.3595103,4566.50158712,-3865.51124625,-6603.34976755,-53.7023512787,-7954.34833144,-2945.572256,lazy_college_senior
-20048.6559393,-14642.4278203,2391.61072603,-2637.07352567,280.838186444,3545.63762345,-4185.5629103,1308.18686545,first_day_on_the_internet_kid
-3106.82091612,10326.0261735,-8007.84963271,710.374295354,-4600.74194593,16712.8169898,1675.73435677,1475.53416881,business_cat
-3589.15707568,13601.3282955,4473.86608325,-8937.7134627,9980.61425113,-7188.4216068,4355.44915935,782.329546417,bad_luck_brian
33761.0100245,-5255.61877971,-1151.85427173,1759.28933912,7450.76365586,-793.934140728,1516.74591385,-5365.40326446,bad_joke_eel
29085.9175326,-6606.71962961,-4285.40084352,3565.08313202,10967.3828342,9159.51566758,-4502.95388269,5562.93117369,unpopular_opinion_puffin
-18963.1628811,-14101.5956955,3497.06821785,-5694.88419563,-2749.46270428,2476.94101275,-3191.45626297,1572.08147115,first_day_on_the_internet_kid
-3632.41301799,6460.78423125,28843.5126376,12997.8404402,3145.89121785,-301.767850269,-18.2036143032,5287.15129023,socially_awkward_penguin
-10186.1485599,2183.01975736,-2758.93523847,-8818.51191284,8100.26232917,-8684.5062511,-7229.20847454,-6945.64411551,sheltered_college_freshman
1284.97714984,13224.5769055,-10173.1227176,5170.08452445,-8415.89946905,-11763.1162304,3947.50589408,3995.83154172,paranoid_parrot
-18267.303492,-12534.6139912,2345.32505311,-4496.94181641,-1296.06103082,2690.65798076,-3588.6943192,1433.35448572,first_day_on_the_internet_kid
29662.4355875,-3155.10147683,-3925.32779172,4690.253931,9998.92454743,6277.70890352,-3987.26503246,3551.99415034,unpopular_opinion_puffin
4313.63670242,-214.437201477,4515.80180831,-1080.36998337,-10206.5674591,-689.412256473,-1707.78319786,-4087.4869307,lazy_college_senior
-17458.2279887,-10249.9923637,-515.446737392,2018.65385085,-2629.34744462,1775.67326865,-3326.99758449,556.860587795,minor_mistake_marvin
15962.0709843,1563.88372171,-14752.8898336,8439.54877715,-5437.79750564,-16471.3587224,3916.70526503,16551.1530407,paranoid_parrot
-3862.94588713,12078.7421781,-531.509162915,-3003.23699818,-2466.83139497,870.548764671,-750.737392658,-1483.09049063,confession_bear
-8466.50771573,-398.754277732,21433.2731156,12080.3115258,348.549640033,-2093.75007337,-4739.72124922,148.074451545,socially_awkward_penguin
-3694.26522897,13532.1201216,2826.59073483,-7789.98327007,11857.4583929,-6723.6779091,2351.28164699,498.653763212,bad_luck_brian
-3393.58692568,12289.7533371,-350.991162217,-1836.52083076,-3258.34720101,-312.34904116,-2861.93245159,-3935.34163223,confession_bear
1234.55427625,-13263.1587903,1255.96227517,-1818.11559398,-6175.73408555,-438.496779376,-9306.87653782,1353.75565354,evil_toddler
-14772.4699315,-1648.92181071,-5157.0389061,-4552.18059724,10880.9362512,4568.71071232,4906.84501623,7123.27323294,college_liberal
19783.2088176,-11607.3799984,2295.54362608,210.263297154,-2950.3146273,1160.80205616,-4253.18765153,-2451.04221987,unpopular_opinion_puffin
24892.3557146,-13647.4557419,2046.39900933,13.8164147127,-5527.28160446,-570.984167133,-4088.43997528,-4998.77725012,sudden_clarity_clarence
25739.7994974,-2442.16776362,-4037.14755506,4566.95277828,10503.139446,9797.9216691,-2718.11247522,4104.6944563,unpopular_opinion_puffin
-5733.07390811,9029.33480638,236.139563156,-5602.71698928,-985.647037751,-1152.83204376,304.403066794,-2351.01250279,confession_bear
16484.2002639,-20934.0276484,9286.63435119,-12519.1147848,-4247.72561858,1720.40497016,13001.0589973,2323.740045,sudden_clarity_clarence
-17347.7885053,-9393.63099847,-1150.65245775,-362.307633853,1090.19585574,1936.97218218,-3063.73715046,3046.3716086,minor_mistake_marvin
-18699.2005448,-10559.2276829,-8113.58023559,16594.4714852,1479.69935905,-2900.03231527,6982.552041,-8876.24135646,advice_god
346.166720751,13163.984764,-6089.12749482,-830.606041826,-7031.52372102,2169.57580454,-3399.8325692,-1744.94928689,good_guy_greg
27345.3073511,-2061.90502839,-5509.65368297,6503.91713907,9385.30172632,7562.51667234,-8852.00060704,3053.71729452,unpopular_opinion_puffin
-6434.41471023,5120.99751441,25425.3888019,12843.0914069,827.259925187,-1770.0797064,-2658.71688288,4895.06497649,socially_awkward_penguin
34781.601396,-5000.12269159,-4839.54453268,8488.56980688,7955.665898,8703.10554127,-4838.31212383,4745.90001526,unpopular_opinion_puffin
15242.3156296,1880.67067299,-13857.5697908,6342.84732865,-7345.72173334,-16421.0180698,2311.03780084,14551.1665886,paranoid_parrot
493.498489698,-13993.6838587,1486.05193335,-2682.78070303,-4673.84970428,-397.82335323,-7582.67113371,2040.69568739,evil_toddler
20103.8254333,-10563.7513613,1826.82947024,-747.465403659,-2278.47711905,1105.4240516,-3873.58726405,-2906.36062992,unpopular_opinion_puffin
-4882.41069178,3824.14138573,-1401.89566466,-4236.34535513,-2668.84033516,-2968.83175661,-7770.3433337,-5019.11981241,sheltered_college_freshman
-2800.21475487,11243.1155729,-8466.7400616,459.520802173,-4924.99635094,15896.1621432,-554.684858661,-366.031953326,business_cat
-4642.26627502,8618.99543032,27363.4282931,14125.8275055,2130.28934583,-1322.08521526,-1613.3141012,4860.52589506,socially_awkward_penguin
-18478.0060187,-9134.25704165,-8489.25701492,16509.619192,2784.71479529,-3570.41327829,10475.0596403,-10112.9685898,advice_god
-14216.6017362,-1462.75799548,-4787.1036834,-4449.4606853,10240.7356033,3491.20783494,3752.78139972,6230.05739484,college_liberal
31052.6797935,-3940.49624342,-1743.64195437,2314.11459996,9371.36292594,986.976606446,1532.04425272,-4977.8442609,bad_joke_eel
16746.0807272,-18333.3237597,9837.12393484,-12441.0958936,-6286.46623982,-910.149044325,16028.734602,-804.344465741,sudden_clarity_clarence
-6195.94773277,-8192.46810293,-1602.90027851,-8337.82260593,195.313275878,-2742.33280185,2862.98936843,2047.05022531,overly_attached_girlfriend
-11922.7657051,-6459.71968994,-1833.88180124,-3026.32761719,-1283.62464857,-1713.93234045,190.762931054,1954.00403521,overly_attached_girlfriend
25487.5233657,-5398.53790816,-3272.04282041,5292.8192554,10954.3824576,7050.00952007,-5110.6619644,4729.05788124,unpopular_opinion_puffin
-4116.42494168,11249.7936799,-2801.92747913,241.126242858,-3039.71692693,1421.65807241,-4642.72493089,-1792.22392871,confession_bear
20446.1489246,-18655.9659948,10187.6476793,-13117.4521794,-8700.15855588,1600.14262966,15834.4432522,-842.984882234,sudden_clarity_clarence
-4908.8299603,8055.75644509,28199.9815645,13098.3582738,2339.70627121,-672.690188023,-611.18222218,5458.85398948,socially_awkward_penguin
7892.64874492,20539.9071451,2987.20929181,2181.14728974,-7618.61474119,646.013101186,2628.04946463,-7163.37997911,high_expectations_asian_father
530.759517353,11978.6975814,-5543.53061934,-3852.91666753,-4207.58677852,1479.7994758,919.183731941,-580.175087917,good_guy_greg
-18193.7791623,-11252.3212759,151.616984242,-1132.27510434,51.2631785962,2908.05475999,-2566.86418524,4413.08469108,minor_mistake_marvin
