0,1,2,3,4,5,6,7,8,9,10,11,label,12,13,14,15,16,17,18,19,20,21,22
-4203.30120628,6239.99307251,28865.4997795,12770.0970256,1813.47795375,188.625995128,-1502.59450661,5563.62511794,2033.17271955,-62.9458640938,1138.90229246,-1156.31540304,socially_awkward_penguin,521.790512539,-792.461613099,1159.41015821,-3532.1011489,-1366.53001787,1357.11625046,-402.544850787,447.403916775,-105.834301961,2750.51090359,898.076775619
15214.9128535,1153.73735365,-12861.2592706,6851.92373579,-8278.03349716,-17525.757771,1376.70854695,14690.2262568,4970.65827498,687.910762164,1425.75354804,-4685.62768788,paranoid_parrot,-3273.47016075,3224.49070046,-592.447657937,-502.110940163,-1711.37155271,-198.585024668,-4325.10497549,4082.70742743,3162.7496923,-3885.50202207,-1139.5064248
32887.8315278,-5448.97395398,-1922.58196181,3565.22055166,7377.19197982,1230.04728595,-2002.86589083,-5241.97665383,-3276.69797421,-1407.60497313,-4049.9255635,-5107.4740124,bad_joke_eel,6910.31340326,104.5840068,-5963.97198762,-1377.95348937,858.248172321,2328.04523355,-3689.31359439,-1091.92155145,-3148.52868141,1994.43308174,-956.120473883
-20387.7603342,-15869.2300239,2934.60836233,-2898.81957706,-206.692801514,3218.85303029,-3380.28010327,2319.52660817,-4453.766791,-6053.49423303,-1013.90516102,-1910.15655215,first_day_on_the_internet_kid,-876.43533338,2548.66868382,2131.41836613,-3866.15024079,4156.81193731,147.933351604,-384.645098785,-1987.05764329,-1149.66904602,1904.68502181,1673.54868646
31210.8452155,-4485.3414172,-2959.28407106,3744.52934139,9124.52916603,1052.79809227,-2019.18066726,-5327.09148965,-2009.08176769,-4327.09492715,-2574.72808703,-6705.77218567,bad_joke_eel,6285.32773354,-795.096448523,-3639.86437521,-1260.9990181,-744.532352585,-1981.14348307,1593.38141378,-2080.46788842,-8411.77074094,-189.607662558,-382.836903245
1365.8318963,14082.519733,7662.97781714,-6813.84384497,4720.28954446,-8818.15524186,3460.9050446,-2696.34889761,-247.346737624,2622.68574298,585.901427127,6193.93177688,bad_luck_brian,-2024.89587163,-2206.78204773,-6373.96513037,2892.00692227,-367.574342188,-3054.98568733,-1498.44196883,-6483.6817981,2272.82457852,-648.947497651,8669.65058695
10583.0648325,24979.9971694,-859.277335699,797.630114001,-7645.64088431,939.874118782,1683.60480617,-8525.65782141,-8199.25391981,7998.48377099,1466.99626278,-1774.07931131,high_expectations_asian_father,-4421.03170566,9653.09868504,-2697.70006734,-481.650700555,-3350.67839114,2719.4641387,292.963760339,2541.28272237,3092.23846153,3179.22512063,-502.817539183
-2383.74604911,15444.2622131,2564.21030634,-8014.12513798,12975.6800323,-9048.92901915,3713.93591276,275.276725443,5227.78945948,-931.249197058,-4299.67752641,8566.11903537,bad_luck_brian,1476.85361714,1558.05751849,-5939.72189509,1516.7373182,704.273372795,788.355618064,1527.01072001,2761.0513601,-821.403755216,763.211304215,-550.295791262
-14677.4669122,-1700.71081045,-5046.86714856,-4430.03428035,11146.7393847,4439.74550872,4433.98816444,6755.04983705,-1911.57115755,9738.93885134,540.262574914,-4488.28512208,college_liberal,4772.53765418,1089.0093075,2244.7508562,450.507779467,-3809.66705332,-1767.84283006,-1330.08203909,619.72478991,908.137894814,1203.69163591,1722.87512565
2500.09518896,18630.0298855,2741.50483985,-1673.259969,-4804.09301126,-319.430360362,4073.90321757,-6257.53497836,-7854.01561709,3235.59345062,-1325.5271406,-713.201488439,high_expectations_asian_father,-5230.44038075,5598.76601142,-4943.03957659,3638.42959017,-3154.74221866,3482.57215316,-303.702367173,2166.8803465,-121.780693301,2040.96847896,-985.373365579
-18472.8155885,-14821.3653626,982.065375796,1097.76188111,-137.73796964,3242.05525323,2139.8904523,3436.40194954,-1468.86796003,-997.128115287,1852.89457711,4084.38072584,overly_attached_girlfriend,1426.60123896,-2655.08085661,-6433.44532166,-1994.27862618,569.982042664,4905.91439554,-1308.30976856,-847.082073749,4722.60719453,2821.25781204,964.26335802
-19263.2871475,-11493.8322478,-7407.98024505,16018.6000649,1015.19264625,-2798.95449107,8200.94744842,-8631.96023626,2373.32304963,2829.76251094,-869.037103779,2949.64160502,advice_god,-2458.51944252,-1551.03195602,202.861591066,-252.419258881,-3254.15076228,-768.051852781,-1297.82848171,1151.61054546,696.565090593,-2764.96134068,-433.02431788
-2778.63883232,11557.0256356,-24.2985302683,-1438.31816409,-3442.7265087,6388.47786649,2706.22992674,950.343405327,-7484.04921956,3130.67059632,1925.51562094,367.234515078,philosoraptor,-2195.55785999,-5547.16948565,-425.141443614,-1453.61819126,8394.55970913,806.167996186,-5649.9361352,2339.91863375,-49.9469892993,-458.805020381,-221.421454335
-2145.1509553,10730.0889944,1406.74777659,-3248.92401919,-4611.75135207,279.037251942,-2836.9597927,-2273.11106193,-1610.13973843,-2817.10088682,-7968.02692207,-5222.06725918,confession_bear,209.687057573,-7109.92164569,-239.773843614,3727.11112917,-557.645719526,1225.70995658,-2881.31521251,-677.290436921,2740.4892435,1226.13733243,3683.28571262
-18118.6601511,-11245.6752316,-291.277903628,-1436.69715933,463.989718561,2955.3261685,-1509.49714187,4643.61793797,-2957.93389272,-608.265517435,1396.67669977,-155.503372376,minor_mistake_marvin,-1443.51332616,-1676.69343341,-5652.91452352,1693.18468428,-518.401033915,6301.38201019,7368.17101478,1390.08863859,-1986.0281341,1780.09779368,-528.039583967
-899.526118243,10636.4262373,-191.28697706,-563.495013223,-3576.08301701,4722.11795188,1427.94981885,432.577625116,-4287.09643246,4174.65354577,2530.68574977,-2011.98029888,philosoraptor,-2670.59614319,-1215.81647209,-224.564119853,-960.569575535,1296.29769418,1011.92305882,-4515.431316,2438.20442531,-1909.40426321,-1073.67190052,1284.93577421
7958.30544279,21342.8016789,2839.89036201,906.563508293,-7348.4117342,148.042857538,3300.4883462,-7652.35528147,-10018.2140035,5564.08166901,3117.60421741,-2665.74693081,high_expectations_asian_father,-2788.66466173,5808.63935348,-3020.71567749,-1617.56007659,-795.78899067,947.723314462,5454.46576818,-1024.70795143,5577.81367356,126.103862487,-1579.22740161
32787.2632179,-2320.51177773,-4694.7268337,6800.56527757,10020.5414907,5696.09530407,-3667.44047931,2109.78120841,-6209.90727481,-3605.32012598,3613.33932777,9608.9860693,unpopular_opinion_puffin,-3298.6333441,218.723419705,664.429434219,2782.5380413,2357.71873078,2704.78462039,-3961.28724475,-278.259708239,6582.69868952,2293.71575916,-782.762372976
21062.6675063,-9832.83527405,2344.17646865,100.938727405,-2537.00096023,-1027.62810301,-3470.83057285,-4349.60119244,7437.42769121,12360.8047469,1659.50302224,296.289278891,unpopular_opinion_puffin,-2995.09417359,2712.72117033,-553.609641987,968.538076161,229.651878516,2353.59809249,-5202.22734942,-4528.83669758,889.64509341,-7886.17219577,-2807.7019272
-11783.4360956,725.121112959,-2651.91674098,-9397.10170447,8468.68995297,-8236.91321378,-8176.37076197,-6992.59514142,3236.50498022,-4964.55173784,10265.8259787,-2992.85403472,sheltered_college_freshman,-3375.78827376,-2605.75540888,3907.20230268,-1492.53871204,1912.36773715,919.548368515,-44.6956282535,2847.12283106,732.658448414,2551.04217647,-780.614868189
225.462829282,12736.5799858,-6239.59733906,-956.340600369,-4560.39975728,1922.54035254,-2885.47608241,-900.75628089,-1397.99700138,1219.66328596,-2953.19057058,5265.59550874,good_guy_greg,4328.75416888,-1441.55130887,6397.6405427,-5717.8303187,-3916.74144213,2793.53472133,707.184068234,-4141.08109682,2762.28962642,1094.4114529,-1310.2518216
-14638.5899562,-1363.24818096,-5264.41092108,-3668.08683911,11124.5015307,4214.39860162,4255.5613062,6427.47178174,-1664.93696144,9064.56223506,1008.40062286,-4653.29492271,college_liberal,4329.28183032,749.408660188,2689.70364775,420.119899075,-2718.73966418,-2565.81092293,-448.893822195,435.904147501,263.091615575,779.413273584,645.431868811
-14815.5035237,-2289.44656019,-4910.25868619,-4862.09089314,10852.3668888,4774.98548898,5780.65339827,7542.63167984,-2414.17691559,8433.3986066,1493.57465832,-3354.67253037,college_liberal,5362.58203839,323.853296466,2496.15404218,760.089943171,-3486.69429934,-1831.58165379,-165.350836053,950.34547198,794.969671429,331.36187058,1043.07432766
24905.114613,-3680.86866293,-3940.62328312,4735.34608864,11791.1830788,9151.97966837,-3734.39548019,5322.61814909,-4076.54061111,-5067.85545194,3027.65495193,10520.4951989,unpopular_opinion_puffin,-8198.80242962,1251.92929649,6750.43932208,5879.66024313,-1291.20205182,-5107.43693591,2974.96852338,4693.70418905,-4787.28078783,5082.24329684,-1014.54661814
-14686.0584684,-765.902130999,-5225.9965828,-3937.98620595,11223.6479841,4553.08031898,4446.20905622,7077.3952241,-2207.3173974,9854.43899919,639.725004296,-5374.03972069,college_liberal,4351.6630443,742.145855995,2942.97136166,1278.10444752,-3954.23352335,-2698.08629902,-484.803787736,-436.963829885,2936.66618337,505.503785989,-132.784880636
-19418.7251206,-11746.6108009,-8381.54738981,17500.7260911,1263.28765021,-2819.46328377,8385.68629488,-10132.8672961,1871.91691786,610.105635707,-1962.89726543,2717.13912478,advice_god,-2123.75932068,-2714.05698331,2123.06024587,-3.1567150158,414.901403557,-1279.65780421,1356.22112886,-138.317114128,-474.522588349,-535.538794502,-253.324456369
-2318.45002697,12234.2532313,24.6165561082,-1935.2756113,-3884.58072195,1406.44987474,-2408.86154911,-1177.66077384,-1824.60943848,-5641.27879354,-7434.99730919,-4563.33493701,confession_bear,308.570512501,-7542.80663181,1459.65324717,5132.9670018,-2291.87123452,2359.89527583,-1135.02203458,4219.64553532,4739.27184421,-610.351040995,-1225.83706899
-17707.8305609,-8903.24740137,-7832.20141252,15593.6637706,2478.18681222,-3094.39068928,7712.41833961,-9275.19361519,2344.92225897,1708.56605005,-1980.30049782,1533.0173288,advice_god,-69.1502240436,-887.977002153,657.661427375,-844.179377333,2181.92226324,-1476.72348313,-1296.64529921,400.311682369,-1218.68684484,-154.145497269,1258.25201559
16908.9961369,-13123.2213318,5452.07448351,-5324.31236164,-8337.41644165,-3404.87191859,-7787.28768251,-6976.0628192,6419.32031937,15041.0741394,-7780.3965069,-163.12633886,lazy_college_senior,2445.86923401,-4378.05212483,828.167877131,-2507.07227513,6497.82810407,-6591.68299058,5375.43071505,5652.99261483,-2596.34404678,4500.32321495,1059.28302822
-5754.16630329,6785.20586766,29193.629394,12866.3996255,530.940324033,-1488.14470804,-1830.35648081,6322.56023947,3141.74853215,-463.324280925,789.109702364,-257.036282707,socially_awkward_penguin,528.974182032,786.530948744,1672.9306298,582.013110448,-160.721712098,1141.47960589,-2501.0326822,-264.095393413,-2244.86116106,1903.29173102,-1288.84289838
-2817.13902502,7155.58931454,3068.97592557,-5639.1377525,-4417.15697807,-25.1634403612,1176.26159508,-1336.32598854,-2252.6798744,-3874.00921406,-4459.25197777,-2440.94298372,confession_bear,1538.20271011,-7966.13561411,884.464730091,1308.72029276,-151.912399601,1420.95253593,35.9697606741,1798.16568804,1761.58130571,-1604.97094255,3431.74561478
33722.2901937,-6383.03522655,-164.16328469,3574.99189893,4744.81300079,-1884.21002346,-1530.38145275,-7745.42357482,-946.308476184,3871.12245902,268.466876236,-4945.51214431,bad_joke_eel,3219.38435237,2812.10197575,-6329.9836438,-630.246923678,-696.649368775,7569.06202849,-8767.93655372,-6096.29392646,3815.64658379,-2543.82937273,-2346.65860721
-2998.04509198,14461.047679,3129.06780263,-8800.84248272,10826.8232864,-9221.10891719,3602.51496696,415.17120586,5171.80197554,1103.67581695,-4098.84098454,8253.5674847,bad_luck_brian,1217.0370023,1081.58148892,-4842.16334367,799.475541086,830.99309185,-596.069409716,508.98488516,1221.72060806,-205.236899617,-1264.60280279,-402.322808938
-3536.47628169,7525.01101866,-6443.21948007,811.492491084,-5738.73733439,12929.7394083,-487.24588996,1143.43875143,12298.9911634,-5496.4350515,3890.32260747,-2118.89284051,business_cat,1463.52575797,1079.64121302,-3011.13705789,-516.410193587,776.351849493,-3803.05985391,2517.39184358,-1874.61870341,2379.15079008,850.240427276,-637.194607626
-15185.2335894,-3919.26984813,-3265.42981652,-5027.11552273,9670.68868209,3199.90749811,5122.91088904,7209.76338174,-1977.43626571,8895.2047059,2047.2531456,-3026.20701926,college_liberal,4468.96201384,706.354208944,1392.12445968,270.421618218,-5346.11546945,-814.567203884,-1810.43988384,883.070782677,545.980573206,-103.431268249,1122.23041024
2432.71424047,-13639.6301283,1711.88235531,-1900.75438013,-6326.54061005,418.812554608,-9549.05850607,969.08377485,1648.34366817,7021.45932944,3401.70621039,3643.15622053,evil_toddler,-3494.28096611,-5441.673128,-4850.30889653,451.538026523,-6010.40390972,-1034.94845744,-2325.49967993,-3450.83165283,-2087.59780599,-3038.24732943,367.646745578
-1131.7941017,16310.0583523,3789.79965014,-7734.30428974,10723.6663323,-9183.69543904,5663.13012563,-414.270913008,4770.0850614,459.683952054,-4857.35641871,8691.64239247,bad_luck_brian,1530.474114,1389.5509793,-5350.66483562,458.349886928,-1219.07878863,266.363565914,940.625777522,2042.93169036,705.462484047,-2325.08123566,568.889787012
5629.11208197,20145.3749691,2974.83089703,725.705458467,-5743.17740859,-615.775983612,3833.76747055,-7391.1439341,-8173.54932729,2901.12562961,4292.79391994,-5087.00184823,high_expectations_asian_father,-4340.00424866,7855.7203004,-2115.37795581,1083.75125511,-3835.96890318,-1969.48202379,4985.25680786,-1581.3240668,1457.42521332,73.4436066149,1403.89766402
