0,1,2,3,4,5,6,7,8,9,10,11,label,12,13,14,15,16,17
-14259.6654211,-4964.67606427,-134.582198319,-7622.8576041,5223.09820234,-4610.0362155,-1467.90384324,-329.591313208,19.6580026475,1285.87092545,5216.2580771,1713.72707716,sheltered_college_freshman,-175.740284925,-2793.38522634,-2020.30930785,-1866.03787071,552.7374622,2042.91450353
-3057.80901226,12062.5766577,4809.89649711,-8595.11551209,9233.79119885,-7894.18180339,2972.27460005,715.581613459,3749.61981053,-2421.18632039,-4543.80852419,10329.6396173,bad_luck_brian,-109.216236119,35.5883616646,-6560.13026022,1355.63033297,1067.31873247,2060.86923729
15824.430565,642.45895853,-14624.1332738,6716.21382878,-7004.47310089,-16242.6599811,2569.84483078,16285.7010542,465.27401473,-1994.47593472,274.398821777,-5160.85473462,paranoid_parrot,-2078.45036188,-253.867996179,-231.104205636,-1518.58534556,1219.03934722,47.3656721288
-4216.94451427,7287.00787472,28539.7027254,13304.4143571,1648.6294163,-1114.58272877,-1192.23729172,4835.37643479,2459.92406436,-487.283231728,1049.05104339,-2286.57964906,socially_awkward_penguin,1514.18655089,-1395.94775025,2299.51487798,-2655.31325321,-166.997342092,559.610920162
-13719.6124225,-6037.45351077,-53.1349496848,22.9012324911,-2134.57166084,-3205.70996367,-2747.03207661,-356.749145026,555.093034553,3382.34028755,705.823008783,-777.357237256,overly_attached_girlfriend,774.492176137,1948.10272044,3332.08394361,-86.3385757703,6383.87672463,7128.44212148
-8442.84058248,-11507.9570687,5142.76787573,-7711.42724448,-6416.72399259,-1084.32101431,-2597.16584462,5966.47588261,-4969.04072169,-3294.33905115,3769.31753388,7703.41502852,minor_mistake_marvin,-2572.41096991,-2114.97933969,-4654.57232119,-1847.7693188,-2376.98212379,424.188391869
-494.470615608,-6671.48420978,-3059.80699321,3227.13320638,-4029.30992666,138.902207243,-5071.8044272,2007.65883488,789.760135414,-25.545035822,877.320188565,-260.265387898,evil_toddler,-618.292093348,1963.08070851,-1057.97191193,103.80711885,-3042.93590067,1170.55002772
-4479.52099871,8593.98750042,-7049.60681522,1552.42683368,-5525.72925915,15108.3489931,-2384.810337,1847.48677675,11626.7597481,-2821.54516005,2647.29288484,-327.600356655,business_cat,-1884.16228715,900.543506744,-6789.21855078,-282.061803091,330.895402942,-3067.23294009
-11335.5136157,1739.71508163,-3348.85953221,-9380.64184934,9289.19525067,-9607.99172231,-7294.16496249,-8306.56440077,4736.88898379,-4041.96610292,10100.3078404,-5077.67157969,sheltered_college_freshman,-3706.49095411,-195.419876209,3800.39972163,-2935.55760435,-1.6952877022,169.095598015
2031.33195922,20805.9416625,-128.916824345,-719.31675526,39.0811197736,-898.77194716,2042.49286591,-6154.68658683,-5436.71993635,3383.34382844,-2757.86848183,-3577.87299584,high_expectations_asian_father,-4305.32438709,6761.60604859,-3757.15934257,4678.19364047,-2317.416193,1221.54409045
-3793.92224832,11731.1086793,264.917417047,-2810.79243017,-2679.86439878,151.481286814,-2710.92228688,-1257.77459104,-2412.94921564,-4280.80910631,-9074.1699108,-4400.96438483,confession_bear,-190.886276572,-9335.54528943,-149.399189288,5760.04421508,-1560.51534499,-231.033504628
-14949.040482,-1186.89528377,-5245.35916586,-3982.05690762,10796.5761598,4766.34058524,4835.38757304,6979.40832321,-1859.26755873,9333.94245112,1121.68817069,-4588.86121815,college_liberal,4461.91665365,303.983405412,2851.69634294,1064.82407289,-2406.44964963,-2496.77715532
-11302.1551639,1560.60214604,-3459.64682685,-9622.07627226,9628.02976668,-9677.25919607,-8017.81833175,-8494.45470541,4255.30307234,-4094.63913564,10709.4444233,-5441.30293625,sheltered_college_freshman,-3552.74517099,-884.096906721,3821.48167126,-2851.91635281,588.309800452,463.637079822
-11397.7023741,1544.5332889,-3204.46506524,-9070.63209982,9418.80545498,-9322.50746477,-8572.70960175,-8314.70885521,4414.45958241,-3667.31220216,9822.58277245,-5902.67128677,sheltered_college_freshman,-3901.88704553,-559.770008652,3983.44233472,-2561.49503316,984.710488591,231.223248304
-4203.30216807,6239.97238571,28865.4126021,12770.2626051,1813.58778371,188.871077672,-1502.70498506,5558.79536463,2033.37133022,-73.4810521504,1160.3737651,-1143.37262991,socially_awkward_penguin,524.608397847,-790.964749629,1047.71688969,-3554.24316194,-1913.12283523,868.993508452
15214.9231837,1153.72157511,-12861.4285484,6850.8896343,-8270.73092346,-17524.4469756,1368.62675116,14684.9222484,4946.654834,664.314296051,1305.67612598,-4654.55141909,paranoid_parrot,-3170.48801406,2854.97156872,-980.094652724,-547.386318328,-2020.91485885,-1150.03665472
32887.8421282,-5448.94633355,-1923.05779749,3571.08058667,7378.78223354,1225.84831533,-2015.58592385,-5271.11097537,-3280.98288407,-1363.02691183,-3896.90567758,-4986.2856102,bad_joke_eel,6959.28074434,247.084553217,-5979.17661876,-1726.23059969,127.320047578,775.888275854
-20387.7836989,-15869.224084,2935.14198833,-2904.477118,-207.070375488,3232.21412733,-3368.29307271,2330.63828627,-4433.63817108,-6082.61523519,-1100.06689831,-1985.3249558,first_day_on_the_internet_kid,-858.274533254,2393.59282646,1969.03514913,-3436.79257743,4177.92355691,364.520197217
31210.8374222,-4485.305777,-2958.92073602,3742.38865109,9123.44531431,1048.24468772,-2042.94880326,-5356.17037461,-2026.17422338,-4301.95823559,-2448.38727406,-6568.44885072,bad_joke_eel,6245.02430581,-592.691191355,-3787.34771626,-667.259170394,607.684039923,-1625.95620324
1365.82728354,14082.5469559,7663.50924215,-6821.71936469,4717.84711953,-8801.76388402,3471.10026562,-2678.31883248,-183.367655754,2584.01230038,425.086558596,6056.55134124,bad_luck_brian,-2135.78372861,-2079.85510219,-6375.42632125,3951.78223348,965.997181982,-2749.70556384
10583.0652794,24979.9996792,-859.439301515,797.070887958,-7641.5393046,941.519979316,1676.24762491,-8548.10931694,-8182.3155466,8044.03191366,1370.72779804,-1697.21071146,high_expectations_asian_father,-4362.95258468,9643.58627989,-2594.197092,-473.864460829,-3800.23218882,2656.00526212
-2383.75402077,15444.3189944,2564.47722512,-8015.8050417,12974.1199203,-9052.08548039,3707.044833,294.786097286,5218.17632597,-939.821413013,-4357.00615661,8517.53198803,bad_luck_brian,1340.7664995,1875.61156958,-5826.64875485,1834.64152775,526.011432709,1167.6861806
-14677.4641821,-1700.68029206,-5046.768621,-4432.16934879,11148.1937862,4443.01499829,4436.12137642,6763.70152123,-1873.67749414,9740.69526361,522.173553895,-4465.23236389,college_liberal,4832.24727632,884.402648956,2055.8265125,699.304938098,-3589.21484844,-2263.42905759
2500.10528731,18630.0147672,2741.39925058,-1668.57178386,-4814.77907494,-317.250196462,4074.07615426,-6307.23572171,-7873.28870462,3294.84686433,-1249.12285242,-727.173134247,high_expectations_asian_father,-5103.30521843,5848.31951717,-4569.14709038,3657.09306238,-3238.04690285,3081.7847978
-18472.7905266,-14821.3370143,981.8841949,1110.75101992,-138.614823091,3216.93331844,2123.90651384,3427.79216378,-1498.80907584,-919.632202169,2113.41340235,4212.97960687,overly_attached_girlfriend,1270.19323466,-2140.53645879,-6106.79171784,-3059.40339137,-1486.96354767,3075.62019345
-19263.2792479,-11493.7850818,-7408.13730267,16019.3997572,1017.27257748,-2802.32400206,8188.69200174,-8632.01179681,2378.92727492,2829.93537269,-918.358149999,2969.87454792,advice_god,-2471.43928485,-1615.08119041,41.8906786627,-289.616457703,-3275.15691402,-1552.36783174
-2778.64045877,11556.972744,-24.2137695172,-1436.78190883,-3436.11681853,6380.33594853,2702.52595323,946.127078199,-7476.78527541,3164.04972935,2017.89220686,445.83789474,philosoraptor,-2230.60382937,-5483.40323511,-512.018735387,-2224.28223431,6996.84118975,-443.920977568
-2145.13817295,10730.1795734,1406.4047376,-3242.46638299,-4609.04527555,263.757473887,-2849.56506033,-2270.14831342,-1667.96852052,-2751.30400405,-7771.52622592,-5202.07344331,confession_bear,299.32127606,-7009.58221903,-391.509047175,3474.264456,-1678.38951964,108.519224951
-18118.670718,-11245.7809103,-291.427801819,-1431.47984527,464.611945455,2945.79978003,-1501.74707355,4608.72824453,-2977.3341422,-603.119802079,1629.00892612,-13.4472715925,minor_mistake_marvin,-1404.25497372,-1171.82843517,-5138.23124787,1392.58394359,-872.358424757,8288.55411369
-899.516226668,10636.4529436,-191.417815423,-559.634035828,-3573.10956176,4708.33879257,1419.24446001,445.369489512,-4292.82610201,4224.77576245,2634.74930313,-1965.70205456,philosoraptor,-2717.29792351,-1101.37356731,-193.686879182,-1626.72756881,-194.200890369,-1025.01732081
7958.29664534,21342.8033823,2839.91981812,905.912036641,-7344.8300268,146.261971638,3295.4612573,-7666.71078157,-9995.46603535,5606.01175877,3137.00932335,-2584.84826298,high_expectations_asian_father,-2761.43985386,5985.75702622,-2890.49680051,-1217.58151927,-813.312513706,2908.53943484
32787.2604899,-2320.49148143,-4694.83535049,6799.48009867,10012.8112856,5702.67828971,-3660.13876563,2108.44291597,-6251.90079485,-3574.80865034,3486.16007353,9620.78211921,unpopular_opinion_puffin,-3339.62925457,294.977057742,800.161148841,2406.23753295,1003.26423896,1628.11673014
21062.6887027,-9832.83684965,2343.6218633,107.559604467,-2533.43596412,-1037.01932635,-3471.43041666,-4339.9072431,7466.63771626,12362.2882314,1679.34187332,331.270639393,unpopular_opinion_puffin,-2979.15792967,2725.2923666,-311.271397611,19.4419278513,-1191.10110028,-493.424909389
-11783.435518,725.073312084,-2652.2430783,-9394.38719631,8466.38873653,-8237.89508891,-8173.687382,-7002.07676923,3206.24639501,-4975.26585797,10331.87282,-2886.59729785,sheltered_college_freshman,-3366.50997125,-2672.15121424,3858.74168645,-2001.88074087,1599.05804567,954.654070664
225.445641786,12736.4461551,-6239.34050849,-961.232438319,-4558.9421631,1931.55844912,-2871.74772738,-912.524105565,-1358.84293786,1166.49509768,-3068.51224391,5160.60019249,good_guy_greg,4336.45665932,-1707.14793268,6172.65287239,-5496.68449566,-4266.36040771,2280.63062725
-14638.5835216,-1363.20656646,-5264.46899591,-3668.38689855,11125.1743218,4216.22426556,4253.95207448,6436.44382689,-1628.78430973,9078.86891862,1007.35322757,-4605.51430625,college_liberal,4389.41131168,541.819074293,2540.06065511,476.882792145,-2140.99249986,-2705.24723627
-14815.5029683,-2289.41990055,-4910.17814381,-4864.95310621,10850.5587257,4781.42501704,5788.71841221,7555.64981063,-2371.43432855,8432.30711571,1461.48060215,-3363.54998516,college_liberal,5393.56325915,115.839907511,2312.42763852,1097.47893307,-2955.31706941,-1919.53545507
24905.144403,-3680.68377059,-3941.62851785,4745.91290573,11807.8199041,9134.39983399,-3767.45430127,5345.48620504,-4153.41649658,-4982.97234086,2835.2897037,10612.8459407,unpopular_opinion_puffin,-8188.02541968,785.442276594,6841.65635634,5005.05060079,-549.49372474,-3585.79166652
-14686.0596549,-765.921930193,-5225.9790378,-3940.57468054,11223.6083435,4559.01558287,4455.37220926,7081.72228032,-2149.86968501,9842.58092531,640.84518257,-5393.89978947,college_liberal,4429.12939536,480.55526838,2800.36379132,1632.96728809,-3288.18272728,-2717.39318406
-19418.7355637,-11746.6357928,-8381.36617361,17498.0529414,1259.75014989,-2810.83335569,8396.09883919,-10134.3182622,1900.82553341,577.776922777,-2029.42250287,2618.3006798,advice_god,-2127.70568132,-2789.76994727,2036.40617583,339.645416876,1073.47782907,-606.443332799
-2318.44717985,12234.3010773,24.2043711796,-1929.16381801,-3883.90079917,1392.56915711,-2413.36554107,-1168.88324647,-1891.54163826,-5583.53163991,-7239.43762336,-4583.43408839,confession_bear,392.260732662,-7570.3201683,1331.68083277,4774.88957193,-3387.20015934,1402.16747454
-17707.8220511,-8903.15434633,-7832.25830342,15596.8861531,2482.67588289,-3103.59123525,7692.79199865,-9266.1530739,2333.28746651,1731.60268112,-1964.40375434,1584.81274442,advice_god,-102.939283402,-891.620637617,563.82416745,-1218.90972433,1847.29601374,-1911.53247241
16909.0107854,-13123.1612366,5451.69605577,-5327.77575934,-8338.16958669,-3386.9793909,-7782.13833877,-6976.88602426,6452.07062961,14999.9181541,-7978.25013541,-307.623454034,lazy_college_senior,2639.92591161,-4926.41609564,-150.912914134,-1932.14953841,8607.78499517,-1430.47681655
-5754.16314826,6785.1564425,29193.4234164,12868.3618256,529.128956692,-1484.87965981,-1820.43835754,6309.97752375,3148.05610462,-480.999926243,803.95402397,-283.939884593,socially_awkward_penguin,579.02764405,759.798113731,1881.79518014,331.281521405,-489.675763372,118.330837136
-2817.11988211,7155.67985171,3068.47170232,-5634.23050999,-4414.22566108,-33.110970594,1177.90800986,-1315.15302808,-2302.25366324,-3822.27595713,-4415.85003429,-2447.98462498,confession_bear,1607.39044629,-8112.24724623,452.717464271,937.146997507,-715.301873971,1578.8509249
33722.2890961,-6383.04409838,-164.335243907,3580.23589863,4740.58856204,-1897.15800542,-1533.28693396,-7738.32959836,-951.82411572,3911.64431595,588.144263758,-4912.12597318,bad_joke_eel,3147.39692793,3317.66058604,-5614.97986318,-1696.29576542,-3545.06060334,1977.77955718
-2998.0459218,14461.0688547,3129.11609002,-8801.30799272,10828.1613963,-9224.30838651,3595.30161699,418.09862703,5178.68403103,1089.49401885,-4172.81010806,8236.14511634,bad_luck_brian,1134.85094271,1318.92066806,-4809.76620282,1113.13519296,783.542082109,-159.825460368
-3536.47648262,7525.06899284,-6443.62163871,810.191703215,-5744.72662157,12940.0091216,-489.867465401,1136.08853508,12286.6685424,-5553.38097525,3839.14204487,-2068.93365541,business_cat,1470.01048406,1080.38801082,-3272.48681881,177.463337011,2266.20084908,-2114.61779545
-15185.2195394,-3919.20041998,-3265.62275069,-5026.62188666,9671.15626297,3200.55471224,5119.36731994,7224.76049596,-1947.99903128,8919.85756682,2036.01543165,-2989.22444829,college_liberal,4492.62018939,550.627425372,1228.19860492,333.222712025,-5440.79970076,-1972.04423078
2432.68409402,-13639.6624925,1712.44423524,-1909.93323517,-6327.6762393,430.686067132,-9551.26230392,953.683028691,1715.46270927,6967.03530945,3356.56386635,3733.20145467,evil_toddler,-3654.05200173,-5214.83901147,-5075.79398232,1513.22681587,-5422.98297493,-2806.35997327
-1131.78048368,16310.1274974,3789.90465891,-7735.59079781,10724.3824454,-9183.1333197,5659.70459489,-392.825637807,4762.47370505,438.287806866,-5033.26676186,8638.76721004,bad_luck_brian,1511.51592808,1406.467954,-5485.80703759,665.106168886,-952.178644226,949.953704724
5629.11090327,20145.4303108,2974.84833396,722.006102404,-5742.69406575,-605.748386346,3835.13049679,-7378.82556967,-8140.04760387,2916.79785536,4252.57121379,-5126.02881677,high_expectations_asian_father,-4331.12548631,7795.06878629,-2054.16328369,1993.06965679,-2799.34022406,-68.3687858092
-19047.2888083,-13626.3567939,825.364861874,-2199.78086945,-2353.31565144,5344.89065843,-2781.93516457,5101.02937374,-3065.84504133,-2849.15069296,-527.992098405,1085.30653425,minor_mistake_marvin,-2778.74495543,-1673.36743532,-3777.70872744,2609.72644664,-492.574502953,5664.37422551
4558.71957157,-11061.8669232,3432.76740078,-5312.21612425,-6760.75185319,-1578.21611214,-6369.26510474,205.273502437,458.904003418,6177.95699442,2541.3176127,1329.38874073,evil_toddler,-4136.15822114,-5277.315622,-4766.30659922,405.291147719,-2919.03694127,-1911.40991113
-3193.09992034,10030.392848,753.541102344,-2261.86658856,-3288.08578651,7005.5704388,4459.57080958,1849.77827915,-6751.25580608,1485.74105412,4050.58470299,832.784805273,philosoraptor,-2650.79153829,-5359.43931043,522.628251872,-1962.85432188,5059.74618771,-1990.22334126
-17810.6886127,-11982.037311,2790.69366873,-4254.58547451,-1176.50298014,1467.21886719,-2809.95848413,950.308601373,-5341.36832867,-5888.99965959,-8364.67000365,384.144104412,first_day_on_the_internet_kid,-615.960435641,6804.64145615,-1538.56052954,-5075.61053871,592.444163062,-6601.89029515
21497.9136176,-18927.7075499,9438.38349654,-12053.591228,-6400.83806381,-618.988009115,15213.2671829,-1063.70893736,3499.67335219,-5229.7540723,3400.17641497,-932.997545191,sudden_clarity_clarence,1149.19139488,-33.9319255579,4993.44999022,1956.88609202,-1080.20093496,-1090.25314838
-3365.28091241,12064.8689348,-490.431500462,-2926.8902569,-2556.30186928,30.5192116926,-1070.46989469,-2544.06016856,101.103796054,-6293.20813878,-7555.99339813,-6838.62007752,confession_bear,62.0302457629,-7296.35533928,2730.61409287,7174.97086565,-604.853288916,-1661.56769012
29435.0056931,-1965.63329944,-5657.61337583,6207.11165764,8655.62899696,6905.13545454,-6399.63385518,2762.00739754,198.364150021,-884.801621958,532.853397804,8096.86255988,unpopular_opinion_puffin,-8817.09610554,2977.66858424,8828.95034342,6741.6677546,-185.106744647,-5027.11736043
34628.735203,-6599.99877573,-1664.32363591,7245.03049959,6606.10746279,591.89926386,-4834.31469363,-4471.03831301,-3633.92049715,-4891.95123352,-7.8776330026,-3594.97433736,bad_joke_eel,4726.31033778,1611.96586618,-5668.74556123,-431.74521379,-4669.34971625,-2451.19165575
31755.9909792,-5883.78300142,-2539.42252143,3936.91961626,9869.19709734,1656.22375756,-327.08394073,-3651.87828546,-5719.49335162,-6974.43275504,-1977.6210507,-5810.25893583,bad_joke_eel,7174.46935063,-2660.63295143,-4481.19333557,-1682.37282483,-567.647661979,1687.33742273
-3592.12339857,15219.9488832,3452.31513835,-9043.88145365,10482.6630848,-7285.5999859,2881.98210122,319.173367154,6674.78923669,1531.82666878,-5661.20037783,8751.30649283,bad_luck_brian,-920.747497667,2103.29017599,-4045.92937492,2589.30325783,2237.82826374,694.227111591
-19285.5115141,-11870.5273046,-7691.60184146,17017.5767936,1466.30673241,-2569.60161362,7911.53041934,-8433.71181461,232.907307722,671.945037262,-350.070995093,2960.57139587,advice_god,-1840.30965649,-3337.30192684,487.174137427,85.4398032584,352.047446601,-171.946207237
26380.9000469,-15127.9008855,2826.51796044,-1286.05061384,-6167.99707516,-430.665772058,-2996.5372687,-5081.67762043,6758.35855582,5121.08538205,-7446.92371105,-6950.79850568,sudden_clarity_clarence,-7957.7905102,13251.846899,6270.12270998,8769.62905545,-1646.94911261,-512.598343782
-3316.68861847,13352.9578544,4270.99097694,-10415.2509408,10718.6694107,-9303.72434074,4820.18962107,-160.009328251,6428.72274044,1736.63809001,-5414.3034624,7629.62454823,bad_luck_brian,890.778281081,605.660352601,-4388.12987779,1349.66005673,3232.56222346,656.425097161
-3625.80998939,15108.1431901,2308.89569224,-7014.76093307,11707.7230606,-6820.69115384,2172.70678579,1493.26242544,4319.45807147,-1019.66962757,-5196.70018935,9071.84814482,bad_luck_brian,-1263.36640615,3272.33139639,-4510.82023331,3269.630029,-1041.30293222,187.338458818
-18180.4049093,-12709.9748871,3072.04491579,-4518.56735413,-1908.29051526,2456.45635667,-2838.47226852,1316.30565324,-5830.5779667,-7773.62637197,-6655.12115811,451.373235355,first_day_on_the_internet_kid,-1966.95624518,5057.17071697,-928.189740109,-4417.3275355,1961.64733542,-5876.82599584
14212.5441435,-12241.7240622,3908.00423676,-2752.5413224,-7204.80705834,528.269448271,-6331.18456893,-4288.85387767,6588.83347464,9862.05842222,-4756.68394061,454.048292799,lazy_college_senior,2200.94850538,-7076.41054039,3363.3163821,-788.976089525,5950.90797585,2729.09493509
7583.96438144,-3744.16871834,-6199.33628977,317.001107921,-1958.23761182,892.546869846,-2590.90356751,1624.29574648,-3883.06273733,1233.96048212,2288.01141408,-3186.3410985,philosoraptor,-3459.18124598,-7.7727874738,-1920.7216884,-1654.12169442,938.727674408,156.993760872
-2554.75255405,11630.6560737,474.216311216,-2847.13982253,-4088.69191301,1928.65537674,-1145.55864892,-420.835679275,-2291.590588,-5137.12472955,-7932.42770723,-3107.10180653,confession_bear,1121.68290845,-8051.22140734,955.858835836,3091.06853822,-3050.42753258,1368.06319168
-18009.3727256,-12679.8189594,2854.78104875,-4418.2829505,-1458.44569787,1033.75223237,-2892.35974202,1557.97775162,-5867.22978671,-6356.41864531,-7197.27449988,602.696695982,first_day_on_the_internet_kid,-860.854756313,6502.85090691,-2189.43438547,-5185.29306783,-17.3892059366,-5628.66865958
19070.5909567,-15649.3535556,8556.49734397,-7192.65121939,-3590.19265773,1117.94547498,9715.15266694,-622.880623964,-2469.12615833,2107.33834022,2053.51196644,4606.01275682,sudden_clarity_clarence,-125.666315928,914.90560488,-6236.57061649,-5619.05726299,-6726.11491529,243.900763324
