0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
6412.49755208,20460.2768244,3226.6754256,-71.2424892968,-7989.39985557,216.575547158,3130.36427742,-7472.69174781,-8890.94538446,6987.41837622,2481.00544272,-3363.60005118,-3514.66836228,5995.31676619,-2391.20591887,-1027.05908805,-1632.40256523,1700.18568782,4129.17334364,-1439.2970881,5807.57846999,-1420.49502368,-3339.23744608,3802.63383894,-1594.73963341,high_expectations_asian_father
-1957.35616893,11864.1237647,20.5907728249,-2053.19295283,-3682.92978579,5236.27317063,4564.80829271,604.272475263,-6082.45216229,2927.59041198,1986.06481619,-79.6149992782,-1188.38401397,-4244.40828735,-306.499679216,-2524.21957391,6402.48322657,733.600933327,-6131.17785321,2149.75010967,-2625.58156273,-673.51727682,551.283124234,2826.52250253,1713.84763306,philosoraptor
-8378.67110429,4108.40346905,1970.16812566,-4904.21689248,-1618.49235041,-681.450925512,-1960.68387351,83.2827213202,790.583604207,-1173.41078175,-7106.88647374,-3052.25929043,-4776.24656009,-3789.1940446,-2286.38340765,6402.65411073,-1706.98183449,-145.896609027,-4689.68284742,-1890.84063141,-2047.66736763,1232.07586937,6954.0604729,596.119757173,-1826.69968013,confession_bear
-2197.90608806,11403.3752662,-8164.79728892,198.078582583,-5470.65032092,17317.5626669,1351.36425486,1090.9018909,15927.8221001,-4841.41248871,4188.05001636,-703.384428428,-4.33100135127,2182.12722998,-4794.50964615,-529.056951527,234.117508492,-3278.46613955,477.512822395,-507.884625685,280.135674609,-143.74888973,-717.158111264,101.370613529,-1395.03386705,business_cat
93.1509252571,-14165.7755416,1853.53463995,-2570.94701487,-5165.65506783,-1048.80412736,-6657.58735241,1859.6480087,697.788875011,3652.56315704,3533.6908114,4988.3677253,-1737.49312633,-6165.62331133,-3950.96804102,-967.634760377,-3289.1531727,-235.196778499,-854.163634293,-2338.77947842,-166.535351434,-2431.40981361,687.015289622,1549.15258219,-1085.85190054,evil_toddler
11028.5325155,-17155.7985026,4822.31874691,-2300.38963306,-5864.78722081,-885.204516548,-8165.92199813,-1501.02201973,5255.44046845,6900.95355581,-3775.58334842,3826.96932641,-573.509274707,-6460.80502108,474.121276958,106.888532535,1650.33410814,2523.23369653,1620.60292937,4897.41095204,4804.70991402,4859.89939032,6065.77969387,407.962997905,-1046.60431749,lazy_college_senior
-2479.23395489,1964.54493228,-1832.91566115,-1737.91405964,-4036.28892827,-654.921509768,-2253.32611279,-873.942685816,-888.849031725,-1416.02056307,-6092.79268137,-464.525547402,3349.41004817,7990.62446278,5422.55468637,-2165.40322985,6764.08588555,5723.21495802,2921.15951546,5374.84528799,-2085.80916249,-5111.12593545,442.002091187,-4964.67806357,-194.714319507,overly_attached_girlfriend
-3011.83110639,11149.736658,-8217.53246327,1646.6633195,-5358.75265957,16294.1610995,-645.338563473,1443.93997946,13363.5803762,-3768.37023319,1759.66851235,-774.604868356,251.431339684,1692.86336276,-5326.68142222,-1014.23523072,1543.72954248,-646.590220218,-1374.6272874,-519.861999494,4357.08315768,1421.59716486,-1724.64601694,1126.15811305,734.829789487,business_cat
-20148.1881167,-15057.1106263,2989.63336052,-3273.3356271,-49.4116315599,2740.51287014,-3362.36857582,1584.85552781,-2377.88151435,-2189.48120199,-3153.18564444,-1261.86537871,-1056.32019094,5515.45151751,1150.9611468,-4415.6273772,3425.58588123,2656.15195068,-3585.71139776,102.605545843,2717.35309261,2641.58221301,3182.44127631,-269.409636785,-1955.24650954,first_day_on_the_internet_kid
11680.7716134,-16776.3817655,4031.22618885,-4200.43612053,-4753.59985311,-69.6332957688,-9594.29466793,-2040.42903981,1406.90276626,15527.4935697,-5279.78293428,-621.887760796,-1365.77324624,-7147.25227044,-1584.66595713,-1013.59819159,5774.16513279,-8271.17651766,6062.3385358,5582.32268087,-2268.32616218,7138.06029616,-8254.71269522,-230.348418527,1335.79750455,lazy_college_senior
18486.9613475,-13770.1925149,6779.89898848,-8972.55379561,-6662.43808525,-846.784756041,6735.08771101,-3346.19478071,4316.33637391,3416.85981197,-4080.99958877,1743.11623433,169.708701305,928.213926741,2421.99837892,-486.815533812,5657.51548919,1895.83705665,-1707.02294434,-369.826198045,8358.01493712,162.831458874,3529.79226604,6270.15361292,1673.85927014,sudden_clarity_clarence
-2221.68077217,11572.7653167,31906.2221546,14796.4757806,1395.79830742,-1342.21260745,-2503.12806983,6219.16630963,4494.51522727,-1438.74308568,2410.86934495,-1184.89726625,2355.30870843,-211.874785663,4555.57836645,-626.668694947,-1212.84505495,-1079.64874611,190.509801582,-225.297444672,-1959.29500269,474.700725574,-3157.42567935,-1635.89959641,199.417141379,socially_awkward_penguin
-14259.6839697,-4964.75978407,-134.239241331,-7627.222901,5218.15697271,-4598.24227853,-1456.29442324,-336.738113371,17.3272833782,1259.48778656,5230.67490818,1554.75890193,-239.085010521,-2798.04148782,-1938.59784302,-1121.19008695,1977.45032589,2525.0037332,-2981.1533732,922.867534062,4238.69968498,-303.916989521,2845.66162228,-4816.47331448,-2004.53643408,sheltered_college_freshman
-3057.79796242,12062.5651832,4809.39862357,-8590.94225926,9238.33574904,-7901.99066632,2963.38928211,707.264984527,3747.04868698,-2381.39878739,-4349.60344417,10401.1660227,-59.3233704108,-238.56065139,-6437.58253266,456.715556905,1151.70826297,1201.20259336,969.860790978,1579.67083659,-4106.57099013,179.20133481,2075.41707976,2683.33223092,2699.97939368,bad_luck_brian
15824.4495343,642.47925641,-14624.636315,6720.17562309,-7002.19846229,-16247.1196418,2565.299509,16295.8754769,455.228694276,-1968.64216972,178.430894971,-5121.39052814,-2093.28910449,-429.267363144,-259.888181488,-1946.83609382,1229.95560014,-213.286153262,1154.14819435,127.848497873,-144.813094575,317.193047092,-5239.78647089,1721.90552819,220.540084629,paranoid_parrot
-4216.93877943,7286.99912359,28539.7159507,13305.37071,1647.92948469,-1112.66931855,-1189.89679613,4843.87034061,2454.57394025,-466.638160614,1011.22907176,-2311.67802872,1504.88753683,-1363.26779189,2413.35676216,-2604.22560532,51.0567860292,404.246807042,1121.51711736,-1861.12548077,1520.34156523,575.944209244,-429.645192458,1110.63883955,10.7032683179,socially_awkward_penguin
-13719.6341194,-6037.54744856,-52.1209896671,20.1872835127,-2131.05966339,-3202.53369925,-2733.79268671,-380.592929496,580.201067909,3317.59013294,751.916923663,-827.422338324,767.366546576,2197.94964835,3448.15486332,1112.62043181,7861.3534577,6765.76887022,-1522.06083811,-3228.06746384,-267.578994062,-4800.43142589,360.158110451,-10074.6248993,-3565.22516106,overly_attached_girlfriend
-8442.82684663,-11507.9135206,5142.79040084,-7711.5698842,-6411.51473288,-1085.93623639,-2601.31090465,5978.86688782,-4964.61594236,-3305.92797115,3824.40623702,7609.09130798,-2460.54921073,-2465.06604524,-4542.1488384,-2215.36977903,-3033.14631104,-147.168402415,3741.60957363,2232.54713395,161.012381687,-273.643049316,-289.17961369,-3816.45242103,-667.288973451,minor_mistake_marvin
-494.448878707,-6671.38132558,-3060.25257326,3232.85476283,-4022.14282813,129.004527385,-5080.53619828,2020.34918995,752.822685683,4.77122510618,857.784205529,-232.374359292,-575.699689111,1803.1762211,-1054.85880481,-712.367704738,-4037.17677474,539.230550322,3651.19666307,3517.8773046,-1216.84708498,-1650.80334927,4408.78303734,-95.3888530296,-1421.24655286,evil_toddler
-4479.5298109,8593.96208634,-7049.68039343,1550.08188552,-5530.06363476,15114.5272485,-2376.5691883,1836.65336654,11644.3821697,-2776.30473662,2670.05127275,-400.766134575,-1931.29077542,722.852940409,-6685.30691441,-547.859467262,349.066415496,-3012.24615848,-2175.1033099,-469.271867265,5029.96971195,1356.55359352,-598.113172182,532.782453284,965.263230701,business_cat
-11335.518311,1739.70965408,-3348.47905256,-9383.72445297,9292.59088381,-9601.94714616,-7291.0166334,-8298.74853668,4770.73318324,-4037.34129272,9990.50781401,-5215.99005554,-3701.79337068,-168.509307851,3745.99095565,-2235.92395657,755.254724758,1306.24585385,-1819.62332027,1191.50731301,840.594313558,1939.65318647,-1239.97294191,1270.26123772,-2971.28882763,sheltered_college_freshman
2031.3392459,20805.9552631,-129.215972103,-716.544269971,47.7155426163,-906.756495914,2037.26990329,-6149.93310873,-5443.34827119,3361.60833718,-2815.25287259,-3492.49067735,-4349.86106726,6456.32990224,-4281.8094331,4037.67233326,-2848.59973838,1463.15771602,1334.36924343,615.693327842,400.210453609,3384.30230456,-2140.55173461,3785.95290651,-4270.30115904,high_expectations_asian_father
-3793.92914448,11731.1045397,265.262833973,-2820.04108086,-2683.46666042,174.459673527,-2692.79277273,-1239.31620618,-2340.59817883,-4349.90829917,-9365.42981559,-4404.70019284,-223.230827418,-9481.83282147,-195.708181216,6343.63189209,-862.231178452,660.91556055,-1520.10715251,3452.92131612,5169.7148749,-3247.82354516,-1028.85401986,-303.389739911,-1375.85767516,confession_bear
-14949.046028,-1186.88884568,-5245.29677457,-3980.08140432,10796.6922488,4759.04420147,4828.3016942,6971.15784419,-1907.02389834,9335.85681922,1145.09033954,-4588.70773186,4418.20817163,616.436951788,3014.68449989,894.21656329,-3305.1425725,-2525.41466831,142.04747582,562.389995539,1914.33462835,-525.172863692,-1057.55923395,-1603.55871729,-475.768313325,college_liberal
-11302.1600896,1560.59737034,-3459.28300011,-9625.63548369,9630.66625214,-9669.56328228,-8012.35288692,-8488.12416044,4292.49869689,-4098.75512885,10581.0525538,-5600.65036011,-3543.99786685,-875.532269109,3775.05515135,-2080.01756769,1436.59583284,1437.2130189,-1619.93329259,1312.32231873,1287.8469627,2109.37378907,-1119.28001601,1809.75978238,-2124.92642306,sheltered_college_freshman
-11397.7022892,1544.52849837,-3204.23401282,-9072.85131495,9421.74859383,-9317.76034768,-8568.51105909,-8307.52908373,4442.63823774,-3661.54436379,9701.3834383,-6042.32454693,-3897.33444333,-567.815053034,3899.5627406,-1923.0607543,1629.06757879,1018.86859589,-1239.72102492,470.121676199,797.080274183,2470.68605292,-1106.92588209,1808.54300793,-1692.7715854,sheltered_college_freshman
-4203.30141873,6239.97796344,28865.5184343,12770.6664388,1815.45766224,192.056137013,-1501.73709256,5568.36366779,2028.6748095,-66.1734871397,1134.07809744,-1125.66090397,540.394779638,-783.35966868,1211.72967964,-3468.23063666,-1339.41935133,1391.61416535,-446.965570621,654.231467929,502.644568335,2595.46535618,757.95561358,-765.903952984,-499.597212349,socially_awkward_penguin
15214.9064003,1153.66644323,-12861.387003,6852.32273389,-8277.08571248,-17526.9367402,1376.41751031,14653.6486964,4942.92801745,678.447732753,1419.44814376,-4669.36689006,-3270.49266603,3162.02495294,-722.622455556,-452.714721458,-1523.46198964,31.6600193422,-4325.76507224,4070.5761966,2950.78247816,-3735.63248955,-544.362043299,3137.61259882,-204.473160549,paranoid_parrot
32887.8327927,-5448.93173326,-1922.80342533,3567.3655882,7372.79920531,1232.13727029,-1999.52748945,-5272.39470182,-3256.86667725,-1413.35210935,-4065.88955848,-5056.49834912,6941.34600555,46.52527061,-5925.3130336,-1296.09024497,858.612234819,2375.53598235,-3732.92539409,-550.827905826,-2155.74471207,2825.36913597,-1011.46757831,1019.98637727,2174.59834405,bad_joke_eel
-20387.7751414,-15869.2042805,2934.6051689,-2898.77441073,-211.601843451,3217.66167611,-3371.48431449,2314.15535707,-4451.7867991,-6063.24849002,-1050.83261105,-1862.05050175,-871.850377534,2463.92575152,2191.85122966,-3645.38677232,4169.71217142,-57.4463436013,-427.785557625,-1689.52988624,-14.1611913363,1699.65503251,879.931493585,-719.367576828,-230.214926919,first_day_on_the_internet_kid
31210.8361736,-4485.31548889,-2958.76804042,3742.45045659,9124.36505461,1051.25752016,-2028.69121362,-5349.41246179,-2011.48414623,-4321.5931574,-2584.49332357,-6609.77191753,6227.14370415,-741.299250212,-3651.45836438,-1079.06735646,-377.118898309,-2118.03460836,1929.64575531,-3031.61771249,-7719.71584192,2217.57113597,-506.785492784,557.386754581,-450.349325623,bad_joke_eel
1365.83137515,14082.5684124,7663.17265908,-6815.25625034,4719.26468005,-8818.59195083,3463.96175712,-2678.68775917,-230.203726888,2633.94850356,568.312356853,6154.55207137,-2120.70080116,-2186.69282787,-6219.86820917,2828.97798111,-527.095878878,-3739.60677515,-1151.27918487,-6248.13644059,1850.3815747,-1299.05570707,8555.36923978,-4568.0289645,3039.52336298,bad_luck_brian
10583.0585801,24979.972827,-859.444572152,797.825944694,-7646.10740411,941.199263786,1682.03725256,-8565.33593804,-8218.0960797,7990.2805018,1436.19557928,-1663.48677367,-4376.44772318,9576.54797864,-2825.71241303,-357.673660994,-2947.9583803,3326.74195037,149.111866762,3245.78292628,4267.86881419,2913.43159397,-571.06199695,1170.71438962,-723.91911485,high_expectations_asian_father
-2383.74499488,15444.3135351,2564.35791611,-8015.92476324,12974.8512772,-9047.40302257,3709.15864522,294.104383537,5230.30590325,-920.550123439,-4297.20564396,8558.13804842,1407.47728705,1566.70276323,-5952.4609797,1456.68679797,634.024504147,607.793892914,1523.06056863,2098.37793888,-1765.58349256,-361.08557264,-534.605527894,3305.58791301,3265.50192098,bad_luck_brian
-14677.468879,-1700.72073239,-5046.89455806,-4430.64814857,11147.0981109,4439.45850651,4433.13633816,6750.4833449,-1916.37267082,9736.74108763,542.880475347,-4467.54416137,4767.30963967,1107.78520006,2211.16358901,466.772243839,-3733.53469331,-1627.70222901,-1212.46483143,813.017003968,1407.90293572,1124.82296169,1823.61626742,1012.50329029,67.4723749097,college_liberal
2500.09515676,18630.0067398,2741.64825038,-1671.29443987,-4804.97191879,-320.602501038,4066.33042774,-6313.36296146,-7852.29582445,3222.13337042,-1307.63754286,-660.725706651,-5138.93417389,5571.33032651,-5031.83464555,3711.61849947,-2974.70322173,4256.44606045,-397.704322026,3287.72212948,1416.3863855,3828.91557269,-1560.07919468,943.208449209,-5617.03571397,high_expectations_asian_father
-18472.817273,-14821.2986448,982.886976647,1097.37229536,-140.59472989,3247.80011359,2144.35158142,3459.81675428,-1452.12341521,-1008.57161714,1836.33431596,4083.80887478,1396.38207952,-2633.3813432,-6197.59327646,-2023.14350776,257.923564756,4527.64809404,-1509.58768697,-968.941049156,3635.39962698,339.411931393,588.046136034,-770.919364192,-2018.77883945,overly_attached_girlfriend
-19263.2859975,-11493.8365797,-7407.82850184,16018.0172094,1016.91332763,-2797.81142522,8196.53134801,-8625.89496435,2372.81716108,2837.31523944,-856.835771452,2968.28682742,-2466.73467913,-1548.90056144,175.905349725,-252.109535799,-3224.0996021,-717.588439787,-1251.4152457,954.973430356,32.8190260067,-2811.81366021,-304.250228547,-700.209864158,-1803.08098422,advice_god
-2778.64299034,11557.0178673,-24.091881775,-1438.53036757,-3441.94651798,6388.37135425,2709.2556027,959.959444161,-7490.87048461,3126.16657916,1920.07921424,386.59262621,-2176.29918967,-5561.61462574,-353.210790363,-1441.75011374,8198.10102513,251.762909127,-5879.47658201,1857.56638717,-804.665609695,-962.857524052,-264.120822851,1345.5675237,3306.65995112,philosoraptor
-2145.15005398,10730.0899259,1406.73270998,-3249.13112143,-4610.19116823,282.5791176,-2834.54638248,-2265.58529973,-1609.92518141,-2809.67756959,-7956.27619528,-5186.98392882,212.85314919,-7102.84070742,-263.937267437,3841.19912466,-549.107880483,1024.269376,-2879.8548181,-320.689266671,3158.97623993,266.732959651,3772.80242474,2008.277925,-498.341408458,confession_bear
-18118.659917,-11245.7414194,-291.609757661,-1435.97496488,465.655630551,2954.33690674,-1502.8683829,4644.25584345,-2976.9821004,-617.607382065,1425.34274698,-173.805189994,-1400.15479002,-1715.57879225,-5697.0204027,1446.96577486,-345.541419154,6631.89135781,6897.76480653,810.312791078,-1908.63738564,1501.72688475,-562.963905277,-1080.49430116,2362.48095343,minor_mistake_marvin
-899.52349445,10636.4390094,-191.208211801,-564.417414442,-3575.28168281,4724.75587841,1433.27332481,451.493388828,-4286.34028558,4175.34160113,2528.67770721,-2063.04399258,-2728.58645622,-1200.06624618,-155.682442797,-1054.82515614,1096.62071572,422.636603749,-4687.58865565,1870.59915748,-2813.98667095,-1330.17045551,1685.37973597,1667.30269453,952.493410867,philosoraptor
7958.30412984,21342.7975901,2839.76491666,907.084595621,-7347.92905457,149.496311078,3299.31417003,-7666.10521088,-10026.0591978,5569.96565217,3092.39966759,-2616.23397042,-2761.66693183,5732.10867314,-3111.75355986,-1494.17748146,-549.349716992,1473.69934189,5403.50999077,-391.007915019,6157.61708909,-825.305550804,-1734.53054773,4550.48294101,-563.794628855,high_expectations_asian_father
32787.2741878,-2320.4797246,-4695.15740604,6800.69062132,10020.3198975,5698.59140763,-3668.2345669,2088.90565447,-6218.5329888,-3608.99652689,3609.17997642,9567.47226729,-3293.93111698,186.258494589,617.708213353,2730.61483996,2224.90433784,2866.61024899,-4294.41464359,1121.9932513,6816.45225066,1103.82069018,-728.143781701,1153.79352244,44.5335071243,unpopular_opinion_puffin
21062.6624546,-9832.86083974,2343.8858376,101.794696239,-2537.38868043,-1027.42461459,-3472.38932958,-4355.16487253,7443.82812011,12342.3640909,1690.02848431,251.802389676,-2997.25781827,2708.31479353,-599.215867659,797.338484296,69.769870293,1726.540877,-5255.31369556,-4964.97779599,97.3580733031,-7680.06561609,-1907.08928813,-1011.08148692,-14.8002133273,unpopular_opinion_puffin
-11783.4383974,725.108522679,-2652.02011053,-9395.99524901,8468.48163053,-8236.57940159,-8175.15758954,-7000.37927644,3235.11193706,-4976.7885484,10251.1889825,-2996.5559792,-3321.48355279,-2633.49986754,3910.52139564,-1414.33551444,1955.39435525,1178.99265108,-139.454791845,3306.17783875,1147.50886242,2515.12718006,-1219.70306648,-199.129246338,-1855.5827216,sheltered_college_freshman
225.458331912,12736.5117117,-6239.66930313,-955.429345273,-4557.63662941,1920.1676053,-2879.36417554,-894.075487921,-1409.1623287,1216.42014371,-2934.99153071,5266.45959907,4343.96848478,-1446.90293809,6461.08174621,-5650.00834786,-3848.79655518,2762.86533898,619.618559624,-4176.17464874,3392.25791167,210.574593449,-1442.59970357,-2569.8822201,1336.17874395,good_guy_greg
-14638.5912857,-1363.24132378,-5264.44743374,-3668.11235713,11123.6188014,4214.48251036,4254.80185583,6423.65546492,-1662.01704081,9063.97195597,1010.8400565,-4626.99250849,4336.61972233,774.177434251,2675.86803758,459.007404499,-2674.87856467,-2363.37676606,-235.517075502,738.53927129,591.103704889,956.332035217,598.540868,503.442588628,195.750491736,college_liberal
-14815.503688,-2289.44162609,-4910.27069171,-4862.556334,10852.335266,4774.03821397,5779.43331092,7543.81562978,-2414.25283824,8433.16314602,1491.26850088,-3370.55725442,5349.46596248,352.323044012,2468.65997721,744.94710335,-3477.01113074,-1741.96204312,-22.3936231961,969.381058337,716.326825964,124.331071317,1060.18863454,663.119851069,-3.08053355936,college_liberal
24905.1165715,-3680.87544341,-3940.84854674,4736.79320643,11794.1205714,9153.64449368,-3736.85827657,5324.68196723,-4071.83688956,-5044.22994311,3016.69085386,10542.7127011,-8205.87828206,1154.67782749,6564.97612067,6061.07361313,-1244.91311153,-4362.96549334,3066.79465285,4945.6696588,-3310.17803733,5797.51477292,-762.327555954,-6849.57601402,-4004.88012151,unpopular_opinion_puffin
-14686.0575825,-765.919988977,-5226.01073052,-3937.59694211,11224.4228841,4551.84397666,4448.60638975,7081.32372321,-2206.83854641,9854.95477737,643.253245143,-5396.91014411,4370.05409935,735.821335492,2900.06996161,1259.26305808,-4003.45380561,-2600.26093598,-345.958252078,-174.062371404,2962.6603042,-135.088193843,-247.967830075,-698.321464295,315.455102157,college_liberal
-19418.7249421,-11746.594121,-8381.6172715,17501.4344057,1262.58853771,-2819.96418887,8385.7384921,-10135.3352334,1880.86823441,607.906370118,-1970.21265423,2716.29483216,-2087.92521011,-2735.11880608,2161.26302486,45.6481335577,365.978007411,-1209.76066637,1363.71856546,182.134626775,-442.637408617,-12.075909798,-609.901964385,1199.13987772,121.011320357,advice_god
-2318.44865628,12234.2533409,24.4340737629,-1935.59025581,-3883.94665215,1406.64740063,-2404.19455042,-1162.148856,-1825.46652226,-5634.27044049,-7446.70679046,-4572.7493595,327.891389682,-7586.73452496,1378.07598158,5129.00466512,-2378.83980393,2389.94257195,-1372.46663586,4176.94100923,3601.38220395,-2855.76915055,-1190.18257955,-744.407715512,-835.925861921,confession_bear
-17707.8337269,-8903.23220063,-7832.05531839,15593.2565604,2477.52309768,-3092.24152553,7708.96316375,-9271.11634121,2355.14860364,1704.91077267,-1993.25321073,1595.27768747,-110.773747489,-894.30917082,640.602860483,-744.043385031,2144.51554511,-1495.20823975,-1275.16946269,274.956627154,-1111.00869647,-256.179667063,1352.21749122,1937.07104299,133.737071297,advice_god
16909.0031048,-13123.2958303,5451.56800231,-5322.49523089,-8335.18789773,-3404.2192795,-7795.63502051,-7018.53213882,6402.51714893,15040.9196807,-7777.81852057,-124.264634048,2517.58313455,-4434.23632146,663.729388286,-2421.95426889,6778.8918423,-5348.51618249,5388.86337664,6636.661519,-427.558785708,6490.35447695,1623.12490582,3828.94956756,-1008.75279767,lazy_college_senior
-5754.16342869,6785.19636216,29193.4291951,12868.1962716,530.300187455,-1487.08213777,-1825.02934002,6312.86548141,3144.37621412,-467.551756509,796.884443597,-268.013702537,573.857985538,790.780957488,1720.52086918,603.672015172,-224.367773345,1163.05764237,-2506.88555774,221.019093925,-1399.55478972,2780.69970763,-1496.3536939,-1529.31115656,-1034.91258957,socially_awkward_penguin
-2817.14047736,7155.57746217,3068.71885807,-5639.1979045,-4416.74875534,-24.3766607522,1177.93275047,-1327.06487533,-2256.38401499,-3875.43154045,-4452.49733911,-2447.983087,1542.08511443,-7958.58171295,863.063764027,1250.95561721,-90.2576307441,1383.84851533,-3.81699193514,1552.92824157,1351.00433797,-2176.3558718,3869.15923746,-1340.23906037,-3494.48960991,confession_bear
33722.2909443,-6383.01084861,-164.021301722,3572.65389913,4744.02409183,-1883.83329572,-1526.28500798,-7709.53651845,-945.644195553,3869.76434043,229.028340077,-5019.49926284,3125.51800001,2885.12866664,-6191.55795612,-902.751014521,-967.214439039,6557.22931551,-9052.27069034,-7096.16494748,2070.66363891,-4793.01267903,-1896.41106784,-3280.93719746,1768.36800107,bad_joke_eel
