0,1,2,3,4,5,6,7,8,9,10,11,label
24613.8012242,-8401.72161098,-10447.2018339,4322.73658963,364.202156013,13694.7606671,-6055.1279254,5470.48601712,18987.8445032,3491.5843415,-2121.68669433,-4689.15697214,business_cat
-17744.9910955,-10512.2411544,-745.430063044,1888.2718484,-2171.73874152,2802.94113998,-3332.13810044,1509.44221653,-1320.28167542,-4099.36367444,-2022.77227999,-3044.41519815,minor_mistake_marvin
5212.41210064,18924.5988216,4503.63821767,-270.780435597,-6807.97880573,1695.25743437,5145.78508349,-6136.07264795,-12290.904671,3890.41022201,5652.86629629,-410.780766957,high_expectations_asian_father
-3626.31714536,7285.43964352,-6911.46873906,356.630255428,-7833.12587854,-9567.35649784,2157.00405545,3379.15022619,1087.07206548,1857.17423724,-2439.27750229,-587.259087425,paranoid_parrot
32853.1060058,-5335.2775534,-2687.41557194,4026.08960638,9579.90797947,930.052485381,-957.215310954,-5215.57676116,-3694.21379262,-5583.32608194,-1573.20396612,-7145.04850976,bad_joke_eel
31959.6361318,-7328.30311563,-897.633770952,3480.30122518,8794.29895969,1343.83877174,-701.890383355,-4045.23447585,-4360.45602248,-4521.14063784,-39.1913259191,-5947.1130449,bad_joke_eel
6527.04537484,21371.9452371,2626.76372482,229.705630132,-6517.55539282,3000.49486225,3937.72091933,-4998.20723826,-11227.2204317,2682.27615446,1453.02879474,162.396255317,high_expectations_asian_father
-14767.5676699,-1662.65761721,-5286.86399066,-4379.46514642,10900.5670967,4518.06422395,5041.88936109,6773.38948336,-2312.26038291,8764.63543546,1738.3631402,-5392.83206392,college_liberal
-11262.9214143,1582.76343257,-3393.61535626,-9310.18266046,9370.42550737,-9279.18189441,-7481.22540746,-7924.11137727,4173.6603695,-4241.31336383,10143.2014115,-5476.10235219,sheltered_college_freshman
-7313.11245981,509.490407296,85.0007642261,-3054.98852293,-2962.67272785,-4059.17365151,-7427.24131196,-4557.62487815,-3626.12381064,-7401.52352847,4394.98616368,-224.331347897,sheltered_college_freshman
24819.615028,-5789.72637936,-4758.79507393,6178.21677466,14378.1834476,8866.53760237,-5658.83512311,6956.42411464,-7021.42992061,-7432.28918157,3072.98023062,8129.46275746,unpopular_opinion_puffin
32121.7066058,-3827.20112687,-1116.87589323,2319.90881115,7742.08941915,113.510415956,3430.20526254,-5073.29331447,-1660.98073625,-3693.96398928,-890.718216045,-2459.05544472,bad_joke_eel
-2481.64441316,11631.6417837,-220.054725899,-937.786038034,-4017.6480784,6224.26964283,2442.05683933,615.324576841,-6572.62618788,2536.73669614,3152.65297376,-1254.61199411,philosoraptor
-19032.3156588,-13851.91463,1960.55657932,-2894.90426814,1806.08468831,895.686159417,-2394.03033825,651.219689443,-2933.21300469,-4203.39937107,-3954.86898444,-3813.5005892,first_day_on_the_internet_kid
-2765.43861715,13207.3479994,-6208.5144595,-2641.45327523,-3560.61875733,1795.7059616,-4830.21223569,-2688.76764517,4435.35108762,3106.39990306,-4330.12012568,2333.36432136,good_guy_greg
-2880.91015827,14343.455215,3474.24307383,-8192.31157709,12117.6242141,-9011.27717526,4265.47412661,-217.449140639,6345.6302413,920.005701642,-5144.11074931,8626.6455347,bad_luck_brian
-19165.7768636,-11742.3431683,-8589.24434451,17446.8914133,1826.92150135,-2533.89465693,9327.97039431,-9175.9780495,1788.08432812,825.484936918,-1404.71254995,2751.51011613,advice_god
-11116.2384178,1809.22605719,-2663.36480709,-8782.77768638,8901.10174251,-9301.34428556,-8071.51935895,-8139.46709899,4548.68090729,-4140.27558872,8491.62797847,-5167.18491232,sheltered_college_freshman
-7423.50334364,-95.9294544219,-270.866952383,-4125.46133682,-2865.8924785,-2714.23726748,-8200.84197503,-4334.54120112,-4583.74942039,-8641.24264338,5556.59438009,-0.6036965301,sheltered_college_freshman
-18731.566717,-12354.0372546,-598.418724557,2142.36370084,-2495.89672375,4466.57497487,-4085.37177404,2924.34168383,-2258.01791456,-5900.42215409,-1574.97197278,-2510.63148579,minor_mistake_marvin
141.879941591,15761.5188316,3969.74179422,-2651.97175188,-2399.09062191,854.66535729,3450.86509166,-3735.71314257,-9664.23090525,5635.71726477,-525.868725731,683.407588642,high_expectations_asian_father
-15070.8725741,-1707.05775911,-5090.99729169,-4167.74523012,10592.2056621,4835.88579032,4121.16796718,6762.26115305,-2704.43370322,8947.98834377,887.660918129,-5100.96708918,college_liberal
24311.2920368,-5730.28376251,-4278.73746514,4921.93844426,12209.9456207,9939.93463728,-6062.38807418,7416.83729409,-4443.70889247,-5889.329305,1601.94255324,10658.9658923,unpopular_opinion_puffin
-19276.9228641,-14813.8527189,2578.89391512,-4550.54750275,-157.178748115,1601.96036342,-1342.58536552,856.067283483,-2537.083422,-4205.13138303,-4232.69758783,-3302.00863012,first_day_on_the_internet_kid
-15109.3038391,-1946.03391558,-5066.29117398,-4051.8119539,10716.4192802,4583.89892851,4713.17768006,6646.43632738,-2427.86902101,8417.33870081,1399.12104814,-4444.08688121,college_liberal
-1751.45109551,12594.0359081,-158.967100347,-1585.15485169,-3989.52044959,4912.4669806,3761.94325841,-398.732791201,-6450.1574783,2371.56693389,2852.82783728,-413.78850606,philosoraptor
-3386.6805201,14718.4216019,3127.81584458,-7829.98055241,10837.4711545,-7813.81639291,650.752566011,-1052.97906631,5437.57405186,-92.446384696,-4050.62629217,6431.6246576,bad_luck_brian
9087.45783523,5815.26514882,-8492.03430873,-3222.90111437,-3662.39723429,5136.80307016,1036.06467897,7394.60700342,2399.08919558,3357.68948682,-1921.94886934,-2354.73763391,business_cat
15619.3714483,1639.35711359,-14213.9988667,7313.49425982,-3774.9273126,-16277.3692917,3658.36530693,16223.0078703,-1067.34550454,-2311.87240466,1050.23252648,-4269.1274244,paranoid_parrot
-19674.6535349,-12423.9363207,-7002.35636981,16957.7277325,585.404574336,-1521.12270377,8397.92427274,-8349.56958542,1268.11004997,335.386579342,-876.664031684,4285.4396856,advice_god
-14994.1232598,-1294.64382726,-5322.10070117,-3651.90350934,10770.5307345,4682.16082798,4809.14432201,6552.13137304,-1627.48559589,9725.12816587,1582.63896532,-5319.28899745,college_liberal
-7968.24306018,7211.50596721,-1083.43337167,-2888.48456631,2774.28619752,2325.18232066,3439.34913131,780.159717482,-1715.9303314,1605.4788183,1116.27574131,546.833527035,philosoraptor
1004.80945082,-13144.2467149,1453.77456421,-3152.90706798,-5590.55956191,-677.178339728,-5880.52436312,1114.79357472,1382.72425543,4338.9656175,3525.61259648,4382.67803802,evil_toddler
-511.557701462,11711.5261563,-344.839787479,-1176.16956667,-3213.68757796,4486.14290423,2899.58826689,434.818955076,-5675.39579919,4375.80189563,1843.41535544,-382.885483983,philosoraptor
1102.62443081,-12877.1180015,1139.44227427,-2653.15099828,-5754.09725219,-625.610796294,-8011.16234688,1064.17076601,2583.1170793,5926.11719334,2662.11018931,2830.49591512,evil_toddler
-19416.9715983,-11686.6498441,-8718.54448951,18095.7625233,2795.50586073,-3824.4246484,8966.58010759,-9465.92358658,925.030823489,1523.50619416,-835.232214538,2446.01529193,advice_god
-1650.0944719,12079.5366224,-5062.2059405,-2707.71316293,-5904.36687941,974.99678261,-4160.26222996,-2991.4215552,1818.76605174,2172.31379347,-3109.04068554,4187.00486188,good_guy_greg
-2436.83713445,11068.3293683,250.806420994,-1199.0801773,-3876.73061642,6208.75934508,4142.62849489,956.808378972,-6349.31952598,1484.86380707,4423.53713488,156.396835169,philosoraptor
-19180.9383014,-11032.6048055,-8347.32581092,16837.5135043,2418.24915702,-3494.23431944,8135.47747587,-10845.7561415,1637.68243046,1421.86783665,-2614.15333537,2319.36657238,advice_god
-14818.1812159,-1297.57283641,-4697.58362281,-3320.29319103,10510.0347857,4258.31759228,3765.06475722,6819.44375697,-1532.20265955,9159.64615596,509.731506749,-4701.25890758,college_liberal
19002.2437599,-18427.0115153,9633.66834174,-12934.0624409,-6451.93995053,-1580.01300813,17484.8161434,-2873.94300303,5747.05069726,-4779.88878378,5364.87547144,-1011.19599798,sudden_clarity_clarence
17232.1876051,3517.40075687,-7008.06781158,1464.5037459,-3050.44296186,-623.919335121,-6590.41027029,3763.38289349,-24.807515784,245.219913584,-5059.7119566,301.113130976,good_guy_greg
18440.4120335,-18796.0191256,10133.5980834,-12262.4274078,-5236.89024921,-488.15346603,16197.0174881,-2083.446884,4526.21367086,-5224.90568058,4591.09441264,-677.117855251,sudden_clarity_clarence
2258.47012305,-13387.9018014,1294.66605939,-1867.63196151,-5073.80075406,-1651.79088389,-8423.59388212,1347.12301179,1402.06796779,6470.41966888,3187.94766955,2895.62654351,evil_toddler
