0,1,2,3,4,label
17232.4998909,3519.30988224,-6996.38110105,1454.34898518,-3128.33597982,good_guy_greg
18440.4638995,-18795.6152097,10124.4867399,-12218.559344,-5137.47885091,sudden_clarity_clarence
2258.2961269,-13388.8295966,1296.92627555,-1858.11348128,-5082.89255085,evil_toddler
-4565.92728058,9588.78647742,1629.78181272,-3861.13542573,-2735.93466871,confession_bear
20384.5450685,-18330.9574944,9960.10958225,-13132.3264496,-5502.48054105,sudden_clarity_clarence
-2692.08509618,10849.1277669,-8162.26338599,-170.719011543,-5369.96143027,business_cat
-50.7488915064,12265.3567633,7073.83769323,-1407.38409681,2175.40167943,religion_pigeon
-18368.0651558,-11215.7646336,-1016.99130438,1823.74555206,-2665.03753805,minor_mistake_marvin
-17527.4102921,-12092.1700453,2474.96076255,-4490.79810645,-325.331071573,first_day_on_the_internet_kid
950.276496704,4428.37908508,30431.8686366,13558.2417428,2860.14723568,socially_awkward_penguin
30476.2534919,-3878.95689808,-5278.36796181,6286.89542628,9727.34431489,unpopular_opinion_puffin
-4982.38590657,4175.57149587,-4845.9411327,-1929.18524524,-2566.46271784,paranoid_parrot
-18428.6454695,-13049.8265326,2945.89870321,-4447.50837221,-1709.61959847,first_day_on_the_internet_kid
522.242927699,11733.0425788,-5982.043882,-2792.38811806,-4174.53838628,good_guy_greg
11147.3288028,-13908.2508288,4551.2347375,-3719.34713538,-6419.25089972,lazy_college_senior
-20048.4868894,-14641.6446626,2399.4927979,-2796.78432487,98.4010439218,first_day_on_the_internet_kid
-3106.81356259,10325.5374349,-8003.04328849,626.351611238,-4702.2282553,business_cat
-3589.18398656,13600.1849186,4477.67686971,-8867.87065708,10012.5751752,bad_luck_brian
33760.9216992,-5257.86149821,-1143.38323082,1679.54026722,7349.23071338,bad_joke_eel
29086.0970575,-6604.89739479,-4294.82972223,3701.8261456,11159.5645678,unpopular_opinion_puffin
-18962.767544,-14098.2482666,3499.99635492,-5909.01400328,-2826.05285466,first_day_on_the_internet_kid
-3632.47415144,6460.54917804,28854.1256853,12986.2216649,3072.70661576,socially_awkward_penguin
-10186.2090302,2183.00352718,-2757.86773608,-8858.08176868,8051.82255004,sheltered_college_freshman
1284.99768449,13225.2821379,-10180.2903571,5100.02205063,-8434.85151659,paranoid_parrot
-18266.9126211,-12531.1255519,2347.83831798,-4705.28999532,-1384.178761,first_day_on_the_internet_kid
29662.461643,-3155.43480651,-3927.90155259,4778.6323797,10138.6399297,unpopular_opinion_puffin
4313.85967314,-212.077155136,4520.94497619,-1022.73028513,-10218.8667135,lazy_college_senior
-17458.6647353,-10254.3805038,-508.438350902,2070.7210061,-2750.27977458,minor_mistake_marvin
15962.0878587,1564.2469676,-14752.2245933,8307.80420948,-5509.62675844,paranoid_parrot
-3863.35610368,12076.2823113,-539.58596939,-2903.55934709,-2258.58741551,confession_bear
-8466.629902,-399.227019552,21439.7154189,11998.65565,288.656116495,socially_awkward_penguin
-3693.98731388,13534.2788735,2813.39878568,-7749.17062595,11922.1129836,bad_luck_brian
-3394.00677947,12287.4024287,-358.946768741,-1814.34417727,-3109.03097754,confession_bear
1234.44135124,-13263.8988329,1249.3989993,-1785.3494128,-6101.18844489,evil_toddler
-14772.49492,-1647.84216444,-5155.54349273,-4608.44864422,10906.1731143,college_liberal
19782.9164396,-11610.6438045,2294.91622073,123.720949329,-3035.64636304,unpopular_opinion_puffin
24891.8484084,-13651.3082919,2044.22774736,-118.893035556,-5642.25404765,sudden_clarity_clarence
25739.9478542,-2439.64985445,-4048.50113409,4746.42344315,10704.4469903,unpopular_opinion_puffin
-5733.16948335,9028.18376294,227.033124124,-5575.51498211,-883.911103141,confession_bear
16484.2224248,-20933.4317577,9279.58890461,-12399.1725499,-4166.08683012,sudden_clarity_clarence
-17347.8846278,-9395.17081209,-1151.50814371,-314.175338047,961.236775863,minor_mistake_marvin
-18699.0590536,-10557.9334678,-8118.8436302,16660.90477,1603.53442443,advice_god
346.325050941,13166.1651224,-6092.07483864,-760.025551457,-6927.65697673,good_guy_greg
27345.3913494,-2060.17991042,-5519.42386577,6607.00176757,9588.04895531,unpopular_opinion_puffin
-6434.4825688,5120.88422247,25424.6957339,12828.2881779,846.225804963,socially_awkward_penguin
34781.3719054,-5002.18802313,-4830.86701439,8567.68031312,7994.25826875,unpopular_opinion_puffin
15242.5582436,1882.95563326,-13864.7959535,6258.60060462,-7318.14492049,paranoid_parrot
493.47326395,-13994.2599387,1479.19480971,-2642.56183576,-4630.09173561,evil_toddler
20103.6060146,-10566.4902721,1823.55733934,-825.264331465,-2329.27957356,unpopular_opinion_puffin
-4883.03327809,3820.02399714,-1385.61677684,-4259.31899829,-2715.49844994,sheltered_college_freshman
-2800.18278379,11243.6446547,-8465.90104773,300.931585536,-5065.91346374,business_cat
-4642.29428692,8619.43574967,27366.2884128,14085.8125218,2122.46969392,socially_awkward_penguin
-18477.9565924,-9133.54335593,-8494.11289149,16546.3397089,2950.71606564,advice_god
-14216.5864434,-1461.40235159,-4788.97171672,-4507.41476187,10241.1389246,college_liberal
31052.873293,-3939.92162993,-1739.91783945,2270.77913439,9281.72671009,bad_joke_eel
16745.9548218,-18333.1700229,9832.00599771,-12404.0191093,-6179.72210084,sudden_clarity_clarence
-6195.82525146,-8193.84173274,-1592.04635951,-8299.07975645,220.764835502,overly_attached_girlfriend
-11922.8442261,-6463.20500154,-1823.9542164,-2969.84961915,-1347.22931583,overly_attached_girlfriend
25487.1471893,-5400.92539221,-3266.57305366,5329.54836147,10970.7557288,unpopular_opinion_puffin
-4116.7086241,11249.043226,-2810.3242277,236.208812123,-2950.49640281,confession_bear
20446.106919,-18654.9162459,10180.5964299,-13054.0921969,-8565.25035449,sudden_clarity_clarence
-4908.76446846,8056.87994251,28200.6913821,13062.5728307,2353.26505296,socially_awkward_penguin
7892.74166898,20541.3701029,2992.02190323,2107.78585577,-7605.70926796,high_expectations_asian_father
530.898688019,11980.4370495,-5530.62014478,-3791.63830827,-4259.87778664,good_guy_greg
-18193.9394597,-11253.8432384,151.28946912,-1036.89041397,-9.009994465,minor_mistake_marvin
7442.49411145,18488.6494485,3227.51427351,637.897749636,-6807.7313899,high_expectations_asian_father
22704.6159918,-19379.805391,10449.015686,-13380.0707858,-5877.9846087,sudden_clarity_clarence
44.2087806428,-14492.5593059,1681.64991355,-1974.20564268,-5235.28633134,evil_toddler
-1813.22841597,16529.6546989,3320.76169278,-6305.29021168,10065.7276876,bad_luck_brian
30619.7587506,-3595.80777338,-2138.05337863,4583.80974103,9032.81501405,bad_joke_eel
-979.341539625,12120.210669,-365.509147855,-1869.71833819,-3398.64318027,philosoraptor
-3249.92328014,10835.6930199,-7869.66545546,1502.06325692,-4565.69648299,business_cat
-10002.7993575,-8234.83520723,8673.66212621,-8064.993334,-7508.31035814,lazy_college_senior
-3376.49612682,12118.9002547,283.119500888,-3232.6686144,-2584.18231398,confession_bear
-441.633182711,13525.5818604,-5326.02413182,-3206.61068573,-6231.86729008,good_guy_greg
-3346.03711576,14050.9860995,2850.78536151,-8777.41718745,9985.39672129,bad_luck_brian
-4815.69251994,4200.50525859,-1417.83125232,-3040.30372803,-2887.23590105,sheltered_college_freshman
-4995.45659251,9556.92203361,-10491.9210355,2253.30155754,-1635.60754382,business_cat
32325.3583419,-6830.38266935,-615.186332202,1968.40218489,7121.69210014,bad_joke_eel
-2665.53504862,10145.1712895,552.272340549,-3006.99437319,-2803.88893046,philosoraptor
-19467.0832058,-10888.2809041,-7940.54957849,16779.4922285,2047.42231539,advice_god
-8664.71832485,-202.408579524,-2567.77636974,-80.6357178834,-3427.59778683,evil_toddler
21198.1919099,-17770.5775537,9729.69570565,-14014.2197207,-4762.50551279,sudden_clarity_clarence
-3070.37048541,10139.8883601,-7834.80103262,409.735389917,-5811.42610314,business_cat
-3366.28599144,10342.781845,-6925.80602021,962.377668282,-4484.30172168,business_cat
-14702.3372161,-1456.59540802,-4942.17738954,-4333.87077366,10911.6403782,college_liberal
-8611.23431958,-1634.41086937,-2222.12770152,-323.354645345,-4632.24433672,evil_toddler
-636.044173971,-15442.2228148,1869.60791792,-2387.01833571,-4707.83581666,evil_toddler
27887.7449723,-5771.75815176,-3470.64677625,2315.54381324,7117.65898414,unpopular_opinion_puffin
19330.7948575,-11467.954381,1959.67912979,-510.288734115,-3168.01263027,unpopular_opinion_puffin
-8888.40285855,-556.067678321,-2513.18362946,-236.143709944,-3959.22160311,evil_toddler
35515.0981254,-2640.06642247,-2013.60886335,849.467284008,8669.18643008,bad_joke_eel
-18960.7406009,-13067.5515464,1791.50232371,-2663.20878166,1351.18380449,first_day_on_the_internet_kid
22361.3263123,-13448.8910111,3196.78944334,-1494.69079869,-6516.59892484,sudden_clarity_clarence
3242.13177896,1159.2103519,255.261370279,496.578728166,-4044.08456128,overly_attached_girlfriend
-3972.41659852,9986.3389027,-1561.96821235,-1423.28299268,-2520.09779152,confession_bear
32476.7258798,-5300.93726182,-3235.67284267,4850.28794058,9843.72438785,bad_joke_eel
-17897.398623,-11043.3506576,-147.389714368,-1138.31981748,501.583295928,minor_mistake_marvin
16218.7903368,2521.15017403,-13580.4137675,8175.06953566,-6658.79532303,paranoid_parrot
-14636.797807,-1734.21071256,-5100.71972578,-4450.63064448,11075.3428381,college_liberal
-18225.0528646,-9306.40519696,-8858.65275935,17821.9064261,2056.80925597,advice_god
-2986.04783399,15597.0074669,3832.50850216,-7670.84372664,9549.11935461,bad_luck_brian
756.946499868,11309.9021977,-5889.00006272,-3146.98016396,-3556.36492765,good_guy_greg
-6002.01900636,10554.8444037,3280.03891814,-8437.46997293,8897.42692285,bad_luck_brian
-10153.2773513,-4727.4860919,-1021.14355573,3170.34935254,-8998.58819823,religion_pigeon
-3205.68695851,10124.0026766,-8037.77550707,67.1070719485,-4995.21412104,business_cat
22956.1770916,7195.24000756,-4820.88355719,5732.45874609,3123.37917007,unpopular_opinion_puffin
17146.6261412,-22770.405127,10269.3522928,-10615.6450249,-7395.22536271,sudden_clarity_clarence
-10100.2190453,4110.95961219,23683.7753052,10052.5261332,5300.37132663,socially_awkward_penguin
-19590.7165358,-11841.7392972,-8522.13470843,17403.7089313,2207.51778582,advice_god
18747.5038005,-19303.7253699,8353.1948208,-10359.9887252,-5842.2611509,sudden_clarity_clarence
-8925.78487552,-3686.44889581,-1174.94060556,3240.26906188,-9677.84035096,religion_pigeon
-6409.75112951,-4200.00525529,-5045.43540299,-7761.86897806,-12008.631042,paranoid_parrot
-17734.550205,-10325.9951328,-474.044627942,-1258.05024173,511.995704294,minor_mistake_marvin
24385.5895345,-2256.09903579,-3940.02909473,3663.01026665,11287.706839,unpopular_opinion_puffin
-4613.49602308,5931.74151977,-5245.277956,-978.260717763,-7086.40206027,paranoid_parrot
-9458.27383341,-7548.36258808,1544.42138856,-5408.79017051,-1793.47156262,minor_mistake_marvin
-11483.3361377,196.463229577,-2668.99900143,-9587.2421579,9341.10254136,sheltered_college_freshman
-3860.73920324,10678.0111088,-253.716903479,-2115.00467081,-2871.40222107,confession_bear
-18300.6363093,-12582.7435713,2808.63522636,-4729.71951239,-1466.03661995,first_day_on_the_internet_kid
33153.5888359,-3960.68711265,-1716.60115603,3210.1183976,9209.42766161,bad_joke_eel
35221.7195689,-2370.85301526,-3455.92049468,5042.0575096,9160.21135557,bad_joke_eel
-17655.0735383,-9891.72585845,-1442.99179081,2280.34259473,-1579.90018955,minor_mistake_marvin
15183.8914656,-453.359527032,-13307.3321453,7293.42158053,-8196.75197625,paranoid_parrot
-2763.57263713,11008.9452526,236.715370914,-1119.83889601,-3574.7493345,philosoraptor
7658.63475009,20511.2767533,2494.52927767,1263.3541185,-7515.0425398,high_expectations_asian_father
-15133.9136765,-6656.5747027,-1388.32903174,-1425.95443544,-952.953408161,overly_attached_girlfriend
14464.018149,-1150.45469135,-12898.8891007,6671.80037567,-8468.73954555,paranoid_parrot
-1332.61261183,12870.1041784,-815.680860831,-1285.46557475,-2966.37346665,philosoraptor
-19293.470909,-11710.7384205,-8074.81325464,17517.2520469,2463.54701648,advice_god
36394.6724741,-3858.41301746,-2771.11403768,4528.7637187,8597.24954231,bad_joke_eel
15207.4069251,1217.75839378,-13347.5193111,6809.06555499,-7932.90912499,paranoid_parrot
-304.046714156,14992.9861738,1320.23892006,-4433.02404592,-4431.27498304,confession_bear
-18310.5048946,-12955.1458147,3145.63073216,-4237.24033082,-1357.11727354,first_day_on_the_internet_kid
-2419.6718536,13155.6305765,-5741.35847695,-2525.79939539,-3659.33666924,good_guy_greg
5969.15612943,19835.5477449,4263.69179659,77.4922237491,-7972.28141457,high_expectations_asian_father
17193.8163776,5176.38788983,-7542.26343807,2593.51050955,-4084.80910624,good_guy_greg
4651.20072321,18155.2725272,-1683.59620827,5266.09019713,-5701.58506837,high_expectations_asian_father
-1918.30040435,11322.4598091,-52.0593888808,-1134.29953382,-2973.66807834,philosoraptor
-10568.3520387,-8635.0790143,-7.1600784216,-7531.82903129,-256.375214445,overly_attached_girlfriend
2002.90633884,7848.24055689,-7440.68675502,4834.23879549,-7656.69708193,paranoid_parrot
-1076.10914235,11709.1784567,5010.572716,-1818.30549577,-3710.05337181,high_expectations_asian_father
31135.6722821,-3394.20532227,-1799.85730563,4076.05579427,9406.01529982,bad_joke_eel
-2121.71273985,10637.2035561,128.348790747,-1993.42154586,-4023.35868624,philosoraptor
-9693.23948978,-4052.66512451,-674.687406637,3423.98115762,-8753.48666118,religion_pigeon
-1915.03220524,12496.3144785,-66.0158472235,-2522.9873494,-3978.42670053,confession_bear
-14882.1846988,-6772.44509131,-4216.07427263,4379.71598903,-1762.33813653,overly_attached_girlfriend
-11267.4814066,1370.56912062,-3362.43758528,-9675.44448916,9350.09918563,sheltered_college_freshman
-17931.2466483,-12056.7173227,2716.05938388,-4487.56006619,-1494.42958879,first_day_on_the_internet_kid
-19465.1396141,-11252.8067028,-7537.56322123,15571.1668773,1335.67157819,advice_god
-14852.7224199,-1610.15477906,-5168.56907908,-4309.19143855,10748.0342474,college_liberal
23903.2819057,-1595.65755647,1877.5022751,-425.023639384,2367.27536089,bad_joke_eel
-2104.46033958,12006.1623797,-287.240963429,-1632.84711322,-3436.61090216,philosoraptor
620.367939507,11859.8808878,-5893.74990182,-3450.3935564,-3786.80991332,good_guy_greg
-6992.49415433,808.283043149,-254.993493145,-3446.08945696,-1722.39593499,sheltered_college_freshman
-9.0146296194,11450.6208032,-9990.87723414,4219.94744119,-7768.17314073,paranoid_parrot
17766.1863519,4220.24889224,-6925.49086594,2184.37405599,-5180.3651693,good_guy_greg
20339.4791902,-17754.7745496,9969.32150508,-13189.7352204,-7275.00436791,sudden_clarity_clarence
-2450.92342327,12407.1201477,26.4891404013,-1816.38098193,-4327.18581349,confession_bear
-19635.9357425,-12518.196245,-8272.55490002,17692.1346056,1505.77738429,advice_god
-4880.27804177,9898.64152643,-898.796210582,-168.551778634,-1292.36705064,philosoraptor
