a,b,c,d,e,f,g,h,i,label
25739.7928051,-2442.56376372,-4038.66416271,4589.02566981,10490.2485481,9803.52238741,-2628.38543235,4197.10087707,-7153.6973537,unpopular_opinion_puffin
-5732.98409222,9028.88988664,235.612380065,-5624.33251058,-985.713854865,-1206.10494278,174.663877736,-2290.32300599,2775.80336695,confession_bear
16484.1316598,-20933.9992124,9284.4125604,-12495.8530447,-4251.32704663,1802.0874552,12970.0460722,2465.62090291,908.020162743,sudden_clarity_clarence
-17347.7383717,-9393.91953074,-1159.73218686,-357.177974633,1011.51854835,1887.3025057,-2856.60288297,3023.56488273,-1914.53393431,minor_mistake_marvin
-18699.1959818,-10559.1972255,-8112.41401738,16599.2577113,1469.53958554,-2891.51087072,7059.75686766,-8871.81153787,2121.39057825,advice_god
346.020884114,13164.4382926,-6087.50660893,-790.841295516,-6997.93275681,2275.97123743,-3361.37494009,-1683.92541234,-690.026833099,good_guy_greg
27345.3145586,-2062.2271435,-5509.33120539,6510.08121831,9401.75383393,7571.30255473,-8850.49731461,2988.4154749,-1304.46569028,unpopular_opinion_puffin
-6434.48848213,5121.08911382,25427.7105719,12856.409418,836.229978563,-1722.26787322,-2707.3318119,4938.56502817,2024.34279051,socially_awkward_penguin
34781.4858357,-5000.20273753,-4833.14380564,8492.96288676,8007.64344422,8753.86706673,-5008.58445428,4815.35774579,-6139.20311788,unpopular_opinion_puffin
15242.3362913,1880.51216705,-13857.8931296,6351.08750114,-7374.38231596,-16416.4629207,2343.32738611,14560.843149,1102.4735125,paranoid_parrot
493.619132427,-13993.7590849,1483.22641297,-2696.68931471,-4710.31339139,-421.051032298,-7575.27266544,2019.07414353,1307.78781156,evil_toddler
20103.8815391,-10563.6289828,1827.74829167,-768.986577946,-2297.85880369,1044.42929685,-3965.58423299,-2886.91711731,5927.93767948,unpopular_opinion_puffin
-4882.73302811,3825.18953764,-1386.91069227,-4204.16811,-2559.36479999,-2788.85498649,-7957.30742834,-5003.60006905,-5175.90547359,sheltered_college_freshman
-2800.13527433,11243.357921,-8466.40113786,449.003038937,-4918.26827812,15846.2433853,-519.085016568,-460.306588601,16570.7467623,business_cat
-4642.31195502,8619.0335505,27365.6068298,14135.632746,2141.79137373,-1279.95773728,-1643.27437638,4877.17104618,2489.65441372,socially_awkward_penguin
-18478.029149,-9134.17802678,-8488.71795778,16513.5736385,2798.68400078,-3551.44305539,10451.5940054,-10077.5821116,2199.94509849,advice_god
-14216.5568008,-1462.60434146,-4788.74145871,-4455.98782364,10231.8928781,3436.99792359,3760.01106532,6192.36750336,-2439.09508501,college_liberal
31052.7723449,-3940.6664348,-1744.5845373,2298.20016936,9347.64040498,910.662459195,1671.16065403,-5053.38971301,-2934.35878635,bad_joke_eel
16746.0431793,-18333.0396323,9837.61204008,-12430.5037601,-6267.04816213,-870.360348162,16013.5681834,-716.091549139,3110.26669515,sudden_clarity_clarence
-6196.10571774,-8192.82100672,-1598.04279798,-8326.59410849,264.68809623,-2709.50257353,2833.41354848,2053.93678715,-478.705867366,overly_attached_girlfriend
-11923.0267612,-6460.44816942,-1833.04798814,-3017.15742615,-1231.53029159,-1671.48587915,20.6253290646,2107.06873043,227.633389873,overly_attached_girlfriend
25487.6018632,-5398.88183943,-3267.08253369,5282.51646306,10951.4339593,7019.79429716,-5152.513952,4759.43510961,-5085.25874887,unpopular_opinion_puffin
-4116.39775485,11249.6400249,-2803.85707114,238.220824585,-3043.9546178,1416.85047879,-4713.37722959,-1690.55987972,2879.5622396,confession_bear
20446.1849666,-18655.8749575,10186.9486542,-13113.0272831,-8694.33063048,1624.69992354,15852.7957689,-805.021881093,3585.24692441,sudden_clarity_clarence
-4908.87259121,8055.73914843,28201.1421156,13113.2328896,2349.52511771,-631.463232706,-602.819564497,5469.98443913,2306.9714941,socially_awkward_penguin
7892.79839994,20540.6603926,2988.81030601,2152.05931119,-7608.85835143,579.572904829,2741.16926696,-7481.32708229,-7793.84840235,high_expectations_asian_father
530.650499364,11978.9382313,-5541.24100332,-3825.73157361,-4177.09196938,1584.81347686,992.281616651,-537.036045273,-717.611704939,good_guy_greg
-18193.7838803,-11252.4543078,144.919042873,-1115.70373122,-4.00425329985,2915.15498474,-2393.77874335,4391.53620537,-2863.4565707,minor_mistake_marvin
7442.32869777,18485.278058,3226.83770101,724.084337464,-6876.69951441,302.099663075,5109.07536781,-6472.95871434,-8514.6270989,high_expectations_asian_father
22704.7037053,-19378.9308076,10453.2389462,-13426.5315024,-5923.53417276,-975.338377495,17099.1962345,-1637.39202665,6109.25679408,sudden_clarity_clarence
44.4479022475,-14491.5055338,1683.67320734,-2026.65282695,-5290.31448198,-277.079054941,-8886.02819265,2744.69325536,747.067255327,evil_toddler
-1813.32290529,16528.7356635,3329.04861224,-6330.14505137,9953.43801622,-7803.39860548,-226.334161261,-1333.70026699,4340.14075134,bad_luck_brian
30619.7271603,-3594.395139,-2138.26201871,4623.29003138,9080.00108182,2616.38681271,-1290.89034732,-4415.52362893,-4420.47257903,bad_joke_eel
-979.507169081,12120.4461988,-365.223694442,-1960.03702693,-3385.68380766,4932.86618076,5561.01474829,221.092635983,-6009.68317217,philosoraptor
-3249.78678329,10835.8502248,-7873.3887402,1625.65485251,-4413.84928733,15186.223108,-1098.24589155,369.827914147,14219.0697367,business_cat
-10002.8832583,-8234.87540951,8670.41541636,-8267.8702332,-7584.38799585,2295.25963178,962.249717364,4563.91762782,-6161.82415998,lazy_college_senior
-3376.19668892,12120.7615513,295.477330926,-3331.49032003,-2792.43303015,504.720555366,-318.153193856,-2510.47442928,-333.148411436,confession_bear
-441.766704881,13524.4059402,-5321.35975123,-3195.54611495,-6244.99735292,-299.085392132,-3432.17369636,-4330.50192884,3192.8169375,good_guy_greg
-3346.1977659,14049.8865187,2852.659995,-8775.87761625,9969.36951972,-7578.52330077,1937.23590197,-494.555087978,7733.34763173,bad_luck_brian
-4815.34642001,4205.70266338,-1420.32788091,-2977.21388726,-2725.2432967,-2470.50940794,-8393.41912277,-4472.33992448,-4413.11746047,sheltered_college_freshman
-4995.40079582,9557.80392214,-10500.0971833,2349.27796783,-1460.55262638,17134.4822894,4865.69645824,1030.17443984,16112.6012439,business_cat
32325.4941194,-6828.74582298,-619.204085051,2052.90883939,7240.33817579,417.98782828,-722.868755018,-4500.02641936,-2462.02907929,bad_joke_eel
-2665.61242895,10146.6461398,552.332440871,-3118.56186107,-2776.85120135,5256.76577086,5815.53282127,1035.243281,-6010.56504167,philosoraptor
-19467.2351166,-10888.8698242,-7932.45001312,16682.8524801,1868.37546765,-1645.04109202,9151.17506103,-9306.48551022,1054.86093511,advice_god
-8664.65305927,-202.287150766,-2568.87170833,-90.8937483749,-3433.18653057,1456.9256766,-1979.16023136,-846.832534264,-553.864054093,evil_toddler
21198.216938,-17771.6597346,9736.82420264,-14052.2106078,-4887.57617608,1510.25261589,17042.3872746,24.5587338332,3575.92673762,sudden_clarity_clarence
-3070.42243616,10138.7200281,-7834.49418896,506.257729299,-5717.73294637,17186.8997198,292.813086921,1337.9533354,13725.8913269,business_cat
-3366.23156248,10342.7444217,-6929.73364295,1038.03264714,-4354.03787457,15937.8727648,249.256370779,1385.80968692,12133.4275869,business_cat
-14702.2693527,-1456.72222758,-4941.63656392,-4279.91319829,10913.8920734,4685.78595804,5163.23140419,7279.8632235,-2396.56981889,college_liberal
-8611.1335702,-1634.20101579,-2223.97191594,-343.164334453,-4624.43699156,576.467754617,-5402.19888309,-501.238752232,71.8671044803,evil_toddler
-635.763676473,-15441.2307586,1870.20972305,-2432.62130549,-4754.80246164,-453.737699107,-8729.56102244,2975.09247101,791.462085697,evil_toddler
27887.700383,-5773.99322413,-3467.22192904,2230.6279085,6968.9741451,7632.26541468,-965.973050039,4761.4076668,-5613.13721386,unpopular_opinion_puffin
19331.2048473,-11463.7156036,1963.32009453,-444.071387191,-3116.25937235,738.078249174,-4640.24689929,-2379.39684292,5259.31132176,unpopular_opinion_puffin
-8888.38616068,-556.051760391,-2512.19715826,-276.663519684,-3992.63493884,1791.22758948,-2345.9534375,-714.084955182,-1426.12927064,evil_toddler
35514.9913151,-2641.80741557,-2017.63025421,873.837945758,8697.97214372,1470.18102766,2615.45187715,-5197.14608432,-2658.68187737,bad_joke_eel
-18960.8867654,-13069.1734351,1783.11493156,-2491.26401203,1556.44572928,1669.19663747,-3042.54945491,375.853633235,-2424.70216808,first_day_on_the_internet_kid
22361.8289488,-13444.360801,3199.32129609,-1373.60564357,-6351.50028689,610.636926768,-2546.81863506,-4645.5740508,6841.56127092,sudden_clarity_clarence
3241.82552283,1160.47518297,254.8222806,516.857131617,-4011.92478133,-1306.50679291,-2848.98391623,-3036.71311725,-530.609289712,overly_attached_girlfriend
-3972.22783956,9986.68486698,-1557.70115111,-1513.98096651,-2645.81021565,2126.66644074,-619.009578215,-296.428457327,-995.916904998,confession_bear
32476.6812734,-5301.84382325,-3239.22193138,4919.81719718,9888.69796773,1426.93443277,-826.917593433,-3878.88399937,-5182.97829594,bad_joke_eel
-17897.2707984,-11042.1107439,-155.696931127,-1196.89462411,547.645343706,2426.54899897,-1824.22773461,3775.16897301,-2240.41548291,minor_mistake_marvin
16218.8713633,2522.35003006,-13586.1510063,8284.77168063,-6540.41261248,-16099.669148,1687.57618722,14308.5799074,3362.97072766,paranoid_parrot
-14636.8187571,-1735.42645707,-5100.0608284,-4409.06013292,11058.4525662,4347.76984884,4625.64819244,6654.1739589,-2578.2669752,college_liberal
-18224.9608002,-9305.81597114,-8856.51602668,17804.9554004,1985.50526265,-3188.63918062,6696.11146085,-9133.57676828,2717.65066184,advice_god
-2986.02725724,15597.4343374,3841.53921489,-7640.40153148,9453.92940445,-8849.51491551,1546.58763151,-1226.38655598,6929.79913627,bad_luck_brian
756.674072179,11308.0347815,-5899.71878744,-3185.89914781,-3474.60017809,1755.24146688,-293.646939806,153.137951179,-2132.51968644,good_guy_greg
-6002.15159138,10554.6937112,3282.25474498,-8418.35755599,8893.73442922,-6348.98317708,3053.75150922,1269.50756369,5226.68206086,bad_luck_brian
-10153.2442596,-4726.72580129,-1015.26528137,3050.24822903,-9068.20207099,-4542.7363216,-7326.98880869,-2328.85512455,-3994.68749487,religion_pigeon
-3205.81513646,10122.5447974,-8036.9494959,162.849597698,-4912.60796234,16827.3764831,1293.33175796,1190.74715974,13187.2561441,business_cat
22955.9199076,7194.51980739,-4835.39455512,5742.75060468,3192.70787818,-419.896908055,-3324.29855015,1340.65387759,2976.50917663,unpopular_opinion_puffin
17146.7188828,-22769.3983563,10273.6026913,-10712.253689,-7461.61263771,832.913677261,10439.4933068,221.183412899,1108.70472769,sudden_clarity_clarence
-10100.2292905,4110.12507497,23685.6325023,10074.5384876,5279.06771505,-6437.26991778,-969.255684288,7471.09027038,6059.31070614,socially_awkward_penguin
-19590.7708961,-11842.4626201,-8515.96215187,17342.8034769,2055.82328341,-3699.57096987,8123.62556276,-10653.2560101,1880.46519138,advice_god
18747.6850057,-19301.9785529,8345.19473798,-10389.2148691,-5748.97938519,-596.957184789,14652.3972764,-482.421732603,1348.45591474,sudden_clarity_clarence
-8925.73924448,-3685.14444375,-1172.48329557,3078.03987063,-9726.28535131,-5552.25020047,-7342.89401308,-1838.36372257,-4546.9721011,religion_pigeon
-6409.73765988,-4200.61989686,-5042.51835827,-7885.98573582,-12112.0371421,-5287.01304728,7200.96155627,5613.07750611,-2534.89355199,paranoid_parrot
-17734.5015266,-10325.256682,-479.555726045,-1312.68096127,530.135278006,2603.69724066,-1570.81818533,3935.99087592,-2144.31431006,minor_mistake_marvin
24385.4611642,-2258.66334889,-3938.96616995,3483.35175547,11171.0065569,9586.18803454,-2598.80895193,5213.97541677,-7500.34120613,unpopular_opinion_puffin
-4613.1958661,5932.85768196,-5240.87694515,-1034.54966997,-7137.0640081,-9434.71487665,1104.0730886,3024.11934416,1188.00947353,paranoid_parrot
-9458.22315304,-7548.16165753,1541.87939576,-5419.51244068,-1782.73307003,1700.61071867,-1899.76980506,3305.89433745,-3226.37799024,minor_mistake_marvin
-11483.3226168,196.569317199,-2674.62918631,-9588.68853705,9394.78398634,-8718.59964863,-6155.8654484,-6253.50326541,2333.23550768,sheltered_college_freshman
-3860.2889537,10679.6920844,-247.153948302,-2191.13137345,-3028.86469251,570.315089552,-3285.90059693,-1040.60201931,5.26097712309,confession_bear
-18300.9386079,-12585.9433908,2811.18427364,-4518.55574713,-1374.2968193,1663.04456529,-2624.52957497,1085.57569334,-5778.59144421,first_day_on_the_internet_kid
33153.6905627,-3959.946178,-1728.64378306,3271.37159108,9357.16874292,8.31446276911,2323.27932784,-4933.31760492,-3762.74335885,bad_joke_eel
35221.6963262,-2370.89759148,-3463.46510917,5128.59182006,9289.1725282,-311.753360626,-1592.43425225,-6838.42282681,-1552.87696085,bad_joke_eel
-17654.6187044,-9888.04801926,-1453.53969639,2261.11286555,-1479.33458098,2304.66969879,-3354.17474094,831.267275675,-814.194207402,minor_mistake_marvin
15183.7395126,-454.660637866,-13303.4770892,7402.87937776,-8171.05173885,-16556.4665247,1770.67170389,13900.8784934,3538.56828587,paranoid_parrot
-2763.76161432,11009.7139526,245.447437917,-1258.62229504,-3652.75489672,6557.85842688,3301.27447584,919.402630175,-7450.14366623,philosoraptor
7658.43838251,20507.577828,2496.60500819,1353.17575412,-7580.34737004,1089.81007321,3364.29032696,-7467.35390652,-8291.98556185,high_expectations_asian_father
-15134.2533103,-6655.38536101,-1391.01576563,-1495.25518787,-931.96470031,-945.016807677,-2750.62442493,2190.94209108,-1691.60258321,overly_attached_girlfriend
14464.0864702,-1149.50805292,-12903.0990491,6725.52116763,-8394.63221388,-15553.2646657,1494.92316839,16223.6381151,1648.77465282,paranoid_parrot
-1332.77002129,12870.3424777,-812.903530477,-1358.50544802,-2945.32919673,5231.10607609,3375.65296315,-820.426919262,-4688.43275726,philosoraptor
-19293.5513899,-11711.5102555,-8070.41502744,17448.6002877,2328.47115434,-3278.12059006,8121.78071001,-8236.13188172,56.9699781259,advice_god
36394.7574556,-3856.49815459,-2782.86812044,4626.39265429,8774.89574598,-348.626745772,1320.025621,-5089.6248901,-1628.14511426,bad_joke_eel
15207.4543502,1218.37078225,-13346.8229108,6928.45603252,-7867.66380372,-16958.2257999,1966.59289475,14098.5203862,5270.14254079,paranoid_parrot
-303.630478841,14995.755056,1324.36427413,-4540.83121351,-4525.42061849,-486.366201872,-834.511135028,-2998.60581353,302.4868327,confession_bear
-18310.6744201,-12956.9729932,3145.15370332,-4048.03223343,-1241.31480805,1646.45093392,-2944.37460533,1487.58663674,-5218.36072801,first_day_on_the_internet_kid
-2419.74841572,13154.6609053,-5735.01562452,-2563.84498203,-3730.70567668,1282.3176466,-5010.54094943,-2872.81364114,3509.12872984,good_guy_greg
5969.0360694,19834.0005744,4268.00123857,37.0654178603,-8096.0304335,1008.93122877,5161.80901163,-6761.48869361,-11307.5754836,high_expectations_asian_father
17193.7769783,5176.60827005,-7549.37201709,2652.68992532,-4020.76669828,-2014.50345001,-8499.02239188,1004.67498887,4711.25512956,good_guy_greg
4651.23892335,18154.4144484,-1687.69939599,5328.1656107,-5691.05859999,1919.01382816,1836.0967585,-6494.0637282,-7401.298019,high_expectations_asian_father
-1918.4380417,11322.6233248,-46.859793915,-1209.44632143,-3003.9499809,5796.6090324,3910.32623568,331.594205898,-5121.11768524,philosoraptor
-10568.589845,-8634.58415321,-5.80234987146,-7558.88857836,-300.845035114,-1650.77398142,1470.72986884,1319.98894708,631.21091832,overly_attached_girlfriend
2003.0644034,7848.31003574,-7448.49918005,4842.00890809,-7606.85269049,-9336.74663605,2347.50654523,5915.04316613,-145.118154957,paranoid_parrot
-1075.77093145,11709.1461177,5007.99900713,-1836.87024259,-3732.482794,-1222.55622839,1911.57464499,-4776.41614456,-5893.49699786,high_expectations_asian_father
31135.8681337,-3392.01456268,-1810.90332806,4127.70950495,9564.00033486,1594.20461658,1347.47798677,-3315.98874133,-4793.10963948,bad_joke_eel
-2121.9205457,10637.1786718,134.135321013,-2086.5589932,-4058.6974981,5538.7229902,4144.39329617,881.386860844,-6556.54946903,philosoraptor
-9693.10567374,-4051.36419499,-672.717268713,3286.49937774,-8800.80729793,-4780.33282264,-7129.95958205,-1982.47796006,-3759.54733793,religion_pigeon
-1914.6959893,12499.2812762,-62.5875151271,-2622.77859371,-4050.3004905,1102.23420743,-806.723660687,-1006.93956128,-718.922421084,confession_bear
-14882.5465007,-6774.40657223,-4219.53371294,4329.84608383,-1793.66311792,3704.33188228,626.006322559,671.080645169,922.738703267,overly_attached_girlfriend
-11267.4547532,1370.56991372,-3365.56127233,-9630.85807319,9407.78231146,-9339.61108988,-7868.61377219,-8257.71702608,4347.05774189,sheltered_college_freshman
-17931.5491839,-12060.0223557,2715.88380917,-4280.29522133,-1365.81439751,1641.72175232,-3234.53000015,1001.0696741,-4932.85505895,first_day_on_the_internet_kid
-19465.0342486,-11251.693037,-7534.04152956,15510.8749434,1213.72105162,-1679.95264916,7463.07729748,-7139.4731646,1838.67448133,advice_god
-14852.658338,-1610.35498557,-5167.20286789,-4258.01916017,10744.6606328,4913.35391568,4579.49694689,7175.14629517,-1685.33354007,college_liberal
23903.501342,-1594.96260792,1855.36020937,-382.663150736,2519.68251314,-3910.87737645,1586.68621955,-2459.57743888,-2835.36336764,bad_joke_eel
-2104.64487661,12007.090232,-282.35674354,-1752.34766769,-3446.33268879,6099.8840103,3795.16002091,438.731630025,-6519.01679082,philosoraptor
620.076011814,11857.7382159,-5903.68745397,-3485.83320632,-3709.98423269,1479.59867629,22.9203783753,-348.35171239,-1395.38181867,good_guy_greg
-6992.31549763,811.859436409,-254.968973396,-3350.85460755,-1590.31659202,-4061.18640669,-6642.47879533,-4527.64136788,-4055.70772919,sheltered_college_freshman
-8.93377223953,11450.5820715,-9990.54324458,4233.167775,-7741.70384261,-9894.93272232,3048.13545459,5734.64126114,-2366.78521004,paranoid_parrot
17765.9150414,4218.43619294,-6933.72897957,2196.06056244,-5120.9311693,-876.395014003,-7229.57298245,2724.8321114,205.548172499,good_guy_greg
20339.3089463,-17756.5927766,9977.84821619,-13279.9014001,-7419.87034954,913.962427159,16526.7674998,-1460.81530125,3527.80175192,sudden_clarity_clarence
-2450.63096054,12409.3431081,36.3006243935,-1927.32171028,-4491.97514116,1534.19675867,-2448.46442028,-1530.16473746,-1332.55565742,confession_bear
-19636.0267243,-12519.3716451,-8266.09692628,17617.8391787,1334.94751737,-3118.70154603,8970.42186494,-10117.6640103,1798.30331293,advice_god
-4880.14035813,9900.2188638,-896.381588087,-236.766025786,-1317.32463036,4987.73333546,1089.56882914,1933.28360278,-1904.14456155,philosoraptor
-18539.4536894,-11963.3614124,-52.3170866455,-1291.38712692,403.410635417,3476.67744347,-1758.83447659,4533.88436314,-3561.47057418,minor_mistake_marvin
-5152.79766375,6487.51841479,27098.8489963,12172.4090211,1174.75235721,320.273426989,-514.586009481,5506.3460404,2519.70998415,socially_awkward_penguin
-2703.35136602,10735.9663771,165.809014902,-1540.64839287,-3936.24823797,6573.53027781,3625.00086012,1382.92128189,-7769.10527156,philosoraptor
-14363.1059467,-5079.65907319,-47.2267968134,-7649.3455911,4970.08711458,-4194.07152447,-1314.62068965,-121.149483445,118.736734815,sheltered_college_freshman
-19202.4814019,-13893.2080857,1607.76939359,-2748.89937985,1525.95272091,1854.50438268,-4265.63908395,400.634106071,-1721.19306883,first_day_on_the_internet_kid
-14858.4762524,-1883.96277564,-4875.41029513,-4485.21462547,10784.9366946,4571.30905805,5303.73420519,7217.4737614,-2471.8590115,college_liberal
-18584.4944642,-13325.4093227,3072.13829025,-4694.28056871,-1830.0483164,2435.31723674,-3799.36722285,1401.36550079,-5392.16197471,first_day_on_the_internet_kid
-18446.5438926,-13647.0308043,3145.86674665,-4781.40945498,-2152.59184024,2589.40770808,-2657.13909349,2123.04602627,-5757.92903494,first_day_on_the_internet_kid
1016.61258343,14601.9944433,-7350.43327819,346.005936943,-6768.68210376,1475.03961764,-5995.80654598,-2905.8216763,2614.26887447,good_guy_greg
-11325.4095046,1498.29012,-3406.54796646,-9639.06732229,9472.82391864,-9311.14315432,-7780.29718684,-8287.96031537,4432.47224912,sheltered_college_freshman
-2110.50969353,12313.0096091,32213.6924006,14900.3436873,2280.06240024,-2163.24705464,-1699.89424006,6971.12868633,4592.26975074,socially_awkward_penguin
-2591.09543713,15454.1068126,2435.53468247,-8211.11622514,13151.0878855,-9035.95423399,4832.52611741,593.551952279,5021.49048185,bad_luck_brian
10010.0299405,-1221.35451273,-1312.28197375,4734.69522047,-4619.16532758,-598.000010047,-5289.4304902,-2636.14436795,2684.94778484,lazy_college_senior
-10949.885793,1296.1628557,-3175.78430337,-9312.40612849,8993.78695064,-8479.59740556,-7512.65335011,-7226.51720159,4137.41712187,sheltered_college_freshman
-10141.7616779,-4655.92380125,-1419.5613657,2881.62335158,-8722.06561355,-4743.70324651,-6469.81133379,-1491.08310666,-4289.15411665,religion_pigeon
-20183.9507911,-12948.0538428,-8333.75559501,17814.7216445,1714.00332752,-2110.26789613,7979.11000027,-8520.21185513,39.6071616239,advice_god
15543.0628389,-17456.3759604,9287.15809011,-10698.1686981,-3742.35063789,642.73616116,14488.7355485,-1235.83731792,1107.62935918,sudden_clarity_clarence
6902.3249319,21989.1756131,2914.26654082,753.977632401,-4965.78093132,-273.980661634,6038.16377575,-7894.25620882,-9902.39123944,high_expectations_asian_father
934.041290909,-13977.1176552,1444.01602525,-2705.78488092,-5895.73055217,-903.161877622,-7982.19069237,1537.93385963,1834.33336277,evil_toddler
-2808.98868531,11735.5762018,-275.040174117,-1204.52224116,-3309.06119362,6398.8239142,2495.21740201,923.398505407,-7271.6823252,philosoraptor
287.901049123,11804.0400133,-5303.21429899,-2736.68549469,-5486.07260606,1540.20852698,-1119.32719876,-1343.37258079,-1078.98940124,good_guy_greg
-133.099560677,11563.9891228,-10234.2734716,4452.19243458,-7700.39401493,-9389.35076509,3719.23350339,4952.58168169,-1227.93183751,paranoid_parrot
18429.5506486,-19850.1751971,9978.18731587,-11880.1257763,-4011.92012321,1061.23765098,13376.3570427,-40.1342097328,2557.0466995,sudden_clarity_clarence
939.966112697,14469.7812456,-6433.08447229,-644.729364005,-7506.20488538,1895.16223043,-4244.96084722,-2432.26501706,2274.63197251,good_guy_greg
-4039.7598378,10742.7365975,234.435872697,-2937.20666355,-3883.60078523,280.666970031,-2060.99633211,-1779.58366285,165.534287046,confession_bear
-17951.3334903,-10249.6362189,-1096.98589708,-887.154489064,1082.25853483,3300.74090588,-2258.36796345,4103.70698397,-3069.16915394,minor_mistake_marvin
-11325.5436284,2031.42736763,-3594.59453608,-9303.74529379,9576.55813479,-9462.88858565,-8321.75064278,-8600.41505672,4686.57942211,sheltered_college_freshman
-14772.1197079,-2344.15262559,-4841.07337438,-4759.44658827,10758.5159178,4308.7902534,4154.92511547,6873.06908081,-2841.20321682,college_liberal
-10617.5116518,-5152.65420223,-712.516674209,2573.86172423,-9679.53894993,-4117.22231012,-7633.63976121,-1050.34339048,-3722.61352406,religion_pigeon
15613.5936199,-13948.0025875,4277.65812068,-4287.52049933,-8127.61350799,-2986.23687862,-8077.4601134,-6832.3612732,6349.72635711,lazy_college_senior
-1237.20844137,11954.0144058,-8450.04900837,-584.526098166,-6129.3510426,15868.8179773,1903.4668365,554.436715113,15693.959318,business_cat
-14722.8145325,-1592.44168441,-5144.47044097,-4106.49108564,10848.4805249,4765.57495645,4349.38509178,7233.52181956,-2285.31781609,college_liberal
-6025.32736232,9217.89630383,-9857.37898946,2379.76351914,-634.93874959,17761.9003703,3020.52058605,2569.10718076,16552.2103616,business_cat
-2652.37927379,10849.8326687,-129.96102748,-1200.49624659,-1665.2645279,5697.28348893,4645.18735684,698.366285493,-5382.42281366,philosoraptor
-9461.2535466,-2984.2561313,-2592.06262754,3258.6087997,-8504.7503976,-4478.8521513,-6954.9069786,-3242.90345209,-4088.26021587,religion_pigeon
13908.0130253,-1682.79446312,-12477.0521503,6470.07833807,-5092.84107989,-12660.1498965,-877.361915684,17084.1175483,-1353.38030018,paranoid_parrot
21891.4935814,-19304.360813,9460.81434859,-13391.1526438,-7747.53474844,358.963316914,16974.5065835,-1233.55922218,3942.89945764,sudden_clarity_clarence
32268.0131272,-3728.5528828,-3215.46113951,4409.73494973,8845.08349236,500.703103929,-1646.15762866,-5337.74692075,-3807.90743475,bad_joke_eel
-14796.8000108,-2258.64273443,-5125.90459711,-4347.17332886,10835.841702,5079.20362585,4170.51217681,6979.40283204,-2615.01145682,college_liberal
-17834.0548687,-10515.1116385,-609.603866691,2476.58134864,-1960.79285458,2457.03113446,-3806.96751541,1475.7995876,-2119.47186374,minor_mistake_marvin
20471.1714819,-899.618491382,2593.35435939,-1393.83131116,1648.90351456,-3790.65005417,4048.29995905,-2192.28297663,-3737.38525877,bad_joke_eel
-14612.1276757,-7453.13647151,316.091944989,-104.215431603,-3009.35501449,-1151.73684527,-1653.77895355,962.636060717,161.851577156,overly_attached_girlfriend
-7734.60810408,4336.70492339,26197.1163791,8953.70232948,2646.35903914,-3066.54618509,789.623545572,6021.4373697,2743.65114928,socially_awkward_penguin
-2209.00391758,-16241.7682125,10004.5369112,-3846.47981631,-8395.56488642,-1440.80595907,8312.95962966,785.73660534,-3246.74141086,overly_attached_girlfriend
26004.6206539,6093.61038354,-4257.81192942,6983.85095897,2950.83200492,-64.1541525534,-1471.49579532,1449.91491729,3483.47002043,unpopular_opinion_puffin
6363.25430631,20024.1555665,4392.97556848,-1475.55452068,-7676.81753246,913.461714038,6183.01995917,-7332.32447305,-9460.25082505,high_expectations_asian_father
-2620.36443131,15214.3833109,2741.79771153,-8454.31822356,12774.7582434,-8877.44739312,5374.75408702,522.212810685,5767.63554479,bad_luck_brian
-15229.2962014,-2430.9340739,-4350.13567101,-3630.94862027,9720.79561369,4987.29006511,3368.31140924,7612.94867303,-3157.45032236,college_liberal
1356.50036974,10759.9399169,-9256.99731242,4086.60565289,-7749.17800406,-10015.0668504,2374.37374038,4714.22142071,-1711.74591308,paranoid_parrot
-19445.7996122,-11917.2438288,-8068.85663198,16433.9133228,1777.38171072,-2650.9758538,8261.86061787,-8667.40612078,797.386063006,advice_god
-4184.25553597,7550.63305943,29705.6751651,13740.7465281,661.862821863,-1043.21715858,-1635.87399459,5467.60770754,2133.85933763,socially_awkward_penguin
-14994.3533604,-1912.62233801,-4908.77364184,-4652.38502675,10622.2202053,4541.655871,5350.42376208,6943.47592695,-2205.37435052,college_liberal
-4952.51313096,8148.60996005,28873.7177825,13675.0286708,1599.29644474,-833.347097778,-1760.05068405,5533.64478684,3102.75278019,socially_awkward_penguin
-9446.03936859,-2928.46150264,-966.146445073,3554.54164988,-9003.54875047,-5252.29113388,-7169.16193869,-1873.87515467,-3963.754272,religion_pigeon
28288.4201597,-8242.59063332,2161.08164807,-2987.7382181,-2485.76915987,1527.5356016,-1779.87436445,-3319.05622429,2884.26153687,unpopular_opinion_puffin
13858.3160344,1163.83342643,-13312.746198,5057.98275982,-5533.30757883,-14134.6914645,5339.34682347,15586.8142745,-479.547101465,paranoid_parrot
-10399.0786474,-6775.94568725,195.270174305,-5654.9603047,-2293.04671878,515.856041268,75.1873514698,3273.47111438,-1682.45260653,overly_attached_girlfriend
-10564.9208682,5646.23879073,-7875.14122645,1003.7490307,7382.42732753,7350.45940322,-2805.39932486,-26.955292345,10301.917916,business_cat
295.943540763,12598.2676827,6827.59010505,-977.197140469,2475.83417076,4535.06870388,3053.32261903,-872.913429375,2625.88600658,religion_pigeon
5529.92234172,16526.8646733,4290.04408884,-1578.99658487,-5346.10647428,3867.95798667,5559.35131877,-3896.91719681,-11692.9338783,high_expectations_asian_father
