a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s
-1075.88377629,11709.551037,5012.28858321,-1814.28064473,-3729.86580701,-1178.60349765,1917.33119536,-4743.13639568,-6075.9682483,772.644060305,1319.67046462,-601.870071191,high_expectations_asian_father,-7565.90148742,3457.7143962,-5481.97653106,6243.09783971,-2510.59929626,-781.829410875,-1254.89896893
31135.8907578,-3391.94220421,-1809.50548225,4138.31611027,9558.49212593,1558.27490714,1359.10761256,-3252.08484624,-4746.99073096,-5012.45038578,-823.467619625,-3019.87497789,bad_joke_eel,6527.85924828,571.857146603,-7780.01211996,-296.328610253,-3462.82767893,3332.00731587,-4404.12107587
-2121.86199586,10636.9095669,134.229956693,-2079.4168007,-4095.25076558,5571.94770931,4144.39072468,895.748667105,-6516.29075158,333.360053567,3386.70655817,-864.380626677,philosoraptor,-1129.70026808,-4729.08730338,1387.97511992,-1867.72406961,7173.01825457,-1802.75098059,-3553.79335122
-9693.14049508,-4051.82363491,-671.401370807,3301.06474417,-8820.53222126,-4741.07604987,-7055.34527426,-1962.99374505,-3716.41553208,-2096.41852205,7928.81011699,8071.22948374,religion_pigeon,15436.7702834,5314.53993305,-1154.0863006,12087.7375869,1750.29574315,-2861.08227689,-2242.57007062
-1914.76474619,12499.3712651,-62.6331411588,-2611.66550071,-4015.62268897,1082.01960837,-762.417372974,-965.014424861,-888.306759708,-6055.4975215,-7699.16772748,-3759.12133145,confession_bear,1255.09949333,-6487.94760578,2269.95795071,4134.19920623,-2881.78423631,3226.9848,-2506.96170756
-14882.4087212,-6774.05252759,-4216.71879002,4319.04017683,-1826.25628071,3694.99071059,567.807001914,705.047446985,1160.46975731,429.170098329,-735.080978473,-1127.21070302,overly_attached_girlfriend,1885.57422586,2839.76867452,791.361153125,1655.05519657,5301.40873796,7448.8983032,8746.27706113
-11267.4548568,1370.93451954,-3366.32808551,-9635.59030497,9415.75472204,-9365.64179839,-7886.04142933,-8227.92334497,4334.97965051,-4576.94981878,10592.9544787,-5294.76755526,sheltered_college_freshman,-3193.78654065,-921.86801794,3992.79273421,-2605.99317791,1767.65602585,1096.80992467,-802.058909761
-17931.5684854,-12060.5843786,2713.88210785,-4277.33354852,-1376.94627794,1672.22108101,-3190.70986876,958.5964948,-4881.68264789,-6206.6035197,-8817.22234668,35.0789355837,first_day_on_the_internet_kid,-893.687007025,7343.10889215,-2415.20020803,-4936.10909732,929.224933555,-5629.02542049,-1201.05846867
-19465.0826196,-11251.7294474,-7535.22007672,15508.401135,1243.4835156,-1702.99677839,7461.33356179,-7155.99970923,1773.7399341,2987.85931464,-727.398687216,3565.97600641,advice_god,-2728.6010357,-2110.91759551,-611.897753923,-278.6409549,-2210.89449549,-996.942630117,-1756.63586963
-14852.705449,-1610.71407015,-5167.06079264,-4249.17146493,10748.3597963,4929.57677396,4630.37913064,7177.13590169,-1670.97700181,10192.2673112,830.371220305,-4483.96340073,college_liberal,4647.32973485,1411.09942219,2650.70252399,1175.96010403,-4623.77749327,-2449.82529276,-1159.33122382
23903.4761349,-1593.45540627,1863.96109289,-365.506649916,2523.04178622,-3873.96666166,1555.5526357,-2347.41319058,-2997.27368558,4594.96809546,-43.0282306254,-1348.6989055,bad_joke_eel,4093.07652048,-525.799790485,-9186.04782374,-5030.66321479,2397.61931937,-1501.21172379,-2732.43890538
-2104.5661294,12006.7099251,-284.325834026,-1752.35517757,-3483.93813225,6097.86177747,3803.93260564,443.07175965,-6365.83843148,1416.21135412,2114.5007349,417.236699144,philosoraptor,-1856.33638686,-4327.40426094,1209.09240227,-1309.37219668,8691.22669613,-164.659782572,-3781.84277157
620.096835134,11858.1362372,-5904.2298989,-3489.53526971,-3715.23752256,1455.15167521,0.351904663201,-333.137587532,-1276.31708096,-2638.03219727,-2301.03754265,8563.1353406,good_guy_greg,7361.78435554,-1208.91895396,5459.96656691,-9278.0484817,-3846.76643933,5231.70674837,-468.343295333
-6992.24269094,811.513888207,-257.451894431,-3367.0827235,-1584.88845667,-4089.77659973,-6701.25562754,-4624.77495108,-4103.7793433,-7617.49409923,3081.00875749,-369.545924786,sheltered_college_freshman,845.934097598,-1588.1704007,330.351558317,-4675.40445773,-3475.52849826,-9247.47506887,-537.278684962
-8.89881162474,11450.8928876,-9992.15917008,4211.9227333,-7734.88036948,-9939.53234342,3008.85765824,5684.58638517,-2246.62563992,-495.175236297,-1515.05924889,483.429206774,paranoid_parrot,1035.87947768,-3486.56111,-1728.96481387,-1525.01714573,3510.5798551,-2414.47639698,-638.528252304
17765.888454,4218.31903578,-6931.40935161,2209.2949784,-5145.02933407,-853.186466465,-7188.70974283,2778.44926953,229.944138468,231.511031657,-5049.79450312,33.6012243593,good_guy_greg,1081.1854616,2893.53236566,2813.58761772,-3261.39116109,-4600.29095275,5000.7454835,1747.45817208
20339.3188619,-17756.4981816,9977.8408763,-13278.2981858,-7426.92787764,942.002659222,16504.200215,-1480.99471195,3454.88096268,-6254.04043641,2322.33378923,1428.21973835,sudden_clarity_clarence,517.166710231,-1065.77166826,7235.87519898,1893.64291937,-877.127901881,-702.914258884,2596.01008067
-2450.67661199,12409.5177955,36.9857635346,-1923.11156659,-4451.6218765,1522.00276775,-2433.50437922,-1506.05351905,-1556.45611231,-5574.88301825,-7356.36411833,-5345.56888931,confession_bear,498.184344642,-8066.46246872,3256.69099451,5773.64862846,-2635.58438025,1371.178876,-127.077792148
-19636.032424,-12519.2640575,-8265.99132703,17619.0893318,1340.58992899,-3114.79824925,8951.04373974,-10117.2780028,1746.51297422,1154.1060698,-1549.21657177,2817.00927443,advice_god,-2501.60341554,-2235.74731683,1511.88641218,-71.3445636468,-1072.26041673,-1052.20344269,232.048093711
-4880.19032815,9899.79999535,-894.545769672,-213.14497496,-1324.46720862,5010.86762358,1164.80767912,1993.21849132,-1961.65148381,861.118863234,2285.59777194,-1330.53196339,philosoraptor,-4819.84236169,-776.140621417,473.193540556,3415.38290465,-1252.94552991,-265.09174702,-4634.59694136
-18539.4589153,-11962.7665246,-49.6157436073,-1306.56813171,398.2784452,3456.68441423,-1785.16694575,4522.03251641,-3423.31081203,-1300.44531213,1633.49303043,122.54164854,minor_mistake_marvin,-2782.15305508,-1875.68150738,-4850.48109542,2023.42806769,1183.83973671,7023.75814357,7323.71931546
-5152.77806172,6487.72492316,27098.340899,12167.5311681,1169.24968613,308.917105488,-545.032851864,5509.17778823,2538.78578076,-3586.55456518,2112.22713048,-1859.82348323,socially_awkward_penguin,1137.5995499,-1753.46925021,1894.49858632,-3242.21623362,564.896830661,1313.13789194,333.825405877
-2703.27162396,10735.4130481,164.251651597,-1540.62361135,-3967.44262084,6574.94256809,3644.19371111,1380.07203216,-7643.25893631,1056.03861491,3426.94731947,94.0234450911,philosoraptor,-2243.53477518,-5575.58716108,1286.56403338,-1179.03549309,7643.67380831,-868.075269936,-3497.42479882
-14363.1332788,-5079.38659048,-46.7666367943,-7655.26871928,4986.36726,-4229.73087824,-1318.66361853,-104.663422473,157.192580547,1360.08004669,4812.00358158,1832.93432243,sheltered_college_freshman,-289.233521055,-3158.72473026,-1604.22566499,-1189.77185976,2707.55987475,2101.46149401,-2861.75957876
-19202.3985391,-13893.4331766,1607.00686261,-2741.48228514,1478.35713422,1876.48944711,-4280.14295456,412.470039604,-1639.91215163,-3921.98042548,-3410.30057341,-4065.01996884,first_day_on_the_internet_kid,162.145723208,6893.89670481,1958.86272433,-4647.95979668,4804.41555711,747.894788799,-1672.16865698
-14858.5083302,-1884.09971885,-4874.752655,-4478.96502837,10790.3574535,4588.43368073,5332.5157322,7224.96917346,-2478.45606528,8660.53771871,1647.55536268,-4074.60460846,college_liberal,5278.96547669,517.306764254,2609.18519825,1114.39524659,-3782.10156755,-1678.04927824,-496.705451113
-18584.5034814,-13325.9565783,3070.23588808,-4694.72174535,-1839.87441797,2460.7640452,-3757.84152939,1356.69223571,-5338.66120639,-5866.99489616,-7871.2154927,531.487397558,first_day_on_the_internet_kid,-1487.43373326,5886.39638351,-2080.91281802,-4276.14163438,1668.98001832,-4930.49932976,-832.522456797
-18446.5538575,-13647.606103,3144.25405646,-4777.42814035,-2162.48145314,2610.34377115,-2609.67714843,2097.53327907,-5712.84657466,-7265.51533753,-7246.30837915,1585.28650979,first_day_on_the_internet_kid,-1728.72473466,5860.95553235,-2291.53318875,-4397.89637956,394.254561548,-4339.46110791,-1557.20786255
1016.59500409,14601.7912376,-7350.74265073,341.079492437,-6770.92435831,1486.71201477,-6007.68816098,-2949.38083608,2663.31595293,841.180400217,-4266.39765911,3093.27959533,good_guy_greg,3467.31897664,2865.12820204,8036.8785069,-3593.56774498,-6601.29989207,3118.36764323,-1424.85062127
-11325.4128773,1498.60349958,-3407.18658731,-9642.17585678,9480.32875747,-9333.69371547,-7793.96592535,-8257.86344406,4414.721104,-4481.8339568,10352.8026009,-5486.13195778,sheltered_college_freshman,-3431.82405576,-681.936935431,4369.95490837,-2499.74351907,1414.36813891,734.262214536,-941.70000143
-2110.50469485,12312.9049845,32212.8683314,14901.6835526,2269.81160842,-2173.19286898,-1685.59399454,6980.424795,4681.09812766,-580.087699861,41.5969119677,-1073.24496287,socially_awkward_penguin,3038.09899758,-366.634231218,2095.51736623,-2080.78569468,-39.6415707076,1216.64894094,-2485.96190139
-2591.06964874,15454.2307421,2435.32570835,-8210.24498481,13149.0158435,-9042.7073429,4835.58950687,603.402084643,5024.03388026,-1361.22619038,-4249.38199258,8809.36529117,bad_luck_brian,1143.76963117,1923.75197846,-6280.49259015,1298.33290712,-628.23078136,1208.48013768,1166.30556603
10010.205462,-1219.74707983,-1306.87062918,4717.35550727,-4630.53590141,-632.404119532,-5416.6137579,-2558.33013956,2696.71311368,1554.43565039,-4060.05553218,-2480.56238377,lazy_college_senior,7621.91724866,-848.802755904,4939.46639749,-5561.94937908,1979.17425813,389.380045508,12552.1556869
-10949.8921852,1296.65071805,-3175.24521872,-9310.44607647,8994.78914322,-8485.37160923,-7531.7961525,-7187.19692753,4089.61742527,-3886.51862393,8789.25943346,-4774.33574463,sheltered_college_freshman,-1700.89125256,-488.931655206,3042.54957782,-1409.72670656,937.511874482,335.987819579,92.7992788477
-10141.7900042,-4656.57980874,-1418.42281526,2898.7991875,-8748.73020636,-4693.87151386,-6384.88411415,-1476.60256428,-4235.41079149,-1879.58539453,8294.58628468,7483.9139217,religion_pigeon,15380.0314593,5466.58984692,-582.233421855,12129.4518296,1729.39705244,-4310.35625003,-1862.78219268
-20183.9297931,-12947.9952462,-8334.11800665,17813.734579,1724.2750185,-2140.76498511,7972.7495769,-8508.81599347,32.9182863489,310.717579659,-617.318901776,3739.36055997,advice_god,-3431.73864694,-3242.57023161,533.882341721,-710.791567984,-1399.32036095,313.347617052,-1309.51357192
15543.0172535,-17456.9772536,9284.13923826,-10696.811801,-3737.58750668,632.705490953,14569.4552763,-1264.07620025,1207.10775046,-4355.59566452,2198.84675735,2527.9268097,sudden_clarity_clarence,431.876728352,-3.76900664993,1847.22798334,-971.255717953,831.318117693,-271.560292587,-955.839308612
6902.32026956,21989.530538,2914.16595225,744.027229057,-4945.41391011,-280.807573169,6003.15715662,-7919.19496919,-9929.76088945,4319.85982665,4713.90558117,-3451.03286027,high_expectations_asian_father,-2836.48834391,6309.45465078,-3612.01189868,164.74345325,-1058.10172946,609.375887631,4885.64647224
933.932324569,-13977.2402841,1445.21892402,-2694.02652052,-5864.14442928,-886.438133078,-7961.62702623,1564.15197501,1619.70877509,5563.23551495,3763.66278066,3755.7436816,evil_toddler,-3099.06312355,-4473.46741927,-4032.55778895,-504.082750298,-5958.31340077,545.94660799,-2414.92658111
-2808.90364145,11735.1244338,-276.968949766,-1208.99605341,-3336.77792703,6400.63553789,2495.7100557,905.204300394,-7158.0980182,2766.42534382,2298.47489648,-1161.68760849,philosoraptor,-2206.48669365,-5296.51211439,875.746032285,-167.261498194,8626.10853258,-1230.18936221,-2993.61851701
287.921961787,11804.2399003,-5303.32753408,-2753.18171397,-5483.59635436,1541.80239973,-1185.28250059,-1391.17656382,-1024.16959544,-381.512423236,-1313.69048352,5281.09859051,good_guy_greg,5577.98549624,-2118.73740459,6676.55803264,-6576.4092666,-3198.62982757,1549.79587607,2275.49046432
-133.030385858,11563.8888698,-10235.0941067,4429.83424262,-7706.90507512,-9407.14944691,3684.83956768,4887.57340724,-1099.89993894,-2256.06761326,635.804359404,-882.217275346,paranoid_parrot,767.712469244,-3249.65184645,839.846121124,371.164990469,2865.16730039,-4745.70658737,3833.83935367
18429.5414174,-19850.0470727,9979.16532385,-11881.0497717,-4003.09069899,1062.66211906,13362.2624669,-45.8179513368,2504.32087706,-6510.50973013,3953.34601249,454.770280254,sudden_clarity_clarence,-1253.8859295,-695.363480749,4182.32967707,1059.79680665,-2682.61601576,-1844.5920375,2646.58093519
939.961559237,14469.134132,-6434.46554241,-651.041399397,-7520.13484051,1910.63200796,-4235.50332058,-2491.19614049,2400.44947284,307.786563783,-2653.08733262,4269.40218271,good_guy_greg,3722.52212416,2090.65838127,9205.57058581,-3849.04041378,-5138.20727372,1637.49400223,472.504842602
-4039.83910844,10742.710732,236.460498714,-2929.46179037,-3848.14717773,289.471780273,-2026.51295966,-1764.44682528,-73.7757698311,-5449.61091222,-7653.88577537,-5869.48920659,confession_bear,-1077.92735789,-7442.08530268,2893.35010978,7188.1961049,-2358.55833053,504.98663219,-983.4290443
-17951.3493402,-10249.0330902,-1094.59660099,-903.627164865,1080.65655284,3284.52486524,-2286.65539668,4081.65507112,-2942.53675835,-1039.69007004,643.936907953,-1165.7407092,minor_mistake_marvin,-1893.72479762,-1945.49139764,-4527.477574,1747.1124085,539.00942243,6666.51685044,7952.46910196
-11325.5514952,2031.59967647,-3596.09577307,-9309.3070968,9586.65960637,-9492.4238608,-8324.71903227,-8587.22179172,4700.75382156,-2582.60916525,9546.6769936,-5930.02509792,sheltered_college_freshman,-3775.38950815,120.305527661,3351.60081061,-2470.59755711,2011.0196793,1210.82450871,-1819.26439171
-14772.1653156,-2344.08724851,-4840.14287642,-4752.8893042,10765.1351873,4331.73447465,4180.44020854,6881.15212804,-2868.04408734,8824.24504817,461.104631806,-4128.11034819,college_liberal,5417.34398385,6.10712258428,2101.62624551,205.987783323,-2825.95777217,-1506.26373542,-1185.68080411
-10617.5421631,-5153.40294439,-712.957861141,2587.39117052,-9700.46688045,-4096.93575301,-7546.70042156,-1040.61097589,-3628.61896418,-1487.81257461,8032.03142095,8883.7659044,religion_pigeon,15067.0698704,4875.75504193,-789.601724839,11570.9532417,1133.36820229,-3275.96376116,-3064.58991361
15613.7365381,-13947.4093331,4274.84714484,-4296.82833851,-8165.58564505,-3028.84222537,-8135.7578012,-6772.50719601,6627.81949296,15617.9036243,-7325.30233599,-805.66768326,lazy_college_senior,3671.22369223,-5365.0597383,342.671838934,-1766.76038351,5765.69490146,-5486.25331892,5565.1930596
-1237.25454293,11953.7016675,-8449.46322949,-580.828558782,-6122.55589974,15874.0927432,1927.67489422,555.602843882,15638.4413143,-4705.03905267,5416.97258264,-1074.17036925,business_cat,-339.400692604,2215.3539951,-4305.5313761,326.01830793,-1894.73598325,-4903.95634647,93.2750900192
-14722.8488376,-1592.71026727,-5144.34826653,-4100.54179226,10851.8430596,4779.80306189,4384.36820278,7229.16064364,-2283.75174473,9659.01515628,586.221895685,-4788.06480469,college_liberal,4826.55106664,1259.51063321,2469.03782065,1341.73204963,-4327.04111444,-2116.70304884,-1441.91202689
-6025.32222161,9217.68245575,-9857.56329953,2388.10250511,-645.667890667,17741.7811386,3051.08542374,2600.42000227,16610.4011352,-4606.23742118,5549.88099575,323.789966957,business_cat,861.499251021,5413.27647477,-7057.31752578,667.686770218,1104.93637671,-296.612372722,-4024.87668641
-2652.34392476,10849.4110783,-129.772531086,-1194.0354011,-1692.89202138,5732.70484102,4669.47181121,703.705361616,-5343.01006565,630.315517407,4225.17946356,-691.578378711,philosoraptor,-1784.3454799,-3598.34540297,882.687995109,-1074.90534212,6309.58250118,-2732.50455369,-1972.18934525
-9461.2546051,-2984.97338763,-2591.62535561,3268.29696058,-8539.33848036,-4436.18066852,-6878.43564807,-3242.88698105,-3936.18642432,-1716.20679461,7412.839298,6486.13263555,religion_pigeon,15767.1603705,5777.15770924,384.12072394,10667.8217411,3603.4459073,-3372.65885625,-815.803524724
13908.0032329,-1682.63776266,-12475.2748852,6478.93160902,-5091.33333,-12655.733824,-844.489347526,17123.5909583,-1417.81788776,-2439.48149829,1234.7663844,-2822.06710476,paranoid_parrot,-3180.19266482,-23.9512948986,-785.054846426,-96.889283637,620.621964748,-2271.66237823,444.650309764
21891.5141665,-19304.1521652,9460.16369202,-13389.369532,-7762.64732789,364.75083181,16944.0367124,-1240.57885535,3927.04135575,-5626.20747394,1670.26352426,647.551643211,sudden_clarity_clarence,2181.50153774,-525.411455555,6353.6208441,676.389683888,-451.861216079,2402.74049916,603.203021588
32267.9868729,-3728.6928646,-3214.21503844,4414.05018702,8834.62351583,534.669025861,-1626.56966098,-5334.16917498,-3809.66650199,-5710.06012386,-2313.84629177,-5527.53984178,bad_joke_eel,7381.53306518,-2630.27438818,-3881.79114136,-1589.66876487,-720.508782887,1198.48095881,295.846271751
-14796.8255173,-2258.64820493,-5124.71533274,-4342.78611705,10837.3990069,5116.53951298,4184.24332897,6977.85945318,-2656.03419626,7384.32562371,1227.7897784,-5124.34538932,college_liberal,5269.44488441,-279.268817303,3155.17481187,1169.93564964,-2849.64428809,-3273.58017149,1509.20705876
-17834.0551199,-10514.3566035,-609.36776657,2475.08717766,-1943.57939703,2441.58373097,-3834.56281669,1476.11233307,-2290.40259331,-3770.11513296,-1552.82548696,-3446.70131886,minor_mistake_marvin,-823.912601259,300.98529068,-5331.61445609,5728.24308507,-1928.08891564,8199.42955167,1060.29569801
20471.1773616,-897.912509744,2602.53369545,-1379.64078582,1653.00868226,-3772.58306191,3998.89067459,-2062.43776485,-3887.39033785,3134.53154763,1353.66531744,-317.778583726,bad_joke_eel,4660.56380814,-1274.50298508,-8134.84396066,-6250.63474483,1702.75627511,-1622.8389161,-914.349684169
-14611.9801373,-7452.94214465,317.678637629,-95.4781913976,-3033.35674139,-1143.98935473,-1741.53956942,1038.8085504,114.655268379,-558.549503379,640.036895138,-533.990143906,overly_attached_girlfriend,1175.16988051,1717.04012059,3952.52739834,2158.70174794,4706.7079903,7508.01967138,341.02040056
-7734.63935845,4336.48109579,26197.8688267,8958.16726365,2639.86483499,-3053.00389383,802.395068454,6026.92590366,2763.68578613,1312.36434556,480.588237221,1565.0564381,socially_awkward_penguin,-489.101727267,-2395.79335177,-1174.68678371,1104.95526816,1719.0825287,-1742.80086973,-1465.1898361
-2208.88526687,-16240.8803013,10007.1291664,-3843.03571464,-8408.2661126,-1480.84839511,8261.49075327,877.046996329,-3257.85740735,-2046.18716173,4278.97407937,-39.9807015441,overly_attached_girlfriend,2479.94965847,5643.70728771,-7321.60032299,-277.894521568,1227.04607826,2602.36134934,6244.41770152
26004.6450299,6093.91987851,-4251.50020675,7024.5215097,2940.27518135,-37.1328913462,-1319.15380531,1594.42887728,3396.53550068,3989.94295071,6544.45143571,6483.73057353,unpopular_opinion_puffin,-338.492852414,6721.50099133,1156.18075314,-4214.07730406,-1670.50871384,-669.021178949,1382.98420205
6363.27691937,20024.5847738,4390.91317636,-1485.65743564,-7671.83506641,877.062546006,6136.05635636,-7329.41523473,-9386.89328029,3489.07455995,3731.81660269,295.505880798,high_expectations_asian_father,-2637.19796795,3773.443459,-2685.27666624,-842.576794075,1550.61319171,1075.38320877,5783.59876363
-2620.34744917,15214.4171268,2741.69087093,-8451.72743169,12769.6872605,-8883.56577017,5378.68923508,532.202211047,5790.68657108,-610.416777781,-5108.35244703,8964.53024707,bad_luck_brian,443.549536807,2400.92872712,-5383.78333919,867.985974139,-1240.36268218,533.83432718,1289.44071003
-15229.3457398,-2431.07619012,-4349.73143017,-3626.70472778,9729.29962322,4995.83051727,3409.87094064,7611.90683292,-3158.64677679,7739.81154721,961.130361361,-4111.42909807,college_liberal,3799.25479394,-412.281773981,2104.74880456,925.74710028,-3358.55057223,-2101.58332306,-865.536849744
1356.52786284,10760.8068377,-9253.68035618,4073.26886531,-7753.67566953,-9983.19017776,2295.0477584,4689.40039294,-1742.52930148,-2892.82970283,-203.805665823,-1944.45901932,paranoid_parrot,1409.32710752,-1980.44407432,869.113895383,626.207910659,2152.28698877,-3212.24410238,3244.28941556
-19445.8190774,-11916.9328807,-8069.18509357,16430.7332722,1797.71474386,-2664.89587949,8235.66090227,-8670.13420539,743.972135037,1629.3881529,-1195.27430924,3393.15492868,advice_god,-1928.88842872,-3675.58805816,491.313772756,-900.653232989,-318.479290667,43.5018583355,-433.15666737
-4184.2583396,7550.65769084,29705.1412993,13733.9163215,667.346437254,-1050.87842845,-1648.40981268,5448.32262711,2154.49588512,492.4025405,1993.1225581,-948.85884943,socially_awkward_penguin,2199.47645028,-860.509904628,2388.50106853,-1362.62095992,-20.8014745609,610.576768232,-238.70032267
-14994.3906617,-1912.84432243,-4908.48861613,-4649.90202491,10632.4793357,4563.9898505,5382.01744822,6933.21450753,-2220.63200877,8806.86715408,1951.43570679,-4993.98874568,college_liberal,5100.65210274,71.2092905641,2932.66208296,1046.0304592,-3460.97824938,-2851.59868117,478.098441843
-4952.50270991,8148.31481497,28871.6456978,13675.3075605,1593.27026553,-853.759463639,-1738.34510005,5537.16555199,3191.08075068,-735.157996863,1474.61285589,-1189.07726882,socially_awkward_penguin,1335.79082803,-148.28819465,1483.46538325,-2250.37329747,72.0483164688,1377.17041697,-2180.42037508
-9446.05929601,-2929.10624244,-965.787749571,3569.27342094,-9033.65761552,-5221.44084731,-7083.13864282,-1855.48857017,-3836.09169282,-360.074696219,7970.75167794,7937.3974909,religion_pigeon,16878.4933937,5064.75833021,-463.681557166,11959.242548,2597.43885241,-3168.11081535,-3209.4436587
28288.3910579,-8242.91072928,2157.71202883,-2998.33474343,-2468.24642439,1522.21841989,-1781.27551262,-3372.54860859,2948.66233576,11688.3246647,17.3240262057,2675.57532614,unpopular_opinion_puffin,-1895.13247503,-1316.48587173,-1589.7127143,-1923.98745863,2969.72244742,4600.31206407,-5825.97614688
13858.3469413,1164.16048341,-13312.6836476,5063.73344801,-5538.91493211,-14188.9973333,5341.70702587,15653.9288581,-403.624118672,-2961.66907828,-1047.19271321,-695.04542096,paranoid_parrot,-2577.04109792,600.493975536,-2371.55641308,-2116.69680646,-206.250249793,1349.51527172,-2036.36942483
-10398.9574919,-6776.21398847,197.467626953,-5658.4667945,-2351.47893955,549.934286148,22.6838902416,3273.76420484,-1448.78752655,5704.8257705,-384.84074674,2775.03082086,overly_attached_girlfriend,-214.500087032,2652.62047594,5021.01701965,-494.277275453,7963.5213081,6487.3337577,4171.62414409
-10564.9078314,5645.88337029,-7876.29333833,1017.3875089,7336.44538557,7384.45412039,-2786.79831443,-19.0607038259,10367.7170947,1437.56277583,-3664.48064675,-5830.94577627,business_cat,-891.58836435,4628.30879834,1064.90275343,2539.10153739,730.445802219,-2648.92945268,-203.641872793
295.973518791,12598.6877872,6827.30648788,-991.222368094,2512.35875239,4492.95994965,2969.54904577,-893.700691138,2460.84744426,-1171.18031803,-1445.90062549,-6500.72602962,religion_pigeon,-14050.416691,-4184.12450944,-1424.81283859,-11591.9505482,-6446.91576432,-793.260829986,3251.08456292
5529.92227879,16527.8760474,4290.03621008,-1581.66030223,-5326.37307195,3812.00874919,5517.13756924,-3842.96068339,-11670.4799532,2999.48599996,3285.05932975,1690.53049639,high_expectations_asian_father,-2855.29803002,4782.72727751,-4101.46241648,-3951.00611966,-2329.07374031,3998.53400594,4216.01380388
-19935.1231579,-12694.8666844,-7790.62905991,17336.3967842,1517.75873553,-2264.71418773,7889.34931348,-8993.26567437,1325.73034974,395.89272088,-812.101077803,3278.10695125,advice_god,-3371.8909081,-2263.28119653,1793.06484299,-395.549618564,-840.87775424,-1882.0634901,306.297684148
10762.8177821,-530.475364934,-1017.01213754,4763.55574298,-6463.14380361,-943.012646672,-3755.85237762,-3313.5655516,4514.31249665,1436.41281912,-2001.81546789,-2222.57869531,lazy_college_senior,8447.90351698,534.866591961,5502.47691164,-6378.73266743,436.417441578,-128.640596237,12035.8168418
1192.78192919,14011.2256125,-6521.45749388,-1678.7430801,-5417.02194166,1127.95046006,-1929.46464127,-2306.4640128,-63.1376506845,864.129897779,-3874.40950874,6252.03572076,good_guy_greg,6242.25069172,-547.568984403,6157.57833002,-8182.76507041,-3675.16542891,4476.57320816,-1554.23508642
-17945.302348,-11109.4027425,-943.348751998,2377.86790762,-2480.22346112,2409.16515212,-3811.18095047,1240.55208433,-1136.09577848,-4574.24418308,-1052.37115417,-4517.53688274,minor_mistake_marvin,-202.803903321,-1277.88214504,-3437.33823603,5485.71441643,-2003.06870802,6939.55158364,3163.46063197
3537.38546065,-11131.6757576,654.433857,-3266.86966979,-4216.55839525,231.52961409,-7122.49775469,1687.29906629,2542.80009401,6260.92832649,4528.73944052,4644.45588497,evil_toddler,-1984.78434524,-6623.15199643,-3868.79236944,-1340.3852729,-5144.55102719,2018.22830274,-2446.77560631
1531.81951654,8409.20014533,-8857.74215044,3971.54265637,-8728.16612955,-9968.64120871,3078.84946734,6014.87966463,-2829.35618267,-2446.41545696,809.71969794,-668.182904099,paranoid_parrot,1304.15607771,-3808.39332408,-159.026416911,-1706.5331146,2399.51645967,-1927.07173434,2169.23824466
-11350.3727743,1158.46116402,-2380.90621071,-8073.33399983,8845.03389784,-9475.73239614,-7545.02748488,-7998.51178419,5498.40584779,-3973.62176722,8610.24845488,-4638.0487879,sheltered_college_freshman,-4023.35572577,-86.1819495088,3188.56129279,-2340.23121409,1621.22543644,378.391644257,-547.222715092
31367.7140388,-4758.44931163,-3589.09126907,6402.29015671,10392.307418,7153.58311679,-4773.55693086,2611.06024047,-7474.46835394,-1354.42967702,3883.24480501,8627.61793928,unpopular_opinion_puffin,-4734.87896823,-1711.09773437,711.159119598,3378.7756142,4111.58109949,500.530296883,-3726.78202514
34001.7010066,-4913.22721597,-2888.74305222,4731.90170682,9598.34254516,564.795177451,-597.004064859,-4297.85136356,-3040.42874382,-4954.87501536,-3414.70497682,-4353.34893662,bad_joke_eel,7633.63045834,-820.696261404,-3397.76848757,-2831.43602491,2339.88614393,1721.16987112,1770.08489186
-3974.39807614,11215.6551659,729.412349482,-3645.60635103,-2268.38046899,568.752847344,-267.489814352,-1259.68575147,-1611.21897294,-4299.26815172,-7450.37924967,-5556.56717546,confession_bear,296.370585978,-9129.4220971,1304.69765475,5580.19786938,-1622.38071202,-439.629306278,-274.559020988
-49.4107942523,12794.7225276,-6524.67692742,769.302173865,-6483.32404669,1489.06776868,-7522.07138171,-2134.76005142,802.335944387,-886.832908673,-3298.67891232,2401.70986657,good_guy_greg,3402.35242599,1460.03305672,8142.16720498,-3765.06270699,-5921.02474486,2905.10714239,-171.789295077
33742.824694,-4101.26519191,-2713.97739346,4671.92784929,9352.1843259,624.987325621,-1300.06108164,-6005.064036,-2426.80450248,-4645.42379471,-617.018442777,-8159.84990664,bad_joke_eel,7864.3600869,-1454.19920106,-4578.65692616,-947.250105776,410.657298418,-2563.41540687,2769.65995528
-18695.1244274,-13829.8527466,3133.73764306,-4983.3910404,-1899.33972652,2375.22690229,-3175.5792183,1940.26860768,-5991.99369691,-7803.88554647,-7867.7728631,1099.13983957,first_day_on_the_internet_kid,-2017.42957247,6661.08338381,-2129.59781703,-5135.88238198,60.8130368288,-5425.34464991,-1532.66473928
