a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s
14212.5840438,-12241.5111668,3907.92370974,-2745.9247849,-7207.92600247,518.715752119,-6370.45878403,-4216.62427083,6429.77032621,9919.03776322,-4776.55054618,549.042761812,lazy_college_senior,2344.28979222,-6867.76210652,3569.43884955,-1539.4689662,4340.11203971,-1033.46089947,7434.29775272
7584.0177298,-3743.97785869,-6199.54775732,326.40232018,-1951.49394299,887.318902842,-2613.2513528,1666.26300107,-3984.020543,1217.92920919,2305.37892309,-3248.30344704,philosoraptor,-3280.90995647,2.08296326751,-2138.75500899,-1754.56169473,350.450081145,497.976320755,-1757.4551783
-2554.76356287,11630.6068355,474.606870795,-2855.71369028,-4091.92851389,1948.21000456,-1130.07784272,-422.087902719,-2224.40049932,-5215.71449208,-8108.2558677,-3079.08185803,confession_bear,1117.34874457,-8054.78883731,1932.98847859,3462.28839636,-2034.17382533,2452.49362221,-1940.39873792
-18009.3744834,-12679.7966726,2854.66045095,-4420.22457024,-1456.76387995,1036.03744964,-2886.89821235,1559.23285785,-5816.12647386,-6390.9523699,-7211.03975356,767.585707116,first_day_on_the_internet_kid,-988.823296606,6346.53842354,-2855.76435191,-4979.77742758,-40.7965157518,-4434.20401975,-2658.00231808
19070.5230342,-15649.5451659,8557.10208049,-7211.41678482,-3594.55715456,1145.459013,9767.95167736,-645.22704723,-2352.06381001,2014.05477986,1978.68010821,4433.27278955,sudden_clarity_clarence,-426.097753032,415.483848398,-6280.06754641,-3228.38564905,-2822.42416454,4931.58499496,-10966.6454632
24613.8442102,-8401.77948846,-10445.5939664,4333.33137544,361.647728257,13663.7732335,-6081.13969638,5457.46017657,18918.2424208,3584.94199745,-1801.54987644,-4679.95991789,business_cat,-2748.67915604,6205.16783737,-3731.38503161,-1983.52249715,3142.4329335,-104.900172327,88.9358806729
-17744.9407806,-10511.2346724,-746.954581362,1903.64593808,-2171.36942497,2785.25372529,-3314.2109698,1482.23145204,-1440.78255301,-4187.29373917,-1883.91822944,-3361.61612565,minor_mistake_marvin,-237.081703192,-424.015485316,-3798.48063948,6283.32993993,-2228.80663501,6897.5080314,3534.44411541
5212.42331969,18924.8245576,4505.18261469,-269.070452152,-6796.78869533,1685.65594096,5115.42609949,-6196.89620524,-12320.5619931,3897.48175944,5805.62101553,-486.19197927,high_expectations_asian_father,-2893.72328671,1488.50297415,-4028.31222559,-268.896663724,450.013687603,-204.70054379,6022.7674775
-3626.36898808,7285.03367725,-6913.1005341,342.892392623,-7825.93583553,-9516.70740554,2185.11326446,3472.41952647,1194.81739118,1797.02996961,-2750.46116967,-363.443124501,paranoid_parrot,-2082.59055804,-2484.08534179,-1087.02113035,4272.22088993,4536.7366132,-2217.49386261,-874.479624031
32853.0722626,-5335.33701426,-2689.10102225,4022.61608557,9584.55247907,951.970129504,-934.287850889,-5212.74106233,-3614.55763138,-5670.9592199,-2063.93065907,-7020.71317522,bad_joke_eel,7065.1374636,-3355.27215798,-3917.44582178,-1151.81059556,1015.34389797,-2300.00097027,3943.58975518
31959.6509477,-7328.61153069,-894.037124849,3477.58217262,8790.46688803,1338.85710947,-739.144188795,-4038.07749258,-4380.39591247,-4443.54268655,31.4190072702,-5781.75421085,bad_joke_eel,4835.76445397,260.318164846,-6572.63842585,137.188845854,-53.4270978891,3657.48350124,-2958.34812898
6527.07778976,21371.8531905,2630.33422247,235.276353399,-6526.66846176,2928.19825588,3905.43580137,-5142.21215264,-11341.3839729,2808.46632573,2169.61248439,135.677046288,high_expectations_asian_father,-4479.3119061,6761.76579278,-3366.16989167,296.207633151,-4169.38345241,3996.16440116,1876.24276568
-14767.5610792,-1662.83337013,-5287.32968316,-4382.19255534,10895.2365925,4524.69456595,5036.87588021,6799.02481047,-2354.63884154,8756.32327127,1499.06087129,-5364.35983845,college_liberal,5150.58523288,349.901173457,2527.15358683,1408.07824787,-3437.54391622,-3288.91983898,589.900323371
-11262.9297597,1582.63036541,-3390.69450103,-9306.58900022,9373.09749427,-9307.64386815,-7514.11356107,-7949.23773401,4222.34164271,-4121.73421167,10416.8654351,-5495.20602239,sheltered_college_freshman,-3277.34673217,-790.287869386,3661.18059964,-2266.12559736,1822.52239268,807.613168406,-599.48567064
-7313.04535256,509.692766934,75.8736668047,-3065.3165394,-2978.90715889,-3985.86803587,-7380.90452844,-4394.15760406,-3967.13076477,-7702.25875084,3829.1222256,-653.580021796,sheltered_college_freshman,-65.7658422066,-3252.90976446,445.966772974,-3503.50227032,-2795.60623661,-9750.45350053,1675.8739518
24819.6259145,-5789.92918368,-4759.23148389,6178.29180326,14368.8312138,8873.33113455,-5682.02539037,7028.6905898,-7079.16482702,-7295.8959644,3536.19346653,8004.12180372,unpopular_opinion_puffin,-10097.4185844,495.642586638,4925.3818591,6703.31402822,-1603.52247299,-390.701676788,-1906.50876943
32121.6782791,-3827.39777403,-1117.91957236,2319.39056951,7734.02869738,114.170392886,3462.80473236,-5101.75497385,-1613.56676816,-3728.70696458,-1217.97624861,-2256.63237495,bad_joke_eel,7907.89521157,-429.982674387,-6051.30897378,-2168.24210715,-2032.47121141,1387.14823745,-2212.16476898
-2481.64619177,11631.7558848,-220.272047166,-934.684204132,-4017.13104928,6239.67891695,2435.64560206,649.392163973,-6531.74013122,2535.87390861,3114.62218166,-1320.82048076,philosoraptor,-2916.46097969,-4945.73785199,723.966722818,-37.2225899308,6393.4105135,-1015.72090523,-4662.09200005
-19032.2994089,-13851.4828928,1958.79612592,-2887.31886882,1809.03844315,889.36357919,-2380.47317889,682.002359827,-2895.53914384,-4175.96402144,-4142.95984111,-3816.56188379,first_day_on_the_internet_kid,459.262488523,6813.35035469,526.323969273,-5169.69683821,4349.24470461,1887.33862611,-2094.15460967
-2765.48812004,13207.1835379,-6210.02728123,-2643.51748313,-3563.3797651,1805.57798323,-4802.51399532,-2650.66784685,4524.49877588,3083.47532841,-4508.80090452,2557.32058018,good_guy_greg,630.478147483,920.877028305,7287.74745938,601.904185,-2491.69641723,-855.266391465,-1009.66505764
-2880.89774464,14343.3594663,3474.29740001,-8191.78117268,12101.5202494,-9009.50933697,4267.89328018,-184.698570228,6308.71235179,937.695916137,-4921.06926514,8675.68998372,bad_luck_brian,-1973.01472494,5873.43281324,-5111.6097683,2858.0247756,-577.824891058,1466.54247303,-1839.0153485
-19165.7729189,-11742.4917842,-8588.83903747,17448.3949511,1820.59825786,-2544.98621608,9310.4677987,-9168.78269138,1775.99671189,882.714485756,-1221.24079293,2755.05075129,advice_god,-2158.29650143,-1296.56277648,1141.88731029,-826.747686508,-1198.13893386,-21.3533949169,-1325.63447974
-11116.242289,1809.10897762,-2660.6573339,-8777.8184455,8902.28160802,-9334.71780629,-8104.46410333,-8166.69025801,4589.40800375,-4026.23253506,8793.17506993,-5200.34433304,sheltered_college_freshman,-3806.59121041,-183.56338041,3138.1050424,-1874.49662226,1803.47881228,767.382885191,-797.374202667
-7423.43954828,-95.885678994,-279.280414591,-4137.83961951,-2885.62704567,-2645.57511158,-8160.83850021,-4160.08115997,-4916.72460426,-8895.00088692,5067.65396632,-388.427361917,sheltered_college_freshman,-148.970608802,-4296.84599953,1458.0448268,-4756.92525776,-1940.18315171,-10053.0702817,1660.25771501
-18731.506356,-12353.0133254,-600.414866527,2158.31513273,-2495.52280731,4436.18513483,-4069.82929515,2906.62860202,-2392.52078634,-5920.31364936,-1325.81389493,-2847.6176876,minor_mistake_marvin,-1115.50249619,-693.766875561,-3502.24903863,5320.48528631,-2333.21367162,8093.04116166,3086.08765243
141.839488975,15760.888019,3970.27945062,-2649.54533748,-2395.90699861,826.709163843,3379.05720214,-3782.6494528,-9667.36705884,5660.4312379,-245.648236321,808.270517923,high_expectations_asian_father,-7528.93958623,3488.82674396,-6243.55061749,4101.39514558,-1653.22009969,-1149.45248177,487.965348377
-15070.8635187,-1707.10745292,-5091.18822846,-4170.38040612,10592.6841563,4840.06605286,4122.09214279,6767.80391117,-2748.82465217,8931.06477019,683.616214323,-5082.75598957,college_liberal,4747.25853241,-345.702243451,2995.9336545,907.885345547,-2188.1925836,-2111.79831313,462.000683408
24311.2830772,-5730.76752452,-4280.02461136,4916.50755042,12197.2352601,9938.06195152,-6028.345318,7447.83814152,-4461.40791134,-5844.59242938,2010.70191998,10570.7337879,unpopular_opinion_puffin,-10112.4548525,894.098174243,6958.43062166,4849.60306966,-1574.85466565,-3264.08914987,2981.36912644
-19276.9096284,-14813.2648831,2576.56939481,-4540.72615332,-146.178733235,1594.89869641,-1329.03342982,878.03012547,-2471.89096135,-4212.54896265,-4552.40859763,-3320.97816396,first_day_on_the_internet_kid,2087.18532559,4210.67240223,1554.59352336,-5422.59711906,6864.58076333,883.02437562,1280.57823414
-15109.3013446,-1946.08702531,-5066.90561714,-4054.88249867,10715.1651455,4590.99457507,4723.14694798,6653.93537063,-2456.58673581,8398.49918829,1166.48064901,-4408.03619384,college_liberal,4672.97313618,29.1530754141,2858.37053876,589.945144333,-2271.30503043,-2090.64095402,674.845773742
-1751.4458523,12594.2100119,-159.645697421,-1582.6009731,-3987.87874817,4921.43808074,3767.1225167,-369.877665872,-6419.27148747,2356.39418229,2772.75176659,-490.40331812,philosoraptor,-1588.6245137,-5078.56117907,891.74535335,-1287.84847198,8089.95343801,-892.202814139,-3870.74314761
-3386.66043353,14718.7709549,3127.2343969,-7825.56229146,10842.7371939,-7820.7519842,656.251692394,-1051.58422794,5427.46420307,-123.029796731,-3989.59804634,6352.38751951,bad_luck_brian,-1069.71283957,219.628151983,-3491.30876789,3339.011115,3465.90666855,-1876.49533918,3762.14034332
9087.45920155,5815.29833996,-8489.92628355,-3208.10805676,-3661.98479224,5077.21984208,992.817223333,7332.99223788,2474.5971417,3553.52156837,-1668.25028802,-2317.40145037,business_cat,1130.78598953,-1316.37790862,55.3019525462,-588.954720661,3771.25679154,6160.06551368,3394.86143979
15619.3951669,1639.35825228,-14211.8493696,7315.67707024,-3772.53670301,-16273.3994293,3622.24973753,16237.8346611,-1136.38555084,-2291.19065288,1226.98709397,-4275.60236194,paranoid_parrot,-1307.84137715,818.655059208,-3219.77261968,-2003.09765274,2389.84881694,310.567872626,-1353.52587743
-19674.6590744,-12424.0407712,-7003.24903077,16957.954448,579.231502981,-1516.28998605,8393.48364619,-8322.25448272,1272.95242338,349.345437954,-806.009644542,4282.554118,advice_god,-2459.86237647,-2295.45738095,1418.34007478,337.030366519,-2033.98647575,-1351.14000717,-197.683477405
-14994.132753,-1294.75555882,-5322.65917772,-3655.40006976,10766.4535935,4697.0159772,4821.24408129,6560.09433027,-1641.53460732,9700.78033518,1325.46675456,-5254.50048528,college_liberal,4083.92124753,1208.33491252,2888.5513924,996.911704649,-3870.38668581,-2076.19089232,-582.431324028
-7968.26505208,7211.40585193,-1083.10802283,-2887.2002173,2776.70974394,2343.74135732,3430.79049908,824.504579173,-1612.28697934,1618.71223502,1026.17892323,636.47990357,philosoraptor,-2980.98575411,-4757.47899976,-1053.6158522,2484.28966014,7625.67088073,-691.735649848,-805.928131935
1004.78373338,-13144.1314204,1454.3116024,-3151.4584459,-5582.73667761,-677.691754562,-5857.04551864,1069.86373689,1480.47212827,4288.95917941,3476.03416957,4447.18833437,evil_toddler,-1023.51713041,-6074.07596951,-2806.56292129,-1352.26972265,-2103.96373082,116.932391875,813.994536199
-511.543867636,11711.6555298,-344.275597733,-1173.18897641,-3213.808302,4479.22189182,2893.86936716,435.632647117,-5657.59543238,4409.61184854,1893.54355431,-441.24817417,philosoraptor,-1507.86527811,-2627.5800331,-1002.84269102,-2213.23599634,5954.2618015,1061.39916792,-4819.77709176
1102.60600846,-12877.0563314,1140.27011956,-2652.17100372,-5749.39135118,-628.559554659,-7982.61359246,1003.42701963,2662.21643011,5855.09602103,2705.41011886,2861.89203652,evil_toddler,-2666.21248613,-4847.28643228,-3398.99140934,-348.742681575,-5058.19456651,-246.770390375,-495.980807809
-19416.9609978,-11686.7227765,-8716.68140473,18098.3241186,2795.59129507,-3835.86213322,8931.48507324,-9482.45388982,904.76363678,1585.1221944,-602.110895901,2438.13821811,advice_god,-2271.75948339,-1986.71163,-360.559829374,-692.316599433,-1450.592437,471.964167365,-2163.89339529
-1650.11723902,12079.2830553,-5062.0439375,-2709.71165025,-5908.89192975,983.235859125,-4180.84581167,-2939.88931678,1843.74468348,2171.44808683,-3114.35557311,4347.67967654,good_guy_greg,1122.05499318,1815.10435707,6818.41493574,-702.930371135,-1902.03239774,996.452145349,-1795.11546108
-2436.84125948,11068.1281745,249.800299628,-1201.79227748,-3885.09035404,6227.96965943,4153.83841177,1023.28157695,-6342.03995561,1496.65062726,4409.2065712,168.05358675,philosoraptor,-2776.53689993,-4006.08673146,852.50730312,-804.077447965,4450.57098225,-1847.35497343,-4641.45116671
-19180.9364524,-11032.6665388,-8346.78342429,16840.876222,2416.23841968,-3505.01639631,8111.37481791,-10835.6358852,1661.29931215,1469.19436005,-2393.52272009,2311.59090478,advice_god,-4284.50460789,-1757.79253966,1606.45870115,-1632.26828501,-551.122162112,-671.029897886,-1073.23478154
-14818.1695308,-1297.73880807,-4698.94534571,-3324.2582069,10503.2946326,4258.02646691,3782.41000822,6835.65441115,-1612.93914543,9143.529615,356.75089428,-4685.37360232,college_liberal,3664.49440431,1749.78331962,2713.82305181,1345.98504935,-3581.45620293,-2443.08896859,-1601.08389131
19002.2216468,-18427.2502516,9631.06813353,-12938.919281,-6464.98301383,-1559.3477269,17534.7340691,-2851.22636487,5753.72995574,-4778.46103343,5193.774898,-1026.07458465,sudden_clarity_clarence,429.717303015,1473.47173672,5760.43718758,1929.88047516,-3928.67062026,-2192.58788158,1038.91528163
17232.21823,3517.50794036,-7005.31951554,1491.30962633,-3056.80987634,-738.313189847,-6678.84211942,3667.80094113,-47.1465616277,531.690162766,-4412.59759615,219.551057296,good_guy_greg,1233.6750665,2616.78454345,875.184098977,-4254.87792841,-4925.68675745,5750.23073119,1444.27932959
18440.4025984,-18796.3268488,10132.3029513,-12268.8013844,-5247.06003382,-481.266369834,16230.4769071,-2078.1798602,4501.25218796,-5218.10148678,4583.96503811,-684.910528757,sudden_clarity_clarence,-604.520898497,759.009010647,5866.95628237,2858.59538123,-3270.57131752,-2773.16323324,3220.25622015
2258.47587989,-13387.6274922,1297.04435633,-1862.33221043,-5068.95669855,-1678.92241393,-8420.19878306,1252.24247005,1470.58318484,6472.33226862,3331.79935186,2852.8390251,evil_toddler,-1432.54191972,-4788.38592629,-5856.48114802,-1972.34291721,-4971.71643208,2245.51011932,-3173.34716037
-4565.65530078,9591.53993356,1643.53638245,-4028.86022016,-2922.60907812,1134.18913504,168.596945766,-445.919418929,-3387.61984176,-5316.68615738,-6410.17216261,-3621.12907823,confession_bear,118.307126059,-12075.8021418,1705.00764897,6053.43774008,-982.317145188,-73.3373515336,476.745963072
20384.3859367,-18332.567455,9970.06231527,-13196.7350097,-5656.69597727,-506.185067039,16962.5083276,-2331.56637621,3543.59767891,-4980.39639101,2844.65576162,-791.085711982,sudden_clarity_clarence,1638.50091004,-461.640580438,5742.14018967,2171.85339594,-814.332216202,-2081.75155404,3749.10783145
-2692.04551359,10849.2366973,-8167.23040244,-61.4615905917,-5218.19691638,17089.5059837,1488.40068403,939.352496887,16411.7418494,-4628.74398371,3775.67327857,-533.057942557,business_cat,529.294113645,2007.57704331,-5265.8402065,-856.315166634,563.237986247,-2457.14422771,274.53878509
-50.6187384899,12266.9551805,7065.95128337,-1295.45488179,2332.45887577,4712.98851408,3714.06647846,80.1889201745,1924.32745656,-305.424099735,-602.260146528,-3633.14187063,religion_pigeon,-13030.7400783,-4608.99311656,-2164.73012727,-11575.9440876,-5684.65624345,-353.456523262,1153.13142154
-18367.6221429,-11211.224744,-1025.19773257,1767.83104909,-2582.14770552,3592.16423288,-3641.28891065,1935.27900146,-1569.5102198,-4741.67051528,-2046.83572175,-3728.58333167,minor_mistake_marvin,-652.721230629,-593.314265292,-2157.99372686,6204.3545568,-2203.65010964,7198.38663529,3600.95191781
-17527.6304432,-12094.7534607,2470.68416596,-4289.06279124,-184.858649279,891.030637623,-1504.36093075,1482.84462918,-5835.83845344,-6386.82603979,-6977.41217863,947.61068975,first_day_on_the_internet_kid,-369.944278189,6892.59240425,-2887.19549629,-5279.05836554,48.6483388901,-4444.69011425,-2270.35376638
950.305572207,4428.76877959,30424.1814864,13613.0583265,2924.6854108,51.0618801321,-2898.15515965,1236.94083739,4989.70790527,3842.98083823,-633.732190438,-2486.88399903,socially_awkward_penguin,1806.33757922,2150.381224,3238.77401562,-2289.62491522,3993.29380824,1762.74051522,1323.95449967
30476.3026658,-3877.81609476,-5279.66991338,6209.31195749,9681.00711831,5977.38547421,-5901.51917417,4119.01698875,-2866.35770326,-810.894396289,1176.17130817,6921.43905753,unpopular_opinion_puffin,-5214.49189167,-1851.88860491,4930.49856261,645.828070656,3841.58507069,-5.2385752592,2463.9646002
-4982.12703455,4176.94192233,-4844.50387008,-2010.62473302,-2598.91930508,-8405.38635964,4539.85934212,3193.35058134,-900.191870357,407.58965394,-87.2500332165,4328.24085804,paranoid_parrot,-240.774010425,-5046.92402302,-4186.98552122,2864.66593254,3507.09041551,-2321.54537297,-1763.37424989
-18428.8887306,-13052.8826163,2943.65596384,-4254.24543084,-1589.22315205,1855.7803193,-3992.36161162,898.935310799,-5101.12342884,-5618.08555479,-7375.29752541,138.995413466,first_day_on_the_internet_kid,-2302.1581718,6617.32765673,-2599.79573206,-4195.46013795,611.218896984,-4883.79673083,-2147.46262832
522.062777958,11732.4001655,-5993.68734541,-2831.70344231,-4078.20546683,2124.10267224,-1103.66874802,177.559057417,-1264.33080402,-1632.76412698,-2267.61172155,8933.81577292,good_guy_greg,5864.00567717,300.554488505,5378.62411678,-8303.7444691,-5063.78079245,6314.65231711,-2145.6243512
11146.7218447,-13914.0005938,4564.06620158,-3846.24701064,-6621.04569,-10.3740197718,-7805.1308177,-3070.91035266,873.73103852,15702.6869049,-4326.08200683,248.185699973,lazy_college_senior,374.936745075,-5617.92498563,-2327.07891709,-1220.3868652,4116.7669114,-7893.55646418,6140.4202892
-20048.5254996,-14642.7853453,2390.67659003,-2647.67405722,261.674226707,3487.91192834,-4196.09330721,1341.52319799,-1711.7922893,-3204.19379805,-3446.58881508,-3483.46035648,first_day_on_the_internet_kid,-1691.21029143,7302.78692056,2430.78799672,-3282.85055391,2813.83843446,759.074507932,-2527.57559732
-3106.77934086,10325.9427985,-8006.73845746,705.59931035,-4574.43935978,16703.7224508,1669.56248197,1342.58364165,14271.0578495,-5067.54197448,4665.21088587,-100.87094927,business_cat,373.613944346,1537.61381427,-4657.49241933,-534.729894844,902.707116772,-1906.78746432,489.815182034
-3589.17442363,13601.5147154,4475.59656392,-8935.94380186,9996.65789583,-7182.94319174,4396.79171395,733.730954641,4157.41928875,1987.19880295,-4530.49192265,10369.0117099,bad_luck_brian,-1322.22461925,808.797787882,-5510.94272372,787.982739154,-397.087378283,1076.9488473,-1100.6454181
33761.0361467,-5255.98912809,-1151.7308492,1737.39803976,7443.447684,-843.574562122,1559.23842248,-5423.35306708,-816.989868065,-633.129700075,-1675.39797867,-4398.48311222,bad_joke_eel,7974.50988394,-2886.25916907,-5173.96637304,-3476.48230298,4096.91651609,1607.31878279,-110.36198018
29085.9126406,-6606.7068661,-4285.55017749,3573.72163433,10983.2221693,9181.80123332,-4526.67618513,5619.40379779,-5024.57188246,-4233.49324748,395.654600042,7833.30170423,unpopular_opinion_puffin,-6957.06104503,-1407.5568281,6978.11664279,3203.52301331,3524.93520717,-524.833568451,4548.27482033
-18963.0991176,-14101.9002825,3499.07716407,-5718.1243354,-2726.30991252,2435.4513615,-3219.24352129,1410.84137954,-5838.25231859,-7213.5034607,-8632.00864701,511.760322193,first_day_on_the_internet_kid,-2506.20327053,6336.14200113,-1641.65639381,-5299.47134563,1776.39274751,-5820.51486007,-1028.88009295
-3632.49028571,6461.1296301,28844.7063069,13009.7866845,3165.90806021,-261.577268073,-26.2992462981,5324.06362167,863.63597378,-190.780685772,3111.36654791,364.611531429,socially_awkward_penguin,2118.42140673,-1506.42625389,-132.978669358,-4774.61409076,-874.272597367,2232.43306283,-790.688255503
-10186.1423486,2183.16705269,-2759.77495744,-8818.36940356,8093.13197159,-8693.60567952,-7265.62539076,-6887.70107873,2205.36905299,-4661.69048714,8006.58882029,-4781.53807023,sheltered_college_freshman,-1323.70366668,-1187.36162906,2399.80341939,-1048.5593371,1290.74734797,-323.256485192,763.907773817
1285.06989656,13224.3262076,-10174.9740208,5141.82854352,-8469.94422514,-11851.4968328,3899.05815407,3934.62563432,-162.400102821,-2410.0770785,996.980448851,-2347.48051475,paranoid_parrot,623.061810949,-832.128433408,357.641865734,1075.50721639,1323.89206172,-3637.06576912,1031.61090733
-18267.2314162,-12534.842292,2346.49951253,-4515.02141258,-1279.35249774,2648.09679423,-3600.31117661,1291.74904728,-5289.20090564,-6430.96971235,-8174.62828338,325.826365513,first_day_on_the_internet_kid,-1389.24966704,6201.27430988,-1419.62844932,-5078.39080087,808.567100209,-5702.92788793,-1502.34112695
29662.4156651,-3155.52068996,-3922.26200777,4684.92014828,10036.2264934,6258.91410979,-4038.03434255,3475.16520752,-4457.14533289,357.336589001,1138.29517609,8884.23071168,unpopular_opinion_puffin,-5103.20771284,-481.148266283,3067.56922609,2252.40634988,4040.95193123,-2863.54281973,564.806687973
4313.73797234,-213.424923948,4514.59410064,-1080.67317175,-10206.4922555,-764.861643087,-1672.59781994,-4073.11294251,690.319716551,5791.39292477,-485.850448993,3688.05215106,lazy_college_senior,6052.46034085,-2295.77574271,52.0563023725,-5486.11712691,-100.136093806,-1771.265076,2019.23510311
-17458.2050858,-10249.654459,-516.971418734,2021.89799054,-2657.82581218,1765.39565898,-3233.8069679,639.006455117,-1321.602457,-4041.06800354,-1286.26427227,-3225.28770228,minor_mistake_marvin,-288.533896651,-439.413717047,-3600.72308886,5904.72822605,-1405.95364201,6972.76958398,2410.93238443
15962.0496538,1563.76985722,-14754.8003592,8442.14470587,-5444.56270462,-16444.4969035,3862.43874467,16540.4071576,-622.203593162,-1231.86078651,1020.45697791,-5156.03840731,paranoid_parrot,-2588.17130978,1229.22707753,-1592.856466,-3326.6750747,119.071834896,-348.867615424,-563.725966497
-3863.06702134,12078.7336323,-527.408411652,-2983.74841816,-2397.61187679,963.802510163,-889.608780517,-1375.98070205,-276.760210479,-5383.32565992,-8500.71373258,-6054.19171986,confession_bear,-402.568275306,-6673.82583416,2868.27394414,7269.96831117,-2187.19273382,75.4480658401,221.690334193
-8466.54065828,-398.573758577,21435.1756712,12078.7328797,372.811619658,-2076.80751294,-4768.14953027,81.1646739719,2375.45351148,-2406.43972998,4062.15296917,-485.333420773,socially_awkward_penguin,3752.64007036,3328.20483718,1714.52780808,-396.399927357,-2344.77338466,-917.687290905,-849.293175601
-3694.17334695,13532.4656806,2820.54702116,-7794.03030678,11793.3813138,-6753.76014528,2492.18218062,461.24431613,3317.80137805,-3741.12513924,-4259.21389134,5961.75183738,bad_luck_brian,-539.299968148,-1067.87207223,-3544.81863397,2260.84911868,1945.51046053,-2326.59732172,6600.33813381
-3393.68726886,12289.5240068,-347.994204046,-1831.73716325,-3202.66089192,-253.661356347,-2988.54109925,-3880.12069107,2403.72929088,-4795.09385765,-9039.63422106,-6288.15035469,confession_bear,-1278.85138913,-3617.58771932,3198.87516305,7788.62748465,-3056.92207745,-430.638464387,-2217.42989627
1234.57396123,-13263.216695,1255.85312524,-1822.59623036,-6163.78173275,-442.96853444,-9293.18203418,1312.52101981,2052.72335637,6774.74902386,3862.74081255,3173.18518789,evil_toddler,-3862.42807852,-5776.87775517,-4518.86630081,-268.209283541,-6635.09557191,-44.1091560841,-2043.87246948
-14772.5014499,-1648.6419988,-5154.67556926,-4549.59289725,10909.6029569,4574.82897667,4906.72097902,7050.64723123,-1702.23361567,9720.2238912,922.992262623,-4612.97982077,college_liberal,4855.99459162,1206.88030658,2587.87968197,752.564338568,-4098.58534526,-1841.31190529,-982.076878155
19783.1749817,-11608.1565318,2293.78950534,191.840207993,-2963.5346762,1143.91806951,-4303.70678795,-2487.47668847,5049.11831696,11188.1831177,1491.50967166,176.765963668,unpopular_opinion_puffin,-4219.35751986,2963.9922037,-628.662771697,-546.430461385,-729.242165017,2679.13009996,-6326.06062194
24892.2350572,-13648.3475897,2049.27122725,4.59262838175,-5538.27604796,-574.573487007,-4280.98307539,-4934.74019979,8637.38136706,8353.42757517,-6923.57508086,-4532.26750774,sudden_clarity_clarence,-9116.76518209,14824.9547681,5251.53069579,9132.8456612,1332.16654252,2053.46858332,-8602.54600466
25739.8515661,-2441.59013731,-4037.60952382,4571.78133866,10504.9868966,9771.55036122,-2754.41038086,4196.2194129,-7218.44591426,-5850.65424655,-69.6154672608,9208.01601758,unpopular_opinion_puffin,-6286.03789146,-1921.65118258,6381.72968491,6186.85140543,1349.48874506,-2626.41356164,4119.87902865
-5733.07582796,9028.45984511,237.060844042,-5604.03530104,-988.163261779,-1158.11181606,240.364016717,-2269.45147643,2691.98647509,-643.099194466,-8876.44586946,-2184.14813923,confession_bear,-1390.46083896,-3135.74438804,733.118484805,4935.15443503,-359.0425694,-237.288620298,-4129.82903766
16484.1604283,-20933.8060112,9284.82320519,-12490.9648916,-4248.9643578,1778.39144864,12969.0928039,2483.4245767,861.901220861,-4272.70689599,2178.80212208,1438.30531735,sudden_clarity_clarence,-2031.68817615,-1823.31235612,1917.94418585,1599.98484674,-880.120569311,550.928218084,-713.472067519
-17347.7731019,-9393.41065485,-1157.41347731,-370.031094583,1007.64202935,1884.86532732,-2867.68223591,3002.70404759,-1813.08937883,-293.74277093,1281.79248782,-868.346369012,minor_mistake_marvin,-2091.69605606,-745.582125433,-4808.48375252,2228.6041027,929.056430981,6697.522056,6113.57720254
-18699.1917775,-10559.2366705,-8114.27608125,16595.2450967,1468.92259136,-2898.15144449,7045.82155697,-8889.46762638,2167.09475996,1271.20276424,-1757.41414301,2006.23351279,advice_god,-684.108580134,-2187.50589914,1076.36651137,-236.054396015,1168.06619125,-1088.71975508,1264.72851484
346.058868944,13164.027892,-6088.52541568,-806.599835266,-7006.77773376,2272.21424407,-3378.28544806,-1747.83706747,-552.859600946,-498.062683818,-1994.37447028,5169.51800621,good_guy_greg,4399.32649615,-1769.64052789,8541.1359305,-5319.1397822,-3128.78689212,916.744811176,3013.78291602
27345.3150049,-2061.72861529,-5507.47511953,6501.71841987,9419.42163891,7568.42129213,-8917.17480011,2987.47878194,-1412.69619837,-1630.69072779,-898.447686933,6791.19741134,unpopular_opinion_puffin,-9659.30576046,1841.88550219,6441.97783376,7692.69403794,-1273.97889893,-3864.76779689,2304.9943769
-6434.47134373,5120.92866905,25426.0731816,12847.3428577,840.792610041,-1733.56246117,-2722.14671653,4904.83371756,2038.50352372,-1156.02466257,3280.16426864,-1191.53494085,socially_awkward_penguin,1765.39352263,-982.620271548,2074.93284075,365.71376693,408.494487078,-1601.05327681,-92.2995817237
34781.4761962,-5000.40307286,-4833.06942036,8498.451091,8009.23815818,8737.62503583,-4981.1729969,4820.8275546,-6130.36796215,-3144.15570191,2327.99038547,9496.04619137,unpopular_opinion_puffin,-6889.54074342,3092.55460983,7001.33944713,1300.6718032,-456.253172348,251.535853898,-3586.33765313
15242.3740845,1880.57988362,-13860.1323119,6336.08921466,-7372.32311388,-16418.4076255,2292.35944408,14518.7757679,1097.71582082,-1471.69998132,108.916360171,-5714.0593042,paranoid_parrot,-1561.39332183,-1247.80960643,-24.3928900937,-1244.65798292,3340.92623753,-2764.21504299,3561.35510702
