a,b,c,d,e,f,label
35221.7235686,-2370.3787099,-3461.0265285,5150.33494156,9255.35226542,-401.001626664,bad_joke_eel
-17654.5724085,-9885.46125551,-1456.63420265,2305.53372217,-1443.8274816,2173.73798072,minor_mistake_marvin
15183.7566954,-455.995857329,-13304.8142882,7376.24214416,-8237.99140552,-16481.5212433,paranoid_parrot
-2763.71500554,11010.8048502,232.953551343,-1243.64059708,-3617.68543353,6434.15727306,philosoraptor
7658.39132807,20505.8967712,2505.83069195,1342.0821683,-7549.33544718,1214.65476928,high_expectations_asian_father
-15134.0535194,-6654.52544515,-1384.66590714,-1433.87133036,-963.164754392,-879.990338187,overly_attached_girlfriend
14463.9664962,-1151.84244367,-12901.5326178,6701.61649394,-8487.96535667,-15523.5156361,paranoid_parrot
-1332.68338314,12871.3188153,-819.151464408,-1352.78776152,-3012.79890863,5287.65828129,philosoraptor
-19293.5611374,-11711.7214889,-8069.77470905,17449.0374638,2329.62766641,-3274.83117405,advice_god
36394.7710274,-3856.16599279,-2781.54851148,4645.44406245,8735.46224719,-392.572995786,bad_joke_eel
15207.4454638,1217.68228989,-13352.3062922,6911.88555082,-7934.15751291,-16912.308703,paranoid_parrot
-303.743787183,14998.0786786,1312.19773529,-4491.70416492,-4434.49678275,-685.536284366,confession_bear
-18310.6576539,-12957.993581,3144.53193324,-4074.41535202,-1273.21619882,1798.27669837,first_day_on_the_internet_kid
-2419.74931052,13153.4547251,-5724.41091714,-2581.19090661,-3796.17438927,1467.15390472,good_guy_greg
5969.00597279,19833.7228709,4266.41132841,45.2794932247,-8007.49667281,938.519622479,high_expectations_asian_father
17193.6326211,5172.38532129,-7531.5348477,2630.49002268,-4123.27034854,-1796.83410532,good_guy_greg
4651.23749211,18154.0786837,-1684.19456815,5327.12030747,-5683.49497687,1985.4662243,high_expectations_asian_father
-1918.40747917,11322.4167886,-48.3233673428,-1211.64721597,-3040.17798822,5849.19143664,philosoraptor
-10568.4008924,-8632.60375077,-1.0921284464,-7539.95970786,-335.706465489,-1513.81618064,overly_attached_girlfriend
2003.10204872,7848.17391367,-7437.59585525,4819.56109729,-7695.41706219,-9198.22819409,paranoid_parrot
-1075.85953116,11709.8822522,5011.25006603,-1843.73823716,-3768.88853647,-1074.2686815,high_expectations_asian_father
31135.8254622,-3391.99831137,-1809.02399499,4143.76102617,9549.96328116,1488.69674763,bad_joke_eel
-2121.8612066,10637.9035272,126.880299057,-2087.49450983,-4078.49268035,5547.80277105,philosoraptor
-9693.15573175,-4053.88670875,-666.036045292,3263.68494154,-8900.07757388,-4602.4363045,religion_pigeon
-1914.84647529,12499.4814543,-70.5552961048,-2570.78823331,-3951.59829393,874.502575876,confession_bear
-14882.4110503,-6772.68658496,-4210.07260579,4385.66802579,-1739.35148129,3612.12748269,overly_attached_girlfriend
-11267.4423654,1371.2102615,-3369.80224772,-9641.22951973,9388.66197765,-9436.91190071,sheltered_college_freshman
-17931.5077952,-12060.6628547,2714.66437343,-4301.87294044,-1406.69260141,1802.84514022,first_day_on_the_internet_kid
-19465.1104225,-11251.7291451,-7539.43976925,15510.1458918,1246.28158197,-1720.97190161,advice_god
-14852.7401394,-1612.61160373,-5162.88465344,-4283.87288546,10726.1561972,4977.03270045,college_liberal
23903.4546516,-1591.59505608,1851.89209753,-356.394505035,2542.44952777,-3836.92694191,bad_joke_eel
-2104.54949951,12008.6434749,-294.979786178,-1743.04598785,-3471.26703362,6030.85304225,philosoraptor
620.174150577,11856.3426281,-5888.16328258,-3524.76333119,-3850.8030432,1774.29570782,good_guy_greg
-6992.27677899,810.818217415,-266.801044345,-3405.60758235,-1594.89031095,-4119.80954483,sheltered_college_freshman
-8.7974397046,11453.7495404,-10000.6556436,4228.21820671,-7750.6257283,-10001.232041,paranoid_parrot
17765.8237397,4214.84628828,-6916.06483508,2181.71329719,-5225.79411404,-687.646629285,good_guy_greg
20339.301902,-17758.131772,9985.23251476,-13307.3892969,-7468.39180968,1123.95390399,sudden_clarity_clarence
-2450.79668167,12409.8648063,26.0582949372,-1870.92313494,-4318.09187737,1213.09845469,confession_bear
-19636.0494409,-12519.7235896,-8264.90385041,17612.1755831,1334.91983695,-3100.7309261,advice_god
-4880.25649211,9898.88033136,-894.927201735,-233.792527086,-1336.39151243,5018.65579501,philosoraptor
-18539.4733633,-11962.3635565,-44.7383589569,-1250.19392616,479.281822284,3316.82110907,minor_mistake_marvin
-5152.76128085,6487.49125987,27099.9227193,12159.5709584,1156.53915848,318.655625773,socially_awkward_penguin
-2703.28629712,10736.87269,154.481076077,-1531.63750668,-3924.98695662,6486.05652284,philosoraptor
-14363.1127386,-5077.47286404,-56.454859479,-7639.21171896,4986.02129837,-4316.01401255,sheltered_college_freshman
-19202.2763362,-13892.1358363,1612.52775458,-2758.08733303,1395.73921837,2080.27639693,first_day_on_the_internet_kid
-14858.5464254,-1885.92611437,-4870.98421779,-4507.80427281,10778.1845978,4623.09684582,college_liberal
-18584.4456696,-13325.6696582,3069.612885,-4711.12122118,-1855.6816593,2560.63806126,first_day_on_the_internet_kid
-18446.5268749,-13648.0846051,3145.8944104,-4801.29419278,-2189.37477369,2734.96407765,first_day_on_the_internet_kid
1016.68635806,14600.0958348,-7331.9312824,304.326729717,-6876.32635379,1830.38707532,good_guy_greg
-11325.4051325,1498.7543228,-3410.29134019,-9650.91702296,9452.41294371,-9397.62388359,sheltered_college_freshman
-2110.4956124,12312.15148,32217.1951101,14886.9895917,2225.34161136,-2118.28898851,socially_awkward_penguin
-2591.08056835,15453.148382,2442.21574274,-8209.9478621,13081.4430447,-9018.98682731,bad_luck_brian
10010.1005939,-1219.46553508,-1312.05157594,4773.3561147,-4494.76361909,-785.173950785,lazy_college_senior
-10949.8776535,1296.51173515,-3176.40249612,-9322.86947294,8962.6640977,-8545.98752059,sheltered_college_freshman
-10141.8295286,-4658.98236469,-1413.22080117,2854.48170003,-8820.60099479,-4564.79597551,religion_pigeon
-20183.9786345,-12948.5089291,-8334.22954843,17815.3463824,1724.33652571,-2145.48618527,advice_god
15543.0407695,-17457.594837,9286.16584623,-10705.9120624,-3803.20026567,772.476984597,sudden_clarity_clarence
6902.3535787,21989.5890903,2916.64920681,755.042940588,-4931.90050958,-217.418309571,high_expectations_asian_father
933.889860759,-13978.2540971,1447.31731757,-2715.67515681,-5857.31694638,-937.918302253,evil_toddler
-2808.9227597,11736.9762235,-289.075940335,-1188.98583069,-3272.05887922,6269.93770282,philosoraptor
287.984050927,11803.3005891,-5291.71883371,-2775.50811526,-5521.05610085,1758.28330054,good_guy_greg
-132.978680459,11566.1350674,-10240.8920125,4442.15873557,-7667.73503912,-9545.02739175,paranoid_parrot
18429.4804187,-19851.7592666,9984.05378086,-11900.7365879,-4008.07463933,1164.02343114,sudden_clarity_clarence
940.036077023,14467.5402486,-6416.83169755,-687.83833215,-7600.81588938,2196.83590945,good_guy_greg
-4039.90426573,10744.1366605,224.040251739,-2884.65710222,-3725.560041,-7.8876340829,confession_bear
-17951.3660879,-10248.7847763,-1089.71776238,-846.50588293,1167.01448734,3123.2266416,minor_mistake_marvin
-11325.5200694,2032.32761576,-3600.341908,-9309.64174898,9557.83106153,-9560.2873915,sheltered_college_freshman
-14772.168044,-2345.54201863,-4836.9485331,-4779.681215,10739.3021644,4387.34552305,college_liberal
-10617.5922343,-5155.86563777,-709.218182298,2546.19098507,-9782.78768949,-3970.83804163,religion_pigeon
15613.6018669,-13946.5461673,4256.16375444,-4261.19230843,-8075.933284,-3481.2537683,lazy_college_senior
-1237.29798168,11953.1391653,-8453.38914894,-583.713469401,-6048.87914591,15828.6456204,business_cat
-14722.8681029,-1594.32680204,-5140.34490504,-4133.78532286,10829.3008703,4831.46734843,college_liberal
-6025.30660591,9218.54168392,-9861.70378586,2399.4641092,-616.374336337,17777.9699715,business_cat
-2652.3487714,10850.2638492,-136.899952018,-1201.19127577,-1665.46563964,5675.47550581,philosoraptor
-9461.26970734,-2986.71579305,-2586.08005895,3236.76738468,-8595.9965427,-4327.98788937,religion_pigeon
13907.926013,-1684.34850381,-12474.5025152,6462.07262432,-5119.22928572,-12658.9086468,paranoid_parrot
21891.5272401,-19305.1741585,9467.17554029,-13414.0526811,-7842.26092983,598.182001529,sudden_clarity_clarence
32267.9665102,-3728.98394157,-3211.09909023,4424.84122699,8868.29892131,386.127879389,bad_joke_eel
-14796.8649255,-2260.528108,-5120.93821566,-4371.41406097,10849.2137154,5118.64155862,college_liberal
-17833.9899641,-10512.6180295,-610.786476597,2522.32291944,-1946.04528811,2369.38745714,minor_mistake_marvin
20471.1164949,-896.485653649,2590.03309765,-1374.19766861,1677.94111603,-3750.01382992,bad_joke_eel
-14611.9984603,-7451.57906515,320.602554768,-58.0547454602,-3006.4025733,-1086.48281596,overly_attached_girlfriend
-7734.64565815,4337.40231496,26193.2781354,8950.01933132,2660.39198186,-3119.56771042,socially_awkward_penguin
-2208.91666082,-16240.9184675,10008.7136735,-3815.77805842,-8419.48659494,-1404.78013477,overly_attached_girlfriend
26004.5978198,6091.75436849,-4247.41967821,6984.90762368,2825.68578588,236.561440728,unpopular_opinion_puffin
6363.28462727,20024.8759676,4388.80662777,-1470.94438053,-7668.30575979,880.118962887,high_expectations_asian_father
-2620.35991728,15213.4455366,2748.80371022,-8458.10991068,12700.4631539,-8850.51696044,bad_luck_brian
-15229.3706679,-2432.34862074,-4348.95554483,-3651.56263082,9720.67383535,5002.09656176,college_liberal
1356.62033757,10762.2330569,-9252.84144839,4072.07060332,-7759.99430479,-9973.85387289,paranoid_parrot
-19445.8420225,-11917.0719122,-8071.4865979,16438.252325,1804.52886669,-2686.77885703,advice_god
-4184.25012057,7550.3681049,29706.3697297,13729.3272498,663.707280262,-1027.46937167,socially_awkward_penguin
-14994.4312352,-1914.46453274,-4906.28173668,-4674.69151284,10644.8291623,4563.81672996,college_liberal
-4952.50008425,8147.91105198,28873.892304,13664.9527187,1561.51937747,-828.915672313,socially_awkward_penguin
-9446.08641361,-2931.1316799,-961.786066127,3529.86439753,-9115.47994865,-5098.91048591,religion_pigeon
28288.5345445,-8240.11736745,2155.92856217,-2958.83537888,-2461.76693813,1583.96982043,unpopular_opinion_puffin
13858.3052017,1163.92387127,-13313.9914206,5048.09377332,-5624.22689552,-14149.2890673,paranoid_parrot
-10398.865893,-6774.73401172,209.607255772,-5622.87027243,-2339.23295182,663.829032247,overly_attached_girlfriend
-10564.8851489,5646.69878879,-7878.10215491,1002.46462756,7334.64869624,7321.63303759,business_cat
295.959644835,12599.3113564,6824.31163631,-984.24121671,2573.75725227,4393.70241474,religion_pigeon
5529.89448341,16526.3969948,4295.06740795,-1576.80811138,-5369.30956295,3937.96761709,high_expectations_asian_father
-19935.1485071,-12695.4037002,-7790.78177055,17328.2965662,1511.56918126,-2271.94067703,advice_god
10762.7343592,-530.534893434,-1019.30730846,4803.20383732,-6358.67073047,-1042.36836519,lazy_college_senior
1192.90884541,14010.8085378,-6508.56813544,-1700.50829334,-5525.13825166,1442.25496407,good_guy_greg
-17945.274279,-11107.6441729,-947.558205793,2429.81123794,-2440.87265363,2254.94519873,minor_mistake_marvin
3537.34923742,-11132.3538515,656.079324937,-3275.39158991,-4188.88051562,184.827293692,evil_toddler
1531.93828863,8411.10121899,-8858.57469139,3973.22799337,-8744.4093541,-9935.41106873,paranoid_parrot
-11350.3542559,1158.68619064,-2383.06891921,-8079.89010493,8818.33723313,-9530.39836174,sheltered_college_freshman
31367.8432683,-4755.77329952,-3598.38373116,6408.28498185,10406.7855223,7215.16256343,unpopular_opinion_puffin
34001.7209821,-4911.86330697,-2891.40220514,4757.24960264,9620.77024815,394.221402092,bad_joke_eel
-3974.50513991,11217.0516535,712.492563497,-3588.75667965,-2099.01961885,204.567736063,confession_bear
-49.3230458541,12792.7471075,-6507.20608198,738.395590139,-6581.0902682,1794.2351253,good_guy_greg
33742.7520749,-4101.13629263,-2715.1635409,4682.80499194,9446.50346872,381.740709961,bad_joke_eel
-18695.0730673,-13830.2793986,3135.16735615,-5013.45801792,-1936.42128439,2523.02364492,first_day_on_the_internet_kid
21759.30199,-17136.6697734,9049.08728247,-7701.50012956,-4607.02169678,-816.928030825,sudden_clarity_clarence
16717.9139551,3861.94997023,-7142.84986081,2241.0682649,-4340.72416952,-1518.27343864,good_guy_greg
-3358.12874144,12935.2114046,-556.439628039,-2116.63619833,-3988.5531297,835.197738938,confession_bear
-4942.12883893,7775.80615012,29242.4664565,14059.5938226,1802.25767819,-1462.49809508,socially_awkward_penguin
5677.28305806,19656.6720225,3471.20761161,380.929430617,-6185.31366721,1254.02766332,high_expectations_asian_father
-17751.2298196,-9702.69710467,-1108.34015024,-724.829304204,434.679392807,2663.45747725,minor_mistake_marvin
-12276.0621543,-5851.91914363,-4888.66574198,3026.65431227,-1272.06321873,1771.59508309,overly_attached_girlfriend
-14683.5174827,-1752.25509748,-5100.67884202,-4713.83049495,10640.1980365,4842.14760791,college_liberal
-10172.9470802,-4176.58370898,-1926.42410776,2665.02850519,-8521.93815298,-4247.70006424,religion_pigeon
-20334.6229081,-15068.1569262,2354.09573839,-1940.69381874,630.483703554,2769.6868118,first_day_on_the_internet_kid
710.513216874,13867.308706,-6774.90443019,-1414.066158,-5003.7819768,1019.44915859,good_guy_greg
-1818.02984623,13284.3681036,-840.682275204,-819.200230394,-3058.78054933,5574.33479425,philosoraptor
16578.4681304,-12622.4411607,4451.64840618,-4666.88538275,-8445.18299413,-3245.29073915,lazy_college_senior
-9611.59258141,-8488.06351545,2528.0982319,-8702.57649759,-2338.43099635,1758.44237919,minor_mistake_marvin
-19603.1344605,-11722.3105189,-8967.01527358,18144.5021279,1772.57281034,-3132.00512352,advice_god
35102.9342909,-8273.03725329,7575.87204078,-8112.36862577,-1037.78472069,-4933.1508487,sudden_clarity_clarence
-17525.8307471,-9686.15726567,-1241.55447887,2068.57513319,-1193.4025843,1615.96174518,minor_mistake_marvin
-2721.63261252,10170.0940004,-7743.46328568,-1379.14765975,-5269.08161571,16737.3982657,business_cat
-2538.75353234,10338.2268428,141.387656868,-2599.19616812,-3685.99757246,6349.67606296,philosoraptor
-792.48843044,10287.8533443,-6818.50390602,5319.25848715,-5234.69256287,15068.626433,business_cat
-2450.45027405,11265.7803421,274.131691302,-1593.92680217,-3514.79770517,5234.89344941,philosoraptor
-18168.7991955,-12423.0775847,2718.51241108,-4306.85492895,-918.022463427,2131.64422493,first_day_on_the_internet_kid
29916.7275514,-5785.07815799,-4276.65997115,3575.52133611,8833.6025387,5177.57638834,unpopular_opinion_puffin
-2078.48301437,12743.4447117,-585.520507168,-964.904826747,-3612.7178271,5695.02469554,philosoraptor
10.9301031185,13531.3022598,-6148.31070894,-1456.06963346,-5039.24012869,2230.82751981,good_guy_greg
-11366.095705,1241.11450202,-2599.70465004,-8481.3331906,9174.29243297,-9628.69208132,sheltered_college_freshman
3293.7196055,-9957.89473554,-2067.14351749,2155.95253402,-3151.54824331,-859.394910165,evil_toddler
701.954037658,12213.2498606,-10439.869649,4631.6743823,-7569.59105567,-10761.253617,paranoid_parrot
-14700.4387753,-1160.3403927,-5234.90962373,-3940.63398286,11015.4551403,4665.23763906,college_liberal
-7573.15593651,3637.31375422,19905.1252916,18483.5017255,340.477631478,-929.539809945,socially_awkward_penguin
23676.9829918,4968.11955582,-5302.97164389,6658.11728279,3162.60060553,837.58689848,unpopular_opinion_puffin
-2154.87488206,12363.6902339,-323.0973381,-1749.37010175,-3270.24698785,6048.47222667,philosoraptor
-14678.3489909,-1664.40037394,-5242.66249285,-4984.77437152,10999.0782457,4541.72574273,college_liberal
22362.436876,-19593.1017716,9797.09695473,-13900.4893302,-7080.48763732,-674.973010953,sudden_clarity_clarence
-14967.3461227,-1860.68005671,-5027.46681327,-4251.67901066,10424.196695,4898.77011912,college_liberal
-18870.9724565,-10992.758598,-8138.83860741,17443.6378976,1683.7304328,-2243.79721642,advice_god
-4547.30264297,8384.06181354,27740.497313,13132.2683729,1924.28430668,-819.887059883,socially_awkward_penguin
-11251.5427278,2154.86539344,-3451.11604132,-9173.28536944,9260.88626232,-9433.2087031,sheltered_college_freshman
32537.2158129,-3391.70102996,-2814.53088029,5401.73255903,8657.60555773,1597.01718195,bad_joke_eel
-1499.68147944,14202.8570134,4918.05710402,-9436.60504125,9501.50342062,-9029.92886762,bad_luck_brian
-18635.2981282,-11288.3055988,-7123.28754059,16417.4331084,926.28502581,-1858.87160926,advice_god
-18044.4101444,-11355.6314695,508.871869115,-2393.63545593,634.187205803,3822.22393411,minor_mistake_marvin
1011.87522954,-14097.184605,1828.92900266,-1859.28969235,-5337.62857355,-900.526458279,evil_toddler
27585.8261689,-13988.6101759,2426.43319718,-2173.26188752,-5953.40711552,564.85044288,sudden_clarity_clarence
15586.3287599,408.582166242,-14399.2042912,6018.21373324,-5874.81448594,-16515.8580203,paranoid_parrot
12917.7876221,-16144.5712939,4436.45696719,-2670.28955277,-6059.47569502,-1248.74760993,lazy_college_senior
-3997.51995668,12833.9308944,3704.17494688,-9282.65953258,11652.6027651,-7686.108196,bad_luck_brian
-4547.18303305,8998.12176522,230.357600913,-1888.71245035,-2197.50988965,5551.80204226,philosoraptor
-6767.67734616,7074.94788834,942.510970826,-5459.56753226,-875.567192937,-1044.82785871,confession_bear
-20982.8126207,-18787.5664819,3238.74665707,5214.97497583,245.844593591,2506.13808931,overly_attached_girlfriend
14180.8449852,-121.423818123,-12466.1398939,6496.59586272,-6094.691598,-15508.8263102,paranoid_parrot
-3027.24669248,10362.5655683,470.32170421,-2341.04942257,-3864.26454632,6406.74113328,philosoraptor
22614.5081426,-18827.4125614,10168.5985052,-13163.678892,-7868.93209473,-2209.17556992,sudden_clarity_clarence
-973.257115196,12203.1440352,4446.48156351,-1358.98155763,-3338.76267411,-1799.42092309,high_expectations_asian_father
10626.2160324,-4566.97741608,25733.1584086,11814.3488939,9294.03910482,6711.49929339,socially_awkward_penguin
35694.8907124,-2767.69153107,-3144.39980591,4760.8667893,8614.81239113,-1176.81035026,bad_joke_eel
-3884.99433208,14424.6398918,2716.03600889,-7356.39898047,10065.8654567,-6501.72262508,bad_luck_brian
-12274.4534215,-233.61718746,-2294.09986546,-9541.41079639,8474.72621215,-6956.37763929,sheltered_college_freshman
-18803.6626699,-13272.4783583,2943.09936391,-4700.05146193,-2273.96823404,2902.22933701,first_day_on_the_internet_kid
-7113.55404634,5262.25831524,25783.3404758,9478.88533321,2780.3997559,-2620.6853187,socially_awkward_penguin
-19216.6015103,-11253.2520402,-7969.56399254,16096.5768013,1541.41849884,-2042.96121196,advice_god
31846.774159,-9097.09655226,-1655.15662156,4505.2710864,7191.01770581,2853.53850315,bad_joke_eel
-11685.6319119,837.411746009,-2578.28996771,-8642.01731797,8698.511827,-9237.93802455,sheltered_college_freshman
-11348.0472922,1408.96681141,-3091.17314813,-9014.45088766,9226.23986084,-9181.63307356,sheltered_college_freshman
15680.2530293,665.337301183,-13345.7811606,7273.15225735,-7969.41392251,-16395.6660474,paranoid_parrot
560.948373334,13667.4341565,-6451.70491752,-1014.63674034,-6473.02523026,3054.9677502,good_guy_greg
261.059652851,11729.9625203,-6073.38055835,-1725.85056938,-3710.03884347,2640.80819824,good_guy_greg
-3922.14226934,10765.5615943,612.29086663,-2778.74166405,-3303.77675011,11.8397587069,confession_bear
-4787.35786861,4155.26069023,-963.771229894,-4614.4369014,-2528.05463872,-3671.58842789,sheltered_college_freshman
-4174.44359149,8164.04871646,29538.4204484,14795.369225,1262.17208082,-1408.68254757,socially_awkward_penguin
-15228.590526,-3373.16993252,-3881.08512665,-4517.4443062,9739.1248895,4725.41003168,college_liberal
-2613.49759361,11858.174199,27126.3964569,13391.3726691,2268.32466103,-1719.32400523,socially_awkward_penguin
-3334.65733234,14315.6527898,3560.46315576,-8432.64702692,11251.7382179,-9355.23092612,bad_luck_brian
-173.708455842,-14906.1446911,1491.38352584,-2322.22616209,-6051.64678818,-346.573602791,evil_toddler
531.598995279,12337.6706535,-6025.54472229,-1130.60756905,-4609.82173305,2571.5556222,good_guy_greg
-4546.4024332,7607.05702051,27211.8366428,11876.2547982,2289.45470017,-274.857964393,socially_awkward_penguin
32998.3659768,-3919.53416292,-5718.99724378,6229.31222085,9632.67256348,5661.49238653,unpopular_opinion_puffin
-18907.7244455,-10157.4644249,-8813.57707519,17012.1337754,2495.09044968,-3737.25297824,advice_god
1013.00699454,11055.1859141,-10039.9847958,2941.8650546,-6543.31876197,-10638.865809,paranoid_parrot
-18011.3044211,-11356.0656631,-1285.48452317,1977.43984507,-1843.47328902,2824.67652083,minor_mistake_marvin
-18757.1402035,-13544.4113831,3081.90087794,-4574.24527927,-1897.37740864,2695.15673423,first_day_on_the_internet_kid
15903.4496413,1545.74248374,-13989.148337,5481.08879616,-6082.37969249,-16130.6605913,paranoid_parrot
-5097.6055572,7896.41585007,29671.6367556,14155.3178476,1230.68653613,-1304.82621785,socially_awkward_penguin
898.146812299,-13629.8482917,1195.61893851,-2716.336847,-5907.31877679,-888.738407895,evil_toddler
-18222.4814899,-12329.7703796,2610.88481709,-4273.50985243,-990.533708114,1910.08183626,first_day_on_the_internet_kid
1438.19276917,16894.6755966,-7626.24841493,-1057.81938885,-6488.89857693,1185.32712386,good_guy_greg
-2930.51557005,8344.84625544,-5942.63440478,-346.751150733,-4971.69723217,15267.0506697,business_cat
-17880.5565484,-11607.0388173,2289.76639522,-3764.93746446,-364.480238025,1726.58939246,first_day_on_the_internet_kid
-4510.92125307,7854.20921197,2003.89148816,-2692.32268972,-4800.14959302,-807.346495502,confession_bear
-2463.59326149,14455.7964456,4597.37445462,-9500.89646557,9802.0004037,-9293.86409359,bad_luck_brian
27564.9831065,-4596.00094016,-5533.72185302,6619.97340506,10378.8887471,8588.06938056,unpopular_opinion_puffin
-18094.2924325,-12482.911577,2723.21907277,-4355.08437916,-912.667350343,1407.35327982,first_day_on_the_internet_kid
21211.7366777,-18443.9124091,10091.89714,-13523.7267703,-7181.44361175,-360.056052902,sudden_clarity_clarence
6219.4501842,20969.9063367,3050.73232387,1466.16996944,-6301.66007504,-1481.37754352,high_expectations_asian_father
-3647.85766743,11227.4774484,-2528.00173145,19.248758359,-3096.60096746,1067.3891658,confession_bear
-10976.3360617,1747.30393033,-3266.96579731,-8982.22944391,9311.04512292,-8797.33163245,sheltered_college_freshman
-5995.86003028,8849.94059236,871.727868327,-3656.40602541,-2532.35814101,30.6209351121,confession_bear
10742.8388581,-16773.8171513,4936.07344663,-3377.6727035,-6463.51998813,-879.398369385,lazy_college_senior
1230.67375902,15923.2137047,3555.91003093,-1205.10260738,-3935.45283538,2273.01817705,high_expectations_asian_father
30505.8938839,-2960.88427169,-5162.55451128,4948.74664359,9432.46097613,6486.33754392,unpopular_opinion_puffin
16145.8976475,456.3377203,-14619.7881614,6529.90089545,-6013.3400853,-16508.8409453,paranoid_parrot
10672.6942677,18079.8707814,7088.77563622,-2049.42915352,-4568.9945195,-2853.15635876,bad_luck_brian
-18739.3698293,-9112.68753733,-9381.13825489,18974.4344722,2477.57623428,-3100.65468621,advice_god
-3365.5734812,13181.8780992,3166.00083398,-8703.77127751,12617.3424575,-6770.28486336,bad_luck_brian
-18255.4257135,-11238.1613442,-589.586118296,-1436.17101356,113.037101069,2921.27260635,minor_mistake_marvin
-12260.326255,-36.0188933294,-2520.30958494,-8968.47701462,8668.18110501,-7040.98967737,sheltered_college_freshman
-18783.1969698,-12617.2727696,460.969327303,-1569.33907253,-393.299561601,3549.22269994,minor_mistake_marvin
-2190.93805395,15276.7035395,4492.77175986,-9241.10789023,9056.76846235,-8229.81596962,bad_luck_brian
15821.3100862,-12814.8597884,5580.1902236,-5913.046929,-7951.17192553,-3902.17155003,lazy_college_senior
-4171.34197206,8193.43868587,27737.5367958,13253.4425686,1687.13269586,-680.937849238,socially_awkward_penguin
210.181754104,12506.7066858,-6006.45605152,-994.044663962,-4374.20830354,2288.11772496,good_guy_greg
7830.48496249,20719.5464835,2739.81866412,1278.4979131,-7178.95343909,1067.89016974,high_expectations_asian_father
-9151.93283676,-2319.22332036,-3003.14657762,2753.54083146,-8611.70948263,-4106.741268,religion_pigeon
-10444.8010921,-4119.7978163,-4231.43831615,-3953.71787043,592.756842497,-3228.31391543,overly_attached_girlfriend
-14197.240165,-3574.14412776,-2099.58163896,1772.34162026,-1066.35148305,1611.77029164,overly_attached_girlfriend
-18446.0603729,-13127.865563,2888.74589772,-4494.14519974,-1657.13539647,2118.97231356,first_day_on_the_internet_kid
32244.585167,-4671.46639522,-1459.99427751,3624.93589684,6413.60510575,-97.4449180008,bad_joke_eel
-3993.8182437,7879.77918414,-7387.47265489,345.59304062,-6031.86152418,16268.8363156,business_cat
