a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s,t,u
-17834.0685141,-10514.351091,-609.101757862,2475.80573769,-1944.77418905,2439.55766168,-3816.33247248,1477.60373336,-2280.46081636,-3749.25946922,-1717.19632341,-3304.90044742,minor_mistake_marvin,-923.082045896,487.794441893,-5459.71496179,5013.20084209,-1059.08073649,8711.02993638,614.816092624,1348.04372924,2450.97872933
20471.1459446,-898.048237153,2602.15152656,-1379.20900342,1652.64441606,-3785.16945135,4025.79536807,-2101.0873391,-3827.0456492,3148.29601357,1156.92126852,-18.8884926463,bad_joke_eel,4337.23284193,-1705.68685615,-7241.61877318,-7627.84869141,1688.92356308,-1964.14168704,315.870008357,566.397775332,5873.24828878
-14612.0735529,-7453.52488685,316.417119271,-112.598754022,-3043.61893695,-1142.71067974,-1675.43893662,968.056575331,267.666675709,-449.451358582,810.865437781,-983.927392492,overly_attached_girlfriend,800.34289631,686.81627115,5095.643253,1308.00217723,7272.2799777,5451.07080638,300.595058225,-504.451798717,-66.6388785062
-7734.62565028,4336.51160147,26197.3539411,8958.06303714,2640.7027476,-3052.15148816,797.335299124,6034.21104371,2747.02362496,1298.29582365,575.626773274,1510.6158735,socially_awkward_penguin,-457.622957923,-2172.48607444,-1454.68137442,1186.24897264,1428.05048686,-1969.05615665,-1664.65655004,2520.70088565,-776.522649572
-2208.91882181,-16240.9397743,10007.2275738,-3844.62401622,-8411.07443145,-1484.19274881,8298.74901627,833.114225428,-3185.37233255,-2049.56373937,3992.66421342,-15.1106895402,overly_attached_girlfriend,2526.76654199,5435.13895381,-6465.95599822,-1698.38549353,3544.60781174,3987.27019179,6183.19740844,-2433.67590777,3208.35919129
26004.5962734,6093.8286717,-4250.18179402,7025.24781606,2942.8614728,-61.8364195054,-1281.28575645,1528.49525048,3499.52098086,3919.87484447,6505.07952693,6796.27736143,unpopular_opinion_puffin,-387.058240351,6093.02293602,1637.78387748,-4715.54390107,-602.365414343,2817.65267061,672.279671219,-8877.46878121,-1373.23951684
6363.28038543,20024.5617884,4390.78815414,-1485.1743483,-7668.73242696,879.529485459,6127.0187619,-7324.21243758,-9389.11112208,3492.14660262,3788.94481808,-25.0423736037,high_expectations_asian_father,-2530.26054602,4101.77898873,-2489.07367285,-1069.56298229,2411.16120924,1871.03430941,4709.15741487,-2298.76393075,1754.92997891
-2620.3567096,15214.3310544,2741.5183049,-8453.1570381,12767.8192946,-8882.30370642,5379.24572316,532.64856199,5799.53341131,-603.11634451,-4581.51033267,9121.85871871,bad_luck_brian,585.470979258,2646.96763449,-5334.66946723,334.96287436,-1100.18069225,1231.5251766,1635.76052887,-2542.2900814,-2024.26952555
-15229.3316898,-2430.98223631,-4349.51074347,-3623.9471485,9731.79661253,4995.68554444,3403.77894368,7620.53034,-3162.78263736,7719.0527072,708.763677594,-4088.83564146,college_liberal,3793.79700077,-431.708569905,1919.81575089,1194.24740803,-3679.59626254,-1651.96883195,-315.877892648,-798.848422718,1712.54261697
1356.54701309,10760.8902618,-9252.72972158,4075.97793231,-7757.74128192,-9980.84169964,2293.8865615,4722.0078852,-1779.12075212,-2894.79239729,-323.251408077,-1923.12864015,paranoid_parrot,1422.16411567,-1977.57484817,694.130580644,824.056947852,2016.75288004,-4590.37675573,3642.43456462,9662.7696896,2029.88627634
-19445.8242483,-11916.9818756,-8069.28792886,16428.9658845,1796.04590511,-2662.87984633,8242.87813291,-8672.72171864,754.390360497,1649.51432848,-1001.24977703,3401.13975081,advice_god,-1932.90103899,-3764.95987917,368.2823666,-814.27541141,-166.781819561,30.0743225794,-306.897185193,-1797.17262913,988.930139675
-4184.2515253,7550.70590611,29705.0122162,13734.1892775,667.530510308,-1050.14414162,-1651.89837258,5448.95951591,2152.06319804,496.0289038,1931.58027907,-1070.51290786,socially_awkward_penguin,2163.30015049,-1003.73642502,2504.94081287,-1169.61014157,81.6051459054,300.879537574,-221.319565606,307.583849261,1531.36313165
-14994.39068,-1912.84566562,-4908.53702308,-4649.33999399,10632.7454803,4562.31727053,5387.3619411,6932.66412642,-2206.58569216,8804.00210411,1680.35059707,-5095.15096586,college_liberal,5016.27312844,-141.102944155,2998.70145806,1120.51142402,-3307.76746466,-2952.98229037,1456.25266021,16.3008100622,1387.33124193
-4952.49643478,8148.35725713,28871.660851,13676.0324625,1594.38225783,-853.067952536,-1744.35450248,5541.67712147,3177.97485513,-747.659371331,1418.3966134,-1292.97784025,socially_awkward_penguin,1380.27190772,-192.942885014,1517.52304365,-1971.78063672,-317.391790867,1540.83905632,-2675.12374642,-1465.75612292,-252.598582817
-9446.04375129,-2929.02885102,-965.546134873,3571.41633858,-9032.75142798,-5221.30272655,-7104.08971956,-1830.70295536,-3877.64330322,-389.612766522,8349.2932684,7444.11943094,religion_pigeon,17092.2515648,5294.91653075,-1021.43343513,11781.969127,2164.79112207,-3455.48926174,-2999.50648861,-2709.5719438,-487.805038231
28288.3974973,-8243.08446989,2157.55364842,-3000.41806624,-2475.17473245,1529.88637612,-1792.49671331,-3356.95542493,2959.47154112,11714.4791676,354.316317022,2132.67030788,unpopular_opinion_puffin,-1744.02862264,-1095.30905978,-1583.05777682,-1641.73817376,2678.40747231,1156.77662101,-5929.14835941,2693.50736625,2878.84514778
13858.3486564,1164.21519402,-13312.6892668,5066.03142809,-5535.02545449,-14192.1965287,5336.5651702,15652.6938099,-399.279755755,-2964.35924967,-1160.79211483,-460.264126867,paranoid_parrot,-2555.99673083,725.526546716,-2302.95369436,-2253.89017594,-566.665373451,3045.79980295,-2586.41058078,-3890.049964,1422.83222784
-10398.961402,-6776.47902665,196.440704978,-5667.13510679,-2358.69145027,561.355573322,23.998339105,3268.78144828,-1400.79631907,5769.47726271,-38.4892256408,2316.30230612,overly_attached_girlfriend,-211.934439263,2456.82625145,5516.25246558,-231.360155747,9663.38540409,5297.06891841,2826.47247982,4179.02090803,-6141.84855465
-10564.9000758,5646.08150975,-7875.27519634,1024.63897279,7347.64223965,7378.13613873,-2799.17349671,-28.9523890617,10354.3779146,1364.08379722,-4076.54121498,-5300.62191552,business_cat,-743.078208685,4786.99657369,524.053146192,2833.54361775,-503.502175386,-1406.85144511,-1047.84123932,1374.5023404,-2975.38007317
295.937897776,12598.534295,6827.26896668,-994.959291651,2505.73241593,4495.46289882,3003.43322711,-922.42414443,2526.81082086,-1134.75411538,-1750.75828016,-6367.61937141,religion_pigeon,-14377.7178046,-4560.92007926,-460.304521277,-11804.7258357,-5874.64492474,-659.724122334,4456.46734648,2476.43326622,388.59746548
5529.92481266,16527.9086128,4290.10812649,-1579.62706265,-5325.44915195,3813.11123109,5503.56399753,-3823.75582956,-11675.0095835,3015.34119431,3386.0839969,1441.31450678,high_expectations_asian_father,-2615.36005802,5030.71438874,-3716.68882483,-4271.74625186,-1519.80007663,5573.66491662,3785.41225218,-5310.49937622,3182.61396925
-19935.1141377,-12694.8059955,-7790.56707571,17336.9636264,1518.13737091,-2264.37428979,7885.89736209,-8991.36570935,1313.10562327,375.683690668,-691.669697289,3410.778116,advice_god,-3288.87795177,-2219.14882216,1414.64190783,-40.9400004473,-1251.92649181,-1332.01891325,377.4747056,-1535.57962388,-1825.39163034
10762.7673252,-530.645898781,-1018.20564863,4762.31789442,-6456.35429889,-958.900148887,-3715.17719067,-3408.51985874,4625.39879359,1441.78882934,-2378.9648172,-1793.32576765,lazy_college_senior,8119.55545419,-576.692182227,6442.67766334,-7040.87678742,2517.36446592,1640.95943402,12409.5737114,-1894.63647753,5277.64189497
1192.8016822,14011.2807667,-6521.5865958,-1679.86618298,-5417.16959689,1133.33415377,-1940.77028673,-2289.19899661,-91.2231713964,888.446199639,-3444.74897908,6229.25544591,good_guy_greg,6252.18426896,-853.660431171,6550.79146753,-7345.34187823,-4241.34550428,4253.78373708,-2003.79944769,3461.96974027,2614.29654927
-17945.3109272,-11109.3790825,-943.541061576,2379.12319478,-2478.60495616,2405.09562187,-3793.10854404,1234.80397812,-1135.50898691,-4561.76286943,-1306.28274609,-4360.21918303,minor_mistake_marvin,-336.633996735,-1168.88420237,-3668.75170752,4853.82410405,-1080.51702759,7716.74127637,2729.6682519,1135.17938814,3027.80267513
3537.36273634,-11131.7652096,653.998381547,-3269.13750385,-4217.20996358,230.942438013,-7114.2454301,1675.38275853,2572.3363594,6291.62622727,4858.86893045,4213.01581521,evil_toddler,-1971.01497293,-6503.62021189,-4139.64142488,-1442.60513874,-5101.81653207,1139.73951978,-1585.79199503,4175.50759892,-977.200677821
1531.83404038,8409.19653288,-8857.10058332,3971.51925622,-8734.69161223,-9965.47232514,3078.77571168,6042.02181432,-2844.73387045,-2433.14051928,820.12124133,-828.518787828,paranoid_parrot,1219.42508809,-3738.71809998,-170.91604922,-1536.34807791,2267.58352054,-3630.46775887,2423.2585707,9467.4612902,2616.15009828
-11350.3627683,1158.5273933,-2380.67415064,-8071.70251261,8846.63791832,-9477.75319665,-7545.74669836,-7998.27118971,5471.82578194,-4008.48315066,8332.27900595,-4983.28687198,sheltered_college_freshman,-4030.32656612,-134.478526777,3209.24020411,-1967.23540053,1166.12725216,396.291477296,-1231.83484504,-44.2890523966,397.843920797
31367.6931755,-4758.74688019,-3589.79683624,6395.23801914,10387.5931603,7161.28782984,-4762.2810073,2594.04416708,-7412.62922305,-1270.94167946,4464.76197975,8235.84092001,unpopular_opinion_puffin,-5005.75605995,-1767.41312275,745.151117974,3290.30170752,4262.66563875,-1690.92696581,-3640.7959439,3859.16339376,8940.0624483
34001.7253366,-4913.07851896,-2888.47875056,4734.63131014,9599.85326134,565.320360083,-619.564080502,-4270.2735036,-3109.81124384,-4991.68754819,-3631.10761516,-4298.7068456,bad_joke_eel,7813.13483832,-460.837956701,-3498.75025962,-2794.34550633,2378.70466086,2090.23263185,587.790453338,-1118.72649352,-2151.82556358
-3974.4166776,11215.4976565,728.785429045,-3651.27553233,-2271.00631786,567.920384811,-264.530067321,-1276.84297575,-1577.52998008,-4265.44414009,-7601.4546501,-5438.15431755,confession_bear,112.148439436,-9011.29217819,619.78751924,5726.54331997,-931.355063311,-1078.04664743,443.187391153,-2693.22642227,4184.97946624
-49.3920740401,12794.794138,-6523.93608437,771.424626561,-6484.48055641,1497.68520622,-7531.31724699,-2112.92408663,767.261748405,-888.272879865,-3131.1540906,2473.30841377,good_guy_greg,3474.82836652,1130.20734131,8172.1659558,-2799.72644621,-6178.75422107,2623.93685018,-7.75405023661,4077.04648013,827.920316492
33742.8201447,-4101.22146927,-2713.72394083,4673.87315016,9354.93455339,624.038067802,-1296.3280888,-6005.64417235,-2450.46777801,-4661.59857307,-1082.27832216,-8067.94267947,bad_joke_eel,7820.5623137,-1494.7190454,-4352.59742145,-1427.91126846,568.982920213,-2750.13091874,3266.40447811,4753.01789167,-4825.66228614
-18695.1089701,-13829.8240036,3133.98881656,-4982.56815737,-1899.75447997,2377.79229262,-3186.02684514,1963.88418442,-6036.39884047,-7792.68139997,-7799.61338043,1496.81467415,first_day_on_the_internet_kid,-1880.11443689,6749.54173404,-1576.55735021,-5317.54860447,-631.291183953,-5644.19596672,-1169.40337751,-1425.58058126,-1735.4893449
21759.2290921,-17137.976604,9056.24040864,-7724.09802311,-4498.49915521,-1034.4634571,10759.1187466,-498.173027798,2.03567574325,977.275266948,2252.76073822,4099.38723718,sudden_clarity_clarence,418.628035586,948.594498207,-5888.76947249,-3454.4327101,-1257.66090566,5508.51689539,-11069.0179338,-7481.21354531,14713.0322868
16718.0151335,3866.31775109,-7158.05018783,2291.207507,-4251.23525506,-1683.09527573,-8257.03524769,2367.98730528,2842.83822945,1294.58131128,-2522.38161111,-798.70554677,good_guy_greg,-985.575519039,4150.79311382,3716.70332595,-1832.44978974,-7024.46645451,3728.31115886,1661.49644994,-6928.89068165,-10418.326061
-3358.01786184,12935.5676384,-551.091349728,-2138.8747807,-4060.75569623,1036.43698535,-4225.72881119,-2225.52627296,2606.54333725,-3372.63129204,-10340.2468901,-5712.38088773,confession_bear,-2619.28870148,-2975.12427929,2356.025364,9233.81706189,-5244.66809227,1142.26176824,-3176.27752657,-4493.77057594,-1649.77591778
-4942.11812165,7777.1264931,29239.0462148,14094.4098517,1847.25262538,-1519.17753856,-2927.861776,4933.26139416,3578.00727189,-1608.32522018,3165.94123375,-2107.95341283,socially_awkward_penguin,527.469676102,704.967950528,3385.55282071,390.84288079,-2303.26642626,-1138.54525509,-1294.50909978,-962.487651068,-1973.47241786
5677.30214738,19658.8271497,3461.30936124,391.808419194,-6156.23006165,1117.51368644,6055.78512291,-6209.03320537,-8530.45032464,2980.85772304,6730.25077574,-3313.20625451,high_expectations_asian_father,-4237.26366368,8184.3560471,-2757.78379229,-1031.49983632,-3512.87976989,860.022863797,3953.21558502,-2357.66379611,-2571.39574304
-17751.1992517,-9703.41637425,-1115.39624199,-789.144053072,352.704959077,2801.5482129,-3025.28597469,3106.28576237,-1776.87785472,-60.8284372449,748.075936942,-2286.9927805,minor_mistake_marvin,-2762.14382919,522.851771644,-4847.8535217,3786.68899943,1988.51253517,8796.73875844,6264.73192888,3406.51266558,-882.79128687
-12276.1137001,-5854.13699014,-4897.39669656,2934.88843852,-1348.2693239,1784.49808489,86.273388947,1916.16540663,687.356199409,3091.91551124,-1686.55370813,-702.88103359,overly_attached_girlfriend,999.9297483,3882.68786076,3370.35818151,1561.70309542,11489.6440711,10478.4377628,6144.90707428,1569.958109,761.614936244
-14683.4952778,-1750.53411367,-5104.94234946,-4680.60346902,10670.8853046,4795.65877125,4452.63955975,6989.51227764,-1669.45170334,9180.67946592,370.173751566,-4189.33404464,college_liberal,5113.63769714,1031.11569856,2623.33616246,985.010986759,-3683.78002189,-1346.02722519,-89.0414239785,-968.672264933,420.256303881
-10172.9020358,-4174.94674256,-1927.0070725,2689.08909678,-8480.53250987,-4312.30708106,-7100.28986943,-2087.27655558,-5541.77131031,-1467.29886528,8221.46689623,6858.57310331,religion_pigeon,15368.7270357,3628.30067736,-1608.77664179,10022.7475103,3301.12110224,-3544.26149287,-1328.84635491,-2415.42991955,1570.3442575
-20334.721123,-15069.8615668,2353.54206356,-1938.78600422,672.570098872,2642.32940848,-5127.94761007,1432.3438638,-3370.57375219,-3766.08395734,-2139.35462394,-1801.84802545,first_day_on_the_internet_kid,-1911.68636998,4455.51915619,1821.24185771,-2855.7915242,4902.83329202,1829.98384599,-3035.35327091,3378.60819,2184.77858181
710.419383152,13868.4656358,-6791.63407088,-1386.19717692,-4882.24504969,686.232524068,-4790.30822989,-2319.32731534,1096.13319165,1583.60939075,-4657.02872101,4910.16926154,good_guy_greg,4638.25631224,1669.11903492,5701.78124754,-5224.63210419,-4169.36895081,4138.24095911,-2905.71005132,4069.38669799,920.632514749
-1818.06387999,13282.400745,-829.559806696,-822.779859532,-3052.17520559,5586.58653051,2845.66941694,67.3027466397,-5769.24247886,3920.88292079,1222.19989429,-567.69295388,philosoraptor,-1887.91082827,-3229.8794729,113.835226602,-1291.79860473,5927.84545276,-275.964064141,-7255.84867784,-1485.38158214,-1370.26483866
16578.602743,-12623.0314209,4470.25330487,-4704.02757994,-8545.43341054,-2789.71693934,-7494.12155943,-6836.32748283,5726.28246857,16466.8625078,-7166.51426062,-83.3578786539,lazy_college_senior,2734.97094155,-5277.66417042,-341.276596799,-2029.69627489,4978.40806171,-4364.82640867,5239.45465967,-6721.10205107,-1245.47223178
-9611.55785579,-8486.54869637,2523.96866924,-8677.61828881,-2291.29990284,1636.29205869,2197.08228139,3173.2681991,-3202.57670299,-910.403208409,2260.28333627,8879.38180399,minor_mistake_marvin,-425.182914057,-1617.36506363,-1826.82987249,-2827.64965878,-3723.10044511,787.177503194,-1372.07667838,-2162.35247173,762.514049621
-19603.1415177,-11722.3840883,-8966.88702668,18146.9627984,1794.69726349,-3154.56312298,8701.91671153,-10433.0880489,2058.07759095,2320.57698553,-2349.63478005,3098.2132051,advice_god,-2877.76077578,-1696.05283128,1073.15092833,-625.250244427,-741.05651531,-179.51085036,-1210.92599734,-969.055438536,-403.550664873
35102.6474808,-8277.9623606,7576.84167741,-8163.91091702,-1006.36608851,-5128.70744299,-341.192899579,-6597.51229766,-2355.59300414,9724.7245922,-2390.91902665,-2564.09870133,sudden_clarity_clarence,-2706.85597981,4921.2131754,-5300.51842409,-3159.15664907,667.782857775,1177.87741684,-8165.68436136,8992.14276545,11880.9731059
-17525.8785609,-9687.66740846,-1239.71183882,2019.17852591,-1218.82389416,1728.98373551,-2643.56587438,1175.57872013,-777.756255122,-3096.40982754,-1704.0188189,-3941.63425099,minor_mistake_marvin,-46.2901465813,560.428170028,-4430.68182243,5059.3122653,-1268.13667339,7983.40206414,2790.28217407,898.581051537,3233.13814119
-2721.63106056,10168.7250133,-7736.77684649,-1415.90763064,-5346.26534551,16810.7703328,4066.64647724,1410.43788255,14718.6389978,-4644.54185571,2134.40169736,1692.03328873,business_cat,2754.71747807,435.900251038,-6202.59331181,-3358.81120336,3855.98347113,465.306674604,-384.332149399,-2015.35700951,1725.226792
-2538.7558952,10337.3414378,148.367876939,-2596.97931277,-3685.73377564,6381.77790072,4298.82812989,1590.95765585,-6773.19781419,-457.33826212,2299.94099356,1240.46652487,philosoraptor,-1061.33253048,-5501.049157,1048.62260133,-1962.68232012,7259.20253557,340.175212214,-4443.9562247,-1516.85871928,-6815.5565292
-792.467513832,10288.9086063,-6817.58904584,5330.56917928,-5263.32900088,15061.5427013,-352.877792187,464.022271512,12166.4328981,-6150.4011877,7297.50391257,-197.794138044,business_cat,2588.19913434,2994.5102898,-3082.07483533,-3742.91271398,-620.603825989,-3432.51186232,1968.57022031,-2223.02667956,-878.053911288
-2450.4366097,11264.7713395,284.398097806,-1592.41620608,-3540.81338604,5305.53802185,3793.23756264,477.026306991,-5489.96353556,2733.34205276,3558.02236886,-1591.1336921,philosoraptor,-2762.47583332,-4213.20094004,-270.247275339,-512.751013182,4321.98519174,-1765.78210528,-4402.11853098,-978.38567036,-4139.97122611
-18168.8638824,-12423.1235113,2716.67530547,-4279.4519071,-873.522993123,1964.19676959,-2397.19623747,1359.200959,-5788.09962743,-6016.72449102,-7866.05446333,1210.00647245,first_day_on_the_internet_kid,-1503.15256323,7554.95332476,-1743.99766734,-4870.90726428,-805.505502672,-5053.37158738,-1908.74861016,-534.285373913,-461.13890167
29916.636363,-5786.48211621,-4272.75586652,3558.59305715,8775.57089553,5150.5519015,-4749.74693634,4015.43455881,-3559.0245813,998.808830973,-16.327940998,6125.88435943,unpopular_opinion_puffin,-4615.52934505,-2574.02890583,4066.25492434,985.626706097,5958.92952587,-2837.74786422,3042.35460503,3122.96125793,4752.80789706
-2078.47441016,12742.1491118,-576.101263479,-964.533976412,-3636.52693865,5751.22820815,3089.05688948,124.489125896,-5855.71447231,3053.90277221,1954.84293074,-777.254929284,philosoraptor,-2376.83855477,-3915.10330611,858.410685659,-593.961863076,5488.09726395,-1341.4634534,-5178.46459681,-579.255813919,-3565.96545626
10.8591464022,13532.4777501,-6163.2548043,-1435.61771537,-4937.8088459,1937.62643217,-2489.71527571,-1109.38607917,-1744.38850456,-2187.07216235,-2662.65496317,6619.84789554,good_guy_greg,5480.81496774,-1037.49669546,5923.60216324,-5773.83453555,-3277.64020054,5037.34766229,-2593.80473939,2522.93886433,1564.22280938
-11366.1001323,1241.0458372,-2596.78302052,-8473.70404444,9200.65825583,-9565.29904018,-7758.94696162,-7996.00122337,5266.0922829,-3810.60628223,9108.74891739,-5402.16089633,sheltered_college_freshman,-3691.59569659,-187.85255707,3302.41530058,-1987.94923741,976.457453059,415.84397124,-1043.41459569,-500.77267807,841.297168943
3293.69582796,-9956.99839389,-2077.8786916,2158.80032371,-3159.58321158,-906.704647384,-12049.75781,780.023583155,2239.83483614,4385.21826645,1312.44042825,-1885.34082562,evil_toddler,-3306.93812421,1623.09885969,-1901.94707873,1010.85585758,-3901.19069922,976.178387432,-1480.70711984,4763.83680885,-2968.453481
701.914154164,12212.1879775,-10439.3958823,4640.76971357,-7573.35838078,-10720.8334558,3472.19151564,4529.75116585,322.116446296,-2906.23612237,1338.17819101,-3327.02742084,paranoid_parrot,922.071231841,-796.598971303,286.534437885,1614.06248748,294.8511059,-5576.42739848,3629.68037772,8159.01490232,523.326698346
-14700.4108843,-1158.64015488,-5239.02778968,-3904.86994912,11048.2761419,4607.92145348,4461.37582111,6881.93939791,-1311.13108524,10554.1376591,37.9060134175,-4901.7144426,college_liberal,4375.81933741,1964.70366658,2416.99784316,1286.78752062,-4771.35474559,-1711.60086834,-1139.48676106,-1158.20626007,1150.23821227
-7573.15294504,3638.13067971,19907.1352238,18510.5119369,375.672137331,-952.136564071,-4639.38411007,305.394429435,2675.69951377,-1274.73752651,2197.03000743,-3676.85794944,socially_awkward_penguin,4191.75793217,2793.82954369,1356.19108783,1345.40016376,-1738.74693673,-2772.43227813,-1182.44113881,-1240.36542455,3353.95341765
23676.9537712,4970.18464568,-5306.53520848,6693.84121905,3244.04390458,534.068429671,-2883.83871784,2961.7324701,2102.46570249,3254.04002244,1634.64678694,2593.00641015,unpopular_opinion_puffin,-373.513138403,4858.47855597,3640.61984515,-6086.07622175,1414.16163136,123.213505193,3258.02705933,-4888.95205339,-2280.39815197
-2154.89381766,12361.6728263,-310.986228856,-1754.55360913,-3276.81259361,6116.07651948,4153.62423384,585.344357634,-6464.50089339,2258.77383308,1875.65836756,644.070527829,philosoraptor,-1482.68673644,-4880.00204989,616.848699409,-1506.09754272,7491.88762578,1.63293461744,-5936.61799294,-1608.62514507,-3738.48761902
-14678.3217013,-1662.62634527,-5247.03343045,-4953.5597009,11023.961141,4491.17898867,6153.4517376,7174.80025873,-1852.05425117,9235.93435204,1194.09372463,-4096.69068555,college_liberal,5631.25298525,1005.79351359,2682.13728491,931.276505191,-3869.80695471,-1440.37319819,292.368301181,-1588.92941836,738.070475688
22362.4367667,-19591.8506465,9791.92831093,-13879.6940929,-7032.80037442,-854.432566042,15454.4060923,-1738.84792236,4045.42170575,-5743.34151184,1728.30547124,73.7049203805,sudden_clarity_clarence,1501.51307732,-1445.98601796,7489.88529893,1248.47246537,190.228089545,549.289697022,2299.73348251,97.5115290632,521.412681471
-14967.2975544,-1858.76325666,-5030.93069587,-4220.89287109,10416.0949408,4893.51321641,4523.61840462,6936.38020389,-1771.32845884,9927.05029522,1245.33812951,-5470.75075563,college_liberal,4392.54537715,615.406377118,2733.94499066,1875.94506894,-4251.96066416,-3165.85599828,1142.36152228,154.725044256,508.189164089
-18870.9745245,-10992.3394892,-8139.31535209,17446.712171,1698.30860353,-2281.00950451,7318.35777974,-9628.99362364,1583.92993787,436.439274999,-1705.72895256,3005.92345919,advice_god,-1362.50075475,-2217.54909641,159.130832787,78.5590498489,-1648.11176244,-503.7938968,-380.77006025,-496.228407132,416.573081014
-4547.30864918,8384.11531574,27739.8901288,13135.5722859,1915.45918553,-799.95896081,-1689.69268268,4785.88898588,2374.89414775,-2352.75370671,1275.45739503,-2317.49651326,socially_awkward_penguin,1519.30883757,-1138.04407424,2195.17775506,-1032.14526898,1143.56449318,-106.427149851,464.124270283,994.88586637,683.390260213
-11251.5590053,2154.15686419,-3446.41810506,-9171.97223972,9291.17402779,-9365.0748816,-8129.14438043,-8315.70066147,4597.0054501,-2353.14365994,8760.72558539,-5931.33162944,sheltered_college_freshman,-3607.16200156,93.4361925184,3360.63534783,-1998.81241616,1698.53689626,1172.78166659,-2624.25817935,-1262.45572662,2051.76801303
32537.3040677,-3392.75137722,-2807.28274543,5380.05691518,8557.5202149,1895.07098151,-3343.29597067,-4982.1014161,-1591.8394733,178.594753988,-2077.32792498,-6152.42796284,bad_joke_eel,4478.87376107,-87.4696106386,-5451.78661689,-399.657732029,-817.776385805,-1895.54527885,294.694795571,1299.32704595,-453.934221159
-1499.71308809,14202.7043718,4914.62386389,-9436.48362295,9550.52687782,-9031.3225555,5789.33046219,206.847972232,4247.92799632,-813.278276425,-3811.73059527,9389.10527963,bad_luck_brian,1323.59447623,151.077336205,-5098.67007491,165.600606019,933.636237448,-443.729009728,1924.20776292,155.984128968,-2359.07959495
-18635.2696897,-11287.2998114,-7126.35812586,16436.3989201,965.700552336,-1900.78167547,8495.274942,-7765.44819923,1608.43839642,-114.46113026,361.824102665,4228.00616439,advice_god,-1569.8210135,-700.94971857,372.955181523,68.5954721492,-3384.7182864,-357.716272719,-449.523259837,-2696.2659872,-3573.69194796
-18044.3908462,-11355.6216374,505.551526639,-2417.90543662,586.936306976,3881.16709925,-2717.40814434,3980.17344642,-2355.96919111,-813.7934005,-62.948172769,756.162723588,minor_mistake_marvin,-1655.27140128,-652.343262288,-3172.10470639,-203.814548605,-119.38769476,3721.01934887,3990.41337828,2383.40071535,-95.7041756045
1011.88427028,-14096.6426106,1827.55196861,-1846.35315341,-5339.88839943,-856.302032959,-8205.28649569,2276.67341796,633.991303306,6548.61371898,3885.34876047,3382.65284847,evil_toddler,-2502.94452206,-4297.42800687,-6152.2839295,-1368.89727313,-6438.80581371,1231.51068799,-2577.7645756,2960.52340699,-1161.932528
27585.6444915,-13989.679214,2412.88679443,-2182.73786298,-5847.6329067,217.757109578,-698.597440909,-5421.90656101,6830.07284857,3959.92975891,-8820.34821579,-5445.82864679,sudden_clarity_clarence,-4427.20641331,12504.8574994,5972.01830172,7815.93363174,2882.90030963,1702.63038016,-5656.09207735,1365.65554213,2623.87721167
15586.3400378,408.903232729,-14398.6874701,6014.28568806,-5829.73747998,-16531.9129471,3747.07825125,16408.0162656,-549.578991527,-3107.41595809,-300.325352105,-3903.86196122,paranoid_parrot,-1358.4539088,-710.269838105,-2206.18845967,-3779.26482398,1786.8279975,1077.51756653,-598.146714949,-2423.6975748,1395.97062346
12917.9991901,-16143.7893535,4457.00969096,-2711.8386503,-6243.84755874,-668.908111421,-11290.8644659,-3828.40814356,2572.779134,15864.661123,-4633.38074665,-1826.96625118,lazy_college_senior,-2358.99788615,-5826.40856978,-942.657597086,-229.921330716,3934.96868645,-8304.046432,9332.09898112,-6155.29403476,-740.679448878
-3997.52847913,12833.444494,3700.79955903,-9283.09200685,11698.8736048,-7677.6047452,4297.39755062,737.73772485,4468.75128116,840.600668183,-4682.69596122,10389.1809137,bad_luck_brian,-686.397524385,1419.40780727,-4436.38122196,434.963844715,2566.53628302,443.35016554,1017.37999322,-147.718044927,-1418.50697385
-4547.17849704,8996.91979361,235.131945537,-1891.27912379,-2220.40457852,5540.7560709,1507.9778726,1334.76110028,-5486.32175998,3761.48214235,1107.49149318,300.865654906,philosoraptor,-4659.26622429,-2470.64756521,-1567.21007141,1596.5670123,4073.1848671,-270.276996136,-6413.1126994,2022.34475562,-2411.6479281
-6767.6537796,7074.10736723,946.687740648,-5472.77167792,-927.637584595,-903.016543775,-1297.50157245,-1682.09364283,3183.60896165,-1113.23944911,-8096.24946387,-3074.75048481,confession_bear,-2544.82864596,-3053.19317647,-56.2660353916,6546.76389319,-395.103749915,-1225.78489667,-2725.36913425,1722.85986668,-4758.4791927
-20982.797918,-18787.4577874,3239.8881412,5210.46325063,211.818547641,2522.75923467,385.650582055,3550.20968893,-324.660031566,-4274.96765433,2892.49185275,475.15767373,overly_attached_girlfriend,-1373.8280993,-1805.67452223,-4891.28215171,66.1939720944,-3254.49075581,847.973481173,289.11210122,2033.15746489,2062.23897103
14180.8812714,-120.775703055,-12463.8017589,6512.53130804,-6089.93723129,-15457.873667,1708.28968379,14687.6365792,3715.57079955,-2499.15271916,1052.7143037,-6742.32343792,paranoid_parrot,-2818.97475219,982.241546313,1340.60865867,-325.778627829,2459.46864847,-4540.45804816,3059.32189377,241.372252743,-2766.53627667
