0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,label
899.526231123,10636.4403636,-191.207799555,-564.593510822,3576.76376646,4722.66545199,-1429.24348147,450.237219488,-4283.26797692,-4179.71594253,-2523.39219071,-2049.20208771,-2710.91550615,-1194.21638559,181.983817515,-1008.94058733,1142.799927,philosoraptor
-7958.30183842,21342.8089622,2839.76632012,906.678777601,7347.22343693,147.851371691,-3295.22741732,-7668.05386044,-10024.5474,-5572.7320709,-3106.85080175,-2633.47199191,-2747.40518832,5761.25040553,3121.83215749,-1480.49098258,-607.388957322,high_expectations_asian_father
-32787.26747,-2320.51489509,-4695.08231508,6800.65183383,-10018.527186,5700.95465024,3664.81780286,2092.8235173,-6230.69943972,3607.62346699,-3599.52197252,9628.40247609,-3291.32046803,187.4508637,-618.037218441,2745.35609887,2403.88670586,unpopular_opinion_puffin
-21062.6695507,-9832.86838994,2344.01006324,101.889945493,2537.66581484,-1025.68853694,3467.83287287,-4344.70398693,7438.67894646,-12349.0707825,-1662.00987438,271.606083149,-2989.03577039,2649.10681404,598.775734087,858.850521015,117.656431711,unpopular_opinion_puffin
11783.4359077,725.090035978,-2652.12839296,-9395.69147049,-8468.62596198,-8236.70968738,8172.22914642,-7000.244292,3234.43143548,4969.82132466,-10267.8148173,-2998.2196643,-3327.99333054,-2645.95576538,-3894.9733274,-1453.33607354,2005.29441119,sheltered_college_freshman
-225.45682646,12736.5186276,-6239.70026853,-955.509401996,4556.95983852,1919.11129033,2881.28261513,-899.57674857,-1406.96028666,-1215.56580378,2931.95635238,5256.0643399,4328.92905213,-1419.18003862,-6434.17639954,-5704.02238131,-3844.86276612,good_guy_greg
14638.589812,-1363.23594252,-5264.38196065,-3668.23515999,-11124.6676545,4214.71593424,-4253.29874962,6425.1190066,-1663.86465928,-9065.70380534,-1012.19314745,-4626.76874845,4353.28826618,775.291104393,-2680.58153628,463.88529001,-2749.83081177,college_liberal
14815.5039193,-2289.4443386,-4910.26828221,-4862.4748091,-10851.8437568,4774.8978464,-5782.17147483,7544.18099044,-2414.75192169,-8433.18129921,-1492.70466275,-3344.93303141,5357.2492837,337.128330242,-2488.34677366,760.921149319,-3462.41922952,college_liberal
-24905.1073649,-3680.82738878,-3940.72413445,4736.45827249,-11794.0679203,9153.8992995,3740.90578676,5310.61234875,-4068.8909825,5056.20764683,-3019.20462432,10536.9209985,-8209.85059857,1212.79376803,-6670.92497328,6088.27686359,-1415.60088785,unpopular_opinion_puffin
14686.059251,-765.918178824,-5226.08480898,-3937.669058,-11223.6251061,4551.67023701,-4450.06807929,7079.31712606,-2206.13875918,-9852.78077051,-648.862256125,-5374.19797898,4377.78942439,733.555783324,-2915.78094445,1260.11118799,-3978.31854429,college_liberal
19418.7238501,-11746.6123166,-8381.67142135,17501.6565303,-1263.07953924,-2818.74859245,-8388.68079876,-10132.6515125,1876.8091403,-609.843595708,1962.83829736,2704.6426901,-2106.49913639,-2735.69552424,-2150.75660056,-6.74926249495,366.063466734,advice_god
2318.45244615,12234.2548961,24.3666859544,-1935.46879547,3885.00123557,1406.90196768,2403.57343077,-1165.27065785,-1825.41332336,5637.21193369,7443.31457063,-4574.5989381,334.551221137,-7589.08461247,-1398.38923691,5136.16968876,-2335.49599851,confession_bear
17707.8318908,-8903.19926371,-7831.98329389,15592.8484881,-2478.98288893,-3093.66842325,-7702.1731448,-9275.08269675,2352.26943498,-1713.5705824,1983.11072384,1557.59499453,-92.0655331252,-847.674991544,-659.795970447,-759.769547062,2087.63361102,advice_god
-16908.9959184,-13123.2802626,5451.78234703,-5322.63713673,8335.92867083,-3399.92652691,7790.31196902,-7019.62501364,6393.62997519,-15026.1015958,7774.42791258,-65.4473411073,2543.94769855,-4420.01920457,-779.59831609,-2369.1123051,6775.66706321,lazy_college_senior
5754.16150137,6785.18328454,29193.4127363,12868.4516469,-530.87949119,-1486.43188301,1824.06348997,6317.33374225,3143.39214372,467.21729684,-796.133503154,-260.381786986,572.320732865,779.915766517,-1709.25196342,562.399462067,-216.315633863,socially_awkward_penguin
2817.13926663,7155.57379974,3068.73297059,-5639.16865408,4417.27404307,-24.3839443873,-1181.43089918,-1327.28542379,-2256.49296253,3873.4331568,4465.63123526,-2446.91598396,1541.73257556,-7986.70546425,-887.066435469,1304.73910917,-119.126510032,confession_bear
-33722.2911255,-6383.01842352,-164.068816846,3573.10608194,-4742.47844272,-1884.70141559,1523.75310315,-7713.92295228,-932.126465444,-3873.6759424,-266.397131426,-5014.94181462,3133.75947696,2869.44177209,6193.16763867,-901.365404687,-797.570572426,bad_joke_eel
2998.04461092,14461.083797,3129.1997692,-8801.22634017,-10827.4117601,-9220.72067987,-3596.024782,421.949291331,5174.78076531,-1108.62213883,4103.1768749,8266.44613463,1181.87800613,1091.81827219,4882.37513502,837.82731,702.147170704,bad_luck_brian
3536.47566843,7525.04189017,-6443.2858682,812.2697545,5738.47389257,12931.2767333,493.260309129,1131.62140531,12299.8463994,5493.02921691,-3888.75490849,-2072.96346875,1481.18603623,1054.27273348,3093.98874394,-372.558069882,825.03276139,business_cat
15185.2314221,-3919.23983403,-3265.36879707,-5027.48705702,-9670.41810784,3201.83103039,-5119.36694201,7212.55780091,-1972.17518235,-8897.85627154,-2042.76182436,-3005.63731091,4466.21680565,743.081396407,-1393.2843918,316.691661905,-5375.58413883,college_liberal
-2432.70925132,-13639.5831228,1711.98111833,-1903.06634174,6326.67117385,417.223714731,9556.19563302,968.820900179,1644.54580724,-7026.1550296,-3388.80171218,3652.15314538,-3529.65156203,-5452.63195484,4886.07000099,411.687731398,-6018.89106112,evil_toddler
1131.79474704,16310.0548897,3790.04754873,-7735.12251841,-10723.5544389,-9185.07732078,-5661.24628041,-409.011617962,4772.32513827,-455.217078865,4852.43009396,8688.26078782,1483.19529147,1416.28759648,5315.10030951,364.385203751,-1222.07960616,bad_luck_brian
-5629.11355662,20145.4058467,2974.80674788,725.971874038,5744.20432828,-614.350843,-3829.94124635,-7390.54838573,-8160.25843871,-2907.66838304,-4285.69090955,-5096.00228718,-4342.67725157,7809.08398452,2195.32994929,1137.01090256,-3785.0115006,high_expectations_asian_father
19047.2765019,-13626.2987797,825.251764778,-2201.1761065,2350.97852447,5346.0714759,2785.73465497,5129.18524901,-3063.89002472,2857.44981733,636.497697041,1022.11250604,-2735.02610599,-2075.7923168,4112.03286619,2411.01285908,-962.40429685,minor_mistake_marvin
-4558.74385674,-11061.8154678,3432.26066852,-5305.92266342,6763.3297486,-1589.00859956,6375.53411894,215.07784387,394.610759309,-6231.7629514,-2546.89337774,1288.65340918,-4031.26734995,-5504.58113229,4525.55110956,-553.932019923,-3275.34082283,evil_toddler
3193.101415,10030.4202513,753.593522145,-2263.29632964,3292.41766271,7010.21122489,-4463.51272834,1857.06892224,-6756.17950857,-1455.91951723,-4001.10440817,721.854843565,-2610.3774321,-5361.38580992,-665.214377126,-1293.6225567,5566.90114076,philosoraptor
17810.6912128,-11982.0197054,2790.81556831,-4256.33915156,1175.39171614,1472.24421784,2810.34639913,957.496149036,-5307.82024252,5921.97117831,8335.21831751,538.282302276,-640.983424651,6798.69553578,1535.30416795,-5073.81507543,107.969991507,first_day_on_the_internet_kid
-21497.9426757,-18927.5818767,9437.71162397,-12048.9249877,6401.9346494,-623.765240619,-15200.2846215,-1037.27222926,3470.20600888,5160.38317081,-3334.34493776,-949.353955006,1227.48947912,-146.449157915,-4608.76565353,1384.38347002,-1764.27507233,sudden_clarity_clarence
3365.27585906,12064.8590574,-490.24913491,-2931.74123045,2549.88146483,39.3395694136,1065.49730797,-2526.63691745,163.555811649,6328.83583127,7830.08843672,-6798.96080405,26.7126386926,-7347.63017352,-2585.10353446,7147.91879958,-1462.1665061,confession_bear
-29434.9773263,-1965.69188942,-5656.6763571,6199.2959014,-8641.61432768,6922.05935986,6375.70237894,2743.19184166,246.931482138,931.951651507,-687.011506664,8057.68805695,-8823.68967187,3446.94663964,-8413.357936,7630.75158702,-1533.38724955,unpopular_opinion_puffin
-34628.7158902,-6600.04706028,-1663.81720433,7242.26234016,-6607.45860496,593.942808382,4826.74860051,-4493.48755512,-3589.64524157,4952.64587896,-36.9632042185,-3636.53219666,4678.2747287,1724.85546,5294.74638987,-243.862465996,-4985.86385514,bad_joke_eel
-31756.003653,-5883.72664295,-2539.39082817,3936.64281895,-9870.36789386,1657.26824655,325.39118001,-3626.3481068,-5694.85662223,6988.36982623,2205.49887015,-5874.96642546,7212.73261311,-2926.29332242,4456.77838458,-2053.84117321,-610.204403147,bad_joke_eel
3592.11988267,15219.9828632,3452.143736,-9042.34819003,-10477.2733479,-7285.55353275,-2884.97032144,325.129325138,6651.38283831,-1575.7961947,5526.24734968,8786.33497891,-895.694000481,1966.91260345,4194.0004508,2319.11351737,1732.4803902,bad_luck_brian
19285.4975127,-11870.4883313,-7691.94070506,17019.6817167,-1465.72481901,-2571.71105177,-7907.90674137,-8425.2167706,212.144833817,-697.039054668,359.283348209,2962.4363505,-1798.14572075,-3433.95273057,-515.025954884,-147.72670624,406.699740424,advice_god
-26380.8991368,-15127.896468,2826.568478,-1289.42877162,6178.10946821,-418.326387183,2987.42183385,-5068.45897514,6765.32356474,-5133.0540699,7543.54542665,-6929.15445041,-8041.13363405,13359.4750375,-5261.59644728,9543.47117613,250.650354552,sudden_clarity_clarence
3316.68671413,13352.9519609,4270.70646402,-10413.023894,-10712.502051,-9302.5703614,-4819.07267217,-165.559595749,6405.76462609,-1781.50150538,5296.13835057,7688.99882382,902.39697396,457.677652845,4381.27691005,837.32720684,2935.51934391,bad_luck_brian
3625.79768705,15108.2326996,2308.85690274,-7013.9746179,-11706.7289222,-6819.86765675,-2173.48129538,1517.35231711,4310.90157307,990.795048037,5140.54825808,9126.02000832,-1192.37166883,2994.17596114,4866.41023789,3008.69208258,-1347.32437295,bad_luck_brian
18180.3993361,-12709.9147964,3072.13577255,-4519.85669514,1905.19991598,2459.3771579,2839.49165459,1334.77170362,-5798.5456096,7800.25852494,6659.72166477,581.319912595,-1962.36797265,4981.5937685,1006.42648215,-4525.46688162,903.623389828,first_day_on_the_internet_kid
-14212.5720082,-12241.573775,3907.24235274,-2746.46362927,7204.30845333,519.208015822,6356.18065731,-4250.22689499,6487.9892374,-9941.26514625,4813.65872638,531.88037985,2272.11382908,-7217.05269475,-3486.6171294,-1513.81808519,4807.43020297,lazy_college_senior
-7583.9851538,-3744.10014722,-6199.89732914,322.956401431,1952.08580935,881.134360615,2605.76575802,1633.41420284,-3922.57378691,-1253.53261137,-2278.34854975,-3149.77463154,-3440.88610985,-163.662618615,1815.96909332,-2191.6100678,882.059915769,philosoraptor
2554.77032075,11630.5652049,474.777915522,-2856.04683105,4092.06904433,1947.60083638,1130.10201764,-426.394733362,-2211.71884868,5217.36760407,8093.2546404,-3137.59923183,1074.04780412,-7975.54751214,-1174.5954628,3882.75936102,-1959.20665262,confession_bear
18009.3686116,-12679.7769535,2854.84752299,-4419.27142314,1456.38331272,1036.8664135,2893.55836036,1572.42463159,-5841.00668416,6382.69616878,7189.780047,741.66389055,-869.458747982,6407.77852397,2274.21278823,-5236.05934831,-205.411749636,first_day_on_the_internet_kid
-19070.5395185,-15649.4766312,8557.85201546,-7211.09463771,3595.9908533,1152.51404591,-9760.73148966,-633.555067891,-2375.73262833,-1979.06770702,-1938.82674498,4387.85939944,-175.366268265,872.453866575,6272.87932271,-3330.25939739,-3519.02047709,sudden_clarity_clarence
-24613.7995131,-8401.85278768,-10445.7509917,4328.60862969,-362.087192316,13654.5395079,6088.18363054,5406.7589608,18984.095564,-3553.53982577,1784.09629976,-4657.95996901,-2686.4515275,6035.88000623,3136.69789841,-2541.12596043,4523.7523518,business_cat
17744.9582888,-10511.2753876,-747.628599975,1901.81284362,2170.94248532,2785.14710429,3300.38793366,1466.33310542,-1431.85858693,4142.78832875,1900.06392413,-3266.00907098,-398.089711152,-403.446334652,3877.43048703,5600.15040513,-1761.4047116,minor_mistake_marvin
-5212.41468451,18924.7842305,4505.03468347,-269.603730755,6796.8253383,1684.04366531,-5117.43063471,-6201.07954705,-12294.3956772,-3928.05370629,-5778.02626068,-434.033223334,-2939.82968299,1554.40489118,3726.33706473,-807.729356264,1664.92847383,high_expectations_asian_father
3626.33452414,7285.21006988,-6912.6364768,345.973209059,7824.16797855,-9510.93226232,-2165.24863079,3508.61847164,1141.59703516,-1761.04575239,2710.86559348,-396.885035291,-1893.55712017,-1978.82950268,1846.05037345,4687.29320459,3388.20240859,paranoid_parrot
-32853.0820178,-5335.29146484,-2688.98443901,4023.45339738,-9584.15778881,953.6869665,935.675245685,-5202.24020691,-3657.50119395,5666.17499497,2079.21472359,-7124.28464965,6928.78882186,-3314.53988991,3849.57827285,-1467.67555685,1455.41906617,bad_joke_eel
