0,1,2,3,label
1650.11870674,12079.3326906,-5062.06084716,-2710.2375643,good_guy_greg
2436.84154237,11068.1659485,249.542759074,-1201.97433632,philosoraptor
19180.9426341,-11032.6991585,-8346.76111747,16839.9406116,advice_god
14818.1648516,-1297.68080989,-4698.85534545,-3323.86861163,college_liberal
-19002.2368364,-18427.1875595,9631.47322924,-12937.2864915,sudden_clarity_clarence
-17232.2175038,3517.48489515,-7005.36581085,1491.04716682,good_guy_greg
-18440.4145047,-18796.2514126,10132.3476544,-12266.6679946,sudden_clarity_clarence
-2258.464546,-13387.6748406,1296.77033263,-1862.35727528,evil_toddler
4565.67261526,9591.45384773,1643.41540692,-4030.68514175,confession_bear
-20384.3762661,-18332.5801721,9969.74884085,-13198.3885161,sudden_clarity_clarence
2692.03353836,10849.2784561,-8167.08145246,-60.0516491662,business_cat
50.64332691,12266.844579,7065.7883437,-1299.604535,religion_pigeon
18367.6370521,-11211.246533,-1025.76767353,1766.06530038,minor_mistake_marvin
17527.6180646,-12094.722148,2470.97915562,-4287.42281412,first_day_on_the_internet_kid
-950.296276813,4428.77864913,30424.2682083,13612.0205777,socially_awkward_penguin
-30476.3276382,-3877.81305773,-5278.83221645,6213.73213529,unpopular_opinion_puffin
4982.08223515,4177.07416296,-4843.89837923,-2004.45349032,paranoid_parrot
18428.8730787,-13052.8256421,2943.99079741,-4252.60731594,first_day_on_the_internet_kid
-522.071113112,11732.4124346,-5993.67953108,-2830.89295798,good_guy_greg
-11146.7177362,-13914.0687477,4564.22465443,-3848.25238922,lazy_college_senior
20048.5543958,-14642.8650291,2390.74617895,-2650.57874184,first_day_on_the_internet_kid
3106.77589254,10325.9578412,-8006.74383694,705.750701255,business_cat
3589.17890467,13601.519997,4475.43199251,-8936.6792456,bad_luck_brian
-33761.0606434,-5255.87765989,-1151.35175393,1740.23202998,bad_joke_eel
-29085.9075619,-6606.69081343,-4285.54013997,3571.88417887,unpopular_opinion_puffin
18963.081747,-14101.8264196,3499.35312728,-5716.37965327,first_day_on_the_internet_kid
3632.48314501,6461.14328862,28844.6419412,13010.7521225,socially_awkward_penguin
10186.1439431,2183.13789097,-2759.87898401,-8819.28059575,sheltered_college_freshman
-1285.09046347,13224.3694984,-10174.5872519,5143.97678065,paranoid_parrot
18267.2210041,-12534.7905447,2346.64931696,-4514.16180334,first_day_on_the_internet_kid
-29662.4402667,-3155.30131544,-3922.75415452,4685.45242352,unpopular_opinion_puffin
-4313.7234807,-213.516655198,4513.66791757,-1081.76537296,lazy_college_senior
17458.2211564,-10249.7009354,-517.723430705,2019.68924135,minor_mistake_marvin
-15962.0489518,1563.78360802,-14754.8618522,8441.94727098,paranoid_parrot
3863.08756208,12078.6562319,-527.510926231,-2986.50176868,confession_bear
8466.54077924,-398.561008894,21435.0372095,12078.6267688,socially_awkward_penguin
3694.19242838,13532.3531719,2820.46944099,-7795.92119036,bad_luck_brian
3393.69353686,12289.5085499,-347.912728736,-1832.79522721,confession_bear
-1234.56097278,-13263.1950484,1255.41722,-1823.80100811,evil_toddler
14772.4982711,-1648.6404715,-5154.65989982,-4549.13961562,college_liberal
-19783.2064992,-11608.1507248,2294.70964011,195.752839165,unpopular_opinion_puffin
-24892.2587048,-13648.2050741,2048.90555573,9.39167642497,sudden_clarity_clarence
-25739.82796,-2441.66730971,-4038.15738969,4568.42950779,unpopular_opinion_puffin
5733.05955199,9028.55218148,237.19090349,-5603.48866313,confession_bear
-16484.1374093,-20933.8836425,9284.43062288,-12494.5884859,sudden_clarity_clarence
17347.7158347,-9393.19778554,-1156.52636166,-363.347537205,minor_mistake_marvin
18699.1845903,-10559.1848485,-8114.23650874,16595.3475197,advice_god
-346.067991005,13164.1277039,-6088.69538653,-806.117511566,good_guy_greg
-27345.2978628,-2061.8363017,-5507.96935757,6501.86030021,unpopular_opinion_puffin
6434.47562669,5120.94817926,25425.859396,12846.9748891,socially_awkward_penguin
-34781.4867521,-5000.39645368,-4832.68895402,8498.5961607,unpopular_opinion_puffin
-15242.368415,1880.55617187,-13860.4206217,6335.37587183,paranoid_parrot
-493.518569362,-13993.9492531,1484.08212153,-2684.18315196,evil_toddler
-20103.8426075,-10564.6098217,1825.90656832,-764.604068294,unpopular_opinion_puffin
4882.68467076,3824.76051446,-1390.39007242,-4222.01512181,sheltered_college_freshman
2800.11809325,11243.2458897,-8468.55420531,441.974049496,business_cat
4642.30850897,8619.08153536,27364.6526529,14131.5525985,socially_awkward_penguin
18478.0488535,-9134.37178497,-8488.33703204,16513.2519519,advice_god
14216.5939444,-1462.44516091,-4787.74639221,-4452.63381012,college_liberal
-31052.8053741,-3940.60792018,-1744.89296499,2301.16696335,bad_joke_eel
-16746.0172093,-18332.9894518,9838.01979977,-12432.5574041,sudden_clarity_clarence
6195.98691455,-8193.31341181,-1598.41450459,-8336.98431713,overly_attached_girlfriend
11922.889887,-6461.07820504,-1832.53267993,-3010.15883624,overly_attached_girlfriend
-25487.5338853,-5398.15754862,-3266.57490747,5276.77506009,unpopular_opinion_puffin
4116.48077195,11249.7882481,-2802.13717556,241.208929304,confession_bear
-20446.1284425,-18655.6438875,10188.5138883,-13110.9329772,sudden_clarity_clarence
4908.85530653,8055.85040035,28200.4530577,13105.1341467,socially_awkward_penguin
-7892.7531288,20540.5716195,2990.08300798,2161.62087722,high_expectations_asian_father
-530.678382272,11979.2475416,-5541.40320263,-3826.40792775,good_guy_greg
18193.7781318,-11251.6489835,148.249682938,-1122.41977274,minor_mistake_marvin
-7442.28586504,18485.528841,3229.2695252,724.915425888,high_expectations_asian_father
-22704.6755228,-19379.2429011,10454.6301435,-13411.9866117,sudden_clarity_clarence
-44.3363071052,-14491.4344822,1684.04684669,-2017.54300243,evil_toddler
1813.29742931,16528.5802645,3328.22279539,-6343.60711333,bad_luck_brian
-30619.7854648,-3595.07196397,-2137.52133591,4625.73234957,bad_joke_eel
979.462069735,12120.2717193,-364.719942462,-1948.89901339,philosoraptor
3249.79238765,10835.9815047,-7874.4163924,1620.05800975,business_cat
10002.8831936,-8234.21419669,8672.635073,-8264.94802994,lazy_college_senior
3376.28326659,12120.6628451,296.915479661,-3327.37542235,confession_bear
441.746505641,13523.7506266,-5321.74742055,-3192.98099227,good_guy_greg
3346.16285315,14049.7023671,2852.50274224,-8775.5658809,bad_luck_brian
4815.31504747,4205.3109333,-1423.16157458,-2991.93187592,sheltered_college_freshman
4995.37594253,9557.80168324,-10498.97863,2354.03364615,business_cat
-32325.4916836,-6829.15253894,-619.61358757,2063.04043557,bad_joke_eel
2665.56591437,10146.361275,552.371886315,-3106.36502802,philosoraptor
19467.2230375,-10889.1278718,-7932.67266437,16680.5191845,advice_god
8664.67501082,-202.313681323,-2567.99690034,-87.8984330198,evil_toddler
-21198.1738709,-17771.6877951,9739.11619777,-14046.2169111,sudden_clarity_clarence
3070.38226904,10138.9532694,-7835.13567374,493.266547951,business_cat
3366.22910911,10343.0123324,-6931.40501049,1030.17747434,business_cat
14702.3026072,-1456.95267854,-4941.37865269,-4274.81086962,college_liberal
8611.15973786,-1633.9294682,-2223.53405561,-343.16194165,evil_toddler
635.889749708,-15441.0722444,1871.33687222,-2421.07506647,evil_toddler
-27887.6533449,-5772.56975519,-3470.17690434,2199.62692005,unpopular_opinion_puffin
-19331.1544342,-11464.8278037,1961.27791559,-438.960150088,unpopular_opinion_puffin
8888.38468506,-555.97253411,-2511.48732908,-279.306484918,evil_toddler
-35515.0042523,-2641.41447455,-2016.23978849,876.526597815,bad_joke_eel
18960.8110533,-13069.3516456,1782.06706376,-2496.26358447,first_day_on_the_internet_kid
-22361.875483,-13445.3307021,3202.15910162,-1364.35319067,sudden_clarity_clarence
-3241.95195019,1159.64331228,255.041881547,506.453079976,overly_attached_girlfriend
3972.26747362,9987.31617167,-1555.58547472,-1519.02222317,confession_bear
-32476.6806402,-5301.80449053,-3237.54915076,4923.16330691,bad_joke_eel
17897.245599,-11041.4274024,-152.073739673,-1200.02000486,minor_mistake_marvin
-16218.858602,2521.80617907,-13586.0850514,8300.49796779,paranoid_parrot
14636.8417711,-1735.39969237,-5099.14125748,-4406.25642121,college_liberal
18224.980392,-9305.8701264,-8857.85400614,17802.5736288,advice_god
2986.03564928,15596.8831968,3838.62136438,-7655.47390159,bad_luck_brian
-756.701879957,11308.4611542,-5900.05255236,-3187.52778961,good_guy_greg
6002.10901345,10554.0818272,3283.15657012,-8415.1941199,bad_luck_brian
10153.2590817,-4727.37140277,-1014.51649327,3064.22910167,religion_pigeon
3205.77108376,10122.7011653,-8038.20681073,148.06202747,business_cat
-22955.8926314,7194.55001002,-4830.6427241,5765.293509,unpopular_opinion_puffin
-17146.7182278,-22769.0829907,10272.6900851,-10718.2652321,sudden_clarity_clarence
10100.2306461,4110.10229032,23686.5504403,10080.689012,socially_awkward_penguin
19590.7804865,-11842.4789019,-8516.24113302,17341.7196046,advice_god
-18747.6752779,-19301.6081969,8341.62157626,-10393.2978529,sudden_clarity_clarence
8925.74045916,-3685.64422488,-1171.78319441,3093.09054409,religion_pigeon
6409.71832541,-4199.85482294,-5040.34855875,-7897.13402717,paranoid_parrot
17734.4661195,-10324.6281754,-476.959676282,-1319.51267807,minor_mistake_marvin
-24385.4896162,-2257.39736322,-3938.53993656,3473.40921096,unpopular_opinion_puffin
4613.20745237,5932.92866025,-5238.29437788,-1028.64833154,paranoid_parrot
9458.22822346,-7547.99979429,1543.69519576,-5422.44577241,minor_mistake_marvin
11483.3097228,197.166922776,-2674.10730994,-9589.40965529,sheltered_college_freshman
3860.44325917,10680.0916479,-243.099732881,-2175.5098513,confession_bear
18300.9452219,-12586.5606713,2809.26021846,-4519.37563417,first_day_on_the_internet_kid
-33153.6812694,-3959.70883655,-1727.4129711,3283.33325349,bad_joke_eel
-35221.7229267,-2371.04860518,-3462.1377754,5141.92996416,bad_joke_eel
17654.6210505,-9887.21927443,-1453.98455766,2255.66908678,minor_mistake_marvin
-15183.7608053,-454.923226348,-13307.4476959,7393.28258502,paranoid_parrot
2763.69659366,11009.3036904,243.99460847,-1260.94791636,philosoraptor
-7658.41488699,20507.8005172,2497.02722577,1350.58482824,high_expectations_asian_father
15134.109412,-6655.88440013,-1391.89723966,-1496.61420901,overly_attached_girlfriend
-14464.0568966,-1149.7241173,-12903.2637916,6739.58454234,paranoid_parrot
1332.72479656,12869.9563088,-813.448749488,-1346.6462728,philosoraptor
19293.5527814,-11711.4569447,-8070.71636718,17445.2632183,advice_god
-36394.7650048,-3856.83604204,-2782.19974041,4640.46745409,bad_joke_eel
-15207.4461112,1218.02710106,-13351.0895716,6922.82824097,paranoid_parrot
303.715601179,14995.9356934,1326.04471593,-4528.36802386,confession_bear
18310.7004275,-12957.6495265,3144.01167867,-4043.01373807,first_day_on_the_internet_kid
2419.76820437,13154.069677,-5734.640188,-2553.40612906,good_guy_greg
-5969.04162587,19834.2707926,4266.8894343,22.0895999288,high_expectations_asian_father
-17193.6991947,5175.93938835,-7546.55995375,2674.52868597,good_guy_greg
-4651.22736054,18154.7537201,-1687.46883431,5322.11264598,high_expectations_asian_father
1918.41060748,11322.1383687,-45.4539890791,-1194.64254669,philosoraptor
10568.4960834,-8635.04923107,-6.23471936141,-7571.71359401,overly_attached_girlfriend
-2003.04932963,7848.63556025,-7442.5778368,4857.20006737,paranoid_parrot
1075.86753094,11709.7026854,5012.09309291,-1817.40319816,high_expectations_asian_father
-31135.8775856,-3391.97205272,-1810.0445449,4137.50804497,bad_joke_eel
2121.87380826,10636.8483718,133.974818766,-2080.66391333,philosoraptor
9693.13097488,-4051.783093,-670.936585103,3302.53870989,religion_pigeon
1914.7682912,12499.3313907,-62.3424659503,-2611.50334885,confession_bear
14882.4181134,-6774.09448628,-4216.84135649,4315.66343741,overly_attached_girlfriend
11267.446757,1370.96638176,-3366.22040485,-9634.74265467,sheltered_college_freshman
17931.5546197,-12060.5362834,2714.0070929,-4275.97347449,first_day_on_the_internet_kid
19465.0839423,-11251.7484116,-7535.36145549,15508.901474,advice_god
14852.7004148,-1610.68183415,-5167.05549626,-4248.8959078,college_liberal
-23903.4406587,-1593.66208434,1863.52199558,-367.517520167,bad_joke_eel
2104.56773745,12006.7337934,-284.482225138,-1752.16974847,philosoraptor
-620.108816142,11858.166816,-5904.16705825,-3488.30102938,good_guy_greg
6992.26752565,811.371435133,-258.272053756,-3369.88338035,sheltered_college_freshman
8.86761683749,11451.0194525,-9991.6753483,4215.32223139,paranoid_parrot
-17765.8935487,4218.33212987,-6931.55536143,2209.4319522,good_guy_greg
-20339.3086291,-17756.547588,9977.8098935,-13280.6929368,sudden_clarity_clarence
2450.69795077,12409.4261836,36.8788570865,-1924.73289834,confession_bear
19636.0414807,-12519.31735,-8266.03853925,17617.591395,advice_god
4880.19007894,9899.80214575,-894.178347904,-212.63384039,philosoraptor
18539.4077377,-11962.5443685,-49.003659271,-1300.69585342,minor_mistake_marvin
5152.77192109,6487.71024939,27098.4908992,12168.0203741,socially_awkward_penguin
2703.27974919,10735.4297112,163.923572399,-1541.64645868,philosoraptor
14363.1151778,-5079.30141012,-46.500647465,-7652.5052462,sheltered_college_freshman
19202.417817,-13893.5104757,1607.36441138,-2742.65189268,first_day_on_the_internet_kid
14858.5106286,-1884.11944356,-4874.88499097,-4478.9415656,college_liberal
18584.4910003,-13325.9006963,3070.44254772,-4693.44918193,first_day_on_the_internet_kid
18446.5450117,-13647.5764288,3144.393439,-4776.40515515,first_day_on_the_internet_kid
-1016.60287633,14601.8301268,-7350.76474429,342.225569263,good_guy_greg
11325.4061185,1498.63400557,-3407.08601902,-9641.45848526,sheltered_college_freshman
2110.49153618,12312.9368328,32213.0166015,14902.812925,socially_awkward_penguin
2591.07988999,15454.1553898,2435.16080709,-8210.47909859,bad_luck_brian
-10010.1374027,-1220.00474449,-1308.56156444,4710.54311933,lazy_college_senior
10949.8857829,1296.65675967,-3175.14788346,-9310.66624284,sheltered_college_freshman
10141.7835371,-4656.53399278,-1418.14320377,2899.87950192,religion_pigeon
20183.9461919,-12948.0467337,-8334.35831339,17811.9736306,advice_god
-15543.0566036,-17456.7860319,9284.87750915,-10693.6044885,sudden_clarity_clarence
-6902.31518978,21989.4775453,2914.1466029,744.171786286,high_expectations_asian_father
-933.925929763,-13977.2498799,1445.07999973,-2694.13383073,evil_toddler
2808.91774847,11735.1178841,-277.436522699,-1210.39097017,philosoraptor
-287.92544957,11804.2517556,-5303.56991224,-2752.62478012,good_guy_greg
133.009986187,11564.0060416,-10234.8093077,4431.91683992,paranoid_parrot
-18429.5407534,-19850.0871771,9979.2391185,-11879.8729017,sudden_clarity_clarence
-939.981418064,14469.2399471,-6434.42386324,-649.193704402,good_guy_greg
4039.84653078,10742.7086056,236.49869377,-2930.90113224,confession_bear
17951.2954632,-10248.7877907,-1094.11877365,-897.514067586,minor_mistake_marvin
11325.5393303,2031.66471629,-3595.98592411,-9308.27300135,sheltered_college_freshman
14772.1610697,-2344.09696749,-4840.0362767,-4752.16738075,college_liberal
10617.5295188,-5153.31578839,-712.67378214,2589.29321996,religion_pigeon
-15613.7275542,-13947.4394077,4274.78620872,-4298.7858029,lazy_college_senior
1237.23870437,11953.7448894,-8449.18593023,-578.688385044,business_cat
14722.8497286,-1592.71139253,-5144.42577851,-4100.71822228,college_liberal
6025.31650808,9217.65957597,-9857.40233015,2389.49799852,business_cat
2652.34790407,10849.3815757,-129.817618871,-1193.82930249,philosoraptor
9461.24064034,-2984.89081671,-2591.28409309,3270.1804344,religion_pigeon
-13908.0029531,-1682.67796227,-12474.9219056,6478.52574461,paranoid_parrot
-21891.5061198,-19304.1721184,9459.90137023,-13391.415874,sudden_clarity_clarence
-32268.0053319,-3728.59174239,-3214.08930757,4416.43674955,bad_joke_eel
14796.8290566,-2258.67739886,-5124.69995235,-4343.2296219,college_liberal
17834.0643717,-10514.4070623,-609.731788119,2473.80656668,minor_mistake_marvin
-20471.1322911,-898.148056262,2601.87697318,-1382.34827792,bad_joke_eel
14612.0618351,-7453.33901375,316.629190596,-105.881767547,overly_attached_girlfriend
7734.62390987,4336.57135344,26197.8404279,8958.6144367,socially_awkward_penguin
2208.92694178,-16241.0478409,10006.7604264,-3848.76412716,overly_attached_girlfriend
-26004.5897336,6093.68523271,-4251.1422492,7016.19535524,unpopular_opinion_puffin
-6363.28363073,20024.605323,4391.08297547,-1484.9214195,high_expectations_asian_father
2620.3550013,15214.3700756,2741.59754913,-8451.51271268,bad_luck_brian
15229.3345069,-2431.01881274,-4349.60241838,-3625.51504898,college_liberal
-1356.54521359,10760.8191833,-9253.21690717,4075.97467989,paranoid_parrot
19445.8227743,-11916.9748434,-8069.321866,16430.2767564,advice_god
4184.25266151,7550.68276016,29705.0266593,13734.7269654,socially_awkward_penguin
14994.3914647,-1912.84925496,-4908.57094935,-4649.89721288,college_liberal
4952.49515642,8148.36604657,28871.7315368,13675.7752838,socially_awkward_penguin
9446.04454875,-2929.04002108,-965.423386482,3571.05896607,religion_pigeon
-28288.4007117,-8242.97440324,2158.23475829,-2995.51106682,unpopular_opinion_puffin
-13858.3471286,1164.18058449,-13312.8271312,5063.92327799,paranoid_parrot
10398.9535563,-6776.26635875,197.587918446,-5658.95408607,overly_attached_girlfriend
10564.9061705,5645.94343761,-7876.08188834,1017.43604086,business_cat
-295.945105733,12598.5500111,6827.13384521,-995.083225262,religion_pigeon
-5529.92374576,16527.8761981,4290.12626243,-1579.53947998,high_expectations_asian_father
19935.1181059,-12694.8228857,-7790.49422867,17336.7471292,advice_god
